# _root_ Έτσι απαγορεύουμε με κοινοτικό νόμο σε ένα δημοκρατικά εκλεγμένο όργανο , σε έναν δήμο ή μια κοινότητα , να αποφασίσει τη συνέχιση ή την καθιέρωση μιας πολιτικής προμηθειών φιλικής προς το περιβάλλον .
#goldHeads=2,0,2,5,3,11,10,9,10,6,2,11,14,15,12,17,15,20,20,2,22,23,20,25,23,27,25,27,27,29,32,30,0,
#predictedHeads=2,0,2,5,3,2,9,9,6,9,2,2,14,15,12,17,15,20,20,17,22,23,20,25,23,28,28,25,28,29,32,30,0,
(10,5),(5,6),-0.111575 # DEPENDENCYPART_GRANDPAR
(10,5),(5,8),-0.27758 # DEPENDENCYPART_GRANDPAR
(10,5),(5,9),-0.0242504 # DEPENDENCYPART_GRANDPAR
(10,5),(5,10),-1.25639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,5),(5,12),-0.418805 # DEPENDENCYPART_GRANDPAR
(10,5),(5,15),-0.471725 # DEPENDENCYPART_GRANDPAR
(10,5),(5,20),-0.642397 # DEPENDENCYPART_GRANDPAR
(10,5),(5,23),-0.605741 # DEPENDENCYPART_GRANDPAR
(10,6),(6,3),-0.370871 # DEPENDENCYPART_GRANDPAR
(10,6),(6,5),-0.225362 # DEPENDENCYPART_GRANDPAR
(10,6),(6,7),-0.421068 # DEPENDENCYPART_GRANDPAR
(10,6),(6,8),-0.419428 # DEPENDENCYPART_GRANDPAR
(10,6),(6,9),-0.0732804 # DEPENDENCYPART_GRANDPAR
(10,6),(6,10),-1.1777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,6),(6,11),-0.284896 # DEPENDENCYPART_GRANDPAR
(10,6),(6,14),-0.818495 # DEPENDENCYPART_GRANDPAR
(10,6),(6,15),-0.433675 # DEPENDENCYPART_GRANDPAR
(10,6),(6,18),-0.535923 # DEPENDENCYPART_GRANDPAR
(10,6),(6,23),-0.56769 # DEPENDENCYPART_GRANDPAR
(10,8),(8,6),-0.265781 # DEPENDENCYPART_GRANDPAR
(10,8),(8,7),-0.364861 # DEPENDENCYPART_GRANDPAR
(10,8),(8,9),-0.0553241 # DEPENDENCYPART_GRANDPAR
(10,8),(8,10),-1.19185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,8),(8,12),-0.338307 # DEPENDENCYPART_GRANDPAR
(10,8),(8,17),-0.977773 # DEPENDENCYPART_GRANDPAR
(10,9),(9,7),-0.41411 # DEPENDENCYPART_GRANDPAR
(10,9),(9,8),-0.345808 # DEPENDENCYPART_GRANDPAR
(10,9),(9,10),-1.25639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,9),(9,11),-0.342071 # DEPENDENCYPART_GRANDPAR
(10,11),(11,1),-0.796326 # DEPENDENCYPART_GRANDPAR
(10,11),(11,2),-1.08272 # DEPENDENCYPART_GRANDPAR
(10,11),(11,3),-0.720656 # DEPENDENCYPART_GRANDPAR
(10,11),(11,4),-1.08772 # DEPENDENCYPART_GRANDPAR
(10,11),(11,5),-0.896386 # DEPENDENCYPART_GRANDPAR
(10,11),(11,6),-0.644599 # DEPENDENCYPART_GRANDPAR
(10,11),(11,8),-0.779992 # DEPENDENCYPART_GRANDPAR
(10,11),(11,9),-0.595809 # DEPENDENCYPART_GRANDPAR
(10,11),(11,10),-0.625013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,11),(11,12),0.0200541 # DEPENDENCYPART_GRANDPAR
(10,11),(11,14),-0.277387 # DEPENDENCYPART_GRANDPAR
(10,11),(11,17),-0.427676 # DEPENDENCYPART_GRANDPAR
(10,11),(11,18),-0.123671 # DEPENDENCYPART_GRANDPAR
(10,11),(11,20),-0.305862 # DEPENDENCYPART_GRANDPAR
(10,12),(12,10),-0.649051 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,12),(12,11),0.0435368 # DEPENDENCYPART_GRANDPAR
(10,12),(12,13),-1.13348 # DEPENDENCYPART_GRANDPAR
(10,12),(12,14),-0.141279 # DEPENDENCYPART_GRANDPAR
(10,12),(12,15),0.0107167 # DEPENDENCYPART_GRANDPAR
(10,12),(12,17),-0.300863 # DEPENDENCYPART_GRANDPAR
(10,12),(12,18),-0.163838 # DEPENDENCYPART_GRANDPAR
(10,12),(12,23),-0.123299 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.876753 # DEPENDENCYPART_GRANDPAR
(10,14),(14,8),-0.896254 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),0.19228 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.976731 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.000277341 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.459674 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.156984 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),0.0723624 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),0.170657 # DEPENDENCYPART_GRANDPAR
(11,1),(1,4),0.0793839 # DEPENDENCYPART_GRANDPAR
(11,2),(2,1),-0.127533 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.0117687 # DEPENDENCYPART_GRANDPAR
(11,2),(2,4),-0.0137464 # DEPENDENCYPART_GRANDPAR
(11,2),(2,5),-0.0999559 # DEPENDENCYPART_GRANDPAR
(11,2),(2,6),0.0151259 # DEPENDENCYPART_GRANDPAR
(11,2),(2,8),-0.0139789 # DEPENDENCYPART_GRANDPAR
(11,2),(2,9),-0.0060739 # DEPENDENCYPART_GRANDPAR
(11,2),(2,10),0.0796553 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.13566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,2),(2,12),-0.316964 # DEPENDENCYPART_GRANDPAR
(11,2),(2,14),-0.711523 # DEPENDENCYPART_GRANDPAR
(11,2),(2,15),-0.521271 # DEPENDENCYPART_GRANDPAR
(11,2),(2,17),-0.855928 # DEPENDENCYPART_GRANDPAR
(11,2),(2,18),-0.515888 # DEPENDENCYPART_GRANDPAR
(11,2),(2,20),-0.57829 # DEPENDENCYPART_GRANDPAR
(11,2),(2,23),-0.70973 # DEPENDENCYPART_GRANDPAR
(11,3),(3,1),-0.173162 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),-0.172083 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-0.0195649 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.0637996 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),0.0547363 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0300229 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.116255 # DEPENDENCYPART_GRANDPAR
(11,3),(3,11),-1.14774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,15),-0.507637 # DEPENDENCYPART_GRANDPAR
(11,3),(3,18),-0.527975 # DEPENDENCYPART_GRANDPAR
(11,4),(4,1),-0.181928 # DEPENDENCYPART_GRANDPAR
(11,4),(4,3),0.0125152 # DEPENDENCYPART_GRANDPAR
(11,4),(4,5),-0.0798786 # DEPENDENCYPART_GRANDPAR
(11,4),(4,6),0.0840075 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.113749 # DEPENDENCYPART_GRANDPAR
(11,5),(5,2),-0.0737153 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),0.0821007 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),0.0353418 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),0.14203 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),0.0962325 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),0.0780933 # DEPENDENCYPART_GRANDPAR
(11,5),(5,10),0.164312 # DEPENDENCYPART_GRANDPAR
(11,5),(5,12),-0.310209 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.500545 # DEPENDENCYPART_GRANDPAR
(11,5),(5,20),-0.592236 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.689004 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0065484 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.0105655 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-0.0986021 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.00810544 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0517628 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.137995 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.1617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,14),-0.714015 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.503122 # DEPENDENCYPART_GRANDPAR
(11,6),(6,18),-0.541931 # DEPENDENCYPART_GRANDPAR
(11,6),(6,23),-0.691581 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.019361 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),0.0150531 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0139441 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.100131 # DEPENDENCYPART_GRANDPAR
(11,8),(8,12),-0.294615 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.873344 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),0.0385412 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),0.0351092 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.164314 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.18048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,1),-0.114101 # DEPENDENCYPART_GRANDPAR
(11,10),(10,2),-0.0758547 # DEPENDENCYPART_GRANDPAR
(11,10),(10,4),0.0336619 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),0.019822 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.00398609 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),0.038195 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),0.0334292 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),0.114325 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.18055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),-0.310276 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.749339 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.350332 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.783474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),-0.0348634 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),-0.194099 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0674302 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.342591 # DEPENDENCYPART_GRANDPAR
(11,12),(12,18),-0.204801 # DEPENDENCYPART_GRANDPAR
(11,12),(12,23),-0.255889 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.514089 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.452354 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.24802 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.100093 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.065892 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.306664 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.16426 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.100718 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),-0.199406 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),0.00333124 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.136671 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.195982 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.288661 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.16434 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.567723 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.257357 # DEPENDENCYPART_GRANDPAR
(11,18),(18,2),-0.505888 # DEPENDENCYPART_GRANDPAR
(11,18),(18,5),-0.558945 # DEPENDENCYPART_GRANDPAR
(11,18),(18,9),-0.465124 # DEPENDENCYPART_GRANDPAR
(11,18),(18,12),0.0437318 # DEPENDENCYPART_GRANDPAR
(11,18),(18,14),-0.43041 # DEPENDENCYPART_GRANDPAR
(11,18),(18,17),-0.574263 # DEPENDENCYPART_GRANDPAR
(11,18),(18,20),-0.399633 # DEPENDENCYPART_GRANDPAR
(11,18),(18,22),-0.750632 # DEPENDENCYPART_GRANDPAR
(11,18),(18,23),-0.358908 # DEPENDENCYPART_GRANDPAR
(11,18),(18,25),-0.84503 # DEPENDENCYPART_GRANDPAR
(11,18),(18,27),-0.461572 # DEPENDENCYPART_GRANDPAR
(11,18),(18,28),-0.820425 # DEPENDENCYPART_GRANDPAR
(11,18),(18,29),-0.470933 # DEPENDENCYPART_GRANDPAR
(11,18),(18,30),-0.425134 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.594041 # DEPENDENCYPART_GRANDPAR
(11,20),(20,2),-0.48788 # DEPENDENCYPART_GRANDPAR
(11,20),(20,3),-0.375418 # DEPENDENCYPART_GRANDPAR
(11,20),(20,4),-0.436487 # DEPENDENCYPART_GRANDPAR
(11,20),(20,5),-0.527919 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.422952 # DEPENDENCYPART_GRANDPAR
(11,20),(20,8),-0.43672 # DEPENDENCYPART_GRANDPAR
(11,20),(20,11),-0.709342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,20),(20,12),0.121429 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),-0.283689 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),-0.0736909 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.427659 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.089572 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.15988 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.293177 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.595083 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.243004 # DEPENDENCYPART_GRANDPAR
(11,20),(20,25),-0.690013 # DEPENDENCYPART_GRANDPAR
(11,20),(20,27),-0.345353 # DEPENDENCYPART_GRANDPAR
(11,20),(20,28),-0.664874 # DEPENDENCYPART_GRANDPAR
(11,20),(20,30),-0.263978 # DEPENDENCYPART_GRANDPAR
(11,20),(20,32),-0.689424 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-0.029347 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.0704569 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.191663 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.110853 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.0145165 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.177283 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.118596 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.0195591 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),0.306453 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-0.809868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,14),0.140864 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-0.0717089 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.221281 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.0846162 # DEPENDENCYPART_GRANDPAR
(12,11),(11,4),-0.234557 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.109205 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.0782029 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.16149 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.0186115 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.014588 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-0.7708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,14),0.185344 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.218978 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.443534 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.588803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.727473 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.724106 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.29118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.963231 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.171826 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.273126 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.0670145 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.49996 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.611042 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.562817 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.735927 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.57532 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.546857 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.66286 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.48394 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.450684 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.196448 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.414615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.688867 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.698918 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.319233 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.482607 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.124458 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0893701 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.00492901 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.0498854 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.208959 # DEPENDENCYPART_GRANDPAR
(12,15),(15,30),-0.0335999 # DEPENDENCYPART_GRANDPAR
(12,17),(17,13),0.969123 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.86065 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.267654 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.218149 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0813305 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.194992 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.062678 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.205114 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.0450376 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.590537 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.599417 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.508037 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.37825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,14),0.709056 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.303273 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.219785 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.208811 # DEPENDENCYPART_GRANDPAR
(12,18),(18,23),-0.0331288 # DEPENDENCYPART_GRANDPAR
(12,18),(18,25),-0.412906 # DEPENDENCYPART_GRANDPAR
(12,18),(18,27),-0.726671 # DEPENDENCYPART_GRANDPAR
(12,18),(18,28),-0.533008 # DEPENDENCYPART_GRANDPAR
(12,18),(18,29),-0.6307 # DEPENDENCYPART_GRANDPAR
(12,18),(18,30),-0.0887104 # DEPENDENCYPART_GRANDPAR
(12,23),(23,1),-0.49996 # DEPENDENCYPART_GRANDPAR
(12,23),(23,2),-0.611042 # DEPENDENCYPART_GRANDPAR
(12,23),(23,3),-0.562817 # DEPENDENCYPART_GRANDPAR
(12,23),(23,4),-0.735927 # DEPENDENCYPART_GRANDPAR
(12,23),(23,5),-0.57532 # DEPENDENCYPART_GRANDPAR
(12,23),(23,6),-0.546857 # DEPENDENCYPART_GRANDPAR
(12,23),(23,8),-0.66286 # DEPENDENCYPART_GRANDPAR
(12,23),(23,9),-0.48394 # DEPENDENCYPART_GRANDPAR
(12,23),(23,10),-0.450684 # DEPENDENCYPART_GRANDPAR
(12,23),(23,11),-0.196448 # DEPENDENCYPART_GRANDPAR
(12,23),(23,12),-0.414615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,23),(23,14),0.698918 # DEPENDENCYPART_GRANDPAR
(12,23),(23,15),0.159949 # DEPENDENCYPART_GRANDPAR
(12,23),(23,16),-0.481986 # DEPENDENCYPART_GRANDPAR
(12,23),(23,17),0.290091 # DEPENDENCYPART_GRANDPAR
(12,23),(23,18),0.109209 # DEPENDENCYPART_GRANDPAR
(12,23),(23,19),-0.190186 # DEPENDENCYPART_GRANDPAR
(12,23),(23,20),-0.0211747 # DEPENDENCYPART_GRANDPAR
(12,23),(23,21),-1.00482 # DEPENDENCYPART_GRANDPAR
(12,23),(23,22),-0.185221 # DEPENDENCYPART_GRANDPAR
(12,23),(23,24),-1.11202 # DEPENDENCYPART_GRANDPAR
(12,23),(23,25),-0.208959 # DEPENDENCYPART_GRANDPAR
(12,23),(23,27),-0.640345 # DEPENDENCYPART_GRANDPAR
(12,23),(23,28),-0.331559 # DEPENDENCYPART_GRANDPAR
(12,23),(23,29),-0.548564 # DEPENDENCYPART_GRANDPAR
(12,23),(23,30),-0.0335999 # DEPENDENCYPART_GRANDPAR
(12,23),(23,32),-0.488187 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),-0.280653 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),-1.01348 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.294454 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),-0.648204 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),-0.0169786 # DEPENDENCYPART_GRANDPAR
(14,8),(8,17),-1.05815 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.526179 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.324684 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.206997 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.61429 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.416761 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.04401 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.681551 # DEPENDENCYPART_GRANDPAR
(14,12),(12,23),-0.704333 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.731646 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-1.50135 # DEPENDENCYPART_GRANDPAR
(14,15),(15,3),-0.694661 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.54906 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.972048 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-0.702966 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-1.48826 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.863755 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-1.21748 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.721407 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.59342 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.604409 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.05623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.757097 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.307196 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.217646 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.406997 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.599932 # DEPENDENCYPART_GRANDPAR
(14,15),(15,23),-0.175098 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),-0.802878 # DEPENDENCYPART_GRANDPAR
(14,15),(15,30),-0.28456 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.668107 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.03603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.110218 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.76791 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.27891 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.441522 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.548149 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.838595 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.277892 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.739617 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-1.42603 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.669034 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-1.51615 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.908176 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.680784 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.45534 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.637545 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.571238 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-1.10177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0797167 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.531728 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.131769 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.0159493 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-1.20144 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.544164 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.175785 # DEPENDENCYPART_GRANDPAR
(14,20),(20,25),-0.747707 # DEPENDENCYPART_GRANDPAR
(14,20),(20,27),-0.583934 # DEPENDENCYPART_GRANDPAR
(14,20),(20,28),-0.308738 # DEPENDENCYPART_GRANDPAR
(14,20),(20,30),-0.267699 # DEPENDENCYPART_GRANDPAR
(14,20),(20,32),-0.90153 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.00775089 # DEPENDENCYPART_GRANDPAR
(15,1),(1,3),0.303236 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.0588605 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.102885 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),0.220841 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.0950588 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.0491025 # DEPENDENCYPART_GRANDPAR
(15,2),(2,6),0.0478195 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.0327674 # DEPENDENCYPART_GRANDPAR
