# _root_ Λυπάμαι πολύ , κύριε Ύπατε Εκπρόσωπε , που δεν μπορώ να συμμεριστώ ούτε καν τη μετριασμένη αισιοδοξία σας .
#goldHeads=0,1,6,6,6,1,6,1,10,8,12,10,12,12,17,17,12,17,0,
#predictedHeads=0,1,1,6,6,1,10,10,10,6,12,10,12,13,17,17,12,17,0,
(17,13),(13,19),-0.536428 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-0.652178 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.353735 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.600573 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.0432254 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.135077 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.37251 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.28751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,19),-0.521027 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0514776 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.125152 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.3222 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.753938 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.515108 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.081845 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.818582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,14),-0.440676 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.301959 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.293704 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.187554 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.04835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,13),-0.245887 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.410698 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.293961 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.216981 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.184496 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.05791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
