# _root_ Από την δεκαετία του '70 , η Κως έχει μετατραπεί σε σημαντικό τουριστικό προορισμό και έχει δει το τοπίο της να αλλάζει , με την ανέγερση πολυτελών ξενοδοχειακών θερέτρων πάνω στις κατάλευκες αμμουδιές της .
#goldHeads=10,3,1,5,3,15,8,15,10,15,10,14,14,11,0,17,15,19,22,19,22,17,24,22,26,24,29,29,26,26,30,33,31,33,0,
#predictedHeads=10,3,1,5,3,10,8,15,10,15,10,14,14,11,0,17,15,19,17,19,22,19,22,22,26,24,29,29,26,29,30,33,31,33,0,
(10,19),(19,24),-0.483272 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.647143 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.936691 # DEPENDENCYPART_GRANDPAR
(10,19),(19,31),-0.479657 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.419237 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.813514 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.381 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.504828 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-1.62964 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-1.73501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.419735 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),-0.542926 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.67383 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),-0.205506 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),0.0216013 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-1.0033 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),-0.958692 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.487314 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.779114 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.144223 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.287772 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.393326 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.690196 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.96726 # DEPENDENCYPART_GRANDPAR
(10,22),(22,28),-1.07777 # DEPENDENCYPART_GRANDPAR
(10,22),(22,29),-0.979413 # DEPENDENCYPART_GRANDPAR
(10,22),(22,30),-0.00544508 # DEPENDENCYPART_GRANDPAR
(10,22),(22,31),-0.41216 # DEPENDENCYPART_GRANDPAR
(10,22),(22,33),-0.650305 # DEPENDENCYPART_GRANDPAR
(10,23),(23,3),-1.01272 # DEPENDENCYPART_GRANDPAR
(10,23),(23,19),-0.674706 # DEPENDENCYPART_GRANDPAR
(10,23),(23,21),-0.184893 # DEPENDENCYPART_GRANDPAR
(10,23),(23,22),-1.38104 # DEPENDENCYPART_GRANDPAR
(10,23),(23,24),-0.587445 # DEPENDENCYPART_GRANDPAR
(10,23),(23,26),-0.855443 # DEPENDENCYPART_GRANDPAR
(10,23),(23,27),-1.1236 # DEPENDENCYPART_GRANDPAR
(10,23),(23,28),-1.23411 # DEPENDENCYPART_GRANDPAR
(10,23),(23,29),-1.14696 # DEPENDENCYPART_GRANDPAR
(10,23),(23,32),-1.42437 # DEPENDENCYPART_GRANDPAR
(10,23),(23,33),-0.812341 # DEPENDENCYPART_GRANDPAR
(10,24),(24,22),-1.26489 # DEPENDENCYPART_GRANDPAR
(10,24),(24,23),-0.255642 # DEPENDENCYPART_GRANDPAR
(10,24),(24,25),-1.05525 # DEPENDENCYPART_GRANDPAR
(10,24),(24,26),-0.643307 # DEPENDENCYPART_GRANDPAR
(10,24),(24,27),-1.03455 # DEPENDENCYPART_GRANDPAR
(10,24),(24,28),-1.14506 # DEPENDENCYPART_GRANDPAR
(10,24),(24,29),-0.932529 # DEPENDENCYPART_GRANDPAR
(10,24),(24,30),-0.107008 # DEPENDENCYPART_GRANDPAR
(10,30),(30,1),-0.55835 # DEPENDENCYPART_GRANDPAR
(10,30),(30,23),-0.164934 # DEPENDENCYPART_GRANDPAR
(10,30),(30,24),-0.247774 # DEPENDENCYPART_GRANDPAR
(10,30),(30,26),-0.781352 # DEPENDENCYPART_GRANDPAR
(10,30),(30,27),-1.06167 # DEPENDENCYPART_GRANDPAR
(10,30),(30,28),-1.17219 # DEPENDENCYPART_GRANDPAR
(10,30),(30,29),-1.07076 # DEPENDENCYPART_GRANDPAR
(10,30),(30,31),-0.45118 # DEPENDENCYPART_GRANDPAR
(10,30),(30,32),-1.40545 # DEPENDENCYPART_GRANDPAR
(10,30),(30,33),-0.748678 # DEPENDENCYPART_GRANDPAR
(10,31),(31,30),-0.0437765 # DEPENDENCYPART_GRANDPAR
(10,31),(31,32),-1.31408 # DEPENDENCYPART_GRANDPAR
(10,31),(31,33),-0.572653 # DEPENDENCYPART_GRANDPAR
(11,9),(9,1),-0.251363 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.292132 # DEPENDENCYPART_GRANDPAR
(11,9),(9,4),-0.487342 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.337411 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.336443 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.461221 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.232414 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.135193 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-0.848152 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.199999 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.0726074 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.0963977 # DEPENDENCYPART_GRANDPAR
(11,9),(9,19),-0.889638 # DEPENDENCYPART_GRANDPAR
(11,9),(9,23),-0.622005 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.236617 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.304059 # DEPENDENCYPART_GRANDPAR
(11,10),(10,5),-0.337234 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.327748 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-0.459872 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.244341 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.284767 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-0.84707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.200007 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.072599 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.10683 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.367478 # DEPENDENCYPART_GRANDPAR
(11,10),(10,16),-0.563173 # DEPENDENCYPART_GRANDPAR
(11,10),(10,17),-0.646129 # DEPENDENCYPART_GRANDPAR
(11,10),(10,19),-0.90007 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-0.673196 # DEPENDENCYPART_GRANDPAR
(11,10),(10,23),-0.620835 # DEPENDENCYPART_GRANDPAR
(11,10),(10,24),-0.780968 # DEPENDENCYPART_GRANDPAR
(11,10),(10,30),-0.81608 # DEPENDENCYPART_GRANDPAR
(11,10),(10,31),-0.94958 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-0.418737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.419856 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.438957 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),0.0377667 # DEPENDENCYPART_GRANDPAR
(11,12),(12,16),-0.0790549 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.161271 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.354283 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.248756 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.418722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.706001 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.436617 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),0.0329639 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0743217 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-0.991242 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.956515 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.757048 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.617631 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.373647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.752877 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.483298 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0296709 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.0733969 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.154242 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.4593 # DEPENDENCYPART_GRANDPAR
(11,15),(15,1),-0.787059 # DEPENDENCYPART_GRANDPAR
(11,15),(15,3),-0.806825 # DEPENDENCYPART_GRANDPAR
(11,15),(15,6),-0.640753 # DEPENDENCYPART_GRANDPAR
(11,15),(15,8),-0.74824 # DEPENDENCYPART_GRANDPAR
(11,15),(15,9),-0.74482 # DEPENDENCYPART_GRANDPAR
(11,15),(15,10),-0.603818 # DEPENDENCYPART_GRANDPAR
(11,15),(15,11),-0.526168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,15),(15,12),0.504061 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.234369 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.375466 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.115846 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.182484 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.0942193 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.212776 # DEPENDENCYPART_GRANDPAR
(11,15),(15,23),-0.363775 # DEPENDENCYPART_GRANDPAR
(11,15),(15,24),-0.234397 # DEPENDENCYPART_GRANDPAR
(11,16),(16,1),-0.7903 # DEPENDENCYPART_GRANDPAR
(11,16),(16,3),-0.782768 # DEPENDENCYPART_GRANDPAR
(11,16),(16,5),-0.762761 # DEPENDENCYPART_GRANDPAR
(11,16),(16,6),-0.598628 # DEPENDENCYPART_GRANDPAR
(11,16),(16,8),-0.724184 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.543937 # DEPENDENCYPART_GRANDPAR
(11,16),(16,11),-0.535562 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,16),(16,12),0.577849 # DEPENDENCYPART_GRANDPAR
(11,16),(16,13),0.309402 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.276789 # DEPENDENCYPART_GRANDPAR
(11,16),(16,15),-0.0517878 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.25133 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.640834 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.397776 # DEPENDENCYPART_GRANDPAR
(11,16),(16,22),-0.281731 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.35982 # DEPENDENCYPART_GRANDPAR
(11,16),(16,24),-0.217086 # DEPENDENCYPART_GRANDPAR
(11,17),(17,1),-0.78871 # DEPENDENCYPART_GRANDPAR
(11,17),(17,3),-0.792616 # DEPENDENCYPART_GRANDPAR
(11,17),(17,5),-0.762761 # DEPENDENCYPART_GRANDPAR
(11,17),(17,6),-0.597477 # DEPENDENCYPART_GRANDPAR
(11,17),(17,8),-0.734032 # DEPENDENCYPART_GRANDPAR
(11,17),(17,9),-0.682668 # DEPENDENCYPART_GRANDPAR
(11,17),(17,10),-0.543629 # DEPENDENCYPART_GRANDPAR
(11,17),(17,11),-0.531507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,17),(17,12),0.579074 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.310626 # DEPENDENCYPART_GRANDPAR
(11,17),(17,14),0.277256 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.0572835 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.120786 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.637906 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.411974 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.527312 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.273609 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.355673 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.200805 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.778916 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.7024 # DEPENDENCYPART_GRANDPAR
(11,17),(17,30),-0.327288 # DEPENDENCYPART_GRANDPAR
(11,17),(17,31),-0.423664 # DEPENDENCYPART_GRANDPAR
(11,17),(17,33),-0.905686 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.488916 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),0.0360087 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),-0.0396579 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.50868 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),-0.290019 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),-0.54105 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.182924 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.345678 # DEPENDENCYPART_GRANDPAR
(11,19),(19,24),-0.18112 # DEPENDENCYPART_GRANDPAR
(11,19),(19,26),-0.829919 # DEPENDENCYPART_GRANDPAR
(11,19),(19,29),-0.753831 # DEPENDENCYPART_GRANDPAR
(11,19),(19,31),-0.417962 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.574844 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.457161 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.10493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.337236 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.789639 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.403212 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.635354 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.316283 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.91118 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.566638 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.647118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.345419 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.0252065 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.196668 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-1.03256 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.766495 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.01476 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),0.0191625 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.59028 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.58762 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.180247 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.0115766 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.227723 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.0903043 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.515756 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.876267 # DEPENDENCYPART_GRANDPAR
(12,15),(15,3),-0.77212 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.73717 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.792512 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-1.06581 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.030223 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.601864 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.654989 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.112192 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.290791 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.207722 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.118994 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.360937 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.383917 # DEPENDENCYPART_GRANDPAR
(12,15),(15,23),-0.51738 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.368072 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-0.8402 # DEPENDENCYPART_GRANDPAR
(12,16),(16,3),-0.678948 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.769889 # DEPENDENCYPART_GRANDPAR
(12,16),(16,6),-0.658608 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.699341 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),0.0709421 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.569149 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.668315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.100287 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),-0.375056 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.0633488 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.0971985 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-1.5344 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.380277 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.405821 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.527759 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.331516 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.83861 # DEPENDENCYPART_GRANDPAR
(12,17),(17,3),-0.688795 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.769888 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.657455 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.709188 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.962293 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),0.0712518 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.567558 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.664957 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.103645 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),-0.372004 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.0600947 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.0884444 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-1.53234 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.395081 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.464935 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.400183 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.524475 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.316074 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.835719 # DEPENDENCYPART_GRANDPAR
(12,17),(17,29),-0.395137 # DEPENDENCYPART_GRANDPAR
(12,17),(17,30),-0.169611 # DEPENDENCYPART_GRANDPAR
(12,17),(17,31),0.00338403 # DEPENDENCYPART_GRANDPAR
(12,17),(17,33),-0.762698 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.180248 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.0617862 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),0.258482 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-1.47463 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.287775 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.568743 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.411699 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.556664 # DEPENDENCYPART_GRANDPAR
(12,19),(19,24),-0.488485 # DEPENDENCYPART_GRANDPAR
(12,19),(19,26),-0.958344 # DEPENDENCYPART_GRANDPAR
(12,19),(19,29),-0.518015 # DEPENDENCYPART_GRANDPAR
(12,19),(19,31),-0.14794 # DEPENDENCYPART_GRANDPAR
(12,24),(24,22),-0.34848 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.496885 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-1.38714 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.805271 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.788486 # DEPENDENCYPART_GRANDPAR
(12,24),(24,28),-0.794359 # DEPENDENCYPART_GRANDPAR
(12,24),(24,29),-0.364691 # DEPENDENCYPART_GRANDPAR
(12,24),(24,30),-0.231304 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.442521 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),0.629614 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.226142 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.07635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.612791 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.354043 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.551702 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.299614 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.937039 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.144733 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.08233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.628012 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.366952 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.538576 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.286224 # DEPENDENCYPART_GRANDPAR
(13,12),(12,19),-0.95226 # DEPENDENCYPART_GRANDPAR
(13,12),(12,24),-0.768222 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.906878 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.667522 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.880188 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),0.193866 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.556381 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.690307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.558465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.039221 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.144019 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),0.107024 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.540206 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.686114 # DEPENDENCYPART_GRANDPAR
(13,15),(15,3),-0.625983 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.567805 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.656354 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.931706 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),0.144017 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.568198 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.689923 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.630682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),-0.117829 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.128621 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),0.131111 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.390259 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.343822 # DEPENDENCYPART_GRANDPAR
(13,15),(15,23),-0.463861 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.356104 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-0.650046 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.532809 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.599823 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.489241 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.563181 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),0.245184 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.535481 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.641622 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.63219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.191783 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.118937 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),0.123966 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-1.47582 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.393921 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.351076 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.45814 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.29866 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.0408024 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.059338 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-0.41836 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.218518 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.155791 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.768904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.00847858 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.397012 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.0687162 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.275076 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.0344738 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.49115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,19),-1.25333 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.708237 # DEPENDENCYPART_GRANDPAR
(14,10),(10,1),-0.0322888 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),-0.0821754 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),-0.221854 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.14676 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.771067 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.031316 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.968142 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0693744 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.277538 # DEPENDENCYPART_GRANDPAR
