# _root_ Πιο μακροπρόθεσμα , όταν η νομοθεσία αρχίσει να γίνεται περισσότερο σεβαστή , θα μπορέσει ίσως να αρθεί αυτή η απαγόρευση .
#goldHeads=2,14,4,14,6,9,4,9,7,11,9,14,14,0,14,17,14,20,20,17,0,
#predictedHeads=2,10,4,0,6,7,4,9,7,11,9,14,14,11,14,17,14,20,20,17,0,
(17,18),(18,20),0.275978 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.231642 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.490405 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.679082 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.614757 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.470183 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.257046 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.127277 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.600358 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.475751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.12556 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.0446414 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.0722049 # DEPENDENCYPART_GRANDPAR
(19,18),(18,20),-0.370878 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.301814 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),-0.51743 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.534869 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.463031 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.736335 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.233369 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.23849 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.256201 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.23265 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.250424 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.494643 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.767836 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,15),-0.404876 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.497043 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.361825 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.05696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
