# _root_ * Επισκεφθείτε τις ερημικές παραλίες της νότιας Ρόδου , από το Πρασονήσι έως το Πλυμήρι , που προσφέρονται για απομόνωση και ηρεμία .
#goldHeads=0,0,5,5,2,8,8,5,2,5,12,10,5,15,13,18,18,5,18,21,19,21,0,
#predictedHeads=0,0,5,5,2,8,8,5,2,2,12,10,12,15,13,18,18,15,18,21,19,21,0,
(13,20),(20,22),-0.399695 # DEPENDENCYPART_GRANDPAR
(13,21),(21,1),-0.601798 # DEPENDENCYPART_GRANDPAR
(13,21),(21,2),-0.82098 # DEPENDENCYPART_GRANDPAR
(13,21),(21,4),-0.975037 # DEPENDENCYPART_GRANDPAR
(13,21),(21,5),-0.751005 # DEPENDENCYPART_GRANDPAR
(13,21),(21,7),-0.948984 # DEPENDENCYPART_GRANDPAR
(13,21),(21,8),-0.73716 # DEPENDENCYPART_GRANDPAR
(13,21),(21,9),-0.549986 # DEPENDENCYPART_GRANDPAR
(13,21),(21,10),-0.649954 # DEPENDENCYPART_GRANDPAR
(13,21),(21,12),-0.479669 # DEPENDENCYPART_GRANDPAR
(13,21),(21,13),-0.705632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,21),(21,15),0.579637 # DEPENDENCYPART_GRANDPAR
(13,21),(21,16),0.0668131 # DEPENDENCYPART_GRANDPAR
(13,21),(21,17),-0.262087 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.0896979 # DEPENDENCYPART_GRANDPAR
(13,21),(21,19),-0.404305 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.27451 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.0950121 # DEPENDENCYPART_GRANDPAR
(13,21),(21,23),-0.365596 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.384708 # DEPENDENCYPART_GRANDPAR
(15,2),(2,3),-0.637204 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-1.27682 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.871266 # DEPENDENCYPART_GRANDPAR
(15,2),(2,7),-0.58674 # DEPENDENCYPART_GRANDPAR
(15,2),(2,8),-0.676412 # DEPENDENCYPART_GRANDPAR
(15,2),(2,9),-0.428191 # DEPENDENCYPART_GRANDPAR
(15,2),(2,10),-0.23297 # DEPENDENCYPART_GRANDPAR
(15,2),(2,12),-0.464209 # DEPENDENCYPART_GRANDPAR
(15,2),(2,13),-0.173094 # DEPENDENCYPART_GRANDPAR
(15,2),(2,15),-1.25021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,2),(2,16),-0.141169 # DEPENDENCYPART_GRANDPAR
(15,2),(2,18),-0.375307 # DEPENDENCYPART_GRANDPAR
(15,2),(2,19),-0.474609 # DEPENDENCYPART_GRANDPAR
(15,2),(2,20),-0.788473 # DEPENDENCYPART_GRANDPAR
(15,2),(2,21),-0.481112 # DEPENDENCYPART_GRANDPAR
(15,2),(2,22),-0.914641 # DEPENDENCYPART_GRANDPAR
(15,2),(2,23),-0.574494 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.761253 # DEPENDENCYPART_GRANDPAR
(15,12),(12,3),-0.734861 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.875575 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.700118 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.641428 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.680607 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.569847 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.69315 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.162283 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.384312 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.37007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.466811 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.529543 # DEPENDENCYPART_GRANDPAR
(15,12),(12,21),-0.519371 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-1.03451 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),-0.30281 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.698178 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.276075 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.452926 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.2853 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.194832 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.397554 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.823568 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.487347 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.900853 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-1.16259 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.37033 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.18149 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-0.973177 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.710181 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.969886 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.705704 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.738263 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0404572 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.128727 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.109527 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.291428 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.417596 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.180378 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.144498 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-6.1202e-05 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.880108 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-1.15269 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-1.78657 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-1.33528 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-1.09648 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-1.14648 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.916336 # DEPENDENCYPART_GRANDPAR
(15,18),(18,10),-0.730089 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.93483 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.721782 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.837898 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.779191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.349016 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.865509 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0777293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.031554 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),0.046182 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.157722 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.100825 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0307329 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),0.0905479 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.156901 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.173772 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.509168 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.0533326 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.0186047 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.453503 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.92046 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.509168 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),0.0533326 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.251288 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.0644794 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.204263 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.172112 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.268009 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.362217 # DEPENDENCYPART_GRANDPAR
(16,1),(1,8),-0.33169 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-0.458778 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.626561 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.235277 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.299599 # DEPENDENCYPART_GRANDPAR
(16,2),(2,7),-0.251123 # DEPENDENCYPART_GRANDPAR
(16,2),(2,8),-0.261966 # DEPENDENCYPART_GRANDPAR
(16,2),(2,9),-0.217064 # DEPENDENCYPART_GRANDPAR
(16,2),(2,10),-0.217234 # DEPENDENCYPART_GRANDPAR
(16,2),(2,12),-0.200245 # DEPENDENCYPART_GRANDPAR
(16,2),(2,13),-0.136979 # DEPENDENCYPART_GRANDPAR
(16,2),(2,15),-0.0991269 # DEPENDENCYPART_GRANDPAR
(16,2),(2,16),-0.807892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,2),(2,18),-0.210031 # DEPENDENCYPART_GRANDPAR
(16,2),(2,19),-0.307702 # DEPENDENCYPART_GRANDPAR
(16,2),(2,20),-0.611793 # DEPENDENCYPART_GRANDPAR
(16,2),(2,21),-0.219272 # DEPENDENCYPART_GRANDPAR
(16,2),(2,22),-0.627986 # DEPENDENCYPART_GRANDPAR
(16,2),(2,23),-0.358218 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.461425 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.185645 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.543775 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.173681 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.196172 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.158941 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.180275 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.269491 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.0848423 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.120444 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.0146876 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.0193258 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-0.852719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,18),-0.223979 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.299495 # DEPENDENCYPART_GRANDPAR
(16,5),(5,21),-0.196073 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.241056 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.202109 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.26545 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0947189 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.521365 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.422687 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.283129 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.360243 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.298974 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.326644 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.271891 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.346744 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.214257 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.245625 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.863061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.228047 # DEPENDENCYPART_GRANDPAR
(16,9),(9,19),-0.299441 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.313323 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.266135 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.157315 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.10264 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),-0.0561963 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-0.834391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,21),-0.210071 # DEPENDENCYPART_GRANDPAR
(16,12),(12,2),-0.187252 # DEPENDENCYPART_GRANDPAR
(16,12),(12,3),-0.548884 # DEPENDENCYPART_GRANDPAR
(16,12),(12,5),-0.174582 # DEPENDENCYPART_GRANDPAR
(16,12),(12,6),-0.237943 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.202027 # DEPENDENCYPART_GRANDPAR
(16,12),(12,8),-0.140429 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.317888 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.0878026 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0247746 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.210892 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.0145445 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.223977 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.299495 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.196046 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.665734 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.257065 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.213076 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.108712 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.29334 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.0390257 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.834071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.211685 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.611794 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.207477 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.187252 # DEPENDENCYPART_GRANDPAR
(16,15),(15,6),-0.237943 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.0878026 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.0791261 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.116603 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.119817 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.852719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.259224 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.223977 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.299495 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.649541 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.665734 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.411683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.162935 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.841191 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.601409 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.65801 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-0.721684 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.673856 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.692378 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.6378 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.658873 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.627857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.577215 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.675257 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.526739 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.385107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.30887 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.164049 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0893686 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.196796 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.105562 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0231292 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0946525 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.244582 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.110845 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.00628714 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.184015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.281086 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.207408 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.079255 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.70104 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.184015 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.281086 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),-0.0995989 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.341893 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0206227 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-0.860972 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.603561 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.277265 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.293458 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.263276 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.906863 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.465564 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.53879 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.212342 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.260374 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.464436 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.199398 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.396748 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-0.980841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.855822 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.634676 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.917918 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.960178 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.680704 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.60295 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-1.17792 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.05153 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.82028 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.05011 # DEPENDENCYPART_GRANDPAR
(17,18),(18,8),-0.896944 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.50399 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.624877 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.822645 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.566873 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.808562 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.754957 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.36802 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.339348 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.150506 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.349303 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.441711 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.391562 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.29433 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.970299 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-1.39489 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.986149 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-1.10909 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.716371 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-1.66485 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-1.38143 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-1.07509 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),-1.55946 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-1.19156 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.73751 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.550175 # DEPENDENCYPART_GRANDPAR
(18,2),(2,12),-1.06813 # DEPENDENCYPART_GRANDPAR
(18,2),(2,13),-0.580791 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-1.05203 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.568265 # DEPENDENCYPART_GRANDPAR
(18,2),(2,18),-2.11061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,2),(2,19),0.165547 # DEPENDENCYPART_GRANDPAR
(18,2),(2,20),-0.154804 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.215211 # DEPENDENCYPART_GRANDPAR
(18,2),(2,22),-0.285814 # DEPENDENCYPART_GRANDPAR
(18,2),(2,23),-0.451826 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.738856 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-1.52911 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.845043 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-1.41036 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.299432 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.703871 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.544029 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-1.43708 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.10951 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-2.46929 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-1.31587 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.885663 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.752114 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.354175 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.760261 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.383404 # DEPENDENCYPART_GRANDPAR
(18,5),(5,15),-0.744165 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.582868 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-2.33259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,5),(5,19),-0.0279262 # DEPENDENCYPART_GRANDPAR
(18,5),(5,21),-0.370906 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.984351 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-2.50901 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.963725 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.701289 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.299432 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.842241 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.400883 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.826145 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-2.40626 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-1.2919 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.747252 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.354849 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.78537 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-1.03016 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-1.31029 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-1.06579 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-1.48831 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-1.17856 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.480709 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.963325 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.535946 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.947229 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.57809 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-2.27193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),0.0134809 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.709195 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-1.46099 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.897744 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.525785 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.881648 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.598217 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.347642 # DEPENDENCYPART_GRANDPAR
(18,12),(12,2),-0.542936 # DEPENDENCYPART_GRANDPAR
(18,12),(12,3),-1.4431 # DEPENDENCYPART_GRANDPAR
(18,12),(12,5),-0.850928 # DEPENDENCYPART_GRANDPAR
(18,12),(12,6),-2.40309 # DEPENDENCYPART_GRANDPAR
(18,12),(12,7),-1.29165 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.963233 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.790227 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-1.18869 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.384406 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-1.14131 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.739145 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-2.33259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.0279224 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.370875 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.544159 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.503215 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-1.35313 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.81485 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-1.25869 # DEPENDENCYPART_GRANDPAR
