# _root_ Στις διάφορες δράσεις κατέστη δυνατόν , όπως επιθυμούσαμε , να γίνει ισόρροπη κατανομή πόρων μεταξύ ανταλλαγής νέων και εθελοντικής υπηρεσίας .
#goldHeads=4,3,1,0,4,8,8,4,8,11,4,13,11,13,13,18,16,15,20,18,0,
#predictedHeads=4,3,1,0,4,8,8,4,8,11,8,13,11,13,14,15,18,20,18,16,0,
(12,11),(11,15),-0.255401 # DEPENDENCYPART_GRANDPAR
(12,11),(11,16),-0.731734 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.730117 # DEPENDENCYPART_GRANDPAR
(12,11),(11,18),-0.32021 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.747254 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.777985 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.498199 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.44951 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.570073 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.82792 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.72312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0418545 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.172391 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.374502 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.33558 # DEPENDENCYPART_GRANDPAR
(12,13),(13,18),0.0694053 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.370842 # DEPENDENCYPART_GRANDPAR
(12,13),(13,20),-0.421435 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-0.570073 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.723931 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.0985952 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),0.17239 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.374647 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.335304 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),0.0685426 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.370566 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.723919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.0949801 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.0899158 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.191664 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.334771 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),0.0694382 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),-0.370033 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.421435 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.179001 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.302438 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.378866 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.294105 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.353838 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.167272 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.179484 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.202201 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.10114 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.0626025 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.0539754 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.300376 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.28231 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.213922 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.357095 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.472153 # DEPENDENCYPART_GRANDPAR
(13,8),(8,18),-0.522263 # DEPENDENCYPART_GRANDPAR
(13,8),(8,21),-0.575986 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.508701 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.48256 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.554802 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.587076 # DEPENDENCYPART_GRANDPAR
(13,9),(9,5),0.0646309 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.293398 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.380923 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.591458 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.113964 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.315082 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.31737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,17),-0.579741 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.714641 # DEPENDENCYPART_GRANDPAR
(13,11),(11,1),-0.303955 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.371431 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.294462 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.348235 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),0.174707 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.179539 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.218555 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.353699 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.119956 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.196794 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.30103 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.28366 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.215276 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.356629 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.473506 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.61139 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.522312 # DEPENDENCYPART_GRANDPAR
(13,11),(11,19),-0.746289 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.67188 # DEPENDENCYPART_GRANDPAR
(13,11),(11,21),-0.576029 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.37236 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.276849 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.299908 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.33718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.268788 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.527019 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.703209 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.292582 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.737174 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.107984 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0115769 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.138627 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0614778 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.292627 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.203116 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.861399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.201044 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),0.168107 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.0748324 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.0955036 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.026196 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.165355 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.292582 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.741153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.320953 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.101434 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.137153 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0597561 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.291152 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.206679 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.205772 # DEPENDENCYPART_GRANDPAR
(13,17),(17,14),0.2911 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.174963 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.034567 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0377159 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.317334 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.111407 # DEPENDENCYPART_GRANDPAR
(13,18),(18,1),-0.956398 # DEPENDENCYPART_GRANDPAR
(13,18),(18,2),-1.08819 # DEPENDENCYPART_GRANDPAR
(13,18),(18,3),-1.14639 # DEPENDENCYPART_GRANDPAR
(13,18),(18,4),-0.943256 # DEPENDENCYPART_GRANDPAR
(13,18),(18,5),-0.542117 # DEPENDENCYPART_GRANDPAR
(13,18),(18,6),-0.750175 # DEPENDENCYPART_GRANDPAR
(13,18),(18,7),-0.78977 # DEPENDENCYPART_GRANDPAR
(13,18),(18,8),-0.94883 # DEPENDENCYPART_GRANDPAR
(13,18),(18,9),-0.690593 # DEPENDENCYPART_GRANDPAR
(13,18),(18,11),-0.797109 # DEPENDENCYPART_GRANDPAR
(13,18),(18,12),-0.27731 # DEPENDENCYPART_GRANDPAR
(13,18),(18,13),-0.73091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,18),(18,14),0.315824 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.0742404 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.0754558 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.144801 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),0.034886 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.0362848 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.145802 # DEPENDENCYPART_GRANDPAR
(13,19),(19,15),0.172084 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.097539 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.107979 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.206281 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.319891 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.100375 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.0639699 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.0843466 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0219506 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.212605 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.205782 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),-0.518437 # DEPENDENCYPART_GRANDPAR
(14,9),(9,2),-0.747482 # DEPENDENCYPART_GRANDPAR
(14,9),(9,3),-0.442104 # DEPENDENCYPART_GRANDPAR
(14,9),(9,4),-1.12448 # DEPENDENCYPART_GRANDPAR
(14,9),(9,5),-0.587477 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),-0.306941 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.315723 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-1.13411 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.768953 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),-0.518387 # DEPENDENCYPART_GRANDPAR
(14,9),(9,13),-0.198184 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.746904 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.77754 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.307159 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.283009 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.954916 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.2047 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.04327 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,16),-0.520475 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.989335 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.249552 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.942051 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.587152 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.10827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.399265 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.585473 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.863638 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.595305 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.893803 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.874107 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-1.03659 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.734728 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.573438 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.173806 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.242042 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),0.0607211 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.110697 # DEPENDENCYPART_GRANDPAR
(14,15),(15,21),-0.23438 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-1.12605 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.833968 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.453531 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0783203 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.304363 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0945387 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.3541 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.291179 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.274798 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.483382 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.151851 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.0411098 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.0724983 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.380282 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.195908 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.966216 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-1.35307 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-1.03284 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.48066 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.19418 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-0.763753 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.724569 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-1.49148 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.696787 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-1.45212 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-1.11078 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.811327 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.458892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0508949 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.0817646 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.312197 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.0286282 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.0490614 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.215298 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.148973 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.264701 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.19248 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.275307 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.244872 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.344387 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.103195 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.20757 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.163618 # DEPENDENCYPART_GRANDPAR
(15,12),(12,16),0.120147 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.0487812 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.335216 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.0933779 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0717559 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.161696 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.02765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),0.0865601 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.449892 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.241031 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.625693 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.218127 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.335911 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.0718754 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.255159 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.02765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),0.0865601 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.449892 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.241043 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.625693 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.559672 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.764233 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.720375 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.634321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0574336 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.203855 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.136965 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.290966 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.165107 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.686725 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.561751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.64329 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),0.224902 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.146495 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),0.340539 # DEPENDENCYPART_GRANDPAR
(15,18),(18,1),-0.84901 # DEPENDENCYPART_GRANDPAR
(15,18),(18,2),-0.499549 # DEPENDENCYPART_GRANDPAR
(15,18),(18,3),-0.80234 # DEPENDENCYPART_GRANDPAR
(15,18),(18,4),-0.719636 # DEPENDENCYPART_GRANDPAR
(15,18),(18,5),-0.661568 # DEPENDENCYPART_GRANDPAR
(15,18),(18,6),-0.780293 # DEPENDENCYPART_GRANDPAR
(15,18),(18,7),-0.689886 # DEPENDENCYPART_GRANDPAR
(15,18),(18,8),-0.574393 # DEPENDENCYPART_GRANDPAR
(15,18),(18,9),-0.734785 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.630843 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-0.550365 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.754872 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.711015 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.636646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.693575 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0611287 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.093186 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),0.451515 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.223401 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.720375 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.634321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.647414 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0288635 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.287803 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.146448 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.165107 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),-0.195035 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.257688 # DEPENDENCYPART_GRANDPAR
(16,12),(12,7),-0.467075 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.416096 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.900109 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.654917 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.251083 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.09946 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,8),-1.02811 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.382639 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.887244 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.446538 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.219941 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.000466296 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.16446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.310568 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.433191 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.727227 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.67183 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.383379 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.447204 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.703751 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-7.45919e-05 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.16446 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.310568 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.433203 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.727227 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.361115 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.524069 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.109939 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.06522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.220638 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.398488 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.572529 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.589737 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.809492 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.442117 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.537874 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0896154 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.213658 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.00721389 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.993889 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-1.60824 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-1.36453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.45601 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.26361 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-0.866104 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.884485 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-1.53026 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.829875 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-1.39731 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.970214 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.26154 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.852038 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.469614 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.496985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.241107 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.138562 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.154906 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.127972 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.442117 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.288369 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.0106416 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.188451 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.874679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.478049 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.508471 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.301561 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.149282 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.108929 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.187952 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.155516 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.102058 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.189399 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.292719 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.292456 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.138061 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.0606203 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.21746 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
