# _root_ Επίσης , η περιοχή έχει χαρακτηριστεί μόνιμο καταφύγιο άγριων ζώων , ενώ ανάλογης ποικιλότητας και σημασίας είναι και η πανίδα της .
#goldHeads=12,12,4,6,6,12,8,6,10,8,12,0,15,15,17,15,12,20,20,17,20,0,
#predictedHeads=6,6,4,6,6,12,8,6,10,8,12,0,14,15,17,15,12,20,20,17,20,0,
(12,14),(14,15),0.109446 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.018539 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),0.154298 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.172275 # DEPENDENCYPART_GRANDPAR
(12,15),(15,1),-0.772833 # DEPENDENCYPART_GRANDPAR
(12,15),(15,2),-0.400798 # DEPENDENCYPART_GRANDPAR
(12,15),(15,4),-0.557099 # DEPENDENCYPART_GRANDPAR
(12,15),(15,5),-0.574386 # DEPENDENCYPART_GRANDPAR
(12,15),(15,6),-0.571791 # DEPENDENCYPART_GRANDPAR
(12,15),(15,7),-0.520937 # DEPENDENCYPART_GRANDPAR
(12,15),(15,8),-0.597327 # DEPENDENCYPART_GRANDPAR
(12,15),(15,9),-0.525324 # DEPENDENCYPART_GRANDPAR
(12,15),(15,10),-0.624563 # DEPENDENCYPART_GRANDPAR
(12,15),(15,11),-0.488694 # DEPENDENCYPART_GRANDPAR
(12,15),(15,12),-0.570525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,15),(15,13),0.0869107 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.169479 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.0362365 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),0.20462 # DEPENDENCYPART_GRANDPAR
(12,15),(15,18),-0.199606 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.129305 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.337592 # DEPENDENCYPART_GRANDPAR
(12,16),(16,13),0.260706 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.362054 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.150515 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),0.153568 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.172277 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),-0.110774 # DEPENDENCYPART_GRANDPAR
(12,17),(17,1),-0.727483 # DEPENDENCYPART_GRANDPAR
(12,17),(17,2),-0.247135 # DEPENDENCYPART_GRANDPAR
(12,17),(17,4),-0.390592 # DEPENDENCYPART_GRANDPAR
(12,17),(17,5),-0.395419 # DEPENDENCYPART_GRANDPAR
(12,17),(17,6),-0.394741 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.403328 # DEPENDENCYPART_GRANDPAR
(12,17),(17,8),-0.434027 # DEPENDENCYPART_GRANDPAR
(12,17),(17,9),-0.407715 # DEPENDENCYPART_GRANDPAR
(12,17),(17,10),-0.461263 # DEPENDENCYPART_GRANDPAR
(12,17),(17,11),-0.335031 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.386182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.384077 # DEPENDENCYPART_GRANDPAR
(12,17),(17,14),0.501328 # DEPENDENCYPART_GRANDPAR
(12,17),(17,15),0.248946 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),0.240793 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.0463035 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.405293 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),0.209044 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.116835 # DEPENDENCYPART_GRANDPAR
(12,18),(18,1),-0.772833 # DEPENDENCYPART_GRANDPAR
(12,18),(18,2),-0.400798 # DEPENDENCYPART_GRANDPAR
(12,18),(18,4),-0.557099 # DEPENDENCYPART_GRANDPAR
(12,18),(18,5),-0.574386 # DEPENDENCYPART_GRANDPAR
(12,18),(18,6),-0.571791 # DEPENDENCYPART_GRANDPAR
(12,18),(18,7),-0.520937 # DEPENDENCYPART_GRANDPAR
(12,18),(18,8),-0.597327 # DEPENDENCYPART_GRANDPAR
(12,18),(18,9),-0.525324 # DEPENDENCYPART_GRANDPAR
(12,18),(18,10),-0.624563 # DEPENDENCYPART_GRANDPAR
(12,18),(18,11),-0.488694 # DEPENDENCYPART_GRANDPAR
(12,18),(18,12),-0.570525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,18),(18,13),0.0869107 # DEPENDENCYPART_GRANDPAR
(12,18),(18,14),0.169479 # DEPENDENCYPART_GRANDPAR
(12,18),(18,15),0.0340209 # DEPENDENCYPART_GRANDPAR
(12,18),(18,16),-0.0908546 # DEPENDENCYPART_GRANDPAR
(12,18),(18,17),0.347673 # DEPENDENCYPART_GRANDPAR
(12,18),(18,19),-0.613919 # DEPENDENCYPART_GRANDPAR
(12,18),(18,20),-0.129305 # DEPENDENCYPART_GRANDPAR
(12,18),(18,21),-0.567865 # DEPENDENCYPART_GRANDPAR
(12,18),(18,22),-0.337592 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.12998 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),-0.551708 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.582569 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.290169 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),0.221443 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.154764 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.131484 # DEPENDENCYPART_GRANDPAR
(13,11),(11,2),-0.310033 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.252811 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.33878 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.354116 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0031392 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.18009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.471303 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.700865 # DEPENDENCYPART_GRANDPAR
(13,12),(12,1),-0.185773 # DEPENDENCYPART_GRANDPAR
(13,12),(12,2),-0.32848 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.235529 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),-1.34452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.421786 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.477867 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.194692 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.296829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.294099 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.23545 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.19676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.463186 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.296646 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.692749 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-1.06466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.440476 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.04122 # DEPENDENCYPART_GRANDPAR
(13,12),(12,22),-0.653709 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.77492 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.496674 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.655829 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),0.0972793 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.271981 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.610414 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.0465502 # DEPENDENCYPART_GRANDPAR
(13,15),(15,1),-0.595608 # DEPENDENCYPART_GRANDPAR
(13,15),(15,2),-0.728537 # DEPENDENCYPART_GRANDPAR
(13,15),(15,4),-0.741665 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-1.90878 # DEPENDENCYPART_GRANDPAR
(13,15),(15,6),-0.991972 # DEPENDENCYPART_GRANDPAR
(13,15),(15,7),-0.955247 # DEPENDENCYPART_GRANDPAR
(13,15),(15,8),-0.704101 # DEPENDENCYPART_GRANDPAR
(13,15),(15,9),-0.774209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.80433 # DEPENDENCYPART_GRANDPAR
(13,15),(15,11),-0.635508 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.487492 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.727986 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.0574063 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.115597 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.586994 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),-0.0398309 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.468823 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.263229 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.655326 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.0836418 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.230491 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.613643 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.0489886 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.628842 # DEPENDENCYPART_GRANDPAR
(13,17),(17,1),-0.595288 # DEPENDENCYPART_GRANDPAR
(13,17),(17,2),-0.655935 # DEPENDENCYPART_GRANDPAR
(13,17),(17,4),-0.641167 # DEPENDENCYPART_GRANDPAR
(13,17),(17,5),-1.80747 # DEPENDENCYPART_GRANDPAR
(13,17),(17,6),-0.892708 # DEPENDENCYPART_GRANDPAR
(13,17),(17,7),-0.909222 # DEPENDENCYPART_GRANDPAR
(13,17),(17,8),-0.60681 # DEPENDENCYPART_GRANDPAR
(13,17),(17,9),-0.728184 # DEPENDENCYPART_GRANDPAR
(13,17),(17,10),-0.707039 # DEPENDENCYPART_GRANDPAR
(13,17),(17,11),-0.562906 # DEPENDENCYPART_GRANDPAR
(13,17),(17,12),-0.488152 # DEPENDENCYPART_GRANDPAR
(13,17),(17,13),-0.71111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,17),(17,14),-0.00384459 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.159992 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.234092 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.0315666 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-1.32967 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.479888 # DEPENDENCYPART_GRANDPAR
(13,17),(17,22),-0.260513 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.0931454 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-1.25984 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.785177 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),-0.290898 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),-0.488413 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),-0.298 # DEPENDENCYPART_GRANDPAR
(14,9),(9,10),-0.22838 # DEPENDENCYPART_GRANDPAR
(14,12),(12,1),-0.285081 # DEPENDENCYPART_GRANDPAR
(14,12),(12,2),-0.0784173 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.501713 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-1.15614 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.518788 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.27539 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.243886 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0151008 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.118601 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0134413 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.68413 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.34991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.448453 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.716028 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.866592 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.764029 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-1.48322 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-0.891223 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0507502 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.135372 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.34426 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.458767 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.710381 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.794984 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-1.47758 # DEPENDENCYPART_GRANDPAR
(14,15),(15,1),-0.762913 # DEPENDENCYPART_GRANDPAR
(14,15),(15,2),-0.556387 # DEPENDENCYPART_GRANDPAR
(14,15),(15,4),-1.20963 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-1.77288 # DEPENDENCYPART_GRANDPAR
(14,15),(15,6),-1.1542 # DEPENDENCYPART_GRANDPAR
(14,15),(15,7),-0.99159 # DEPENDENCYPART_GRANDPAR
(14,15),(15,8),-0.9537 # DEPENDENCYPART_GRANDPAR
(14,15),(15,9),-0.731301 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.834782 # DEPENDENCYPART_GRANDPAR
(14,15),(15,11),-0.464529 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.307891 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),0.150156 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.741977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0463079 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.34355 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.237727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.729258 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.414797 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),0.134892 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.75843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.0881436 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.398236 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.295072 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.960192 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.753063 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.465182 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-1.09818 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-1.66421 # DEPENDENCYPART_GRANDPAR
(14,17),(17,6),-1.04789 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.923029 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.845383 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.66274 # DEPENDENCYPART_GRANDPAR
(14,17),(17,10),-0.726464 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.373324 # DEPENDENCYPART_GRANDPAR
(14,17),(17,12),-0.298689 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),0.218718 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-0.813788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.0488828 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.181313 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.26002 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-1.03431 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.668092 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.384316 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-0.762913 # DEPENDENCYPART_GRANDPAR
(14,18),(18,2),-0.556387 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.20963 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.77288 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.1542 # DEPENDENCYPART_GRANDPAR
(14,18),(18,7),-0.99159 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.9537 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.731301 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-0.834782 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.464529 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.307891 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),0.150156 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.741977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0198801 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.1093 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.0368202 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-1.00744 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.729258 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.445331 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.414797 # DEPENDENCYPART_GRANDPAR
(15,1),(1,2),0.113978 # DEPENDENCYPART_GRANDPAR
(15,1),(1,4),-0.367949 # DEPENDENCYPART_GRANDPAR
(15,1),(1,5),-0.0863771 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.511398 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.48227 # DEPENDENCYPART_GRANDPAR
(15,2),(2,5),-0.261528 # DEPENDENCYPART_GRANDPAR
(15,4),(4,1),-0.42978 # DEPENDENCYPART_GRANDPAR
(15,4),(4,2),0.0293471 # DEPENDENCYPART_GRANDPAR
(15,4),(4,3),0.0768654 # DEPENDENCYPART_GRANDPAR
(15,4),(4,5),-0.0317642 # DEPENDENCYPART_GRANDPAR
(15,4),(4,6),0.0674035 # DEPENDENCYPART_GRANDPAR
(15,4),(4,7),0.00968339 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.35754 # DEPENDENCYPART_GRANDPAR
(15,5),(5,2),-0.04294 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0229213 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.347825 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),0.0696629 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.0273425 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.140634 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),-0.226048 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.205183 # DEPENDENCYPART_GRANDPAR
(15,5),(5,20),-0.537063 # DEPENDENCYPART_GRANDPAR
(15,5),(5,22),-0.520051 # DEPENDENCYPART_GRANDPAR
(15,6),(6,1),-0.3287 # DEPENDENCYPART_GRANDPAR
(15,6),(6,2),-0.027718 # DEPENDENCYPART_GRANDPAR
(15,6),(6,3),-0.0182592 # DEPENDENCYPART_GRANDPAR
(15,6),(6,4),-0.367997 # DEPENDENCYPART_GRANDPAR
(15,6),(6,5),-0.180595 # DEPENDENCYPART_GRANDPAR
(15,6),(6,7),-0.00466525 # DEPENDENCYPART_GRANDPAR
(15,6),(6,8),-0.121492 # DEPENDENCYPART_GRANDPAR
(15,6),(6,9),-0.049785 # DEPENDENCYPART_GRANDPAR
(15,6),(6,10),-0.206906 # DEPENDENCYPART_GRANDPAR
(15,6),(6,11),-0.197556 # DEPENDENCYPART_GRANDPAR
(15,6),(6,12),-0.177474 # DEPENDENCYPART_GRANDPAR
(15,6),(6,13),0.00651292 # DEPENDENCYPART_GRANDPAR
(15,6),(6,14),-0.0241097 # DEPENDENCYPART_GRANDPAR
(15,6),(6,15),-0.978282 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,6),(6,16),-0.231302 # DEPENDENCYPART_GRANDPAR
(15,6),(6,17),-0.229332 # DEPENDENCYPART_GRANDPAR
(15,6),(6,18),-0.507356 # DEPENDENCYPART_GRANDPAR
(15,6),(6,20),-0.549917 # DEPENDENCYPART_GRANDPAR
(15,6),(6,22),-0.519579 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.0404688 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.172052 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0622065 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),-0.257667 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),0.0802178 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.365241 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.243318 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.136998 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),0.00460387 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.0393015 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),-0.203311 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.176316 # DEPENDENCYPART_GRANDPAR
(15,8),(8,12),-0.181358 # DEPENDENCYPART_GRANDPAR
(15,8),(8,13),0.0169965 # DEPENDENCYPART_GRANDPAR
(15,8),(8,14),-0.0171468 # DEPENDENCYPART_GRANDPAR
(15,8),(8,15),-1.03268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,8),(8,16),-0.372034 # DEPENDENCYPART_GRANDPAR
(15,8),(8,17),-0.342876 # DEPENDENCYPART_GRANDPAR
(15,8),(8,18),-0.561757 # DEPENDENCYPART_GRANDPAR
(15,9),(9,7),0.0438901 # DEPENDENCYPART_GRANDPAR
(15,9),(9,8),-0.235918 # DEPENDENCYPART_GRANDPAR
(15,9),(9,10),-0.257667 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.41237 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),0.101039 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.111104 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),0.0135221 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.225413 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.0315977 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),-0.176738 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.183485 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),0.0225442 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),-0.017578 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.03268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,2),-0.041586 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.364291 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.165088 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.448589 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),-0.273434 # DEPENDENCYPART_GRANDPAR
(15,11),(11,13),-0.181147 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),-0.246075 # DEPENDENCYPART_GRANDPAR
(15,11),(11,16),-0.309911 # DEPENDENCYPART_GRANDPAR
(15,12),(12,1),-0.506463 # DEPENDENCYPART_GRANDPAR
(15,12),(12,2),-0.117254 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.509082 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.208465 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.0931795 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.092252 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.378199 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.137372 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.460599 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.334208 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.134711 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),-0.231089 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-0.988722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.304991 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.342349 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.517797 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.623648 # DEPENDENCYPART_GRANDPAR
(15,12),(12,22),-0.599113 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.176712 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.178268 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),-0.0748705 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-0.991672 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.283642 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.258737 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.602299 # DEPENDENCYPART_GRANDPAR
(15,14),(14,9),-0.0400118 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.20967 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),0.0162861 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.03268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.372034 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.342876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.561757 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.588158 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.647539 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.477239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0902818 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0217862 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.187808 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.865175 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.199759 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-0.716881 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.576634 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.469948 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.47969 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.586931 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.524809 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.670112 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.416713 # DEPENDENCYPART_GRANDPAR
