# _root_ Επιπλέον , η ισπανική κοινωνία έχει να αντιμετωπίσει και τη βασκική ΕΤΑ , η οποία συνεχίζει τη δράση της παρά τις προσπάθειες εξάρθρωσής της .
#goldHeads=6,6,5,5,6,0,8,6,12,12,12,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
#predictedHeads=6,6,5,5,6,0,8,6,8,12,9,8,16,15,16,12,18,16,18,16,22,20,22,23,0,
(16,8),(8,16),-1.75912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,18),0.191417 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.36832 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.332207 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.6801 # DEPENDENCYPART_GRANDPAR
(16,8),(8,25),-0.383209 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-0.54843 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-0.514268 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.414989 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-0.47442 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.386256 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-1.05324 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.783609 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.814072 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-1.15239 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.911358 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.167318 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-2.13501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.15117 # DEPENDENCYPART_GRANDPAR
(16,9),(9,20),-0.669988 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.519004 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.381416 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.827819 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.191257 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.85268 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,18),0.0288486 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.48633 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.492138 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.595672 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-1.19248 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.952001 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.428443 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.803094 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.339519 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.92257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,18),-0.00982782 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.523063 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.532085 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.880858 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.197932 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),0.26246 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.46358 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.546302 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.0425168 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.80972 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.168598 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.14962 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.0819897 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.268175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.11061 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.633706 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.19859 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.384828 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.141314 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.208874 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.0687923 # DEPENDENCYPART_GRANDPAR
(16,22),(22,14),-0.546322 # DEPENDENCYPART_GRANDPAR
(16,22),(22,15),-0.0425758 # DEPENDENCYPART_GRANDPAR
(16,22),(22,17),0.830597 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.70072 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.179093 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.0597577 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.262278 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.269134 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.11589 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.546258 # DEPENDENCYPART_GRANDPAR
(16,23),(23,17),0.818857 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.695716 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.0523521 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.277099 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.169406 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.169967 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.109487 # DEPENDENCYPART_GRANDPAR
(16,25),(25,2),-0.85209 # DEPENDENCYPART_GRANDPAR
(16,25),(25,6),-1.63915 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),0.418523 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.108339 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.452986 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.227376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.61261 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.919087 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.420719 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.958678 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.156274 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.0601973 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.238964 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.07677 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-0.480143 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.500721 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.869409 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.509851 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0890862 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.804345 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0835411 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.225232 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-1.07677 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.500719 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.867936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,20),0.089125 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.808469 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.243696 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.49831 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.225038 # DEPENDENCYPART_GRANDPAR
(18,25),(25,2),-0.64896 # DEPENDENCYPART_GRANDPAR
(18,25),(25,6),-1.46816 # DEPENDENCYPART_GRANDPAR
(18,25),(25,18),-0.947511 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,25),(25,22),-0.323529 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.105398 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.354853 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.298131 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.25626 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.225425 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.074527 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-0.883424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,22),-0.00854599 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.40677 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.473661 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.549652 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.151244 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.904104 # DEPENDENCYPART_GRANDPAR
(20,22),(22,15),-0.829817 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.815709 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.59187 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.638364 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.381012 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.858047 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.167027 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.0207198 # DEPENDENCYPART_GRANDPAR
(20,23),(23,14),-0.904102 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.815707 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.591851 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.380985 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.853913 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.680695 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.20162 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.0230828 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-0.625729 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-0.730407 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.529512 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.542276 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.144861 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.934014 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.652093 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.757677 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.642679 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.418935 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.475343 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.747898 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.028392 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.037173 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-0.934011 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.757675 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.64266 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.475341 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.752037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.169206 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.363648 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.037173 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.412865 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-1.04816 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.648189 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-1.01829 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.16004 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.487811 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.624772 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0314224 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.37854 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.194754 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.477584 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.108599 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),0.264852 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.0607851 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.2932 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.109417 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.428858 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.27759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.0938083 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.50779 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.97088 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.828685 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.628411 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.524668 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.722109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.179629 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0270802 # DEPENDENCYPART_GRANDPAR
(22,25),(25,2),-0.733028 # DEPENDENCYPART_GRANDPAR
(22,25),(25,6),-1.52962 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-0.734717 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.811021 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.373937 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.28054 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.53383 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.349018 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.179694 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.433854 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.135565 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.128004 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.28068 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,25),-0.588312 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.205303 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.0779492 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0797736 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.18569 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.19534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,25),-0.539587 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.197033 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.17974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,14),-0.528983 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.348903 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.178381 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.351434 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.116098 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.10257 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.0881846 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.2807 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),-0.588312 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.643982 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-1.71347 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.839935 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.687104 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.71093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,2),(2,1),-0.544944 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.549962 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.642195 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.509418 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.417605 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),-0.144579 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),-0.500106 # DEPENDENCYPART_GRANDPAR
(25,2),(2,13),-0.366825 # DEPENDENCYPART_GRANDPAR
(25,2),(2,16),-0.37378 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.457015 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.385413 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),-0.653887 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.399466 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.45182 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),-0.353097 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),-0.300682 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),-0.102643 # DEPENDENCYPART_GRANDPAR
(25,6),(6,11),-0.427853 # DEPENDENCYPART_GRANDPAR
(25,6),(6,12),-0.467159 # DEPENDENCYPART_GRANDPAR
(25,6),(6,13),-0.307778 # DEPENDENCYPART_GRANDPAR
(25,6),(6,16),-0.256824 # DEPENDENCYPART_GRANDPAR
(25,6),(6,18),-0.339355 # DEPENDENCYPART_GRANDPAR
(25,6),(6,20),-0.288848 # DEPENDENCYPART_GRANDPAR
(25,6),(6,22),-0.265612 # DEPENDENCYPART_GRANDPAR
(25,6),(6,23),-0.297707 # DEPENDENCYPART_GRANDPAR
(25,6),(6,25),-1.0336 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,10),-0.5266 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.428229 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),-0.592534 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.325099 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),-0.399556 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),-0.232127 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),-0.192198 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),-0.222491 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.0579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,14),-0.439663 # DEPENDENCYPART_GRANDPAR
(25,22),(22,15),-0.60235 # DEPENDENCYPART_GRANDPAR
(25,22),(22,17),-0.340079 # DEPENDENCYPART_GRANDPAR
(25,22),(22,18),-0.314905 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.518995 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.363229 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.432054 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.230904 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.0579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,14),-0.434828 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.335247 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),-0.315039 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.358208 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.425417 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.251533 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.107531 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.0579 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
