# _root_ Αποτελεί έναν από τους αγαπημένους προορισμούς των Κερκυραίων , καθώς συνδυάζει αστείρευτη φυσική ομορφιά με τη μαγεία της θάλασσας , ενώ απέχει ελάχιστα από την πόλη .
#goldHeads=21,1,2,6,6,3,8,6,10,1,10,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
#predictedHeads=21,1,2,6,6,3,8,6,11,11,21,14,14,11,11,17,15,19,17,21,0,21,22,22,26,24,0,
(10,13),(13,17),-0.0596801 # DEPENDENCYPART_GRANDPAR
(10,13),(13,19),-0.0150508 # DEPENDENCYPART_GRANDPAR
(10,14),(14,4),-0.769847 # DEPENDENCYPART_GRANDPAR
(10,14),(14,7),-0.814211 # DEPENDENCYPART_GRANDPAR
(10,14),(14,12),-0.0213337 # DEPENDENCYPART_GRANDPAR
(10,14),(14,13),-0.200325 # DEPENDENCYPART_GRANDPAR
(10,14),(14,15),-0.105973 # DEPENDENCYPART_GRANDPAR
(10,14),(14,16),-0.500768 # DEPENDENCYPART_GRANDPAR
(10,14),(14,17),-0.112653 # DEPENDENCYPART_GRANDPAR
(10,14),(14,19),-0.0680222 # DEPENDENCYPART_GRANDPAR
(10,14),(14,20),-0.192925 # DEPENDENCYPART_GRANDPAR
(10,14),(14,21),0.0909797 # DEPENDENCYPART_GRANDPAR
(10,14),(14,22),-0.000555957 # DEPENDENCYPART_GRANDPAR
(10,14),(14,23),-0.231913 # DEPENDENCYPART_GRANDPAR
(10,14),(14,24),-0.435314 # DEPENDENCYPART_GRANDPAR
(10,15),(15,14),0.150374 # DEPENDENCYPART_GRANDPAR
(10,15),(15,16),-0.511385 # DEPENDENCYPART_GRANDPAR
(10,15),(15,17),0.0213049 # DEPENDENCYPART_GRANDPAR
(10,15),(15,19),0.0659342 # DEPENDENCYPART_GRANDPAR
(10,15),(15,20),-0.171533 # DEPENDENCYPART_GRANDPAR
(10,15),(15,21),0.0937571 # DEPENDENCYPART_GRANDPAR
(10,15),(15,22),-0.014404 # DEPENDENCYPART_GRANDPAR
(10,22),(22,1),-0.440425 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.555983 # DEPENDENCYPART_GRANDPAR
(10,22),(22,5),-0.381333 # DEPENDENCYPART_GRANDPAR
(10,22),(22,6),-0.662695 # DEPENDENCYPART_GRANDPAR
(10,22),(22,8),-0.64346 # DEPENDENCYPART_GRANDPAR
(10,22),(22,9),-0.262145 # DEPENDENCYPART_GRANDPAR
(10,22),(22,10),-0.579233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(10,22),(22,11),0.476734 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.0319146 # DEPENDENCYPART_GRANDPAR
(10,22),(22,13),-0.153819 # DEPENDENCYPART_GRANDPAR
(10,22),(22,14),0.204261 # DEPENDENCYPART_GRANDPAR
(10,22),(22,15),-0.114594 # DEPENDENCYPART_GRANDPAR
(10,22),(22,17),0.0131601 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.379198 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),0.0577914 # DEPENDENCYPART_GRANDPAR
(10,22),(22,20),-0.137523 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.112811 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.0701762 # DEPENDENCYPART_GRANDPAR
(10,22),(22,24),-0.233745 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),0.00578777 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.166036 # DEPENDENCYPART_GRANDPAR
(11,1),(1,2),-0.000731578 # DEPENDENCYPART_GRANDPAR
(11,1),(1,3),-0.0987376 # DEPENDENCYPART_GRANDPAR
(11,1),(1,5),-0.660319 # DEPENDENCYPART_GRANDPAR
(11,1),(1,6),-0.3193 # DEPENDENCYPART_GRANDPAR
(11,1),(1,8),-0.568004 # DEPENDENCYPART_GRANDPAR
(11,1),(1,9),0.0428738 # DEPENDENCYPART_GRANDPAR
(11,1),(1,10),0.0639928 # DEPENDENCYPART_GRANDPAR
(11,1),(1,11),-1.66876 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,1),(1,15),-0.244775 # DEPENDENCYPART_GRANDPAR
(11,1),(1,20),-0.12982 # DEPENDENCYPART_GRANDPAR
(11,1),(1,21),-0.345532 # DEPENDENCYPART_GRANDPAR
(11,1),(1,23),-0.493678 # DEPENDENCYPART_GRANDPAR
(11,1),(1,27),-0.525152 # DEPENDENCYPART_GRANDPAR
(11,2),(2,3),0.15508 # DEPENDENCYPART_GRANDPAR
(11,2),(2,11),-1.7433 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,3),(3,1),-0.198573 # DEPENDENCYPART_GRANDPAR
(11,3),(3,2),0.0226509 # DEPENDENCYPART_GRANDPAR
(11,3),(3,4),-1.15652 # DEPENDENCYPART_GRANDPAR
(11,3),(3,5),-0.65518 # DEPENDENCYPART_GRANDPAR
(11,3),(3,6),-0.149308 # DEPENDENCYPART_GRANDPAR
(11,3),(3,8),-0.398015 # DEPENDENCYPART_GRANDPAR
(11,3),(3,9),0.0108811 # DEPENDENCYPART_GRANDPAR
(11,3),(3,10),0.103742 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.0421244 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.00595 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.0938037 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.342511 # DEPENDENCYPART_GRANDPAR
(11,6),(6,1),-0.0118821 # DEPENDENCYPART_GRANDPAR
(11,6),(6,3),-0.0932088 # DEPENDENCYPART_GRANDPAR
(11,6),(6,4),-0.856878 # DEPENDENCYPART_GRANDPAR
(11,6),(6,5),-0.394611 # DEPENDENCYPART_GRANDPAR
(11,6),(6,7),-1.66969 # DEPENDENCYPART_GRANDPAR
(11,6),(6,8),-0.256255 # DEPENDENCYPART_GRANDPAR
(11,6),(6,9),0.0311891 # DEPENDENCYPART_GRANDPAR
(11,6),(6,10),0.180248 # DEPENDENCYPART_GRANDPAR
(11,6),(6,11),-1.89073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,6),(6,12),-0.0245528 # DEPENDENCYPART_GRANDPAR
(11,6),(6,14),-0.199697 # DEPENDENCYPART_GRANDPAR
(11,6),(6,15),-0.439683 # DEPENDENCYPART_GRANDPAR
(11,6),(6,21),-0.504529 # DEPENDENCYPART_GRANDPAR
(11,6),(6,24),-0.713221 # DEPENDENCYPART_GRANDPAR
(11,8),(8,4),-0.855941 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.392518 # DEPENDENCYPART_GRANDPAR
(11,8),(8,6),-0.0964276 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-1.67736 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),0.0312261 # DEPENDENCYPART_GRANDPAR
(11,8),(8,10),0.180289 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.89073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,1),-0.498867 # DEPENDENCYPART_GRANDPAR
(11,9),(9,3),-0.155669 # DEPENDENCYPART_GRANDPAR
(11,9),(9,5),-0.589177 # DEPENDENCYPART_GRANDPAR
(11,9),(9,6),-0.308384 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.555748 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),0.033566 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.83007 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,12),0.0610406 # DEPENDENCYPART_GRANDPAR
(11,9),(9,13),-0.131426 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.140538 # DEPENDENCYPART_GRANDPAR
(11,10),(10,1),-0.095841 # DEPENDENCYPART_GRANDPAR
(11,10),(10,3),-0.0544504 # DEPENDENCYPART_GRANDPAR
(11,10),(10,6),-0.225535 # DEPENDENCYPART_GRANDPAR
(11,10),(10,7),-1.75167 # DEPENDENCYPART_GRANDPAR
(11,10),(10,8),-0.472899 # DEPENDENCYPART_GRANDPAR
(11,10),(10,9),-0.0748944 # DEPENDENCYPART_GRANDPAR
(11,10),(10,11),-1.80039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,10),(10,12),0.0653063 # DEPENDENCYPART_GRANDPAR
(11,10),(10,13),-0.127161 # DEPENDENCYPART_GRANDPAR
(11,10),(10,14),-0.0905075 # DEPENDENCYPART_GRANDPAR
(11,10),(10,15),-0.389089 # DEPENDENCYPART_GRANDPAR
(11,10),(10,22),-1.35234 # DEPENDENCYPART_GRANDPAR
(11,12),(12,8),-0.921061 # DEPENDENCYPART_GRANDPAR
(11,12),(12,9),-0.409063 # DEPENDENCYPART_GRANDPAR
(11,12),(12,10),-0.296808 # DEPENDENCYPART_GRANDPAR
(11,12),(12,11),-1.1026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,12),(12,13),0.340261 # DEPENDENCYPART_GRANDPAR
(11,12),(12,14),0.339656 # DEPENDENCYPART_GRANDPAR
(11,12),(12,15),-0.0505878 # DEPENDENCYPART_GRANDPAR
(11,12),(12,17),-0.0350108 # DEPENDENCYPART_GRANDPAR
(11,12),(12,19),-0.402563 # DEPENDENCYPART_GRANDPAR
(11,12),(12,22),-0.567803 # DEPENDENCYPART_GRANDPAR
(11,12),(12,24),-0.235171 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.296808 # DEPENDENCYPART_GRANDPAR
(11,13),(13,12),0.550837 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.336501 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.0505878 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.0365882 # DEPENDENCYPART_GRANDPAR
(11,13),(13,19),-0.404141 # DEPENDENCYPART_GRANDPAR
(11,14),(14,4),-1.63749 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-2.38405 # DEPENDENCYPART_GRANDPAR
(11,14),(14,12),0.65873 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.470446 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.0360985 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),-0.145456 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),0.0972031 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.270347 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),0.107952 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),0.0095223 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.396574 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.137866 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.285636 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.379274 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),-0.347627 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),0.100096 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.267457 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),0.121724 # DEPENDENCYPART_GRANDPAR
(11,15),(15,21),-0.127559 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.606958 # DEPENDENCYPART_GRANDPAR
(11,17),(17,7),-2.38405 # DEPENDENCYPART_GRANDPAR
(11,17),(17,12),0.661718 # DEPENDENCYPART_GRANDPAR
(11,17),(17,13),0.470914 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.255318 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.588709 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.267806 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),0.10942 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),0.0136599 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.395111 # DEPENDENCYPART_GRANDPAR
(11,17),(17,23),-0.136701 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.284225 # DEPENDENCYPART_GRANDPAR
(11,17),(17,26),-0.522213 # DEPENDENCYPART_GRANDPAR
(11,19),(19,13),0.470921 # DEPENDENCYPART_GRANDPAR
(11,19),(19,16),-0.255284 # DEPENDENCYPART_GRANDPAR
(11,19),(19,17),0.188259 # DEPENDENCYPART_GRANDPAR
(11,19),(19,18),-0.655658 # DEPENDENCYPART_GRANDPAR
(11,19),(19,20),0.1096 # DEPENDENCYPART_GRANDPAR
(11,19),(19,21),0.0138397 # DEPENDENCYPART_GRANDPAR
(11,19),(19,22),-0.394931 # DEPENDENCYPART_GRANDPAR
(11,19),(19,23),-0.136223 # DEPENDENCYPART_GRANDPAR
(11,20),(20,1),-0.998912 # DEPENDENCYPART_GRANDPAR
(11,20),(20,6),-0.70999 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.340046 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.146692 # DEPENDENCYPART_GRANDPAR
(11,20),(20,14),0.354606 # DEPENDENCYPART_GRANDPAR
(11,20),(20,15),0.0764516 # DEPENDENCYPART_GRANDPAR
(11,20),(20,17),-0.0198235 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.387386 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.082826 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.881978 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.273624 # DEPENDENCYPART_GRANDPAR
(11,20),(20,26),-0.734203 # DEPENDENCYPART_GRANDPAR
(11,21),(21,1),-1.12718 # DEPENDENCYPART_GRANDPAR
(11,21),(21,3),-0.558183 # DEPENDENCYPART_GRANDPAR
(11,21),(21,5),-1.09943 # DEPENDENCYPART_GRANDPAR
(11,21),(21,6),-0.780472 # DEPENDENCYPART_GRANDPAR
(11,21),(21,8),-1.02964 # DEPENDENCYPART_GRANDPAR
(11,21),(21,9),-0.514861 # DEPENDENCYPART_GRANDPAR
(11,21),(21,10),-0.392078 # DEPENDENCYPART_GRANDPAR
(11,21),(21,11),-1.0791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,21),(21,12),0.363696 # DEPENDENCYPART_GRANDPAR
(11,21),(21,13),0.168697 # DEPENDENCYPART_GRANDPAR
(11,21),(21,14),0.28754 # DEPENDENCYPART_GRANDPAR
(11,21),(21,15),0.107557 # DEPENDENCYPART_GRANDPAR
(11,21),(21,16),-0.511103 # DEPENDENCYPART_GRANDPAR
(11,21),(21,17),-0.0863304 # DEPENDENCYPART_GRANDPAR
(11,21),(21,18),-0.984731 # DEPENDENCYPART_GRANDPAR
(11,21),(21,19),-0.453893 # DEPENDENCYPART_GRANDPAR
(11,21),(21,20),0.208886 # DEPENDENCYPART_GRANDPAR
(11,21),(21,22),-0.46191 # DEPENDENCYPART_GRANDPAR
(11,21),(21,23),-0.14666 # DEPENDENCYPART_GRANDPAR
(11,21),(21,24),-0.175696 # DEPENDENCYPART_GRANDPAR
(11,21),(21,26),-0.57977 # DEPENDENCYPART_GRANDPAR
(11,21),(21,27),-0.263868 # DEPENDENCYPART_GRANDPAR
(11,22),(22,1),-0.837597 # DEPENDENCYPART_GRANDPAR
(11,22),(22,3),-0.322367 # DEPENDENCYPART_GRANDPAR
(11,22),(22,5),-0.886086 # DEPENDENCYPART_GRANDPAR
(11,22),(22,6),-0.510776 # DEPENDENCYPART_GRANDPAR
(11,22),(22,8),-0.759961 # DEPENDENCYPART_GRANDPAR
(11,22),(22,9),-0.251304 # DEPENDENCYPART_GRANDPAR
(11,22),(22,10),-0.213571 # DEPENDENCYPART_GRANDPAR
(11,22),(22,11),-1.20782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,22),(22,12),0.404287 # DEPENDENCYPART_GRANDPAR
(11,22),(22,13),0.210966 # DEPENDENCYPART_GRANDPAR
(11,22),(22,14),0.248813 # DEPENDENCYPART_GRANDPAR
(11,22),(22,15),-0.0202367 # DEPENDENCYPART_GRANDPAR
(11,22),(22,17),-0.124235 # DEPENDENCYPART_GRANDPAR
(11,22),(22,18),-0.886515 # DEPENDENCYPART_GRANDPAR
(11,22),(22,19),-0.491794 # DEPENDENCYPART_GRANDPAR
(11,22),(22,20),0.164358 # DEPENDENCYPART_GRANDPAR
(11,22),(22,21),-0.0712444 # DEPENDENCYPART_GRANDPAR
(11,22),(22,23),-0.0891094 # DEPENDENCYPART_GRANDPAR
(11,22),(22,24),-0.193928 # DEPENDENCYPART_GRANDPAR
(11,22),(22,26),-0.575344 # DEPENDENCYPART_GRANDPAR
(11,22),(22,27),-0.265085 # DEPENDENCYPART_GRANDPAR
(11,23),(23,1),-0.963818 # DEPENDENCYPART_GRANDPAR
(11,23),(23,3),-0.455787 # DEPENDENCYPART_GRANDPAR
(11,23),(23,17),-0.0328035 # DEPENDENCYPART_GRANDPAR
(11,23),(23,19),-0.400362 # DEPENDENCYPART_GRANDPAR
(11,23),(23,20),0.234079 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.292988 # DEPENDENCYPART_GRANDPAR
(11,23),(23,26),-0.682708 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.326248 # DEPENDENCYPART_GRANDPAR
(11,24),(24,23),-0.180512 # DEPENDENCYPART_GRANDPAR
(11,24),(24,25),-1.01095 # DEPENDENCYPART_GRANDPAR
(11,24),(24,26),-0.56102 # DEPENDENCYPART_GRANDPAR
(11,24),(24,27),-0.25008 # DEPENDENCYPART_GRANDPAR
(11,26),(26,18),-0.658108 # DEPENDENCYPART_GRANDPAR
(11,26),(26,23),-0.0881026 # DEPENDENCYPART_GRANDPAR
(11,26),(26,24),-0.0963863 # DEPENDENCYPART_GRANDPAR
(11,26),(26,25),-0.840862 # DEPENDENCYPART_GRANDPAR
(11,26),(26,27),-0.255956 # DEPENDENCYPART_GRANDPAR
(11,27),(27,24),-0.248841 # DEPENDENCYPART_GRANDPAR
(11,27),(27,26),-0.693997 # DEPENDENCYPART_GRANDPAR
(12,8),(8,4),-0.534634 # DEPENDENCYPART_GRANDPAR
(12,8),(8,5),-0.72022 # DEPENDENCYPART_GRANDPAR
(12,8),(8,6),-0.416965 # DEPENDENCYPART_GRANDPAR
(12,8),(8,7),-0.140027 # DEPENDENCYPART_GRANDPAR
(12,8),(8,9),-0.188924 # DEPENDENCYPART_GRANDPAR
(12,8),(8,10),0.0431137 # DEPENDENCYPART_GRANDPAR
(12,8),(8,11),-0.784551 # DEPENDENCYPART_GRANDPAR
(12,9),(9,1),-1.31777 # DEPENDENCYPART_GRANDPAR
(12,9),(9,3),-0.374281 # DEPENDENCYPART_GRANDPAR
(12,9),(9,5),-0.705683 # DEPENDENCYPART_GRANDPAR
(12,9),(9,6),-0.405427 # DEPENDENCYPART_GRANDPAR
(12,9),(9,8),-0.246302 # DEPENDENCYPART_GRANDPAR
(12,9),(9,10),0.0290758 # DEPENDENCYPART_GRANDPAR
(12,9),(9,11),-0.894017 # DEPENDENCYPART_GRANDPAR
(12,9),(9,12),-1.1749 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,9),(9,13),-0.408795 # DEPENDENCYPART_GRANDPAR
(12,9),(9,14),-0.568463 # DEPENDENCYPART_GRANDPAR
(12,10),(10,1),-1.1342 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.31882 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.36808 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.0569155 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.208956 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.250304 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.876831 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.16165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.395536 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-0.518367 # DEPENDENCYPART_GRANDPAR
(12,10),(10,15),-0.604646 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.764441 # DEPENDENCYPART_GRANDPAR
(12,11),(11,1),-1.17999 # DEPENDENCYPART_GRANDPAR
(12,11),(11,2),-0.381543 # DEPENDENCYPART_GRANDPAR
(12,11),(11,3),-0.257341 # DEPENDENCYPART_GRANDPAR
(12,11),(11,5),-0.618288 # DEPENDENCYPART_GRANDPAR
(12,11),(11,6),-0.283845 # DEPENDENCYPART_GRANDPAR
(12,11),(11,7),-0.0641824 # DEPENDENCYPART_GRANDPAR
(12,11),(11,8),-0.124719 # DEPENDENCYPART_GRANDPAR
(12,11),(11,9),-0.200022 # DEPENDENCYPART_GRANDPAR
(12,11),(11,10),0.112294 # DEPENDENCYPART_GRANDPAR
(12,11),(11,12),-1.16349 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,11),(11,13),-0.397383 # DEPENDENCYPART_GRANDPAR
(12,11),(11,14),-0.493921 # DEPENDENCYPART_GRANDPAR
(12,11),(11,15),-0.60624 # DEPENDENCYPART_GRANDPAR
(12,11),(11,17),-0.681502 # DEPENDENCYPART_GRANDPAR
(12,11),(11,19),-0.671338 # DEPENDENCYPART_GRANDPAR
(12,11),(11,20),-0.490558 # DEPENDENCYPART_GRANDPAR
(12,11),(11,21),-0.414564 # DEPENDENCYPART_GRANDPAR
(12,11),(11,22),-0.753324 # DEPENDENCYPART_GRANDPAR
(12,11),(11,23),-0.414951 # DEPENDENCYPART_GRANDPAR
(12,11),(11,24),-0.701961 # DEPENDENCYPART_GRANDPAR
(12,11),(11,26),-1.03178 # DEPENDENCYPART_GRANDPAR
(12,11),(11,27),-0.620158 # DEPENDENCYPART_GRANDPAR
(12,13),(13,10),-0.385468 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.7129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0910876 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),-0.230194 # DEPENDENCYPART_GRANDPAR
(12,13),(13,17),-0.278405 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.268241 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.981611 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.52643 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.644668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.128035 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.307386 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.962938 # DEPENDENCYPART_GRANDPAR
(12,14),(14,17),-0.327151 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.316985 # DEPENDENCYPART_GRANDPAR
(12,14),(14,20),-0.210244 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.0404467 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.374801 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),-0.0272676 # DEPENDENCYPART_GRANDPAR
(12,14),(14,24),-0.422563 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),-0.0829569 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.974894 # DEPENDENCYPART_GRANDPAR
(12,15),(15,17),-0.177906 # DEPENDENCYPART_GRANDPAR
(12,15),(15,19),-0.167742 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.177076 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.0550164 # DEPENDENCYPART_GRANDPAR
(12,15),(15,22),-0.378412 # DEPENDENCYPART_GRANDPAR
(12,17),(17,7),-0.52643 # DEPENDENCYPART_GRANDPAR
(12,17),(17,12),-0.650646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,17),(17,13),0.118735 # DEPENDENCYPART_GRANDPAR
(12,17),(17,16),-0.85345 # DEPENDENCYPART_GRANDPAR
(12,17),(17,18),-0.539954 # DEPENDENCYPART_GRANDPAR
(12,17),(17,19),-0.315341 # DEPENDENCYPART_GRANDPAR
(12,17),(17,20),-0.208729 # DEPENDENCYPART_GRANDPAR
(12,17),(17,21),-0.0369417 # DEPENDENCYPART_GRANDPAR
(12,17),(17,22),-0.373292 # DEPENDENCYPART_GRANDPAR
(12,17),(17,23),-0.0259083 # DEPENDENCYPART_GRANDPAR
(12,17),(17,24),-0.421086 # DEPENDENCYPART_GRANDPAR
(12,17),(17,26),-0.674188 # DEPENDENCYPART_GRANDPAR
(12,19),(19,13),0.118735 # DEPENDENCYPART_GRANDPAR
(12,19),(19,16),-0.853433 # DEPENDENCYPART_GRANDPAR
(12,19),(19,17),-0.19563 # DEPENDENCYPART_GRANDPAR
(12,19),(19,18),-0.386568 # DEPENDENCYPART_GRANDPAR
(12,19),(19,20),-0.208729 # DEPENDENCYPART_GRANDPAR
(12,19),(19,21),-0.0369417 # DEPENDENCYPART_GRANDPAR
(12,19),(19,22),-0.373291 # DEPENDENCYPART_GRANDPAR
(12,19),(19,23),-0.0257577 # DEPENDENCYPART_GRANDPAR
(12,22),(22,1),-1.58364 # DEPENDENCYPART_GRANDPAR
(12,22),(22,3),-0.713695 # DEPENDENCYPART_GRANDPAR
(12,22),(22,5),-1.0975 # DEPENDENCYPART_GRANDPAR
(12,22),(22,6),-0.772985 # DEPENDENCYPART_GRANDPAR
(12,22),(22,8),-0.613861 # DEPENDENCYPART_GRANDPAR
(12,22),(22,9),-0.52946 # DEPENDENCYPART_GRANDPAR
(12,22),(22,10),-0.394087 # DEPENDENCYPART_GRANDPAR
(12,22),(22,11),-1.33371 # DEPENDENCYPART_GRANDPAR
(12,22),(22,12),-0.720943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,22),(22,13),0.0451173 # DEPENDENCYPART_GRANDPAR
(12,22),(22,14),-0.113227 # DEPENDENCYPART_GRANDPAR
(12,22),(22,15),-0.209687 # DEPENDENCYPART_GRANDPAR
(12,22),(22,17),-0.299288 # DEPENDENCYPART_GRANDPAR
(12,22),(22,18),-0.498698 # DEPENDENCYPART_GRANDPAR
(12,22),(22,19),-0.289122 # DEPENDENCYPART_GRANDPAR
(12,22),(22,20),-0.110554 # DEPENDENCYPART_GRANDPAR
(12,22),(22,21),0.0274422 # DEPENDENCYPART_GRANDPAR
(12,22),(22,23),0.0767494 # DEPENDENCYPART_GRANDPAR
(12,22),(22,24),-0.243834 # DEPENDENCYPART_GRANDPAR
(12,22),(22,26),-0.541295 # DEPENDENCYPART_GRANDPAR
(12,22),(22,27),-0.267852 # DEPENDENCYPART_GRANDPAR
(12,24),(24,23),-0.0204174 # DEPENDENCYPART_GRANDPAR
(12,24),(24,25),-1.12857 # DEPENDENCYPART_GRANDPAR
(12,24),(24,26),-0.460417 # DEPENDENCYPART_GRANDPAR
(12,24),(24,27),-0.212426 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-1.08108 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),-0.290821 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),-0.353121 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.0873604 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.21484 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.240931 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),-0.974846 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),-0.280619 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.22443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.464754 # DEPENDENCYPART_GRANDPAR
