# _root_ Τα τελευταία χρόνια , η δημιουργία Συνεδριακού Κέντρου , δυναμικότητας 1000 συνέδρων έδωσε σημαντική ώθηση στην τουριστική ανάπτυξη της περιοχής .
#goldHeads=3,3,13,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
#predictedHeads=3,3,4,13,6,13,8,6,13,8,12,10,0,15,13,13,18,16,20,18,0,
(13,7),(7,6),0.00615009 # DEPENDENCYPART_GRANDPAR
(13,7),(7,8),-0.0505102 # DEPENDENCYPART_GRANDPAR
(13,7),(7,9),0.071794 # DEPENDENCYPART_GRANDPAR
(13,7),(7,10),0.0162093 # DEPENDENCYPART_GRANDPAR
(13,7),(7,12),-0.0125191 # DEPENDENCYPART_GRANDPAR
(13,7),(7,13),-1.92484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,7),(7,16),-0.666826 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.345078 # DEPENDENCYPART_GRANDPAR
(13,8),(8,2),-0.516729 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),0.0305077 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.0710782 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),0.50832 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),0.147796 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.555985 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0243555 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.101439 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.181844 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.0727102 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-2.0554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.753616 # DEPENDENCYPART_GRANDPAR
(13,9),(9,2),-0.711581 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.193571 # DEPENDENCYPART_GRANDPAR
(13,9),(9,4),-0.127174 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.0708821 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.754 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.264724 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.107019 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.018692 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.135747 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.99474 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,14),-0.151971 # DEPENDENCYPART_GRANDPAR
(13,9),(9,16),-0.701936 # DEPENDENCYPART_GRANDPAR
(13,9),(9,18),-0.288911 # DEPENDENCYPART_GRANDPAR
(13,10),(10,1),-0.34357 # DEPENDENCYPART_GRANDPAR
(13,10),(10,3),0.0305093 # DEPENDENCYPART_GRANDPAR
(13,10),(10,4),-0.0699152 # DEPENDENCYPART_GRANDPAR
(13,10),(10,5),0.509829 # DEPENDENCYPART_GRANDPAR
(13,10),(10,6),0.147797 # DEPENDENCYPART_GRANDPAR
(13,10),(10,7),-0.551802 # DEPENDENCYPART_GRANDPAR
(13,10),(10,8),-0.0489946 # DEPENDENCYPART_GRANDPAR
(13,10),(10,9),-0.0054551 # DEPENDENCYPART_GRANDPAR
(13,10),(10,11),0.183303 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.0741753 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-2.0554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,10),(10,14),-0.237564 # DEPENDENCYPART_GRANDPAR
(13,10),(10,15),-0.0874548 # DEPENDENCYPART_GRANDPAR
(13,10),(10,16),-0.753616 # DEPENDENCYPART_GRANDPAR
(13,10),(10,18),-0.348043 # DEPENDENCYPART_GRANDPAR
(13,10),(10,20),-1.02043 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.0213833 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.131055 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),-0.0589219 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),0.0405466 # DEPENDENCYPART_GRANDPAR
(13,12),(12,4),-0.0699152 # DEPENDENCYPART_GRANDPAR
(13,12),(12,5),0.509829 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),0.147797 # DEPENDENCYPART_GRANDPAR
(13,12),(12,7),-0.551802 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.0489946 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.0054551 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),0.0250431 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),0.0739221 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-2.0554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.237564 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.0874548 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.753616 # DEPENDENCYPART_GRANDPAR
(13,12),(12,17),-0.901489 # DEPENDENCYPART_GRANDPAR
(13,12),(12,18),-0.348043 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-1.02043 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.591688 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.453774 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.343098 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.344006 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),0.193184 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.47915 # DEPENDENCYPART_GRANDPAR
(13,15),(15,5),-0.312395 # DEPENDENCYPART_GRANDPAR
(13,15),(15,10),-0.660077 # DEPENDENCYPART_GRANDPAR
(13,15),(15,12),-0.688806 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-1.11001 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.448113 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.31044 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.203338 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.337422 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.336402 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.236094 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.278988 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.387144 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.285784 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.0250872 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),0.587736 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.192644 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),-0.479686 # DEPENDENCYPART_GRANDPAR
(13,18),(18,14),0.455099 # DEPENDENCYPART_GRANDPAR
(13,18),(18,15),0.669103 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),-0.148697 # DEPENDENCYPART_GRANDPAR
(13,18),(18,17),-0.201408 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.502504 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),-0.333836 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.0145688 # DEPENDENCYPART_GRANDPAR
(13,20),(20,14),0.443814 # DEPENDENCYPART_GRANDPAR
(13,20),(20,15),0.674263 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),-0.212905 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.418784 # DEPENDENCYPART_GRANDPAR
(13,20),(20,19),-0.573533 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.0130268 # DEPENDENCYPART_GRANDPAR
(13,21),(21,18),0.14711 # DEPENDENCYPART_GRANDPAR
(13,21),(21,20),-0.537378 # DEPENDENCYPART_GRANDPAR
(14,12),(12,4),-0.281436 # DEPENDENCYPART_GRANDPAR
(14,12),(12,5),-0.280737 # DEPENDENCYPART_GRANDPAR
(14,12),(12,6),-0.193862 # DEPENDENCYPART_GRANDPAR
(14,12),(12,7),-0.456727 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),-0.300571 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.245072 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.210447 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.219623 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.327411 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.27922 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.494261 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.685487 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.851258 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.816928 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.813633 # DEPENDENCYPART_GRANDPAR
(14,15),(15,5),-0.728774 # DEPENDENCYPART_GRANDPAR
(14,15),(15,10),-0.656082 # DEPENDENCYPART_GRANDPAR
(14,15),(15,12),-0.590219 # DEPENDENCYPART_GRANDPAR
(14,15),(15,13),-0.92708 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.724919 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),-0.352344 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.431727 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.369994 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.364195 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.81867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,17),-0.359138 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.209698 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.209371 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.232163 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),-0.00537535 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.3246 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.318912 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.719157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.0646435 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.184643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.287256 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.607502 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.360752 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.266938 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.725769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.0711397 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.293974 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.251578 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.446423 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.266361 # DEPENDENCYPART_GRANDPAR
(15,10),(10,1),-0.813058 # DEPENDENCYPART_GRANDPAR
(15,10),(10,3),-0.674021 # DEPENDENCYPART_GRANDPAR
(15,10),(10,4),-0.368455 # DEPENDENCYPART_GRANDPAR
(15,10),(10,5),-0.727358 # DEPENDENCYPART_GRANDPAR
(15,10),(10,6),-0.68573 # DEPENDENCYPART_GRANDPAR
(15,10),(10,7),-0.562678 # DEPENDENCYPART_GRANDPAR
(15,10),(10,8),-0.465916 # DEPENDENCYPART_GRANDPAR
(15,10),(10,9),-0.367773 # DEPENDENCYPART_GRANDPAR
(15,10),(10,11),0.0146746 # DEPENDENCYPART_GRANDPAR
(15,10),(10,12),-0.298443 # DEPENDENCYPART_GRANDPAR
(15,10),(10,13),-0.20477 # DEPENDENCYPART_GRANDPAR
(15,10),(10,14),0.328809 # DEPENDENCYPART_GRANDPAR
(15,10),(10,15),-1.30756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,10),(10,16),-0.164609 # DEPENDENCYPART_GRANDPAR
(15,10),(10,18),-0.91383 # DEPENDENCYPART_GRANDPAR
(15,10),(10,20),-0.691831 # DEPENDENCYPART_GRANDPAR
(15,12),(12,4),-0.368455 # DEPENDENCYPART_GRANDPAR
(15,12),(12,5),-0.727358 # DEPENDENCYPART_GRANDPAR
(15,12),(12,6),-0.68573 # DEPENDENCYPART_GRANDPAR
(15,12),(12,7),-0.562678 # DEPENDENCYPART_GRANDPAR
(15,12),(12,8),-0.465916 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.367773 # DEPENDENCYPART_GRANDPAR
(15,12),(12,10),-0.299503 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.0307883 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.20477 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.328809 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.30756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,16),-0.164609 # DEPENDENCYPART_GRANDPAR
(15,12),(12,17),-0.562337 # DEPENDENCYPART_GRANDPAR
(15,12),(12,18),-0.91383 # DEPENDENCYPART_GRANDPAR
(15,12),(12,20),-0.691831 # DEPENDENCYPART_GRANDPAR
(15,13),(13,2),-0.94889 # DEPENDENCYPART_GRANDPAR
(15,13),(13,3),-0.348106 # DEPENDENCYPART_GRANDPAR
(15,13),(13,4),-0.237239 # DEPENDENCYPART_GRANDPAR
(15,13),(13,6),-0.381857 # DEPENDENCYPART_GRANDPAR
(15,13),(13,7),-0.371294 # DEPENDENCYPART_GRANDPAR
(15,13),(13,8),-0.160349 # DEPENDENCYPART_GRANDPAR
(15,13),(13,9),-0.236557 # DEPENDENCYPART_GRANDPAR
(15,13),(13,10),0.00432044 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),0.071128 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.0695294 # DEPENDENCYPART_GRANDPAR
(15,13),(13,14),0.312866 # DEPENDENCYPART_GRANDPAR
(15,13),(13,15),-1.18769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,13),(13,16),-0.0966644 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.477639 # DEPENDENCYPART_GRANDPAR
(15,13),(13,18),-0.793968 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.571965 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.630302 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.273079 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.2346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.0542201 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.470705 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.840877 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.618879 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.205895 # DEPENDENCYPART_GRANDPAR
(15,16),(16,17),0.0874109 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.119309 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0910264 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.270382 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.682929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,18),-0.234999 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0154901 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.292086 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.64873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.455297 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0788652 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.512044 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.0961911 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.25801 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.292087 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.648805 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,17),0.0600108 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.255591 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.346172 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.259604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.289341 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.0227577 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.77298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.193121 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.313195 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.505802 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.535206 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.872743 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.053451 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.00938 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.605701 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.354572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.718509 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.755274 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.010557 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.106312 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-1.00938 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.604147 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.714937 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.938879 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.843025 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.118172 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.767422 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.0498225 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.415662 # DEPENDENCYPART_GRANDPAR
(17,15),(15,10),-0.386542 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.381359 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.738405 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.664737 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),0.0425281 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.2606 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.515847 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.648514 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.08497 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.579383 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.462118 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.695032 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.166128 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.203397 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.274055 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-1.08497 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.57782 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.701751 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.0515031 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.00433785 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.273478 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.493124 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.388509 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.189625 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.105885 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.29257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.337221 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.901936 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.475569 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.59335 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.645314 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.198744 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.212992 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.120498 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.36552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,20),-0.410176 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.0804379 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.040492 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.28071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,20),-0.325354 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.641756 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.328412 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.30033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.344984 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.73317 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-1.00807 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.498255 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.720122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.445299 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.241326 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.799678 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,20),0.153327 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.459103 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.531061 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.185979 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.311461 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),-0.359862 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.16951 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,5),-0.686472 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.482435 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.560875 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-1.09224 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.673477 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.203299 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.29155 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.326472 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.24246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,15),-0.479682 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.359779 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.17728 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,14),-0.672002 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.566323 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.40702 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.375388 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.258175 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.24402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.330636 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.890057 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.673775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,14),-0.31105 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.514042 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.431097 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.259028 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.343946 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.285713 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.06244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,14),-0.314224 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.519153 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.262198 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.435166 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.390403 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.06244 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
