# _root_ Το Κάστρο βρίσκεται πάνω σε ένα γιγαντιαίο βράχο , κρεμασμένο πάνω από το πέλαγος , με πανοραμική θέα και αποτελεί ένα φυσικό φρούριο .
#goldHeads=2,19,19,3,4,8,8,5,10,3,10,11,14,12,10,2,18,16,0,19,23,23,20,0,
#predictedHeads=2,3,0,3,3,8,8,5,3,19,10,11,14,12,10,10,18,16,0,19,23,23,20,0,
(14,17),(17,16),0.207271 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.144115 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.336053 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.403867 # DEPENDENCYPART_GRANDPAR
(14,18),(18,11),-0.630661 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.90754 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.717627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),0.252065 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.189912 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.225851 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.0509752 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.324294 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.619756 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.500181 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-1.50968 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.800179 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.876517 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-1.30141 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-1.19937 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.437191 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.611615 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.661386 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.781374 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.332235 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.142709 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),-0.262709 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.231121 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),0.104624 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.436638 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-0.170285 # DEPENDENCYPART_GRANDPAR
(14,20),(20,24),-0.140181 # DEPENDENCYPART_GRANDPAR
(15,2),(2,1),-0.32293 # DEPENDENCYPART_GRANDPAR
(15,2),(2,4),-0.124037 # DEPENDENCYPART_GRANDPAR
(15,3),(3,1),-0.476343 # DEPENDENCYPART_GRANDPAR
(15,3),(3,2),-0.126423 # DEPENDENCYPART_GRANDPAR
(15,3),(3,4),-0.156183 # DEPENDENCYPART_GRANDPAR
(15,3),(3,5),-0.181715 # DEPENDENCYPART_GRANDPAR
(15,3),(3,7),-0.171944 # DEPENDENCYPART_GRANDPAR
(15,3),(3,8),-0.198923 # DEPENDENCYPART_GRANDPAR
(15,3),(3,9),-0.017814 # DEPENDENCYPART_GRANDPAR
(15,3),(3,10),0.0916008 # DEPENDENCYPART_GRANDPAR
(15,3),(3,11),-0.128862 # DEPENDENCYPART_GRANDPAR
(15,3),(3,12),-0.000121704 # DEPENDENCYPART_GRANDPAR
(15,3),(3,14),0.0177409 # DEPENDENCYPART_GRANDPAR
(15,3),(3,15),-1.03868 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,3),(3,16),-0.254398 # DEPENDENCYPART_GRANDPAR
(15,3),(3,19),-0.351443 # DEPENDENCYPART_GRANDPAR
(15,3),(3,20),-0.461277 # DEPENDENCYPART_GRANDPAR
(15,3),(3,23),-0.816346 # DEPENDENCYPART_GRANDPAR
(15,3),(3,24),-0.473462 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.0802403 # DEPENDENCYPART_GRANDPAR
(15,5),(5,4),-0.161776 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.279953 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.168003 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.117585 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.114675 # DEPENDENCYPART_GRANDPAR
(15,5),(5,10),0.0815757 # DEPENDENCYPART_GRANDPAR
(15,5),(5,11),-0.0972866 # DEPENDENCYPART_GRANDPAR
(15,5),(5,19),-0.330219 # DEPENDENCYPART_GRANDPAR
(15,7),(7,4),-0.20133 # DEPENDENCYPART_GRANDPAR
(15,7),(7,5),-0.209972 # DEPENDENCYPART_GRANDPAR
(15,7),(7,6),-0.166298 # DEPENDENCYPART_GRANDPAR
(15,7),(7,8),-0.155403 # DEPENDENCYPART_GRANDPAR
(15,7),(7,9),-0.0515869 # DEPENDENCYPART_GRANDPAR
(15,7),(7,10),0.0851376 # DEPENDENCYPART_GRANDPAR
(15,7),(7,12),0.135924 # DEPENDENCYPART_GRANDPAR
(15,8),(8,1),-0.339915 # DEPENDENCYPART_GRANDPAR
(15,8),(8,3),-0.000304011 # DEPENDENCYPART_GRANDPAR
(15,8),(8,4),-0.112483 # DEPENDENCYPART_GRANDPAR
(15,8),(8,5),-0.197329 # DEPENDENCYPART_GRANDPAR
(15,8),(8,6),-0.14281 # DEPENDENCYPART_GRANDPAR
(15,8),(8,7),-0.124788 # DEPENDENCYPART_GRANDPAR
(15,8),(8,9),-0.094489 # DEPENDENCYPART_GRANDPAR
(15,8),(8,10),0.185141 # DEPENDENCYPART_GRANDPAR
(15,8),(8,11),-0.0963866 # DEPENDENCYPART_GRANDPAR
(15,11),(11,3),-0.0859466 # DEPENDENCYPART_GRANDPAR
(15,11),(11,4),-0.183805 # DEPENDENCYPART_GRANDPAR
(15,11),(11,5),-0.198748 # DEPENDENCYPART_GRANDPAR
(15,11),(11,8),-0.150139 # DEPENDENCYPART_GRANDPAR
(15,11),(11,9),-0.185721 # DEPENDENCYPART_GRANDPAR
(15,11),(11,10),-0.0809747 # DEPENDENCYPART_GRANDPAR
(15,11),(11,12),0.161123 # DEPENDENCYPART_GRANDPAR
(15,11),(11,14),0.0543278 # DEPENDENCYPART_GRANDPAR
(15,11),(11,15),-1.08612 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,11),(11,16),-0.243889 # DEPENDENCYPART_GRANDPAR
(15,11),(11,18),-0.549815 # DEPENDENCYPART_GRANDPAR
(15,11),(11,19),-0.340897 # DEPENDENCYPART_GRANDPAR
(15,11),(11,20),-0.461101 # DEPENDENCYPART_GRANDPAR
(15,12),(12,9),-0.142382 # DEPENDENCYPART_GRANDPAR
(15,12),(12,11),-0.137888 # DEPENDENCYPART_GRANDPAR
(15,12),(12,13),-0.211738 # DEPENDENCYPART_GRANDPAR
(15,12),(12,14),0.0837606 # DEPENDENCYPART_GRANDPAR
(15,12),(12,15),-1.06425 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,12),(12,18),-0.549523 # DEPENDENCYPART_GRANDPAR
(15,12),(12,19),-0.34043 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.0851617 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),0.00683921 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0334051 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.08257 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.246425 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.413228 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.589247 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.474723 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.412181 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.365507 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.636278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.0449136 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0787253 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.053319 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.138374 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.338809 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),-0.135042 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.404772 # DEPENDENCYPART_GRANDPAR
(15,17),(17,16),0.265857 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.0686724 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.0700234 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.329298 # DEPENDENCYPART_GRANDPAR
(15,18),(18,11),-0.537693 # DEPENDENCYPART_GRANDPAR
(15,18),(18,13),-0.614629 # DEPENDENCYPART_GRANDPAR
(15,18),(18,14),-0.424532 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.666238 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),0.300334 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.140248 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),0.0743798 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.030329 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.19673 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.265511 # DEPENDENCYPART_GRANDPAR
(15,19),(19,3),-0.495043 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-0.582537 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-0.624702 # DEPENDENCYPART_GRANDPAR
(15,19),(19,7),-0.616908 # DEPENDENCYPART_GRANDPAR
(15,19),(19,8),-0.653825 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-0.522037 # DEPENDENCYPART_GRANDPAR
(15,19),(19,10),-0.492033 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-0.555216 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-0.444573 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-0.583721 # DEPENDENCYPART_GRANDPAR
(15,19),(19,14),-0.437161 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.413585 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.273873 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.0477823 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.0699198 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.047283 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.153462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.20448 # DEPENDENCYPART_GRANDPAR
(15,19),(19,24),-0.0352008 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.418916 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.610232 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.61393 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.596894 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.603831 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.416023 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.582911 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.428411 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.387167 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.630781 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.126482 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0162605 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.127613 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),0.131101 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.180324 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.263412 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.0915682 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.326682 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.329257 # DEPENDENCYPART_GRANDPAR
(15,23),(23,13),-0.614628 # DEPENDENCYPART_GRANDPAR
(15,23),(23,16),0.300203 # DEPENDENCYPART_GRANDPAR
(15,23),(23,17),0.137268 # DEPENDENCYPART_GRANDPAR
(15,23),(23,18),-0.0396823 # DEPENDENCYPART_GRANDPAR
(15,23),(23,21),-0.202289 # DEPENDENCYPART_GRANDPAR
(15,23),(23,22),-0.121547 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.0923623 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.27825 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.175831 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.295766 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.0492023 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.0699379 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),0.242536 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.179997 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.00235252 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0665199 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.151496 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.139821 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.929441 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.0695623 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),0.163517 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.599878 # DEPENDENCYPART_GRANDPAR
(16,15),(15,2),-0.334087 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.331493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.27463 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.361355 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),-0.254177 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.125757 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.151629 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.10132 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-0.894545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.13813 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),0.204766 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.189283 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.561866 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.822447 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.544692 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.569741 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.444139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.822102 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.016535 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),0.0716906 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.583635 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.78559 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.637565 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.361208 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.391127 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.68702 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.277242 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0246479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.248716 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.00801676 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.774468 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-0.579454 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-0.725742 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-0.883196 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-0.766752 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.562791 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.744673 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.567988 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.616416 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.714987 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-0.613894 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.329863 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.480783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.502908 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.873631 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0685566 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.202431 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.339226 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.197741 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.667409 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.583844 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.694479 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-0.838667 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.697147 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.63773 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.572379 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.579783 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.544289 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.249969 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.617664 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.502041 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.636482 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.146754 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.316784 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.0414895 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.223372 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-0.785587 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-0.392392 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),0.683364 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.898712 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.377814 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.26666 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.155105 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.368081 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0572949 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.074373 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.430068 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.538081 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.205128 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.0645609 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.14157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.375026 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.665036 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.369779 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0679085 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.232205 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.10217 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.309662 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.235112 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.640524 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.485896 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.544124 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.473293 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.979809 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.650676 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.622731 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.579219 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.578831 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.166947 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.229621 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.351659 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.113521 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.41045 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.505833 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.783466 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.06817 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-0.85335 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.449549 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-0.484009 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.711182 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.569156 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.545927 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.557273 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.6617 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),0.0880007 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.239703 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.254174 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),0.0480862 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.173883 # DEPENDENCYPART_GRANDPAR
(17,23),(23,13),-0.979808 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.579219 # DEPENDENCYPART_GRANDPAR
(17,23),(23,17),-0.582487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,23),(23,18),0.192562 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.966219 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.204926 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.206989 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.945946 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.254256 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.115292 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.435972 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.366534 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),0.285262 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0200335 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.336126 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.134079 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.0380508 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.39929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),-0.376666 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.855818 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.14849 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.240001 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.630833 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.117748 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.0424567 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.289207 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.49912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.933749 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.494914 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-1.0915 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.211591 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.681697 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.515468 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.174068 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.145654 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.288576 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.035518 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),0.267858 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.4143 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.364278 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.851738 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-1.09725 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.95521 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.138485 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.114702 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.188995 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.118381 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.3967 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.384279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.869979 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.937606 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.778492 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.228147 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0980492 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.43397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,20),-0.847277 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.974872 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.44621 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.724919 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-0.642152 # DEPENDENCYPART_GRANDPAR
(18,19),(19,7),-1.28672 # DEPENDENCYPART_GRANDPAR
(18,19),(19,8),-1.10348 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.795016 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.21693 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.593091 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.627057 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-1.05314 # DEPENDENCYPART_GRANDPAR
(18,19),(19,14),-0.876589 # DEPENDENCYPART_GRANDPAR
