# _root_ Πρότεινα να ξεκινήσει ο Πρόεδρός μας , παράλληλα με τις εργασίες της Συνέλευσης και σε συνεργασία με τα εθνικά κοινοβούλια , εκστρατεία με θέμα " Ας μιλήσουμε ανοιχτά " .
#goldHeads=0,3,1,5,3,5,14,14,8,11,9,13,11,3,14,15,16,20,20,17,14,3,22,23,27,27,24,27,27,0,
#predictedHeads=0,3,1,5,3,5,8,3,8,11,9,13,11,3,14,15,16,20,20,17,3,21,22,23,27,27,24,27,27,0,
(8,11),(11,8),-0.722522 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,11),(11,9),0.165479 # DEPENDENCYPART_GRANDPAR
(8,11),(11,10),0.01686 # DEPENDENCYPART_GRANDPAR
(8,11),(11,12),-0.218662 # DEPENDENCYPART_GRANDPAR
(8,11),(11,13),-0.117352 # DEPENDENCYPART_GRANDPAR
(8,11),(11,14),-0.0902618 # DEPENDENCYPART_GRANDPAR
(8,11),(11,15),-0.266268 # DEPENDENCYPART_GRANDPAR
(8,11),(11,16),-0.341717 # DEPENDENCYPART_GRANDPAR
(8,11),(11,17),-0.213221 # DEPENDENCYPART_GRANDPAR
(8,11),(11,20),-0.456175 # DEPENDENCYPART_GRANDPAR
(8,11),(11,23),-0.194099 # DEPENDENCYPART_GRANDPAR
(8,11),(11,28),-0.27968 # DEPENDENCYPART_GRANDPAR
(8,11),(11,29),-0.169748 # DEPENDENCYPART_GRANDPAR
(8,13),(13,4),-0.74676 # DEPENDENCYPART_GRANDPAR
(8,13),(13,10),0.0181435 # DEPENDENCYPART_GRANDPAR
(8,13),(13,11),0.0618678 # DEPENDENCYPART_GRANDPAR
(8,13),(13,12),-0.205758 # DEPENDENCYPART_GRANDPAR
(8,13),(13,14),-0.0902513 # DEPENDENCYPART_GRANDPAR
(8,13),(13,15),-0.266268 # DEPENDENCYPART_GRANDPAR
(8,13),(13,16),-0.343219 # DEPENDENCYPART_GRANDPAR
(8,13),(13,17),-0.213221 # DEPENDENCYPART_GRANDPAR
(8,14),(14,1),-0.439704 # DEPENDENCYPART_GRANDPAR
(8,14),(14,3),-0.388065 # DEPENDENCYPART_GRANDPAR
(8,14),(14,5),-0.6102 # DEPENDENCYPART_GRANDPAR
(8,14),(14,7),-0.416904 # DEPENDENCYPART_GRANDPAR
(8,14),(14,8),-0.688417 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,14),(14,9),0.164944 # DEPENDENCYPART_GRANDPAR
(8,14),(14,10),-0.132385 # DEPENDENCYPART_GRANDPAR
(8,14),(14,11),0.0832991 # DEPENDENCYPART_GRANDPAR
(8,14),(14,12),-0.388771 # DEPENDENCYPART_GRANDPAR
(8,14),(14,13),-0.0501608 # DEPENDENCYPART_GRANDPAR
(8,14),(14,15),-0.250959 # DEPENDENCYPART_GRANDPAR
(8,14),(14,16),-0.272517 # DEPENDENCYPART_GRANDPAR
(8,14),(14,17),-0.210984 # DEPENDENCYPART_GRANDPAR
(8,14),(14,19),-0.291237 # DEPENDENCYPART_GRANDPAR
(8,14),(14,20),-0.389793 # DEPENDENCYPART_GRANDPAR
(8,14),(14,21),-0.276861 # DEPENDENCYPART_GRANDPAR
(8,14),(14,22),-0.371929 # DEPENDENCYPART_GRANDPAR
(8,14),(14,23),-0.191862 # DEPENDENCYPART_GRANDPAR
(8,14),(14,24),-0.531264 # DEPENDENCYPART_GRANDPAR
(8,14),(14,25),-0.20183 # DEPENDENCYPART_GRANDPAR
(8,14),(14,27),-0.331307 # DEPENDENCYPART_GRANDPAR
(8,14),(14,29),-0.309906 # DEPENDENCYPART_GRANDPAR
(8,15),(15,13),-0.017294 # DEPENDENCYPART_GRANDPAR
(8,15),(15,14),-0.0802463 # DEPENDENCYPART_GRANDPAR
(8,15),(15,16),-0.242355 # DEPENDENCYPART_GRANDPAR
(8,15),(15,17),-0.223741 # DEPENDENCYPART_GRANDPAR
(8,15),(15,19),-0.283589 # DEPENDENCYPART_GRANDPAR
(8,15),(15,20),-0.364661 # DEPENDENCYPART_GRANDPAR
(8,15),(15,22),-0.346797 # DEPENDENCYPART_GRANDPAR
(8,16),(16,10),0.0142413 # DEPENDENCYPART_GRANDPAR
(8,16),(16,12),-0.211027 # DEPENDENCYPART_GRANDPAR
(8,16),(16,14),-0.0689984 # DEPENDENCYPART_GRANDPAR
(8,16),(16,17),-0.19625 # DEPENDENCYPART_GRANDPAR
(8,16),(16,18),-0.545757 # DEPENDENCYPART_GRANDPAR
(8,16),(16,19),-0.312457 # DEPENDENCYPART_GRANDPAR
(8,16),(16,20),-0.460214 # DEPENDENCYPART_GRANDPAR
(8,16),(16,23),-0.177128 # DEPENDENCYPART_GRANDPAR
(8,16),(16,27),-0.2603 # DEPENDENCYPART_GRANDPAR
(8,17),(17,15),-0.221436 # DEPENDENCYPART_GRANDPAR
(8,17),(17,16),-0.29973 # DEPENDENCYPART_GRANDPAR
(8,17),(17,18),-0.541292 # DEPENDENCYPART_GRANDPAR
(8,17),(17,19),-0.236993 # DEPENDENCYPART_GRANDPAR
(8,17),(17,20),-0.322915 # DEPENDENCYPART_GRANDPAR
(8,17),(17,21),-0.161203 # DEPENDENCYPART_GRANDPAR
(8,17),(17,22),-0.305051 # DEPENDENCYPART_GRANDPAR
(8,17),(17,24),-0.459544 # DEPENDENCYPART_GRANDPAR
(8,17),(17,25),-0.0941576 # DEPENDENCYPART_GRANDPAR
(8,17),(17,29),-0.202234 # DEPENDENCYPART_GRANDPAR
(8,21),(21,1),-0.390168 # DEPENDENCYPART_GRANDPAR
(8,21),(21,3),-0.33853 # DEPENDENCYPART_GRANDPAR
(8,21),(21,5),-0.602959 # DEPENDENCYPART_GRANDPAR
(8,21),(21,7),-0.424149 # DEPENDENCYPART_GRANDPAR
(8,21),(21,11),0.0193646 # DEPENDENCYPART_GRANDPAR
(8,21),(21,13),-0.110066 # DEPENDENCYPART_GRANDPAR
(8,21),(21,15),-0.256748 # DEPENDENCYPART_GRANDPAR
(8,21),(21,16),-0.333797 # DEPENDENCYPART_GRANDPAR
(8,21),(21,19),-0.364676 # DEPENDENCYPART_GRANDPAR
(8,21),(21,20),-0.447616 # DEPENDENCYPART_GRANDPAR
(8,21),(21,22),-0.544954 # DEPENDENCYPART_GRANDPAR
(8,21),(21,23),-0.301195 # DEPENDENCYPART_GRANDPAR
(8,21),(21,24),-0.701421 # DEPENDENCYPART_GRANDPAR
(8,21),(21,25),-0.184942 # DEPENDENCYPART_GRANDPAR
(8,27),(27,1),-0.341064 # DEPENDENCYPART_GRANDPAR
(8,27),(27,3),-0.289426 # DEPENDENCYPART_GRANDPAR
(8,27),(27,5),-0.529043 # DEPENDENCYPART_GRANDPAR
(8,27),(27,7),-0.321111 # DEPENDENCYPART_GRANDPAR
(8,27),(27,8),-0.677029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(8,27),(27,9),0.11253 # DEPENDENCYPART_GRANDPAR
(8,27),(27,11),0.0665204 # DEPENDENCYPART_GRANDPAR
(8,27),(27,13),-0.0604212 # DEPENDENCYPART_GRANDPAR
(8,27),(27,14),-0.0846874 # DEPENDENCYPART_GRANDPAR
(8,27),(27,15),-0.238381 # DEPENDENCYPART_GRANDPAR
(8,27),(27,16),-0.274459 # DEPENDENCYPART_GRANDPAR
(8,27),(27,17),-0.243969 # DEPENDENCYPART_GRANDPAR
(8,27),(27,19),-0.311023 # DEPENDENCYPART_GRANDPAR
(8,27),(27,20),-0.397971 # DEPENDENCYPART_GRANDPAR
(8,27),(27,21),-0.171955 # DEPENDENCYPART_GRANDPAR
(8,27),(27,22),-0.380107 # DEPENDENCYPART_GRANDPAR
(8,27),(27,23),-0.224847 # DEPENDENCYPART_GRANDPAR
(8,27),(27,24),-0.534753 # DEPENDENCYPART_GRANDPAR
(8,27),(27,25),-0.118593 # DEPENDENCYPART_GRANDPAR
(8,27),(27,26),-0.0341493 # DEPENDENCYPART_GRANDPAR
(8,27),(27,28),-0.180993 # DEPENDENCYPART_GRANDPAR
(8,27),(27,29),-0.173705 # DEPENDENCYPART_GRANDPAR
(8,27),(27,30),-0.277921 # DEPENDENCYPART_GRANDPAR
(9,7),(7,1),-0.38146 # DEPENDENCYPART_GRANDPAR
(9,7),(7,3),-0.386421 # DEPENDENCYPART_GRANDPAR
(9,7),(7,5),-0.255266 # DEPENDENCYPART_GRANDPAR
(9,7),(7,8),-0.0639915 # DEPENDENCYPART_GRANDPAR
(9,7),(7,9),-0.891865 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,7),(7,11),0.115067 # DEPENDENCYPART_GRANDPAR
(9,8),(8,1),-0.313263 # DEPENDENCYPART_GRANDPAR
(9,8),(8,3),-0.318223 # DEPENDENCYPART_GRANDPAR
(9,8),(8,5),-0.276881 # DEPENDENCYPART_GRANDPAR
(9,8),(8,7),-0.298517 # DEPENDENCYPART_GRANDPAR
(9,8),(8,9),-0.887201 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,8),(8,11),0.151944 # DEPENDENCYPART_GRANDPAR
(9,8),(8,13),-0.155918 # DEPENDENCYPART_GRANDPAR
(9,8),(8,14),-0.314239 # DEPENDENCYPART_GRANDPAR
(9,8),(8,15),-0.554908 # DEPENDENCYPART_GRANDPAR
(9,8),(8,16),-0.724529 # DEPENDENCYPART_GRANDPAR
(9,8),(8,17),-0.715589 # DEPENDENCYPART_GRANDPAR
(9,8),(8,21),-0.268886 # DEPENDENCYPART_GRANDPAR
(9,8),(8,27),-0.628514 # DEPENDENCYPART_GRANDPAR
(9,11),(11,4),-0.904877 # DEPENDENCYPART_GRANDPAR
(9,11),(11,5),-0.791502 # DEPENDENCYPART_GRANDPAR
(9,11),(11,7),-0.599894 # DEPENDENCYPART_GRANDPAR
(9,11),(11,8),-0.461393 # DEPENDENCYPART_GRANDPAR
(9,11),(11,9),-0.389534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,11),(11,10),0.999697 # DEPENDENCYPART_GRANDPAR
(9,11),(11,12),-0.0809989 # DEPENDENCYPART_GRANDPAR
(9,11),(11,13),0.368508 # DEPENDENCYPART_GRANDPAR
(9,11),(11,14),0.14626 # DEPENDENCYPART_GRANDPAR
(9,11),(11,15),-0.0543983 # DEPENDENCYPART_GRANDPAR
(9,11),(11,16),-0.206817 # DEPENDENCYPART_GRANDPAR
(9,11),(11,17),-0.232337 # DEPENDENCYPART_GRANDPAR
(9,11),(11,20),-0.222267 # DEPENDENCYPART_GRANDPAR
(9,11),(11,23),-0.399655 # DEPENDENCYPART_GRANDPAR
(9,11),(11,28),-0.150046 # DEPENDENCYPART_GRANDPAR
(9,11),(11,29),-0.0358498 # DEPENDENCYPART_GRANDPAR
(9,13),(13,4),-0.904877 # DEPENDENCYPART_GRANDPAR
(9,13),(13,10),1.0008 # DEPENDENCYPART_GRANDPAR
(9,13),(13,11),0.809033 # DEPENDENCYPART_GRANDPAR
(9,13),(13,12),-0.174876 # DEPENDENCYPART_GRANDPAR
(9,13),(13,14),0.144322 # DEPENDENCYPART_GRANDPAR
(9,13),(13,15),-0.0563559 # DEPENDENCYPART_GRANDPAR
(9,13),(13,16),-0.210276 # DEPENDENCYPART_GRANDPAR
(9,13),(13,17),-0.234295 # DEPENDENCYPART_GRANDPAR
(9,14),(14,1),-0.827117 # DEPENDENCYPART_GRANDPAR
(9,14),(14,3),-0.831788 # DEPENDENCYPART_GRANDPAR
(9,14),(14,5),-0.767841 # DEPENDENCYPART_GRANDPAR
(9,14),(14,7),-0.568551 # DEPENDENCYPART_GRANDPAR
(9,14),(14,8),-0.445792 # DEPENDENCYPART_GRANDPAR
(9,14),(14,9),-0.478103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(9,14),(14,10),0.738277 # DEPENDENCYPART_GRANDPAR
(9,14),(14,11),0.7903 # DEPENDENCYPART_GRANDPAR
(9,14),(14,12),-0.46048 # DEPENDENCYPART_GRANDPAR
(9,14),(14,13),0.478408 # DEPENDENCYPART_GRANDPAR
(9,14),(14,15),-0.0446078 # DEPENDENCYPART_GRANDPAR
(9,14),(14,16),0.12234 # DEPENDENCYPART_GRANDPAR
(9,14),(14,17),-0.221527 # DEPENDENCYPART_GRANDPAR
(9,14),(14,19),-0.0581562 # DEPENDENCYPART_GRANDPAR
(9,14),(14,20),0.103799 # DEPENDENCYPART_GRANDPAR
(9,14),(14,21),0.0318042 # DEPENDENCYPART_GRANDPAR
(9,14),(14,22),-0.140604 # DEPENDENCYPART_GRANDPAR
(9,14),(14,23),-0.388845 # DEPENDENCYPART_GRANDPAR
(9,14),(14,24),-0.168174 # DEPENDENCYPART_GRANDPAR
(9,14),(14,25),-0.0194681 # DEPENDENCYPART_GRANDPAR
(9,14),(14,27),-0.171435 # DEPENDENCYPART_GRANDPAR
(9,14),(14,29),-0.120948 # DEPENDENCYPART_GRANDPAR
(9,16),(16,10),1.00188 # DEPENDENCYPART_GRANDPAR
(9,16),(16,12),-0.175166 # DEPENDENCYPART_GRANDPAR
(9,16),(16,14),0.171518 # DEPENDENCYPART_GRANDPAR
(9,16),(16,17),-0.19861 # DEPENDENCYPART_GRANDPAR
(9,16),(16,18),-0.0971204 # DEPENDENCYPART_GRANDPAR
(9,16),(16,19),-0.0950516 # DEPENDENCYPART_GRANDPAR
(9,16),(16,20),-0.221586 # DEPENDENCYPART_GRANDPAR
(9,16),(16,23),-0.365927 # DEPENDENCYPART_GRANDPAR
(9,16),(16,27),-0.0576314 # DEPENDENCYPART_GRANDPAR
(9,21),(21,1),-0.756606 # DEPENDENCYPART_GRANDPAR
(9,21),(21,3),-0.761277 # DEPENDENCYPART_GRANDPAR
(9,21),(21,5),-0.750337 # DEPENDENCYPART_GRANDPAR
(9,21),(21,7),-0.576028 # DEPENDENCYPART_GRANDPAR
(9,21),(21,11),0.600301 # DEPENDENCYPART_GRANDPAR
(9,21),(21,13),0.292439 # DEPENDENCYPART_GRANDPAR
(9,21),(21,15),-0.181471 # DEPENDENCYPART_GRANDPAR
(9,21),(21,16),-0.278687 # DEPENDENCYPART_GRANDPAR
(9,21),(21,19),-0.248807 # DEPENDENCYPART_GRANDPAR
(9,21),(21,20),-0.294885 # DEPENDENCYPART_GRANDPAR
(9,21),(21,22),-0.529446 # DEPENDENCYPART_GRANDPAR
(9,21),(21,23),-0.492755 # DEPENDENCYPART_GRANDPAR
(9,21),(21,24),-0.554145 # DEPENDENCYPART_GRANDPAR
(9,21),(21,25),0.00813044 # DEPENDENCYPART_GRANDPAR
(11,5),(5,1),-0.336137 # DEPENDENCYPART_GRANDPAR
(11,5),(5,3),-0.719506 # DEPENDENCYPART_GRANDPAR
(11,5),(5,4),-1.07146 # DEPENDENCYPART_GRANDPAR
(11,5),(5,6),-0.286109 # DEPENDENCYPART_GRANDPAR
(11,5),(5,7),-0.281485 # DEPENDENCYPART_GRANDPAR
(11,5),(5,8),-0.182499 # DEPENDENCYPART_GRANDPAR
(11,5),(5,9),-0.00761121 # DEPENDENCYPART_GRANDPAR
(11,5),(5,11),-1.24582 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,5),(5,13),-0.307094 # DEPENDENCYPART_GRANDPAR
(11,5),(5,14),-0.431467 # DEPENDENCYPART_GRANDPAR
(11,5),(5,15),-0.63085 # DEPENDENCYPART_GRANDPAR
(11,5),(5,17),-0.68459 # DEPENDENCYPART_GRANDPAR
(11,5),(5,23),-0.698221 # DEPENDENCYPART_GRANDPAR
(11,7),(7,1),-0.481759 # DEPENDENCYPART_GRANDPAR
(11,7),(7,3),-0.864701 # DEPENDENCYPART_GRANDPAR
(11,7),(7,5),-0.815206 # DEPENDENCYPART_GRANDPAR
(11,7),(7,8),-0.193634 # DEPENDENCYPART_GRANDPAR
(11,7),(7,9),-0.00640334 # DEPENDENCYPART_GRANDPAR
(11,7),(7,11),-1.16102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,1),-0.348916 # DEPENDENCYPART_GRANDPAR
(11,8),(8,3),-0.731859 # DEPENDENCYPART_GRANDPAR
(11,8),(8,5),-0.745047 # DEPENDENCYPART_GRANDPAR
(11,8),(8,7),-0.371811 # DEPENDENCYPART_GRANDPAR
(11,8),(8,9),-0.0303488 # DEPENDENCYPART_GRANDPAR
(11,8),(8,11),-1.14595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,8),(8,13),-0.207218 # DEPENDENCYPART_GRANDPAR
(11,8),(8,14),-0.395393 # DEPENDENCYPART_GRANDPAR
(11,8),(8,15),-0.572241 # DEPENDENCYPART_GRANDPAR
(11,8),(8,16),-0.574048 # DEPENDENCYPART_GRANDPAR
(11,8),(8,17),-0.627467 # DEPENDENCYPART_GRANDPAR
(11,8),(8,21),-0.524257 # DEPENDENCYPART_GRANDPAR
(11,8),(8,27),-0.81933 # DEPENDENCYPART_GRANDPAR
(11,9),(9,7),-0.354446 # DEPENDENCYPART_GRANDPAR
(11,9),(9,8),-0.21397 # DEPENDENCYPART_GRANDPAR
(11,9),(9,10),-0.113162 # DEPENDENCYPART_GRANDPAR
(11,9),(9,11),-1.14341 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,9),(9,13),-0.204682 # DEPENDENCYPART_GRANDPAR
(11,9),(9,14),-0.403018 # DEPENDENCYPART_GRANDPAR
(11,9),(9,16),-0.571358 # DEPENDENCYPART_GRANDPAR
(11,9),(9,21),-0.498566 # DEPENDENCYPART_GRANDPAR
(11,13),(13,4),-1.56954 # DEPENDENCYPART_GRANDPAR
(11,13),(13,10),-0.580651 # DEPENDENCYPART_GRANDPAR
(11,13),(13,11),-0.587507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,13),(13,12),0.42198 # DEPENDENCYPART_GRANDPAR
(11,13),(13,14),0.0707849 # DEPENDENCYPART_GRANDPAR
(11,13),(13,15),-0.308647 # DEPENDENCYPART_GRANDPAR
(11,13),(13,16),-0.0899354 # DEPENDENCYPART_GRANDPAR
(11,13),(13,17),-0.302677 # DEPENDENCYPART_GRANDPAR
(11,14),(14,1),-0.842356 # DEPENDENCYPART_GRANDPAR
(11,14),(14,3),-1.22884 # DEPENDENCYPART_GRANDPAR
(11,14),(14,5),-1.40938 # DEPENDENCYPART_GRANDPAR
(11,14),(14,7),-0.774131 # DEPENDENCYPART_GRANDPAR
(11,14),(14,8),-0.677906 # DEPENDENCYPART_GRANDPAR
(11,14),(14,9),-0.618256 # DEPENDENCYPART_GRANDPAR
(11,14),(14,10),-0.531909 # DEPENDENCYPART_GRANDPAR
(11,14),(14,11),-0.574342 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(11,14),(14,12),0.149046 # DEPENDENCYPART_GRANDPAR
(11,14),(14,13),0.35986 # DEPENDENCYPART_GRANDPAR
(11,14),(14,15),-0.135453 # DEPENDENCYPART_GRANDPAR
(11,14),(14,16),0.140618 # DEPENDENCYPART_GRANDPAR
(11,14),(14,17),-0.149743 # DEPENDENCYPART_GRANDPAR
(11,14),(14,19),-0.0213022 # DEPENDENCYPART_GRANDPAR
(11,14),(14,20),-0.105727 # DEPENDENCYPART_GRANDPAR
(11,14),(14,21),-0.0883502 # DEPENDENCYPART_GRANDPAR
(11,14),(14,22),-0.090597 # DEPENDENCYPART_GRANDPAR
(11,14),(14,23),-0.163375 # DEPENDENCYPART_GRANDPAR
(11,14),(14,24),-0.286226 # DEPENDENCYPART_GRANDPAR
(11,14),(14,25),-0.445928 # DEPENDENCYPART_GRANDPAR
(11,14),(14,27),-0.333504 # DEPENDENCYPART_GRANDPAR
(11,14),(14,29),-0.563372 # DEPENDENCYPART_GRANDPAR
(11,15),(15,13),0.299597 # DEPENDENCYPART_GRANDPAR
(11,15),(15,14),0.113864 # DEPENDENCYPART_GRANDPAR
(11,15),(15,16),0.0801023 # DEPENDENCYPART_GRANDPAR
(11,15),(15,17),-0.264049 # DEPENDENCYPART_GRANDPAR
(11,15),(15,19),-0.268326 # DEPENDENCYPART_GRANDPAR
(11,15),(15,20),-0.172039 # DEPENDENCYPART_GRANDPAR
(11,15),(15,22),-0.156909 # DEPENDENCYPART_GRANDPAR
(11,16),(16,10),-0.580937 # DEPENDENCYPART_GRANDPAR
(11,16),(16,12),0.415983 # DEPENDENCYPART_GRANDPAR
(11,16),(16,14),0.151806 # DEPENDENCYPART_GRANDPAR
(11,16),(16,17),-0.284102 # DEPENDENCYPART_GRANDPAR
(11,16),(16,18),-0.801364 # DEPENDENCYPART_GRANDPAR
(11,16),(16,19),-0.343931 # DEPENDENCYPART_GRANDPAR
(11,16),(16,20),-0.336219 # DEPENDENCYPART_GRANDPAR
(11,16),(16,23),-0.297734 # DEPENDENCYPART_GRANDPAR
(11,16),(16,27),-0.412949 # DEPENDENCYPART_GRANDPAR
(11,17),(17,15),-0.121186 # DEPENDENCYPART_GRANDPAR
(11,17),(17,16),-0.0987251 # DEPENDENCYPART_GRANDPAR
(11,17),(17,18),-0.788104 # DEPENDENCYPART_GRANDPAR
(11,17),(17,19),-0.21386 # DEPENDENCYPART_GRANDPAR
(11,17),(17,20),-0.134618 # DEPENDENCYPART_GRANDPAR
(11,17),(17,21),-0.137879 # DEPENDENCYPART_GRANDPAR
(11,17),(17,22),-0.119488 # DEPENDENCYPART_GRANDPAR
(11,17),(17,24),-0.30551 # DEPENDENCYPART_GRANDPAR
(11,17),(17,25),-0.47413 # DEPENDENCYPART_GRANDPAR
(11,17),(17,29),-0.591573 # DEPENDENCYPART_GRANDPAR
(11,20),(20,10),-0.580521 # DEPENDENCYPART_GRANDPAR
(11,20),(20,12),0.415341 # DEPENDENCYPART_GRANDPAR
(11,20),(20,13),0.348189 # DEPENDENCYPART_GRANDPAR
(11,20),(20,18),-0.708444 # DEPENDENCYPART_GRANDPAR
(11,20),(20,19),-0.266886 # DEPENDENCYPART_GRANDPAR
(11,20),(20,21),-0.113552 # DEPENDENCYPART_GRANDPAR
(11,20),(20,22),-0.321218 # DEPENDENCYPART_GRANDPAR
(11,20),(20,23),-0.316162 # DEPENDENCYPART_GRANDPAR
(11,20),(20,24),-0.518677 # DEPENDENCYPART_GRANDPAR
(11,23),(23,21),-0.132357 # DEPENDENCYPART_GRANDPAR
(11,23),(23,22),-0.32291 # DEPENDENCYPART_GRANDPAR
(11,23),(23,24),-0.30551 # DEPENDENCYPART_GRANDPAR
(11,23),(23,25),-0.47413 # DEPENDENCYPART_GRANDPAR
(11,23),(23,27),-0.437197 # DEPENDENCYPART_GRANDPAR
(11,23),(23,28),-0.19097 # DEPENDENCYPART_GRANDPAR
(11,23),(23,29),-0.591573 # DEPENDENCYPART_GRANDPAR
(11,28),(28,1),-0.745281 # DEPENDENCYPART_GRANDPAR
(11,28),(28,3),-1.13176 # DEPENDENCYPART_GRANDPAR
(11,28),(28,8),-0.64136 # DEPENDENCYPART_GRANDPAR
(11,28),(28,9),-0.565531 # DEPENDENCYPART_GRANDPAR
(11,28),(28,24),-0.544058 # DEPENDENCYPART_GRANDPAR
(11,28),(28,25),-0.498539 # DEPENDENCYPART_GRANDPAR
(11,28),(28,27),-0.25732 # DEPENDENCYPART_GRANDPAR
(11,28),(28,29),-0.607533 # DEPENDENCYPART_GRANDPAR
(11,28),(28,30),-0.609309 # DEPENDENCYPART_GRANDPAR
(11,29),(29,1),-0.733597 # DEPENDENCYPART_GRANDPAR
(11,29),(29,27),-0.256322 # DEPENDENCYPART_GRANDPAR
(11,29),(29,28),-0.165753 # DEPENDENCYPART_GRANDPAR
(11,29),(29,30),-0.596109 # DEPENDENCYPART_GRANDPAR
(13,11),(11,4),-0.624127 # DEPENDENCYPART_GRANDPAR
(13,11),(11,5),-0.755214 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.371944 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),-0.382697 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.199795 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.297968 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.262652 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.36747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.344073 # DEPENDENCYPART_GRANDPAR
(13,11),(11,15),-0.654165 # DEPENDENCYPART_GRANDPAR
(13,11),(11,16),-0.895765 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.732255 # DEPENDENCYPART_GRANDPAR
(13,11),(11,20),-0.987779 # DEPENDENCYPART_GRANDPAR
(13,11),(11,23),-0.760546 # DEPENDENCYPART_GRANDPAR
(13,11),(11,28),-0.771445 # DEPENDENCYPART_GRANDPAR
(13,11),(11,29),-1.06965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.3544 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-1.67856 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-1.31857 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.82093 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.811071 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.580605 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.710795 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-1.02055 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.317027 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.700493 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.155485 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.0810168 # DEPENDENCYPART_GRANDPAR
(13,14),(14,17),-0.195653 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.441286 # DEPENDENCYPART_GRANDPAR
(13,14),(14,20),-0.174271 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.124652 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.291316 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.223945 # DEPENDENCYPART_GRANDPAR
(13,14),(14,24),-0.555983 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.432211 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.54914 # DEPENDENCYPART_GRANDPAR
(13,14),(14,29),-0.5537 # DEPENDENCYPART_GRANDPAR
(13,15),(15,13),-0.760793 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,15),(15,14),0.201263 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.141782 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.310209 # DEPENDENCYPART_GRANDPAR
(13,15),(15,19),-0.68856 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.240833 # DEPENDENCYPART_GRANDPAR
(13,15),(15,22),-0.357878 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.759826 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.364115 # DEPENDENCYPART_GRANDPAR
(13,16),(16,14),0.240773 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.328616 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.897414 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.767208 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.404895 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.356907 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.629099 # DEPENDENCYPART_GRANDPAR
(13,17),(17,15),-0.144497 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),-0.320725 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),-0.884271 # DEPENDENCYPART_GRANDPAR
