# _root_ Υποστήριξη στις ΗΠΑ ως προς την πρόταση παραπομπής του Ιράν στο Συμβούλιο Ασφαλείας , εφόσον επαναληφθεί ο εμπλουτισμός ουρανίου ή παραβιαστούν καίριες δεσμεύσεις , πρόκειται να παράσχει η ΕΕ.
#goldHeads=27,1,2,1,4,7,5,7,10,8,8,11,12,15,27,20,18,16,18,15,20,23,21,25,0,27,25,29,27,
#predictedHeads=0,1,2,20,4,7,5,7,10,7,10,11,12,15,25,15,18,16,18,25,20,23,21,25,0,27,25,29,27,
(12,6),(6,8),-0.455284 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.745664 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.47401 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.439585 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.523116 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.348048 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.16318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),0.107425 # DEPENDENCYPART_GRANDPAR
(12,13),(13,6),-1.17782 # DEPENDENCYPART_GRANDPAR
(12,13),(13,8),-1.0359 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-0.948546 # DEPENDENCYPART_GRANDPAR
(12,13),(13,11),-0.88014 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-0.636584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.0375732 # DEPENDENCYPART_GRANDPAR
(12,13),(13,15),0.00500752 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.289606 # DEPENDENCYPART_GRANDPAR
(12,14),(14,1),-1.38556 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.679323 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.573455 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.988115 # DEPENDENCYPART_GRANDPAR
(12,14),(14,8),-0.951045 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.661284 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.796573 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-0.649213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),0.62597 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.485187 # DEPENDENCYPART_GRANDPAR
(12,15),(15,14),0.116034 # DEPENDENCYPART_GRANDPAR
(12,15),(15,16),-0.168912 # DEPENDENCYPART_GRANDPAR
(12,15),(15,20),-0.0249213 # DEPENDENCYPART_GRANDPAR
(12,15),(15,21),-0.314252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,24),-0.158158 # DEPENDENCYPART_GRANDPAR
(12,15),(15,25),-0.611252 # DEPENDENCYPART_GRANDPAR
(12,15),(15,27),-0.635921 # DEPENDENCYPART_GRANDPAR
(12,16),(16,1),-1.35051 # DEPENDENCYPART_GRANDPAR
(12,16),(16,2),-1.03476 # DEPENDENCYPART_GRANDPAR
(12,16),(16,4),-0.718006 # DEPENDENCYPART_GRANDPAR
(12,16),(16,5),-0.589805 # DEPENDENCYPART_GRANDPAR
(12,16),(16,7),-0.953461 # DEPENDENCYPART_GRANDPAR
(12,16),(16,8),-0.91599 # DEPENDENCYPART_GRANDPAR
(12,16),(16,10),-0.682405 # DEPENDENCYPART_GRANDPAR
(12,16),(16,11),-0.809308 # DEPENDENCYPART_GRANDPAR
(12,16),(16,12),-0.682494 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,16),(16,13),0.59199 # DEPENDENCYPART_GRANDPAR
(12,16),(16,14),0.139603 # DEPENDENCYPART_GRANDPAR
(12,16),(16,15),0.1176 # DEPENDENCYPART_GRANDPAR
(12,16),(16,17),-0.784944 # DEPENDENCYPART_GRANDPAR
(12,16),(16,18),-0.233228 # DEPENDENCYPART_GRANDPAR
(12,16),(16,19),0.240215 # DEPENDENCYPART_GRANDPAR
(12,16),(16,20),0.00955582 # DEPENDENCYPART_GRANDPAR
(12,16),(16,21),-0.338516 # DEPENDENCYPART_GRANDPAR
(12,16),(16,22),-0.462375 # DEPENDENCYPART_GRANDPAR
(12,16),(16,23),-0.357469 # DEPENDENCYPART_GRANDPAR
(12,16),(16,24),-0.0732912 # DEPENDENCYPART_GRANDPAR
(12,16),(16,25),-0.641855 # DEPENDENCYPART_GRANDPAR
(12,16),(16,27),-0.660496 # DEPENDENCYPART_GRANDPAR
(12,20),(20,1),-1.41473 # DEPENDENCYPART_GRANDPAR
(12,20),(20,2),-1.0628 # DEPENDENCYPART_GRANDPAR
(12,20),(20,4),-0.715192 # DEPENDENCYPART_GRANDPAR
(12,20),(20,5),-0.615812 # DEPENDENCYPART_GRANDPAR
(12,20),(20,7),-1.01737 # DEPENDENCYPART_GRANDPAR
(12,20),(20,8),-0.980208 # DEPENDENCYPART_GRANDPAR
(12,20),(20,10),-0.695108 # DEPENDENCYPART_GRANDPAR
(12,20),(20,11),-0.839318 # DEPENDENCYPART_GRANDPAR
(12,20),(20,12),-0.63054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,20),(20,13),0.629989 # DEPENDENCYPART_GRANDPAR
(12,20),(20,14),0.116528 # DEPENDENCYPART_GRANDPAR
(12,20),(20,15),0.134145 # DEPENDENCYPART_GRANDPAR
(12,20),(20,16),0.0948329 # DEPENDENCYPART_GRANDPAR
(12,20),(20,17),-0.867331 # DEPENDENCYPART_GRANDPAR
(12,20),(20,18),-0.459174 # DEPENDENCYPART_GRANDPAR
(12,20),(20,19),0.01151 # DEPENDENCYPART_GRANDPAR
(12,20),(20,21),-0.279578 # DEPENDENCYPART_GRANDPAR
(12,20),(20,22),-0.360304 # DEPENDENCYPART_GRANDPAR
(12,20),(20,23),-0.408424 # DEPENDENCYPART_GRANDPAR
(12,20),(20,24),-0.133057 # DEPENDENCYPART_GRANDPAR
(12,20),(20,25),-0.576578 # DEPENDENCYPART_GRANDPAR
(12,20),(20,27),-0.601247 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),-0.208088 # DEPENDENCYPART_GRANDPAR
(13,8),(8,1),-0.690751 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),-0.333689 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.197631 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.455756 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),0.0334899 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),0.00843563 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),-0.00820347 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.109113 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.42701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,14),-0.604399 # DEPENDENCYPART_GRANDPAR
(13,8),(8,15),-0.668817 # DEPENDENCYPART_GRANDPAR
(13,8),(8,16),-0.663607 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.0577918 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.34337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,14),-0.544591 # DEPENDENCYPART_GRANDPAR
(13,12),(12,6),-0.192746 # DEPENDENCYPART_GRANDPAR
(13,12),(12,9),-0.160149 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.181489 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.4272 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.604565 # DEPENDENCYPART_GRANDPAR
(13,12),(12,15),-0.668984 # DEPENDENCYPART_GRANDPAR
(13,12),(12,16),-0.664144 # DEPENDENCYPART_GRANDPAR
(13,12),(12,20),-0.798307 # DEPENDENCYPART_GRANDPAR
(13,14),(14,1),-1.18505 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.715477 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.25557 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.951394 # DEPENDENCYPART_GRANDPAR
(13,14),(14,8),-0.704274 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.506965 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.526643 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.463015 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.796455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,18),-0.600076 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),-0.0136046 # DEPENDENCYPART_GRANDPAR
(13,15),(15,16),-0.077072 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),-0.27217 # DEPENDENCYPART_GRANDPAR
(13,15),(15,21),-0.298127 # DEPENDENCYPART_GRANDPAR
(13,15),(15,24),-0.49967 # DEPENDENCYPART_GRANDPAR
(13,15),(15,25),-0.647605 # DEPENDENCYPART_GRANDPAR
(13,15),(15,27),-0.649399 # DEPENDENCYPART_GRANDPAR
(13,16),(16,1),-1.14999 # DEPENDENCYPART_GRANDPAR
(13,16),(16,2),-0.674875 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.75416 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.27192 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.91674 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.669218 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.528086 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.539379 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.431372 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.837479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),-0.0029343 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),-0.123482 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-1.0335 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.340603 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.213631 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),-0.232524 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.314788 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.521352 # DEPENDENCYPART_GRANDPAR
(13,16),(16,23),-0.54239 # DEPENDENCYPART_GRANDPAR
(13,16),(16,24),-0.408794 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.670605 # DEPENDENCYPART_GRANDPAR
(13,16),(16,27),-0.666372 # DEPENDENCYPART_GRANDPAR
(14,1),(1,2),-0.211473 # DEPENDENCYPART_GRANDPAR
(14,1),(1,3),-0.111477 # DEPENDENCYPART_GRANDPAR
(14,1),(1,4),-0.183608 # DEPENDENCYPART_GRANDPAR
(14,1),(1,5),-0.13198 # DEPENDENCYPART_GRANDPAR
(14,1),(1,11),-0.0148742 # DEPENDENCYPART_GRANDPAR
(14,1),(1,20),-0.408481 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0803545 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),-0.35211 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),-0.277558 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),-0.150746 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),-0.00667759 # DEPENDENCYPART_GRANDPAR
(14,4),(4,8),-0.0651864 # DEPENDENCYPART_GRANDPAR
(14,4),(4,12),-0.0167319 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.04837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,4),(4,16),-0.423803 # DEPENDENCYPART_GRANDPAR
(14,4),(4,27),-0.784076 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),-0.16423 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),-0.0764289 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.0406681 # DEPENDENCYPART_GRANDPAR
(14,5),(5,8),-0.0170755 # DEPENDENCYPART_GRANDPAR
(14,5),(5,12),0.0303604 # DEPENDENCYPART_GRANDPAR
(14,5),(5,14),-1.02599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,15),-0.196347 # DEPENDENCYPART_GRANDPAR
(14,5),(5,24),-0.410949 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.218865 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),0.00273681 # DEPENDENCYPART_GRANDPAR
(14,7),(7,8),0.00432447 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),-0.0354884 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.0207676 # DEPENDENCYPART_GRANDPAR
(14,7),(7,11),-0.0233343 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.0526248 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.0952014 # DEPENDENCYPART_GRANDPAR
(14,7),(7,15),-0.190328 # DEPENDENCYPART_GRANDPAR
(14,7),(7,16),-0.435387 # DEPENDENCYPART_GRANDPAR
(14,7),(7,20),-0.408729 # DEPENDENCYPART_GRANDPAR
(14,8),(8,1),0.0889834 # DEPENDENCYPART_GRANDPAR
(14,8),(8,4),-0.13786 # DEPENDENCYPART_GRANDPAR
(14,8),(8,6),0.00664409 # DEPENDENCYPART_GRANDPAR
(14,8),(8,7),0.104842 # DEPENDENCYPART_GRANDPAR
(14,8),(8,9),-0.0258761 # DEPENDENCYPART_GRANDPAR
(14,8),(8,10),0.0264056 # DEPENDENCYPART_GRANDPAR
(14,8),(8,11),-0.0148742 # DEPENDENCYPART_GRANDPAR
(14,8),(8,12),0.0590029 # DEPENDENCYPART_GRANDPAR
(14,8),(8,13),0.101579 # DEPENDENCYPART_GRANDPAR
(14,8),(8,14),-1.04483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,8),(8,15),-0.19008 # DEPENDENCYPART_GRANDPAR
(14,8),(8,16),-0.434707 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),-0.0355143 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),0.0209142 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),-0.038062 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),-0.117904 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0362498 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.0360205 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.0763518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.0560518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0947051 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.026 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,6),0.00776035 # DEPENDENCYPART_GRANDPAR
(14,12),(12,9),-0.0366386 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.147244 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.104644 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.04487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.190125 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.435032 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.408526 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.00937017 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),0.0439803 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.0491497 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.0876102 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0919325 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.04483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.19008 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.434707 # DEPENDENCYPART_GRANDPAR
(14,18),(18,9),-0.556204 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.228054 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.21472 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.0261718 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.145407 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.266745 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.296847 # DEPENDENCYPART_GRANDPAR
(14,18),(18,25),-0.272211 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-0.366876 # DEPENDENCYPART_GRANDPAR
(15,14),(14,1),-0.17499 # DEPENDENCYPART_GRANDPAR
(15,14),(14,4),0.0475373 # DEPENDENCYPART_GRANDPAR
(15,14),(14,5),-0.0107449 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.0968041 # DEPENDENCYPART_GRANDPAR
(15,14),(14,8),-0.0485786 # DEPENDENCYPART_GRANDPAR
(15,14),(14,10),-0.0305084 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),0.0366741 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.105581 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.0655875 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.265901 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-0.370806 # DEPENDENCYPART_GRANDPAR
(15,16),(16,2),-0.354974 # DEPENDENCYPART_GRANDPAR
(15,16),(16,4),-0.275676 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-0.31081 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.290071 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-0.244395 # DEPENDENCYPART_GRANDPAR
(15,16),(16,10),-0.31078 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-0.232565 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.302355 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.263864 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.26296 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.19451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.169724 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),0.321198 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),0.181545 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.225099 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.151452 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.105035 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),0.0971958 # DEPENDENCYPART_GRANDPAR
(15,16),(16,24),0.0199646 # DEPENDENCYPART_GRANDPAR
(15,16),(16,25),0.0171018 # DEPENDENCYPART_GRANDPAR
(15,16),(16,27),-0.00993053 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.497761 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.42479 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-0.313352 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.379054 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.416711 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.37135 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.380456 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-0.30386 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.424744 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-0.390819 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.419398 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-0.316613 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),0.686476 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.0710795 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),0.086297 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.0533547 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),0.0497232 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.288205 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.133912 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.145318 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.0839352 # DEPENDENCYPART_GRANDPAR
(15,20),(20,27),-0.110634 # DEPENDENCYPART_GRANDPAR
(15,21),(21,1),-0.370806 # DEPENDENCYPART_GRANDPAR
(15,21),(21,2),-0.354974 # DEPENDENCYPART_GRANDPAR
(15,21),(21,4),-0.275676 # DEPENDENCYPART_GRANDPAR
(15,21),(21,5),-0.31081 # DEPENDENCYPART_GRANDPAR
(15,21),(21,7),-0.290071 # DEPENDENCYPART_GRANDPAR
(15,21),(21,10),-0.31078 # DEPENDENCYPART_GRANDPAR
(15,21),(21,11),-0.232565 # DEPENDENCYPART_GRANDPAR
(15,21),(21,13),-0.263864 # DEPENDENCYPART_GRANDPAR
(15,21),(21,16),0.715258 # DEPENDENCYPART_GRANDPAR
(15,21),(21,17),0.132818 # DEPENDENCYPART_GRANDPAR
(15,21),(21,18),0.327375 # DEPENDENCYPART_GRANDPAR
(15,21),(21,19),0.187723 # DEPENDENCYPART_GRANDPAR
(15,21),(21,20),0.192051 # DEPENDENCYPART_GRANDPAR
(15,21),(21,22),-0.105035 # DEPENDENCYPART_GRANDPAR
(15,21),(21,23),0.0971958 # DEPENDENCYPART_GRANDPAR
(15,21),(21,24),0.0199646 # DEPENDENCYPART_GRANDPAR
(15,21),(21,25),0.0171018 # DEPENDENCYPART_GRANDPAR
(15,21),(21,27),-0.00993053 # DEPENDENCYPART_GRANDPAR
(15,24),(24,18),0.0998436 # DEPENDENCYPART_GRANDPAR
(15,24),(24,19),-0.0398085 # DEPENDENCYPART_GRANDPAR
(15,24),(24,22),-0.386327 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.124742 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.235624 # DEPENDENCYPART_GRANDPAR
(15,25),(25,1),-0.375143 # DEPENDENCYPART_GRANDPAR
(15,25),(25,2),-0.359422 # DEPENDENCYPART_GRANDPAR
(15,25),(25,4),-0.280068 # DEPENDENCYPART_GRANDPAR
(15,25),(25,5),-0.315259 # DEPENDENCYPART_GRANDPAR
(15,25),(25,7),-0.294408 # DEPENDENCYPART_GRANDPAR
(15,25),(25,11),-0.237014 # DEPENDENCYPART_GRANDPAR
(15,25),(25,15),-0.185789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,25),(25,16),0.723501 # DEPENDENCYPART_GRANDPAR
(15,25),(25,18),0.334007 # DEPENDENCYPART_GRANDPAR
(15,25),(25,19),0.194356 # DEPENDENCYPART_GRANDPAR
(15,25),(25,20),0.200771 # DEPENDENCYPART_GRANDPAR
(15,25),(25,21),0.268097 # DEPENDENCYPART_GRANDPAR
(15,25),(25,22),-0.201556 # DEPENDENCYPART_GRANDPAR
(15,25),(25,23),0.105139 # DEPENDENCYPART_GRANDPAR
(15,25),(25,24),0.00766887 # DEPENDENCYPART_GRANDPAR
(15,25),(25,26),-0.665865 # DEPENDENCYPART_GRANDPAR
(15,25),(25,27),0.00530573 # DEPENDENCYPART_GRANDPAR
(15,25),(25,29),-0.242349 # DEPENDENCYPART_GRANDPAR
(15,27),(27,1),-0.370806 # DEPENDENCYPART_GRANDPAR
(15,27),(27,2),-0.354974 # DEPENDENCYPART_GRANDPAR
(15,27),(27,4),-0.275676 # DEPENDENCYPART_GRANDPAR
(15,27),(27,15),-0.19524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,27),(27,18),0.326686 # DEPENDENCYPART_GRANDPAR
(15,27),(27,19),0.187034 # DEPENDENCYPART_GRANDPAR
(15,27),(27,21),0.259101 # DEPENDENCYPART_GRANDPAR
(15,27),(27,22),-0.210996 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),0.097818 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.0371322 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),0.131773 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.695834 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.388427 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.250277 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.425045 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.256181 # DEPENDENCYPART_GRANDPAR
(16,1),(1,4),-0.198162 # DEPENDENCYPART_GRANDPAR
(16,1),(1,5),-0.226356 # DEPENDENCYPART_GRANDPAR
(16,1),(1,11),-0.320713 # DEPENDENCYPART_GRANDPAR
(16,1),(1,20),-0.537182 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.366689 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.322092 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.427054 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.53766 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.306378 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.296513 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.743517 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.471938 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.503617 # DEPENDENCYPART_GRANDPAR
(16,4),(4,14),-0.0381753 # DEPENDENCYPART_GRANDPAR
(16,4),(4,16),-1.95095 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,4),(4,27),-1.58569 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.115683 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-1.0174 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.631268 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.358605 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.393084 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.157505 # DEPENDENCYPART_GRANDPAR
(16,5),(5,15),-0.0312667 # DEPENDENCYPART_GRANDPAR
(16,5),(5,24),-0.527314 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.371679 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.894537 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.231292 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-1.03123 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.249127 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.314512 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),-0.263079 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.23129 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.0905431 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-2.04439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,7),(7,20),-0.53861 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.476016 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.104061 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.902665 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.60154 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-1.03912 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.257491 # DEPENDENCYPART_GRANDPAR
