# _root_ Η περιοχή ( ανάμεσα στη Σαγιάδα , το Ράγιο και την Ηγουμενίτσα ) φιλοξενεί έναν από τους σημαντικότερους υγροβιότοπους της Ελλάδας , στον οποίο βρίσκουν προστασία σπάνια είδη πουλιών και λουλουδιών .
#goldHeads=2,14,4,2,4,10,10,9,10,5,12,10,4,0,14,15,19,19,16,21,19,25,25,23,15,25,28,25,30,28,30,0,
#predictedHeads=2,10,4,2,4,5,10,9,10,14,12,10,14,0,14,15,19,19,16,21,19,25,25,23,19,25,28,26,30,28,30,0,
(10,16),(16,18),-0.0367656 # DEPENDENCYPART_GRANDPAR
(10,16),(16,19),-0.166968 # DEPENDENCYPART_GRANDPAR
(10,16),(16,21),0.12984 # DEPENDENCYPART_GRANDPAR
(10,16),(16,22),0.0174964 # DEPENDENCYPART_GRANDPAR
(10,16),(16,30),0.052633 # DEPENDENCYPART_GRANDPAR
(10,18),(18,16),0.0025921 # DEPENDENCYPART_GRANDPAR
(10,18),(18,17),-0.240545 # DEPENDENCYPART_GRANDPAR
(10,18),(18,19),-0.159103 # DEPENDENCYPART_GRANDPAR
(10,18),(18,21),0.142815 # DEPENDENCYPART_GRANDPAR
(10,18),(18,23),-0.270183 # DEPENDENCYPART_GRANDPAR
(10,19),(19,11),0.915478 # DEPENDENCYPART_GRANDPAR
(10,19),(19,16),-0.014045 # DEPENDENCYPART_GRANDPAR
(10,19),(19,17),-0.248675 # DEPENDENCYPART_GRANDPAR
(10,19),(19,18),-0.0333886 # DEPENDENCYPART_GRANDPAR
(10,19),(19,20),-0.228541 # DEPENDENCYPART_GRANDPAR
(10,19),(19,21),0.172189 # DEPENDENCYPART_GRANDPAR
(10,19),(19,22),0.0360521 # DEPENDENCYPART_GRANDPAR
(10,19),(19,23),-0.31261 # DEPENDENCYPART_GRANDPAR
(10,19),(19,25),-0.0571404 # DEPENDENCYPART_GRANDPAR
(10,19),(19,26),-0.272978 # DEPENDENCYPART_GRANDPAR
(10,19),(19,27),-0.178203 # DEPENDENCYPART_GRANDPAR
(10,19),(19,28),-0.303663 # DEPENDENCYPART_GRANDPAR
(10,19),(19,29),-0.334937 # DEPENDENCYPART_GRANDPAR
(10,19),(19,30),0.139445 # DEPENDENCYPART_GRANDPAR
(10,22),(22,2),-0.534944 # DEPENDENCYPART_GRANDPAR
(10,22),(22,3),-0.532169 # DEPENDENCYPART_GRANDPAR
(10,22),(22,12),0.301789 # DEPENDENCYPART_GRANDPAR
(10,22),(22,16),-0.21616 # DEPENDENCYPART_GRANDPAR
(10,22),(22,18),-0.232661 # DEPENDENCYPART_GRANDPAR
(10,22),(22,19),-0.266782 # DEPENDENCYPART_GRANDPAR
(10,22),(22,21),0.00897336 # DEPENDENCYPART_GRANDPAR
(10,22),(22,23),-0.447007 # DEPENDENCYPART_GRANDPAR
(10,22),(22,25),-0.179962 # DEPENDENCYPART_GRANDPAR
(10,22),(22,26),-0.401105 # DEPENDENCYPART_GRANDPAR
(10,22),(22,27),-0.266816 # DEPENDENCYPART_GRANDPAR
(10,22),(22,28),-0.432154 # DEPENDENCYPART_GRANDPAR
(10,22),(22,29),-0.463066 # DEPENDENCYPART_GRANDPAR
(10,22),(22,31),-0.566143 # DEPENDENCYPART_GRANDPAR
(12,10),(10,2),-0.788473 # DEPENDENCYPART_GRANDPAR
(12,10),(10,3),-0.45707 # DEPENDENCYPART_GRANDPAR
(12,10),(10,4),-0.283104 # DEPENDENCYPART_GRANDPAR
(12,10),(10,5),-0.42769 # DEPENDENCYPART_GRANDPAR
(12,10),(10,6),-0.426833 # DEPENDENCYPART_GRANDPAR
(12,10),(10,7),-0.398686 # DEPENDENCYPART_GRANDPAR
(12,10),(10,8),-0.928629 # DEPENDENCYPART_GRANDPAR
(12,10),(10,9),-0.598173 # DEPENDENCYPART_GRANDPAR
(12,10),(10,11),-0.238698 # DEPENDENCYPART_GRANDPAR
(12,10),(10,12),-1.59634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,10),(10,13),-0.541088 # DEPENDENCYPART_GRANDPAR
(12,10),(10,14),-1.01882 # DEPENDENCYPART_GRANDPAR
(12,10),(10,16),-0.919694 # DEPENDENCYPART_GRANDPAR
(12,10),(10,18),-1.57056 # DEPENDENCYPART_GRANDPAR
(12,10),(10,19),-1.11264 # DEPENDENCYPART_GRANDPAR
(12,10),(10,22),-0.720011 # DEPENDENCYPART_GRANDPAR
(12,13),(13,3),-0.922472 # DEPENDENCYPART_GRANDPAR
(12,13),(13,5),-0.888455 # DEPENDENCYPART_GRANDPAR
(12,13),(13,9),-1.31764 # DEPENDENCYPART_GRANDPAR
(12,13),(13,12),-1.02698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,13),(13,14),-0.587736 # DEPENDENCYPART_GRANDPAR
(12,13),(13,16),-0.443139 # DEPENDENCYPART_GRANDPAR
(12,13),(13,19),-0.520447 # DEPENDENCYPART_GRANDPAR
(12,14),(14,2),-1.47735 # DEPENDENCYPART_GRANDPAR
(12,14),(14,3),-0.897695 # DEPENDENCYPART_GRANDPAR
(12,14),(14,4),-0.779697 # DEPENDENCYPART_GRANDPAR
(12,14),(14,5),-0.903545 # DEPENDENCYPART_GRANDPAR
(12,14),(14,6),-1.12047 # DEPENDENCYPART_GRANDPAR
(12,14),(14,7),-0.772507 # DEPENDENCYPART_GRANDPAR
(12,14),(14,9),-1.29181 # DEPENDENCYPART_GRANDPAR
(12,14),(14,10),-0.668026 # DEPENDENCYPART_GRANDPAR
(12,14),(14,11),-0.588485 # DEPENDENCYPART_GRANDPAR
(12,14),(14,12),-1.0189 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(12,14),(14,13),-0.0471771 # DEPENDENCYPART_GRANDPAR
(12,14),(14,15),-0.686998 # DEPENDENCYPART_GRANDPAR
(12,14),(14,16),-0.248109 # DEPENDENCYPART_GRANDPAR
(12,14),(14,18),-0.851393 # DEPENDENCYPART_GRANDPAR
(12,14),(14,19),-0.243306 # DEPENDENCYPART_GRANDPAR
(12,14),(14,21),-0.22964 # DEPENDENCYPART_GRANDPAR
(12,14),(14,22),-0.123208 # DEPENDENCYPART_GRANDPAR
(12,14),(14,23),0.000646544 # DEPENDENCYPART_GRANDPAR
(12,14),(14,25),-0.391072 # DEPENDENCYPART_GRANDPAR
(12,14),(14,26),-0.57513 # DEPENDENCYPART_GRANDPAR
(12,14),(14,27),-0.404917 # DEPENDENCYPART_GRANDPAR
(12,14),(14,28),-0.488659 # DEPENDENCYPART_GRANDPAR
(12,14),(14,29),-0.368469 # DEPENDENCYPART_GRANDPAR
(12,14),(14,30),-0.223803 # DEPENDENCYPART_GRANDPAR
(12,14),(14,31),-0.41649 # DEPENDENCYPART_GRANDPAR
(12,14),(14,32),-0.605938 # DEPENDENCYPART_GRANDPAR
(13,3),(3,2),-0.416149 # DEPENDENCYPART_GRANDPAR
(13,3),(3,4),-0.276673 # DEPENDENCYPART_GRANDPAR
(13,3),(3,5),-0.342115 # DEPENDENCYPART_GRANDPAR
(13,3),(3,6),-0.302452 # DEPENDENCYPART_GRANDPAR
(13,3),(3,7),-0.243976 # DEPENDENCYPART_GRANDPAR
(13,3),(3,9),-0.242123 # DEPENDENCYPART_GRANDPAR
(13,3),(3,10),-0.113623 # DEPENDENCYPART_GRANDPAR
(13,3),(3,12),-0.126124 # DEPENDENCYPART_GRANDPAR
(13,3),(3,13),-1.07042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,3),(3,14),-0.278236 # DEPENDENCYPART_GRANDPAR
(13,3),(3,21),-0.798139 # DEPENDENCYPART_GRANDPAR
(13,5),(5,3),-0.381678 # DEPENDENCYPART_GRANDPAR
(13,5),(5,4),-0.281877 # DEPENDENCYPART_GRANDPAR
(13,5),(5,6),-0.250941 # DEPENDENCYPART_GRANDPAR
(13,5),(5,7),-0.22882 # DEPENDENCYPART_GRANDPAR
(13,5),(5,9),-0.190612 # DEPENDENCYPART_GRANDPAR
(13,5),(5,10),-0.0819485 # DEPENDENCYPART_GRANDPAR
(13,9),(9,1),-0.329404 # DEPENDENCYPART_GRANDPAR
(13,9),(9,6),-0.259844 # DEPENDENCYPART_GRANDPAR
(13,9),(9,7),-0.31713 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),-0.153475 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),-0.272323 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),-0.0164362 # DEPENDENCYPART_GRANDPAR
(13,9),(9,14),-0.29297 # DEPENDENCYPART_GRANDPAR
(13,9),(9,15),-0.577166 # DEPENDENCYPART_GRANDPAR
(13,9),(9,23),-0.69421 # DEPENDENCYPART_GRANDPAR
(13,12),(12,8),-0.152425 # DEPENDENCYPART_GRANDPAR
(13,12),(12,10),-0.147247 # DEPENDENCYPART_GRANDPAR
(13,12),(12,11),-0.293452 # DEPENDENCYPART_GRANDPAR
(13,12),(12,13),-1.06965 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,12),(12,14),-0.29297 # DEPENDENCYPART_GRANDPAR
(13,14),(14,2),-0.776147 # DEPENDENCYPART_GRANDPAR
(13,14),(14,3),-0.730374 # DEPENDENCYPART_GRANDPAR
(13,14),(14,4),-0.714201 # DEPENDENCYPART_GRANDPAR
(13,14),(14,5),-0.747856 # DEPENDENCYPART_GRANDPAR
(13,14),(14,6),-0.698807 # DEPENDENCYPART_GRANDPAR
(13,14),(14,7),-0.619819 # DEPENDENCYPART_GRANDPAR
(13,14),(14,9),-0.638477 # DEPENDENCYPART_GRANDPAR
(13,14),(14,10),-0.567631 # DEPENDENCYPART_GRANDPAR
(13,14),(14,11),-0.733827 # DEPENDENCYPART_GRANDPAR
(13,14),(14,12),-0.521713 # DEPENDENCYPART_GRANDPAR
(13,14),(14,13),-0.647085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,14),(14,15),-0.120672 # DEPENDENCYPART_GRANDPAR
(13,14),(14,16),-0.123642 # DEPENDENCYPART_GRANDPAR
(13,14),(14,18),-0.185166 # DEPENDENCYPART_GRANDPAR
(13,14),(14,19),-0.300113 # DEPENDENCYPART_GRANDPAR
(13,14),(14,21),-0.256014 # DEPENDENCYPART_GRANDPAR
(13,14),(14,22),-0.135361 # DEPENDENCYPART_GRANDPAR
(13,14),(14,23),-0.212064 # DEPENDENCYPART_GRANDPAR
(13,14),(14,25),-0.215595 # DEPENDENCYPART_GRANDPAR
(13,14),(14,26),-0.554558 # DEPENDENCYPART_GRANDPAR
(13,14),(14,27),-0.307374 # DEPENDENCYPART_GRANDPAR
(13,14),(14,28),-0.553988 # DEPENDENCYPART_GRANDPAR
(13,14),(14,29),-0.585949 # DEPENDENCYPART_GRANDPAR
(13,14),(14,30),-0.136452 # DEPENDENCYPART_GRANDPAR
(13,14),(14,31),-0.575494 # DEPENDENCYPART_GRANDPAR
(13,14),(14,32),-0.379791 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.647635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,15),-0.145722 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.426948 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),-0.24485 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.357288 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.317281 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.181232 # DEPENDENCYPART_GRANDPAR
(13,16),(16,30),-0.170159 # DEPENDENCYPART_GRANDPAR
(13,19),(19,11),-0.755617 # DEPENDENCYPART_GRANDPAR
(13,19),(19,16),-0.0826416 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.364902 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.216328 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),-0.32651 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.318918 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.193 # DEPENDENCYPART_GRANDPAR
(13,19),(19,23),-0.294259 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.189331 # DEPENDENCYPART_GRANDPAR
(13,19),(19,26),-0.633746 # DEPENDENCYPART_GRANDPAR
(13,19),(19,27),-0.336711 # DEPENDENCYPART_GRANDPAR
(13,19),(19,28),-0.638018 # DEPENDENCYPART_GRANDPAR
(13,19),(19,29),-0.662366 # DEPENDENCYPART_GRANDPAR
(13,19),(19,30),-0.14773 # DEPENDENCYPART_GRANDPAR
(14,2),(2,1),0.167398 # DEPENDENCYPART_GRANDPAR
(14,2),(2,3),0.251833 # DEPENDENCYPART_GRANDPAR
(14,2),(2,4),0.186727 # DEPENDENCYPART_GRANDPAR
(14,2),(2,5),0.202942 # DEPENDENCYPART_GRANDPAR
(14,2),(2,6),0.185821 # DEPENDENCYPART_GRANDPAR
(14,3),(3,2),0.277656 # DEPENDENCYPART_GRANDPAR
(14,3),(3,4),0.083098 # DEPENDENCYPART_GRANDPAR
(14,3),(3,5),0.0735131 # DEPENDENCYPART_GRANDPAR
(14,3),(3,6),0.0213849 # DEPENDENCYPART_GRANDPAR
(14,3),(3,7),0.137257 # DEPENDENCYPART_GRANDPAR
(14,3),(3,9),0.33718 # DEPENDENCYPART_GRANDPAR
(14,3),(3,10),0.263544 # DEPENDENCYPART_GRANDPAR
(14,3),(3,12),0.149797 # DEPENDENCYPART_GRANDPAR
(14,3),(3,13),0.373622 # DEPENDENCYPART_GRANDPAR
(14,3),(3,14),-1.72391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,3),(3,21),-0.727026 # DEPENDENCYPART_GRANDPAR
(14,4),(4,1),0.0105061 # DEPENDENCYPART_GRANDPAR
(14,4),(4,2),0.306824 # DEPENDENCYPART_GRANDPAR
(14,4),(4,3),0.059255 # DEPENDENCYPART_GRANDPAR
(14,4),(4,5),0.195366 # DEPENDENCYPART_GRANDPAR
(14,4),(4,6),-0.0177692 # DEPENDENCYPART_GRANDPAR
(14,4),(4,7),0.221948 # DEPENDENCYPART_GRANDPAR
(14,4),(4,9),0.298026 # DEPENDENCYPART_GRANDPAR
(14,4),(4,10),0.250422 # DEPENDENCYPART_GRANDPAR
(14,4),(4,13),0.425879 # DEPENDENCYPART_GRANDPAR
(14,4),(4,14),-1.73071 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,5),(5,3),0.146663 # DEPENDENCYPART_GRANDPAR
(14,5),(5,4),0.156835 # DEPENDENCYPART_GRANDPAR
(14,5),(5,6),0.101474 # DEPENDENCYPART_GRANDPAR
(14,5),(5,7),0.141656 # DEPENDENCYPART_GRANDPAR
(14,5),(5,9),0.41727 # DEPENDENCYPART_GRANDPAR
(14,5),(5,10),0.286403 # DEPENDENCYPART_GRANDPAR
(14,6),(6,1),0.160281 # DEPENDENCYPART_GRANDPAR
(14,6),(6,2),0.446963 # DEPENDENCYPART_GRANDPAR
(14,6),(6,3),0.125992 # DEPENDENCYPART_GRANDPAR
(14,6),(6,4),0.124155 # DEPENDENCYPART_GRANDPAR
(14,6),(6,5),-0.00512494 # DEPENDENCYPART_GRANDPAR
(14,6),(6,7),0.113493 # DEPENDENCYPART_GRANDPAR
(14,6),(6,8),0.183416 # DEPENDENCYPART_GRANDPAR
(14,6),(6,9),0.500184 # DEPENDENCYPART_GRANDPAR
(14,6),(6,10),0.374241 # DEPENDENCYPART_GRANDPAR
(14,6),(6,12),0.313666 # DEPENDENCYPART_GRANDPAR
(14,7),(7,2),0.26084 # DEPENDENCYPART_GRANDPAR
(14,7),(7,3),0.0407055 # DEPENDENCYPART_GRANDPAR
(14,7),(7,4),0.00486371 # DEPENDENCYPART_GRANDPAR
(14,7),(7,5),-0.0872618 # DEPENDENCYPART_GRANDPAR
(14,7),(7,6),-0.0841629 # DEPENDENCYPART_GRANDPAR
(14,7),(7,9),0.356896 # DEPENDENCYPART_GRANDPAR
(14,7),(7,10),0.319858 # DEPENDENCYPART_GRANDPAR
(14,7),(7,12),0.169277 # DEPENDENCYPART_GRANDPAR
(14,7),(7,13),0.393812 # DEPENDENCYPART_GRANDPAR
(14,7),(7,14),-1.76501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,7),(7,16),0.0280947 # DEPENDENCYPART_GRANDPAR
(14,7),(7,21),-0.760729 # DEPENDENCYPART_GRANDPAR
(14,9),(9,1),0.160281 # DEPENDENCYPART_GRANDPAR
(14,9),(9,6),0.101751 # DEPENDENCYPART_GRANDPAR
(14,9),(9,7),0.0444041 # DEPENDENCYPART_GRANDPAR
(14,9),(9,8),0.26046 # DEPENDENCYPART_GRANDPAR
(14,9),(9,11),-0.2855 # DEPENDENCYPART_GRANDPAR
(14,9),(9,12),0.313666 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.82039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),0.228827 # DEPENDENCYPART_GRANDPAR
(14,9),(9,23),-0.230232 # DEPENDENCYPART_GRANDPAR
(14,10),(10,2),0.470901 # DEPENDENCYPART_GRANDPAR
(14,10),(10,3),0.0509838 # DEPENDENCYPART_GRANDPAR
(14,10),(10,4),0.14313 # DEPENDENCYPART_GRANDPAR
(14,10),(10,5),0.0409102 # DEPENDENCYPART_GRANDPAR
(14,10),(10,6),0.128557 # DEPENDENCYPART_GRANDPAR
(14,10),(10,7),-0.004715 # DEPENDENCYPART_GRANDPAR
(14,10),(10,8),0.124276 # DEPENDENCYPART_GRANDPAR
(14,10),(10,9),0.444352 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.598668 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),0.14104 # DEPENDENCYPART_GRANDPAR
(14,10),(10,13),0.270554 # DEPENDENCYPART_GRANDPAR
(14,10),(10,14),-1.97877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,10),(10,16),-0.128425 # DEPENDENCYPART_GRANDPAR
(14,10),(10,18),-0.632162 # DEPENDENCYPART_GRANDPAR
(14,10),(10,19),-0.424117 # DEPENDENCYPART_GRANDPAR
(14,10),(10,22),-0.503221 # DEPENDENCYPART_GRANDPAR
(14,12),(12,8),0.261982 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),0.164914 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.338147 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),0.422855 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.82039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,3),0.0483625 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.0692101 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),0.244323 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0446094 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.72377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),0.0473817 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-0.248033 # DEPENDENCYPART_GRANDPAR
(14,15),(15,16),0.504755 # DEPENDENCYPART_GRANDPAR
(14,15),(15,25),0.0402974 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.0713988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),0.688495 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.209422 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),0.0233456 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.300999 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.180775 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),0.119358 # DEPENDENCYPART_GRANDPAR
(14,16),(16,30),-0.0583566 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.645319 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.161795 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.20849 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.268171 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),0.223265 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.948197 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.579289 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.149822 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.112876 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.547399 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.132907 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),0.0258083 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),0.212187 # DEPENDENCYPART_GRANDPAR
(14,19),(19,25),0.182835 # DEPENDENCYPART_GRANDPAR
(14,19),(19,26),-0.252202 # DEPENDENCYPART_GRANDPAR
(14,19),(19,27),-0.0868045 # DEPENDENCYPART_GRANDPAR
(14,19),(19,28),-0.00636007 # DEPENDENCYPART_GRANDPAR
(14,19),(19,29),-0.63722 # DEPENDENCYPART_GRANDPAR
(14,19),(19,30),0.00146214 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.146816 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),0.411622 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.589635 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),0.025772 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),0.211186 # DEPENDENCYPART_GRANDPAR
(14,21),(21,25),0.18281 # DEPENDENCYPART_GRANDPAR
(14,22),(22,2),-0.169646 # DEPENDENCYPART_GRANDPAR
(14,22),(22,3),-0.322442 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.384551 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.500797 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),-0.160261 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.268398 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.214714 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),0.147723 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.285173 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.438114 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),-0.205168 # DEPENDENCYPART_GRANDPAR
(14,22),(22,28),-0.192678 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.823134 # DEPENDENCYPART_GRANDPAR
(14,22),(22,31),-0.793055 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),0.127656 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.22573 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),0.0469942 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.215062 # DEPENDENCYPART_GRANDPAR
(14,25),(25,2),0.0361014 # DEPENDENCYPART_GRANDPAR
(14,25),(25,4),-0.223016 # DEPENDENCYPART_GRANDPAR
(14,25),(25,5),-0.230023 # DEPENDENCYPART_GRANDPAR
(14,25),(25,7),-0.170902 # DEPENDENCYPART_GRANDPAR
(14,25),(25,9),0.00540566 # DEPENDENCYPART_GRANDPAR
(14,25),(25,10),-0.130953 # DEPENDENCYPART_GRANDPAR
(14,25),(25,12),-0.185357 # DEPENDENCYPART_GRANDPAR
(14,25),(25,13),0.079103 # DEPENDENCYPART_GRANDPAR
(14,25),(25,14),-1.14841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,25),(25,15),0.680917 # DEPENDENCYPART_GRANDPAR
(14,25),(25,16),0.39293 # DEPENDENCYPART_GRANDPAR
(14,25),(25,18),-0.134316 # DEPENDENCYPART_GRANDPAR
(14,25),(25,19),0.10753 # DEPENDENCYPART_GRANDPAR
(14,25),(25,20),-0.817057 # DEPENDENCYPART_GRANDPAR
(14,25),(25,21),-0.374651 # DEPENDENCYPART_GRANDPAR
(14,25),(25,22),0.108153 # DEPENDENCYPART_GRANDPAR
(14,25),(25,23),0.219298 # DEPENDENCYPART_GRANDPAR
(14,25),(25,24),-0.218364 # DEPENDENCYPART_GRANDPAR
(14,25),(25,26),-0.283845 # DEPENDENCYPART_GRANDPAR
(14,25),(25,27),-0.034086 # DEPENDENCYPART_GRANDPAR
(14,25),(25,28),-0.0355243 # DEPENDENCYPART_GRANDPAR
(14,25),(25,29),-0.673543 # DEPENDENCYPART_GRANDPAR
(14,25),(25,30),-0.038875 # DEPENDENCYPART_GRANDPAR
(14,25),(25,31),-0.643463 # DEPENDENCYPART_GRANDPAR
(14,25),(25,32),-0.366384 # DEPENDENCYPART_GRANDPAR
(14,26),(26,17),-0.149067 # DEPENDENCYPART_GRANDPAR
(14,26),(26,20),-0.594932 # DEPENDENCYPART_GRANDPAR
(14,26),(26,21),-0.0772191 # DEPENDENCYPART_GRANDPAR
(14,26),(26,24),-0.0927767 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),0.0847976 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.0876958 # DEPENDENCYPART_GRANDPAR
(14,26),(26,28),-0.00667824 # DEPENDENCYPART_GRANDPAR
(14,26),(26,29),-0.637538 # DEPENDENCYPART_GRANDPAR
(14,26),(26,30),0.000570049 # DEPENDENCYPART_GRANDPAR
(14,26),(26,31),-0.607459 # DEPENDENCYPART_GRANDPAR
(14,27),(27,22),0.190014 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),0.362271 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.172863 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.376664 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.172464 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.792148 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.0105419 # DEPENDENCYPART_GRANDPAR
(14,27),(27,31),-0.762069 # DEPENDENCYPART_GRANDPAR
(14,28),(28,20),-0.597424 # DEPENDENCYPART_GRANDPAR
(14,28),(28,24),-0.0899099 # DEPENDENCYPART_GRANDPAR
(14,28),(28,26),-0.171326 # DEPENDENCYPART_GRANDPAR
(14,28),(28,27),-0.00116988 # DEPENDENCYPART_GRANDPAR
(14,28),(28,29),-0.637723 # DEPENDENCYPART_GRANDPAR
(14,28),(28,30),0.0373118 # DEPENDENCYPART_GRANDPAR
(14,28),(28,31),-0.607644 # DEPENDENCYPART_GRANDPAR
(14,29),(29,20),-0.595687 # DEPENDENCYPART_GRANDPAR
(14,29),(29,24),-0.0930155 # DEPENDENCYPART_GRANDPAR
(14,29),(29,26),-0.169964 # DEPENDENCYPART_GRANDPAR
(14,29),(29,27),-0.0241425 # DEPENDENCYPART_GRANDPAR
(14,29),(29,28),0.0664118 # DEPENDENCYPART_GRANDPAR
(14,29),(29,30),0.00146214 # DEPENDENCYPART_GRANDPAR
(14,29),(29,31),-0.60714 # DEPENDENCYPART_GRANDPAR
(14,30),(30,2),-0.311471 # DEPENDENCYPART_GRANDPAR
(14,30),(30,4),-0.454062 # DEPENDENCYPART_GRANDPAR
(14,30),(30,6),-0.651414 # DEPENDENCYPART_GRANDPAR
(14,30),(30,7),-0.484625 # DEPENDENCYPART_GRANDPAR
(14,30),(30,9),-0.335619 # DEPENDENCYPART_GRANDPAR
(14,30),(30,10),-0.333891 # DEPENDENCYPART_GRANDPAR
(14,30),(30,13),-0.197335 # DEPENDENCYPART_GRANDPAR
(14,30),(30,14),-1.11595 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,30),(30,16),0.582571 # DEPENDENCYPART_GRANDPAR
(14,30),(30,18),-0.171303 # DEPENDENCYPART_GRANDPAR
