# _root_ In fact , Lever Bros. confirms that its Sunlight brand does contain chlorine bleach , even though it is n't listed on the label for the powder version .
#goldHeads=6,1,6,6,4,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,24,28,28,25,6,
#predictedHeads=6,1,6,5,6,0,6,10,10,11,7,11,14,12,12,17,12,19,17,19,19,21,24,22,21,28,28,25,6,
(12,10),(10,10),(10,8),-0.0427558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0645157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),0.0173585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.0567015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.0567015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.0754266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),0.0774182 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0483909 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0352022 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.0352022 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.0487644 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0327896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0422545 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0422032 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.0423522 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0423522 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,1),-0.0421748 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),-0.0472296 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0281983 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0470995 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.0470995 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,1),-0.0805126 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.0343195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,1),-0.0407001 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),-0.046689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),-0.0352022 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,1),-0.0487644 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),-0.0327896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,1),-0.0487644 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),-0.0327896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.0395193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0641769 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.064379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.064379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0647011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,16),-0.064539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,17),-0.0672637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.064874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,19),-0.06588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,20),-0.064539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,21),-0.0641502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,22),-0.0673527 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,25),-0.0672642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,30),-0.12444 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,30),-0.0746476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.064155 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,17),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,19),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,22),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,25),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,30),-0.057792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.064155 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,17),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,19),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,22),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,25),-0.0645036 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,30),-0.057792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,16),-0.0643421 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,17),-0.0744017 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,19),-0.0649278 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,20),-0.0643421 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,21),-0.0641726 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,22),-0.0732379 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,25),-0.0732379 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,30),-0.065239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,16),(11,17),-0.0645292 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,22),-0.0645292 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,25),-0.0645292 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,30),-0.0453359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,22),-0.064162 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,25),-0.064162 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,30),-0.100237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,19),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,22),-0.0644733 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,25),-0.0644733 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,29),-0.0641918 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,30),-0.057202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,19),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,22),-0.0641643 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,25),-0.0641643 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,19),(11,30),-0.0720708 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,20),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,22),-0.0645292 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,25),-0.0645292 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,30),-0.0453314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,21),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,21),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,21),(11,29),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,21),(11,30),-0.0704143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,22),(11,25),-0.064162 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,22),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,22),(11,30),-0.098962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,25),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,25),(11,30),-0.101024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,29),(11,30),-0.0653024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,10),-0.0510363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,9),-0.0520395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,7),-0.0797736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,6),-0.049605 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,5),-0.0520395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,4),-0.0520395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,3),-0.0566502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,2),-0.0510027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,1),-0.0748707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.0474751 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,9),-0.0392054 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,8),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,7),-0.037594 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,6),-0.042197 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,5),-0.0392054 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,4),-0.0392054 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,3),-0.0504767 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,2),-0.040602 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,1),-0.0321046 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,10),(11,-1),-0.0412274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,9),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,7),-0.0430727 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,3),-0.0394151 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,2),-0.0422881 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,1),-0.0431576 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,9),(11,-1),-0.0472657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,8),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,8),(11,-1),-0.0420387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,7),(11,6),-0.0426579 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,5),-0.0420445 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,4),-0.0420445 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,3),-0.0558885 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,2),-0.0411059 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,1),-0.0451887 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,7),(11,-1),-0.0574274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,6),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,1),-0.0425149 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,6),(11,-1),-0.0471999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,5),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,3),-0.0394151 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,2),-0.0422881 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,1),-0.0431576 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,5),(11,-1),-0.0472657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,4),(11,3),-0.0394151 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,2),-0.0422881 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,1),-0.0431576 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,4),(11,-1),-0.0472657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,3),(11,2),-0.0378669 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,1),-0.0558556 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,3),(11,-1),-0.0453184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,2),(11,1),-0.032071 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,2),(11,-1),-0.0412274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,1),(11,-1),-0.0414727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,14),-0.0819543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.0392763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.0442372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),0.0198639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,21),-0.0631351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,30),0.078318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,16),-0.0439216 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0553929 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0425256 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,21),-0.0457253 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,30),-0.0720424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.0431407 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.0425863 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,21),-0.0425814 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,30),-0.0415826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,19),-0.0274758 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,21),-0.0488186 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,30),-0.029387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,21),-0.0433859 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,30),-0.0503157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,30),-0.0481685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,12),0.0920258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,10),-0.0641714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,9),-0.0662826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,8),-0.0641585 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,-1),-0.0349789 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,12),(13,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,12),(13,-1),-0.0703101 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,10),(13,9),-0.0642655 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,8),-0.0646425 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,10),(13,-1),-0.0363681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,9),(13,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,9),(13,-1),-0.0886677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,8),(13,-1),-0.0238152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,15),-0.0115127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0392763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0442372 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0345144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),0.0198639 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),-0.0392001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0631351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.0351126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,24),-0.0819543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,25),-0.000242392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,28),-0.0819543 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,29),-0.0454588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,30),0.078318 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0386723 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),0.0356856 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0977641 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),-0.0379084 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0132806 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),0.0389674 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,24),-0.0478439 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,25),0.0389615 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,28),-0.0478439 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,30),-0.0164344 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0431407 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0420434 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0425863 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0354662 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0425814 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0424409 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,24),-0.0337862 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,25),-0.044401 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,28),-0.0337862 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,30),-0.0415826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0420521 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0274758 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0440633 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0488186 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0575853 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,24),-0.0521257 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,25),-0.0666134 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,28),-0.0521257 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,29),-0.04347 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,30),-0.029387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0423273 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,24),-0.0421079 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,25),-0.0423273 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,28),-0.0421079 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,30),-0.0337361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.043678 # DEPENDENCYPART_GRANDSIBL
