# _root_ A spokesman for Dow Jones said he had n't seen the group 's filing , but added , `` obviously Dow Jones disagrees with their conclusions .
#goldHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
#predictedHeads=2,6,2,5,3,0,8,6,8,8,12,14,12,10,6,6,16,17,17,23,22,23,17,23,26,24,6,
(10,12),(12,13),(12,22),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,23),-0.0420601 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,13),(12,28),-0.0581245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,14),(12,15),-0.0549899 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,16),-0.0435623 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,17),-0.0424441 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,18),-0.0549899 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,19),-0.0441412 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,20),-0.0434904 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,22),-0.0387914 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,23),-0.0423899 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,14),(12,28),-0.056952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,15),(12,16),-0.0438419 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,17),-0.0612168 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,18),-0.0444367 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,19),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,20),-0.0439296 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,22),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,23),-0.0436654 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,15),(12,28),-0.0555659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,16),(12,17),-0.0424563 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,18),-0.0496685 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,19),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,20),-0.0426293 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,22),-0.0420826 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,23),-0.0421684 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,16),(12,28),-0.0942796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,17),(12,18),-0.0464578 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,20),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,22),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,17),(12,28),-0.0903035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,18),(12,19),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,20),-0.0439296 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,22),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,23),-0.0436654 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,18),(12,28),-0.0555659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,19),(12,20),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,22),-0.0487385 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,23),-0.0421362 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,19),(12,28),-0.0459997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,20),(12,22),-0.0423353 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,23),-0.0388252 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,20),(12,28),-0.0783526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,22),(12,23),-0.042013 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,22),(12,28),-0.0427424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,23),(12,28),-0.0768039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,12),(12,11),0.084953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,10),0.089966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,12),(12,9),-0.0683108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,12),(12,-1),-0.117185 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,11),(12,10),0.103015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,11),(12,9),-0.0641657 # DEPENDENCYPART_GRANDSIBL
(10,12),(12,11),(12,-1),-0.0448786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,12),(12,10),(12,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,12),(12,10),(12,-1),-0.0931847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,12),(12,9),(12,-1),-0.0565563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,13),(13,13),(13,28),-0.0912124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,13),(13,13),(13,-1),-0.108681 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,15),-0.00541099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,16),-0.0687211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,17),-0.0628956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,18),-0.00541099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,19),-0.0348317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,20),-0.0628633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,21),-0.0106764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,22),-0.0106764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,23),-0.050836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,24),-0.0560773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,26),-0.0431408 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,28),0.00585973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,15),(14,16),-0.0438414 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,17),-0.0612168 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,18),-0.0444367 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,19),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,20),-0.0439296 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,21),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,22),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,23),-0.0435466 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,24),-0.0524765 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,26),-0.036651 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,15),(14,28),-0.0554885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,16),(14,17),-0.0424563 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,18),-0.0496685 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,19),-0.0420371 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,20),-0.0426293 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,21),-0.0420826 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,22),-0.0420826 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,23),-0.0421678 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,24),-0.032166 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,26),-0.0400418 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,16),(14,28),-0.0941858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,17),(14,18),-0.0464578 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,20),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,21),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,22),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,24),-0.0421064 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,17),(14,28),-0.0903035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,18),(14,19),-0.0378422 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,20),-0.0439296 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,21),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,22),-0.0428506 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,23),-0.0435466 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,24),-0.0524765 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,26),-0.036651 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,18),(14,28),-0.0554885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,19),(14,20),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,21),-0.0487385 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,22),-0.0487385 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,23),-0.0421362 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,24),-0.0420869 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,26),-0.044521 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,19),(14,28),-0.0459997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,20),(14,21),-0.0423353 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,22),-0.0423353 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,23),-0.0388252 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,24),-0.0337117 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,26),-0.0420535 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,20),(14,28),-0.077416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,21),(14,22),-0.0466103 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,23),-0.042012 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,24),-0.0383976 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,21),(14,28),-0.0449421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,22),(14,23),-0.042012 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,24),-0.0383976 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,22),(14,28),-0.0449421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,23),(14,24),-0.0398964 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,26),-0.0420182 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,23),(14,28),-0.0764974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,24),(14,26),-0.0318406 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,24),(14,28),0.000321032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,26),(14,28),-0.0440133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,14),(14,13),0.0866171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,12),0.0834736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,11),0.0850534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,10),0.0899727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,14),(14,9),-0.0683108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,5),-0.0696472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,4),-0.0696472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,2),-0.0677341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,14),(14,-1),-0.116771 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,13),(14,12),0.102663 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,11),0.102395 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,10),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,13),(14,-1),-0.0882357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,11),0.089898 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,10),0.102047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,12),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,5),-0.0646588 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,4),-0.0646588 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,2),-0.0642573 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,12),(14,-1),-0.0578012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,10),0.103015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,11),(14,9),-0.0641657 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,11),(14,-1),-0.0460769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,10),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,14),(14,10),(14,-1),-0.0931847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,14),(14,9),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,9),(14,-1),-0.0565322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,5),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,5),(14,-1),-0.0507445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,4),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,4),(14,-1),-0.0507453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,2),(14,-1),-0.0594535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,28),-0.0850361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,-1),-0.0985927 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,16),(16,17),0.0652811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.0563675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,23),-0.0528032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,28),-0.179472 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.04225 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,28),0.0640574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,23),-0.0447603 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,28),-0.0540237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,23),(16,28),-0.0578551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.102861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,14),0.0989718 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),-0.0190722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,15),(16,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,-1),-0.06422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,14),(16,-1),-0.0681261 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,18),-0.0537436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,19),-0.0427835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,20),-0.0527895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,21),-0.0613875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,22),-0.0613875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,23),-0.0428048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,24),-0.0535507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,26),-0.0326772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,27),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,28),-0.0483031 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,18),(17,19),-0.044253 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,20),-0.0436081 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,21),-0.0430144 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,22),-0.0430144 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,23),-0.0428591 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,24),-0.0502367 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,26),-0.0420909 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,27),-0.0420232 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,18),(17,28),-0.0495299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,19),(17,20),-0.0432033 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,21),-0.0420307 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,22),-0.0420307 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,24),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,26),-0.0422603 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,19),(17,28),-0.0422072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,20),(17,21),-0.0423357 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,22),-0.0423357 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,23),-0.0420451 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,24),-0.0482124 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,26),-0.0438859 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,27),-0.0420754 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,20),(17,28),-0.0411325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,21),(17,22),-0.0420892 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,24),-0.0433952 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,21),(17,28),-0.0564162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,22),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,22),(17,24),-0.0433952 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,22),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,22),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,22),(17,28),-0.0564162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,23),(17,24),-0.0420189 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,23),(17,28),-0.0438671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,24),(17,26),-0.0420709 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,24),(17,27),-0.0424276 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,24),(17,28),-0.0479603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,26),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,26),(17,28),-0.0488033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,27),(17,28),-0.0180637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,17),(17,16),0.109562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,15),0.0798855 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,14),0.0929666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,10),0.114521 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,17),(17,9),-0.0644263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,8),-0.0645923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,7),-0.0647797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,6),-0.0645693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,5),-0.0644166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,3),-0.0654904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,2),-0.0502208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,17),(17,17),(17,-1),-0.0501766 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,17),(17,16),(17,15),0.102264 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,14),0.103068 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,10),0.103063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,3),-0.064146 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,2),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,16),(17,-1),-0.0666787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,14),0.102849 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,10),0.102253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,15),(17,9),-0.064606 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,8),-0.0643256 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,6),-0.064334 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,5),-0.0642055 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,3),-0.0687163 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,2),-0.0641829 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,15),(17,-1),-0.0893345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,14),(17,10),0.103012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,17),(17,14),(17,9),-0.0613642 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,8),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,6),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,5),-0.0641804 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,3),-0.0644931 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,2),-0.0641554 # DEPENDENCYPART_GRANDSIBL
(10,17),(17,14),(17,-1),-0.0749078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
