# _root_ After Mr. Stanley 's article was published in two Namibian newspapers , Mr. O'Linn had criminal charges brought against their editors , publisher and lawyer .
#goldHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,15,18,21,19,21,21,23,24,15,
#predictedHeads=15,3,5,3,6,1,6,7,11,11,8,15,14,15,0,17,15,17,18,21,19,21,21,23,24,15,
(16,17),(17,19),(17,21),-0.0421835 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,22),-0.0353117 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,23),-0.0425015 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.0444168 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,25),-0.0425015 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,26),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,27),-0.0614752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,21),(17,22),-0.0441552 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,23),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,24),-0.0425481 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,25),-0.0420655 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,26),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,27),-0.0226377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,22),(17,23),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,24),-0.0445246 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,25),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,27),-0.0474484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,23),(17,24),-0.0422908 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,25),-0.0341832 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,26),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,27),-0.0303357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,24),(17,25),-0.0422187 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,26),-0.0420357 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,27),-0.052732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,25),(17,26),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,25),(17,27),-0.0303357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,26),(17,27),-0.0430856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.0533469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,14),-0.0648479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,13),-0.0648479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,11),-0.0646886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,10),-0.0643236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,9),-0.0664919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,7),-0.0641951 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),-0.0584308 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,10),-0.0642308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,9),-0.06417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.0944563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,-1),-0.0643313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,14),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.0850007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,13),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,-1),-0.0850012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,11),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,11),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,11),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,11),(17,-1),-0.0189215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,10),(17,9),-0.06417 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,10),(17,-1),-0.0944563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,9),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,9),(17,-1),-0.0999936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,7),(17,-1),-0.0645846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,19),-0.0120971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0420117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.0564465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,22),-0.042029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,23),-0.0648286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,24),-0.0543263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,25),-0.0648286 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,27),-0.0602171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,22),-0.0366665 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,24),-0.0350358 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,27),-0.0374968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,20),(18,27),-0.0420117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,21),(18,22),-0.0420519 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,24),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,21),(18,27),-0.0531038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,22),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,24),-0.0421028 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,22),(18,27),-0.0421549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,23),(18,24),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,25),-0.042926 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,23),(18,27),-0.0624809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,24),(18,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,24),(18,27),-0.0245562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,25),(18,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,25),(18,27),-0.0624809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,26),(18,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0996662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.10286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.0643451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.0643451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,11),-0.0641845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,8),-0.0695544 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,5),-0.0642947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,1),-0.0695541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.0945001 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.0674873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.0643354 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.0641581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.0643979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.0643979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,11),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,-1),-0.067487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,8),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,8),(18,-1),-0.0719921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,7),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,7),(18,-1),-0.0641512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,6),(18,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,6),(18,-1),-0.0641581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,5),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,5),(18,-1),-0.0694259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,1),(18,-1),-0.0719793 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0186501 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.0333847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,22),-0.0331985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,23),0.00691526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,24),-0.0689091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,25),0.00691526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,27),-0.0943592 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0311725 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,22),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,24),-0.0425822 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,20),(19,27),-0.0391178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,21),(19,22),-0.042637 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,23),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,24),-0.0543343 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,25),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,21),(19,27),-0.0109699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,22),(19,23),-0.0425567 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,24),-0.0511232 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,25),-0.0425567 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,22),(19,27),-0.0394299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,23),(19,24),-0.0259244 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,25),-0.0440317 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,23),(19,27),0.0254397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,24),(19,25),-0.0420413 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,24),(19,27),-0.0366014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,25),(19,27),0.0254397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.102184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,17),0.0821051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.0158171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.0658341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,-1),-0.0968087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,22),-0.0453628 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,23),-0.0208778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,24),-0.0246195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,25),-0.0208778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,27),-0.149359 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,22),(21,23),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,24),-0.0445246 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,25),-0.0375802 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,22),(21,27),-0.0474484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,23),(21,24),-0.0422908 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,25),-0.0341832 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,23),(21,27),-0.0303349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,24),(21,25),-0.0422187 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,24),(21,27),-0.0527318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,25),(21,27),-0.0303349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,21),(21,20),0.10102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,19),0.118975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,18),0.102136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,17),0.125686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,16),0.0533469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,21),(21,9),-0.0664919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,21),(21,-1),-0.0584234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,20),(21,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,16),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,20),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,20),(21,-1),-0.0662648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,18),0.10306 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,17),0.10306 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,16),0.106205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,19),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,19),(21,-1),-0.062757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,17),0.1028 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,16),0.103066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,18),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,18),(21,-1),-0.0645846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,17),(21,16),0.103046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,17),(21,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,21),(21,17),(21,-1),-0.0189215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,21),(21,16),(21,9),-0.06417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,21),(21,16),(21,-1),-0.0944563 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,21),(21,9),(21,-1),-0.0999936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,7),(7,8),0.0944411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,9),0.0899975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,10),0.100097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,11),0.101681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,12),0.109912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,14),0.0988567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,15),0.103017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,17),-0.0652519 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,7),(7,18),-0.0644584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,19),-0.0805903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,21),-0.0652519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,23),-0.0650748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,24),-0.0641895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,27),0.100609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,8),(7,9),0.102942 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,10),0.103066 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,11),0.103044 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,8),(7,12),0.102658 # DEPENDENCYPART_GRANDSIBL
