# _root_ That 50 % is now held by Clifford Parker , Regatta 's president and chief executive officer , who will continue to manage Regatta 's operations under Gitano .
#goldHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,9,20,21,22,26,24,23,23,27,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,9,13,11,9,13,17,17,14,9,20,17,20,21,22,26,24,23,23,27,4,
(9,13),(13,22),(13,27),-0.052036 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,28),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,29),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,22),(13,30),-0.0794679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,24),(13,25),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,26),-0.0421466 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,27),-0.0440617 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,28),-0.0480253 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,29),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,24),(13,30),-0.110515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,25),(13,26),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,28),-0.0426336 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,25),(13,30),-0.050526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,26),(13,27),-0.0295426 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,28),-0.0420439 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,29),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,26),(13,30),-0.075977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,27),(13,28),-0.0666408 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,27),(13,29),-0.0422012 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,27),(13,30),0.0443266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,28),(13,29),-0.0420204 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,28),(13,30),-0.110515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,29),(13,30),-0.0432071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,13),(13,12),0.158176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,11),0.148593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,10),0.0908303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,9),0.148582 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,13),(13,8),-0.0664681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,3),-0.0652907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,13),(13,-1),0.0209329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,12),(13,11),0.0988482 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,10),0.10296 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,9),0.0988482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,12),(13,8),-0.064238 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,12),(13,-1),-0.0101614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,10),0.0918279 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,9),0.121712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,11),(13,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,3),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,11),(13,-1),-0.0378357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,9),0.0703025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,10),(13,8),-0.0651578 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,3),-0.0648375 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,10),(13,-1),-0.0498897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,9),(13,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,3),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,13),(13,9),(13,-1),-0.0378463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,13),(13,8),(13,3),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(9,13),(13,8),(13,-1),-0.0378357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,13),(13,3),(13,-1),-0.0122444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,15),-0.014236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,16),-0.0128892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,17),0.104939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,18),0.0586194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,19),-0.0438456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,20),-0.123529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,21),-0.0796026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,22),-0.0602194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,26),0.152935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,14),(14,14),(14,30),-0.294697 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,15),(14,16),-0.0427255 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,17),-0.0434854 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,18),-0.0421 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,26),-0.0432263 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,15),(14,30),-0.00712045 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,16),(14,17),-0.0434854 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,18),-0.0421159 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,26),-0.0432263 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,16),(14,30),-0.00575971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,17),(14,18),-0.0495509 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,19),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,20),-0.0425722 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,21),-0.042862 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,22),-0.0463895 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,26),-0.0446654 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,17),(14,30),0.121176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,18),(14,19),-0.0420485 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,20),-0.0428078 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,21),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,22),-0.0428618 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,26),-0.0529972 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,18),(14,30),-0.0568601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,19),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,19),(14,30),-0.0435112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,20),(14,21),-0.0420241 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,20),(14,30),-0.12304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,21),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,21),(14,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,21),(14,30),-0.0944001 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,22),(14,26),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(9,14),(14,22),(14,30),-0.0714919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,26),(14,30),0.149742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,-1),0.00133529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,15),(15,16),-0.00345506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,20),-0.0434631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,22),-0.0417376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,15),(15,15),(15,30),0.0698274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,15),(15,16),(15,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,16),(15,30),-0.00140085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,20),(15,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,15),(15,20),(15,30),-0.0440639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,22),(15,30),-0.0495972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,15),(15,15),(15,-1),0.067529 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,17),(17,18),-0.0795559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,19),-0.0469675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,20),-0.0387416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,21),-0.0447208 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,22),-0.0309564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,25),-0.0412416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,26),-0.0348916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,29),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,30),-0.0258048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,18),(17,19),-0.0438307 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,20),-0.0486854 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,21),-0.0423022 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,22),-0.0636896 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,26),-0.0254156 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,18),(17,30),-0.0491108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,19),(17,20),-0.0421927 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,19),(17,30),-0.050128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,20),(17,21),-0.0420231 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,22),-0.042678 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,20),(17,30),-0.0472989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,21),(17,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,21),(17,30),-0.0494617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,22),(17,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,26),-0.0422094 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,29),-0.0420332 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,22),(17,30),-0.0794646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,25),(17,26),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,25),(17,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,25),(17,30),-0.0505209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,26),(17,29),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,26),(17,30),-0.0715305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,29),(17,30),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,17),(17,16),0.122131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,15),0.135838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,13),0.134596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,11),0.140817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,9),0.140807 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,17),(17,8),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,17),(17,-1),0.00107556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,16),(17,15),0.107338 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,13),0.119522 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,11),0.120613 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,9),0.120613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,16),(17,-1),-0.0488241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,13),0.123487 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,11),0.130402 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,9),0.130402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,15),(17,-1),-0.0497828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,11),0.12061 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,9),0.12061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,13),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,13),(17,-1),-0.0166908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,9),0.137616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,11),(17,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(9,17),(17,11),(17,-1),-0.036368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,17),(17,9),(17,8),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,17),(17,9),(17,-1),-0.0363787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,17),(17,8),(17,-1),-0.036368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,18),(18,18),(18,30),0.0819963 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,18),(18,18),(18,-1),0.0157772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,19),(19,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,30),-0.155352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,21),(19,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,19),(19,19),(19,17),0.103033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,19),(19,19),(19,-1),-0.183287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,19),(19,17),(19,-1),-0.0641552 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,21),-0.0349222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,22),-0.0420659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,23),-0.0334589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,24),-0.0424025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,26),-0.0420515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,27),-0.0436515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,28),-0.0424025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,29),-0.0420116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,30),-0.0473368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,24),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,26),-0.0420634 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,27),-0.042075 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,28),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,29),-0.0438879 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,21),(20,30),-0.0331484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,22),(20,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,22),(20,30),-0.0420495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,23),(20,24),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,23),(20,26),-0.0420771 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,23),(20,27),-0.042075 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,23),(20,28),-0.0420166 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,23),(20,29),-0.0438879 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,23),(20,30),-0.031985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,24),(20,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,24),(20,27),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,24),(20,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,24),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,24),(20,30),-0.0424805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,26),(20,27),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,26),(20,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,26),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,26),(20,30),-0.0421165 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,27),(20,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,27),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,27),(20,30),-0.0436963 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,28),(20,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,28),(20,30),-0.0424805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,29),(20,30),-0.0447992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,20),(20,19),0.143579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,18),0.0995514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,17),0.0981466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,15),0.101866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,14),0.102455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,13),0.0988354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,11),0.0938901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,10),0.0995514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,9),0.0938901 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,20),(20,8),-0.064312 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,7),-0.0642468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,3),-0.0641725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,20),(20,20),(20,-1),-0.115119 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,20),(20,19),(20,18),0.103042 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,17),0.10273 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,13),0.102616 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,10),0.103042 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,9),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,19),(20,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,19),(20,-1),-0.0236899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,18),(20,17),0.100487 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,15),0.102679 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,14),0.1029 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,13),0.100865 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,11),0.101044 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,9),0.101044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,18),(20,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,7),-0.0643462 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,18),(20,-1),-0.0657868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,20),(20,17),(20,15),0.103042 # DEPENDENCYPART_GRANDSIBL
(9,20),(20,17),(20,14),0.103054 # DEPENDENCYPART_GRANDSIBL
