# _root_ `` It 's pure psychology , '' said William Au Yeung , an account executive for Drexel Burnham Lambert ( HK ) Ltd. in Hong Kong .
#goldHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
#predictedHeads=8,3,8,5,3,8,8,0,11,11,8,11,15,15,11,15,19,19,16,21,19,21,19,19,26,24,8,
(11,8),(8,19),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,23),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,24),-0.0642631 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,26),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,19),(8,28),-0.0953588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,20),(8,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,23),-0.064189 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,26),-0.064189 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,20),(8,28),-0.083898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,22),(8,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,22),(8,28),-0.0646887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,23),(8,24),-0.0642631 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,26),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,23),(8,28),-0.0961118 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,24),(8,26),-0.0641576 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,24),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,24),(8,28),-0.0586173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,26),(8,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,26),(8,28),-0.0953997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,27),(8,28),-0.0642217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0440498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.0490745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.0369107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,4),-0.053014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,3),0.0239235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,2),-0.0737442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,1),-0.0428864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),-0.104664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0420289 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,3),-0.0420236 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,1),-0.0420208 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.0375175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0364566 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,4),-0.0424112 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,3),-0.0456656 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,1),-0.032624 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.0687408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,4),-0.0427419 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,3),-0.0425341 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,2),-0.038549 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,1),-0.0431341 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,-1),-0.079026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,4),(8,3),-0.0420218 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,2),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,-1),-0.0633679 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,3),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,1),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,-1),0.0283952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,2),(8,1),-0.0426649 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,2),(8,-1),-0.0585383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,1),(8,-1),-0.0422853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.210534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,12),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,15),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,28),0.159508 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,10),(9,12),-0.0645176 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,28),-0.00313738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,28),-0.00313738 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,15),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,28),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,15),(9,28),-0.0750714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,-1),0.146214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,11),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,12),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,14),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,15),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,16),-0.0722505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,19),-0.0791486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,24),-0.0731151 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,28),0.154165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,11),(10,12),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,14),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,16),-0.0642552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,19),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,24),-0.0642552 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,11),(10,28),-0.00307025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,12),(10,14),-0.0674122 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,15),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,16),-0.0643426 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,19),-0.0700439 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,24),-0.0643725 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,12),(10,28),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,16),-0.0642738 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,19),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,24),-0.0642738 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,14),(10,28),-0.075063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,15),(10,16),-0.0642738 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,19),-0.0641704 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,24),-0.0642738 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,15),(10,28),-0.0750714 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,16),(10,19),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,24),-0.0646052 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,16),(10,28),-0.0179137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,19),(10,24),-0.0642552 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,19),(10,28),-0.0042384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,24),(10,28),-0.034687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,9),-0.13023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0219367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,5),-0.0233187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),0.141288 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,7),-0.0493706 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,5),-0.0470333 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),0.0325863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,5),-0.0420973 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,7),(10,-1),-0.0563613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,5),(10,-1),-0.112656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,28),0.0860913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,-1),0.0198722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,13),(13,14),-0.0420359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,16),-0.0518858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,28),0.0621279 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,14),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,13),(13,14),(13,28),-0.0423169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,16),(13,28),-0.0523517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,13),(13,13),(13,12),0.101332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,13),(13,13),(13,-1),0.056626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,13),(13,12),(13,-1),-0.0655569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,15),-0.0554355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,16),-0.0296751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,28),-0.029159 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,15),(14,16),-0.043222 # DEPENDENCYPART_GRANDSIBL
(11,14),(14,15),(14,28),-0.0783171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,16),(14,28),-0.00424706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,14),(14,14),(14,13),0.106349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,14),(14,14),(14,-1),0.00214793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,14),(14,13),(14,-1),0.00132634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,16),-0.0310291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,17),-0.0506788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,18),-0.050679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,19),-0.0506788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,20),-0.0344948 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,21),-0.0506788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,22),-0.0356416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,24),-0.0039496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,28),-0.0323764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,16),(15,17),-0.0648147 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,18),-0.0648147 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,19),-0.0648147 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,20),-0.0326503 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,21),-0.0648147 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,22),-0.0625163 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,24),-0.0770449 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,16),(15,28),-0.00512209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,17),(15,18),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,19),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,20),-0.0420274 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,21),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,22),-0.0465205 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,24),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,17),(15,28),-0.112955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,18),(15,19),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,20),-0.0420274 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,21),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,22),-0.0465205 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,24),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,18),(15,28),-0.113577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,19),(15,20),-0.0420274 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,21),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,22),-0.0465205 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,24),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,19),(15,28),-0.112896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,20),(15,21),-0.0431742 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,22),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,24),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,20),(15,28),-0.0297642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,21),(15,22),-0.0465205 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,24),-0.0444514 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,21),(15,28),-0.112896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,22),(15,24),-0.0430032 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,22),(15,28),-0.0404984 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,24),(15,28),-0.0396178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,15),(15,14),0.138942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,13),0.106474 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,12),0.0909488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,11),0.136262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,15),(15,10),-0.0660917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,9),-0.0660917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,5),-0.0652907 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,4),-0.0650345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,15),(15,-1),-0.00419616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,14),(15,13),0.109661 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,12),0.0895009 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,11),0.121147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,14),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,1),-0.0641718 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,14),(15,-1),-0.0176363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,12),0.118322 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,11),0.0992201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,13),(15,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,4),-0.064148 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,13),(15,-1),0.00161957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,11),0.0703404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,12),(15,10),-0.0651287 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,9),-0.0651287 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,7),-0.0642849 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,5),-0.0648362 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,4),-0.0641557 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,12),(15,-1),-0.0492925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,11),(15,10),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,9),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,7),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,5),-0.0641587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,15),(15,11),(15,-1),-0.0427777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,15),(15,10),(15,9),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,7),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,5),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,10),(15,-1),-0.0427777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,9),(15,7),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,5),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,9),(15,-1),-0.0427837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,7),(15,-1),-0.0645725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,5),(15,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,1),-0.0641718 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,5),(15,-1),-0.0176362 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,4),(15,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,15),(15,4),(15,-1),-0.0528215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,15),(15,1),(15,-1),-0.0753953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,16),(16,17),0.0845699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,18),0.0846777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,19),0.0844846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,20),-0.042147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,21),0.0846779 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,22),-0.0426188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,23),0.0787766 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,25),0.0846212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,26),0.086573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,16),(16,16),(16,28),-0.154372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,16),(16,17),(16,18),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,19),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,20),-0.0423509 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,21),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,22),-0.0453013 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,23),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,25),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,26),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,17),(16,28),0.0827868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,18),(16,19),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,20),-0.0423509 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,21),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,22),-0.0453013 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,23),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,25),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,26),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,18),(16,28),0.0828945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,19),(16,20),-0.0423509 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,21),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,22),-0.0453013 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,23),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,25),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,26),-0.0472208 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,19),(16,28),0.0827096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,16),(16,20),(16,21),-0.0424024 # DEPENDENCYPART_GRANDSIBL
(11,16),(16,20),(16,22),-0.0420215 # DEPENDENCYPART_GRANDSIBL
