# _root_ In 1988 the Cincinnati company earned $ 3.1 million , or 32 cents a share , on revenue of $ 148.5 million .
#goldHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,7,6,17,18,19,20,20,6,
#predictedHeads=6,1,5,5,6,0,6,7,7,7,7,13,11,15,13,6,6,17,18,19,20,20,6,
(6,5),(5,5),(5,16),-0.0641582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,24),-0.0752047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,6),(5,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,10),-0.0676163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,11),-0.0641566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,16),-0.0676163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,6),(5,24),-0.0566644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,7),(5,10),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,16),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,7),(5,24),-0.071664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,10),(5,11),-0.0647479 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,16),-0.065503 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,10),(5,24),-0.0274716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,11),(5,16),-0.064793 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,11),(5,24),-0.0943282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,16),(5,24),-0.0274716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,5),(5,4),-0.0265886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,3),-0.0590753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,2),-0.0791834 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,1),-0.0571871 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,5),(5,5),(5,-1),0.0548767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,5),(5,4),(5,3),-0.0412269 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,2),-0.0349463 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,1),-0.0362765 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,4),(5,-1),-0.0366628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,3),(5,2),-0.0433046 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,1),-0.0796133 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,3),(5,-1),0.141931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,2),(5,1),-0.0443075 # DEPENDENCYPART_GRANDSIBL
(6,5),(5,2),(5,-1),-0.00322072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,5),(5,1),(5,-1),-0.02177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,8),0.00699185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,9),0.0121689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,10),-0.0429913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,11),-0.0425737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,12),0.00967683 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,13),-0.0465669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,15),-0.0536053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,16),-0.0429913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,17),-0.0389508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,18),-0.0535498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,19),-0.0366533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,20),-0.0432097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,22),0.0121689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,24),-0.0871154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,8),(7,9),-0.0716555 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,10),0.042216 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,11),-0.0434636 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,12),-0.0758948 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,13),-0.0428291 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,15),-0.063423 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,16),0.042216 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,17),-0.0372533 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,18),-0.0658674 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,19),-0.0235925 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,20),-0.0423843 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,22),-0.0716555 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,23),-0.0425141 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,8),(7,24),-0.0653756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,9),(7,10),0.0613753 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,11),-0.0484099 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,12),-0.0729872 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,13),-0.0428291 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,15),-0.0659266 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,16),0.0613753 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,17),-0.0277817 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,18),-0.0683711 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,19),-0.0141209 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,20),-0.0425053 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,22),-0.0687479 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,23),-0.0425163 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,9),(7,24),-0.0683076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,10),(7,11),0.00185155 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,12),-0.042741 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,13),-0.0370295 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,15),-0.0341627 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,16),-0.0440047 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,17),-0.027084 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,18),-0.0341618 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,19),-0.0276185 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,20),-0.052533 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,22),-0.0427465 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,10),(7,24),-0.0420332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,11),(7,12),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,13),-0.0420961 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,15),-0.0409777 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,16),-0.0595202 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,17),-0.0451645 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,18),-0.0393685 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,19),-0.0452267 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,20),-0.0435827 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,22),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,11),(7,24),0.00456684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,12),(7,13),-0.0428291 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,15),-0.063423 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,16),0.042216 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,17),-0.0372529 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,18),-0.0658674 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,19),-0.023592 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,20),-0.0423843 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,22),-0.068971 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,23),-0.0425141 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,12),(7,24),-0.0653756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,13),(7,15),-0.0420633 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,16),-0.043419 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,17),-0.0434292 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,18),-0.0420529 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,19),-0.0434292 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,13),(7,24),-0.0396297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,15),(7,16),-0.0387258 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,17),-0.0502039 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,19),-0.0508004 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,20),-0.0429353 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,22),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,15),(7,24),-0.0690909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,16),(7,17),-0.027084 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,18),-0.0341618 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,19),-0.0276185 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,20),-0.052533 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,22),-0.0427465 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,16),(7,24),-0.0420332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,17),(7,18),-0.0480362 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,17),(7,19),-0.0545615 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,17),(7,20),-0.0433094 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,17),(7,22),-0.0421123 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,17),(7,23),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,17),(7,24),0.00415633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,18),(7,19),-0.0505265 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,18),(7,20),-0.0429353 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,18),(7,22),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,18),(7,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,18),(7,24),-0.0697016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,19),(7,20),-0.0433102 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,19),(7,22),-0.0421123 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,19),(7,23),-0.0420288 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,19),(7,24),0.0232192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,20),(7,22),-0.084493 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,20),(7,23),-0.0420244 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,20),(7,24),-0.060044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,22),(7,23),-0.0425163 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,22),(7,24),-0.0683076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,23),(7,24),-0.0427186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,7),(7,5),-0.0641572 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,2),-0.0641476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,1),-0.0693882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,7),(7,7),(7,-1),-0.0266248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,7),(7,5),(7,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,5),(7,-1),-0.0297751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,2),(7,1),-0.064322 # DEPENDENCYPART_GRANDSIBL
(6,7),(7,2),(7,-1),-0.106613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,7),(7,1),(7,-1),-0.0455161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,9),-0.0715653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,10),-0.0140648 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,11),-0.0292047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,13),-0.0315284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,24),-0.148274 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,9),(8,10),-0.0480434 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,11),-0.0420375 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,13),-0.0420367 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,9),(8,24),-0.0640751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,10),(8,11),-0.0237762 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,13),-0.0433529 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,10),(8,24),-0.0411307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,11),(8,13),-0.0352505 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,11),(8,24),-0.0482589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,13),(8,24),-0.0114236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,8),(8,5),-0.0641767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,2),-0.0651363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,8),(8,8),(8,-1),-0.189362 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,8),(8,5),(8,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,8),(8,5),(8,-1),-0.0631461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,8),(8,2),(8,-1),-0.0670169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,10),-0.0144229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,11),-0.0292173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,13),-0.0315316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,15),-0.0524486 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,24),-0.14705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,10),(9,11),-0.0240789 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,13),-0.0433529 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,15),-0.0422946 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,10),(9,24),-0.0411974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,11),(9,13),-0.0352508 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,15),-0.0420383 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,11),(9,24),-0.0485727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,13),(9,15),-0.0420643 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,13),(9,24),-0.0114264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,15),(9,24),-0.0622361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,9),(9,8),0.141467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,5),-0.0641784 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,2),-0.0651363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,1),-0.0540202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,9),(9,9),(9,-1),-0.190976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,9),(9,8),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,2),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,1),-0.0641512 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,8),(9,-1),-0.0669505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,1),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,5),(9,-1),-0.0631833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,2),(9,1),-0.0641512 # DEPENDENCYPART_GRANDSIBL
(6,9),(9,2),(9,-1),-0.0669519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,9),(9,1),(9,-1),-0.00640249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,11),-0.0443413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,10),(10,10),(10,24),0.0277076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,10),(10,11),(10,24),-0.0445633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,10),(10,10),(10,-1),0.0324325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,12),-0.0873522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,13),-0.176082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,15),-0.17578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,16),-0.0115619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,17),-0.0961091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,18),-0.174696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,19),-0.107033 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,20),-0.0924525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,24),-0.245221 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0423874 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0446503 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0441024 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0423874 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.044212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,24),-0.0965507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,15),-0.0429305 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0442252 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0427923 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.04293 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0425033 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,20),-0.0420551 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,24),-0.207562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.0503741 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0238563 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0427678 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0278216 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,20),-0.0352328 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,24),-0.200443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0537499 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.0445094 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,19),-0.0545211 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,24),-0.0567769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.042156 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0427965 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,20),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,24),-0.0310117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0243738 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,20),-0.0352328 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,18),(11,24),-0.202947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,19),(11,20),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,19),(11,24),-0.0383378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,20),(11,24),-0.110143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.0956979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),0.140424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,-1),-0.0709542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,13),-0.0315288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,15),-0.0524416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,24),-0.148285 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,13),(12,15),-0.0420643 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,13),(12,24),-0.0114239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,15),(12,24),-0.0622091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,12),(12,11),0.0879077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,10),0.0892219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,9),0.136315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,2),-0.0651363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,1),-0.0540173 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,12),(12,12),(12,-1),-0.189361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,12),(12,11),(12,10),0.0966367 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,9),0.102875 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,11),(12,-1),-0.091733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,10),(12,9),0.100577 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,1),-0.0641858 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,10),(12,-1),-0.0398251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,9),(12,2),-0.064146 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,1),-0.0641507 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,9),(12,-1),-0.0670807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,2),(12,1),-0.0641507 # DEPENDENCYPART_GRANDSIBL
(6,12),(12,2),(12,-1),-0.0670351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,12),(12,1),(12,-1),-0.0117281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,14),-0.0398339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,15),-0.042213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,16),0.00196826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,17),-0.0375996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
