# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(21,25),(25,16),(25,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,25),(25,16),(25,-1),-0.0576416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,25),(25,13),(25,-1),-0.0694783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,38),-0.0154353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,25),0.102419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,24),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,-1),-0.0374326 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,25),(26,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,25),(26,-1),-0.0647969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,24),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,24),(26,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,23),(26,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,28),-0.0189309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,29),-0.0477507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,30),-0.0485013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,31),-0.0481231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,32),-0.0436473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,33),-0.0189309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,36),-0.0804908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,38),-0.0251073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,28),(27,29),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,30),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,31),-0.0576706 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,32),-0.0282838 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,36),-0.0436059 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,28),(27,38),-0.027517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,29),(27,30),-0.0482541 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,31),-0.0451368 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,36),-0.042012 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,29),(27,38),-0.0433843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,30),(27,31),-0.0453102 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,30),(27,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,30),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,30),(27,36),-0.042012 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,30),(27,38),-0.0458014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,31),(27,32),-0.0449725 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,31),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,31),(27,36),-0.0420275 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,31),(27,38),-0.0144431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,32),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,32),(27,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,32),(27,38),-0.0327242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,33),(27,36),-0.0436059 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,33),(27,38),-0.027517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,36),(27,38),-0.0692383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,27),(27,26),0.102607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,25),0.119561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,27),(27,27),(27,-1),-0.114841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,27),(27,26),(27,25),0.102801 # DEPENDENCYPART_GRANDSIBL
(21,27),(27,26),(27,-1),-0.0641623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,27),(27,25),(27,-1),-0.0469723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,29),-0.00592843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,30),-0.0101774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,31),-0.042667 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,32),-0.0421581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,33),-0.0423294 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,34),-0.00592843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,36),-0.0446459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,38),-0.0482829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,29),(28,30),-0.0241537 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,31),-0.0339224 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,32),-0.0448233 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,33),-0.0581004 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,34),-0.027346 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,36),-0.0458243 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,29),(28,38),0.00953625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,30),(28,31),-0.0217312 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,30),(28,32),-0.0462133 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,30),(28,33),-0.0598338 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,30),(28,34),-0.0275203 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,30),(28,36),-0.0452541 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,30),(28,38),-0.0188247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,31),(28,32),0.00979235 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,31),(28,33),-0.0438206 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,31),(28,34),-0.0420541 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,31),(28,36),0.0157281 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,31),(28,38),-0.0326633 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,32),(28,33),-0.0427808 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,32),(28,34),-0.042367 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,32),(28,36),-0.0471265 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,32),(28,38),-0.0221738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,33),(28,34),-0.0510547 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,33),(28,36),-0.0420487 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,33),(28,38),-0.0571824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,34),(28,36),-0.0458243 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,34),(28,38),0.00953625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,36),(28,38),-0.0325257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,28),(28,27),0.142938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,26),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,24),0.0951309 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,23),0.129133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,22),0.11056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,28),(28,28),(28,-1),-0.0841891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,28),(28,27),(28,26),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,24),0.102858 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,23),0.114248 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,22),0.102676 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,27),(28,-1),-0.0571355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,26),(28,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,26),(28,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,24),(28,23),0.103066 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,24),(28,22),0.103065 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,24),(28,-1),-0.069046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,23),(28,22),0.120085 # DEPENDENCYPART_GRANDSIBL
(21,28),(28,23),(28,-1),-0.064449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,28),(28,22),(28,-1),-0.0308707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,30),(30,31),0.0387182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,32),-0.0654015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,33),-0.0456174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,36),-0.0545566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,38),0.0411248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,30),(30,31),(30,32),-0.0336133 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,31),(30,33),-0.042051 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,31),(30,36),-0.0377663 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,31),(30,38),-0.043876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,32),(30,33),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,32),(30,36),-0.0437446 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,32),(30,38),-0.051996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,33),(30,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,33),(30,38),-0.048279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,36),(30,38),-0.0462796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,30),(30,29),0.145675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,24),0.145675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,22),0.100262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,30),(30,30),(30,-1),-0.195355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,30),(30,29),(30,24),0.101332 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,29),(30,22),0.101225 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,29),(30,-1),-0.0358726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,24),(30,22),0.101225 # DEPENDENCYPART_GRANDSIBL
(21,30),(30,24),(30,-1),-0.0358822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,30),(30,22),(30,-1),-0.0407609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,31),(31,31),(31,38),-0.0473027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,31),(31,31),(31,-1),-0.0634586 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,32),(32,32),(32,33),-0.0359394 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,32),(32,32),(32,34),-0.0488397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,32),(32,32),(32,36),-0.103562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,32),(32,32),(32,38),-0.0576504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,32),(32,33),(32,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,33),(32,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,33),(32,38),-0.0556192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,34),(32,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,32),(32,34),(32,38),-0.0488408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,36),(32,38),-0.0810758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,32),(32,32),(32,-1),0.0202704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,33),(33,34),-0.00592843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,35),-0.0420595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,36),-0.0446459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,38),-0.0482829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,34),(33,35),-0.0518051 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,34),(33,36),-0.0458243 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,34),(33,38),0.00953625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,35),(33,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,33),(33,35),(33,38),-0.0570202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,36),(33,38),-0.0325257 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,33),(33,33),(33,30),0.0950776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,33),(33,33),(33,-1),-0.0841891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,33),(33,30),(33,-1),-0.0660598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,36),(36,36),(36,38),0.225863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,36),(36,36),(36,35),0.080461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,36),(36,36),(36,34),0.17153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,36),(36,36),(36,33),0.0616623 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,36),(36,36),(36,22),0.115379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,36),(36,36),(36,-1),-0.136804 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,36),(36,35),(36,34),0.099544 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,35),(36,33),0.102415 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,35),(36,22),0.108489 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,35),(36,-1),-0.0750797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,36),(36,34),(36,33),0.119489 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,34),(36,22),0.0925141 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,34),(36,-1),-0.0267933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,36),(36,33),(36,22),0.115647 # DEPENDENCYPART_GRANDSIBL
(21,36),(36,33),(36,-1),-0.10189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,36),(36,22),(36,-1),-0.0535523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.030875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.043401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,27),-0.0280843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,28),-0.0490086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,31),-0.0439359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,32),-0.0414942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,38),-0.170997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,27),-0.0420184 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,31),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,38),-0.0308624 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,26),(23,27),-0.0432476 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,31),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,32),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,26),(23,38),-0.0420502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,27),(23,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,31),-0.0428885 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,32),-0.0430423 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,27),(23,38),-0.0281938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,28),(23,31),-0.0420722 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,28),(23,32),-0.0422478 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,28),(23,38),-0.0467611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,31),(23,32),-0.0431123 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,31),(23,38),-0.0425054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,32),(23,38),-0.0440975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.102069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,-1),-0.147434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,-1),-0.0718476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,27),-0.0554596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,28),-0.0429262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,38),0.00525487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,27),(24,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,27),(24,38),-0.0561331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,28),(24,38),-0.0429262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,23),0.10291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,22),0.101991 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,24),(24,-1),-0.0179876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,22),0.103055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,23),(24,-1),-0.0642466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,22),(24,-1),-0.0645889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,23),-0.0641503 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,22),(22,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,22),(22,38),0.0202548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,23),(22,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,22),(22,23),(22,38),-0.0642232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,22),(22,24),(22,38),-0.0669852 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,-1),0.02824 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,27),-0.0528699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,28),-0.042265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,38),0.0337965 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,27),(24,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,24),(24,27),(24,38),-0.04516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,28),(24,38),-0.0422788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,23),0.0962566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),-0.0232564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,22),-0.0641847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,-1),-0.0659507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,22),(24,-1),-0.0763327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,27),-0.0442664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,38),-0.00897245 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,38),-0.0442664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,28),(26,38),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.0972041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,24),0.103066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,23),0.100834 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,-1),-0.0276915 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,25),(26,-1),-0.0699581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,24),(26,-1),-0.0641496 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,23),(26,-1),-0.0680791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,27),(27,28),-0.0297378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,29),-0.0763223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,30),-0.0811303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,31),-0.0333174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,32),-0.0673366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,33),-0.0297378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,36),0.0146565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,38),-0.107329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,28),(27,29),-0.0421849 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,30),-0.042185 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,31),-0.0434343 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,32),-0.0420279 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,36),-0.0420392 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,28),(27,38),-0.0274178 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,29),(27,30),-0.0424239 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,31),-0.0432697 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,32),-0.0422129 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,33),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,36),-0.0429992 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,29),(27,38),-0.0719821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,30),(27,31),-0.0432714 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,30),(27,32),-0.0422129 # DEPENDENCYPART_GRANDSIBL
