# _root_ Across the country , many people took yesterday 's events in stride , while remaining generally uneasy about the stock market in general .
#goldHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,21,22,7,
#predictedHeads=7,3,1,7,6,7,0,10,8,7,7,11,7,7,14,17,15,17,21,21,18,15,22,7,
(15,14),(14,15),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,25),-0.0694164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.0641848 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,22),-0.064224 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,25),-0.021371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,25),-0.0771731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,25),-0.0419227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,21),(14,22),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,21),(14,25),-0.0531472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,22),(14,25),-0.0421798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.0476815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,12),0.00210082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,11),-0.0330205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),-0.100301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0380392 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,11),-0.0245359 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.041673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,11),-0.0475824 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.0318819 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,11),(14,-1),-0.0986538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,17),-0.0560329 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,18),-0.0546446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,21),-0.0388211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,22),-0.0558195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,25),0.0687025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,17),(16,18),-0.0348489 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,21),-0.0421389 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,22),-0.0355494 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,17),(16,25),-0.0715023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,18),(16,21),-0.0426825 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,22),-0.0496203 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,18),(16,25),-0.0853867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,21),(16,22),-0.0436495 # DEPENDENCYPART_GRANDSIBL
(15,16),(16,21),(16,25),-0.0368066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,22),(16,25),-0.0931976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,16),(16,16),(16,15),0.102613 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,16),(16,14),-0.0497998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,16),(16,-1),0.00185841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,15),(16,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,16),(16,15),(16,-1),-0.0653061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,16),(16,14),(16,-1),-0.0512486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,18),-0.0434041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,19),-0.0507046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,20),-0.020869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,21),-0.0208704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,22),-0.0634034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,23),-0.020869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,25),-0.0711276 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,20),-0.0420316 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,21),-0.0420316 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,22),-0.0408497 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,23),-0.0420316 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,18),(17,25),-0.0164994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,19),(17,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,22),-0.0420243 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,19),(17,25),-0.0493196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,20),(17,21),-0.0354846 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,22),-0.0494203 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,23),-0.0354846 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,20),(17,25),-0.0101545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,21),(17,22),-0.0494203 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,23),-0.0354846 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,21),(17,25),-0.0101559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,22),(17,23),-0.0420323 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,22),(17,25),-0.0418666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,23),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,23),(17,25),-0.0101545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,24),(17,25),-0.0423553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,17),(17,16),0.116815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,15),0.100023 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,17),(17,14),-0.065131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,12),-0.0643806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,11),-0.065131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,1),-0.065131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,17),(17,-1),-0.113753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,16),(17,15),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,16),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,16),(17,-1),-0.0560741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,15),(17,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,17),(17,15),(17,-1),-0.0686753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,17),(17,14),(17,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,14),(17,-1),-0.0702032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,13),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,11),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,1),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,13),(17,-1),-0.0650212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,12),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,12),(17,-1),-0.0725838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,11),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,17),(17,11),(17,-1),-0.0702241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,17),(17,1),(17,-1),-0.0702025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,19),-0.0361978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,20),0.00186344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,21),0.0100574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,22),-0.0323213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,23),0.0051178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,25),-0.129935 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,19),(18,20),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,21),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,22),-0.0420891 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,23),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,19),(18,25),-0.0336718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,20),(18,21),-0.0481784 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,22),-0.047587 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,23),-0.0481784 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,20),(18,25),-0.0350401 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,21),(18,22),-0.0475876 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,23),-0.0481652 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,21),(18,25),-0.0292134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,22),(18,23),-0.0314134 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,22),(18,25),-0.0945334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,23),(18,25),-0.0322603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,18),(18,17),0.0917439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,16),0.120194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,18),(18,18),(18,-1),-0.0668414 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,18),(18,17),(18,16),0.103043 # DEPENDENCYPART_GRANDSIBL
(15,18),(18,17),(18,-1),-0.0790381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,18),(18,16),(18,-1),-0.0253544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,22),-0.0401491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,25),0.123809 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,22),(20,25),-0.0297906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,20),(20,20),(20,19),0.112845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,20),(20,20),(20,-1),-0.0867248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,20),(20,19),(20,-1),0.00425692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,22),-0.0459008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,23),-0.0773904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,24),-0.0445818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,25),0.112378 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,22),(21,23),-0.0462954 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,24),-0.0458477 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,22),(21,25),-0.0371825 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,23),(21,24),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,23),(21,25),-0.0873846 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,24),(21,25),-0.047924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,21),(21,20),0.1154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,19),0.10979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,18),0.133442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,17),0.120477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,16),0.085548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,21),(21,21),(21,-1),-0.0995499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,21),(21,20),(21,19),0.0717301 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,18),0.100658 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,17),0.0958448 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,16),0.105821 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,20),(21,-1),-0.0194747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,19),(21,18),0.0925383 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,17),0.0905099 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,16),0.116085 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,19),(21,-1),-0.00124151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,18),(21,17),0.102624 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,16),0.11381 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,18),(21,-1),-0.0692115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,17),(21,16),0.1179 # DEPENDENCYPART_GRANDSIBL
(15,21),(21,17),(21,-1),-0.107254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,21),(21,16),(21,-1),-0.0435202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,23),0.0027156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,25),-0.0690329 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,23),(22,25),-0.0445044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,22),(22,22),(22,21),0.121127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,22),(22,22),(22,-1),-0.0241218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,22),(22,21),(22,-1),-0.0494056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,23),(23,25),0.11843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,23),(23,21),0.119433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,20),0.11899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,19),0.110707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,23),(23,23),(23,-1),-0.0951125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,23),(23,21),(23,20),0.100759 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,19),0.0758259 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,21),(23,-1),-0.017152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,20),(23,19),0.0749286 # DEPENDENCYPART_GRANDSIBL
(15,23),(23,20),(23,-1),-0.0175074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,23),(23,19),(23,-1),0.00277908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,24),(24,24),(24,25),-0.12572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,24),(24,24),(24,-1),-0.145138 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,15),0.100387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.0647518 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.0661795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,18),-0.0656686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.071629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.0656686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,25),0.109065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,25),-0.0680151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,25),-0.0803973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,25),-0.0698838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,18),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,25),-0.0689676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,21),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,25),-0.0965571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,25),-0.0687026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0544869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0749887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0548643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),0.126539 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0412742 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.0455181 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0770614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.0404518 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.0981473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,-1),0.00407395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,18),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),-0.066635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,21),-0.066635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,22),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,23),-0.066635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,25),-0.141745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,18),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,22),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,25),-0.0428134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,25),-0.0641515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,18),(15,25),-0.064588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,20),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,20),(15,25),-0.0670568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,21),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,21),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,21),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,21),(15,25),-0.0670568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,22),(15,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,22),(15,25),-0.0645893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,23),(15,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,23),(15,25),-0.0670568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,24),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
