# _root_ Applied , then a closely held company , was stagnating under the management of its controlling family .
#goldHeads=9,7,7,7,6,7,1,7,0,9,10,13,11,13,17,17,14,9,
#predictedHeads=9,1,7,7,6,7,1,1,0,9,10,13,11,13,17,17,14,9,
(7,11),(11,13),(11,14),-0.051528 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,16),-0.042624 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,17),-0.05038 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,18),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,13),(11,19),0.0353418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,14),(11,16),-0.0431877 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,17),-0.0403542 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,14),(11,19),-0.0644224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,16),(11,17),-0.0437447 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,18),-0.0420168 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,16),(11,19),-0.0442711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,17),(11,18),-0.0421403 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,17),(11,19),0.0225117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,18),(11,19),-0.045206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.0927968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,8),0.189799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,7),0.0811287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,11),(11,3),-0.0644364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),-0.0596536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,8),0.102771 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,7),0.103064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,10),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,10),(11,-1),-0.074639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,7),0.101951 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,8),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,11),(11,8),(11,-1),0.0117277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,7),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,7),(11,-1),-0.106775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,3),(11,-1),-0.0674246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),0.0643319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),-0.0521315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),-0.0561795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,17),-0.0783755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,18),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),0.066111 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0420964 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.0384241 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,17),-0.0519273 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,18),-0.038068 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.137575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,17),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0520183 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,17),-0.039737 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,18),-0.0421191 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.0523184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,17),(13,18),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,17),(13,19),0.0109138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,18),(13,19),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,12),0.0640882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,11),0.14574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.0783332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,8),0.0805283 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,6),-0.0670036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,3),-0.0642056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),0.0605183 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,12),(13,11),0.111603 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,10),0.103062 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,8),0.115853 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,12),(13,-1),-0.106904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,10),0.102968 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,8),0.101773 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,3),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.0685275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,8),0.10181 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.0953516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,8),(13,6),-0.064188 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,3),-0.0646257 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,8),(13,-1),-0.0725601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,6),(13,3),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,-1),-0.066532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,3),(13,-1),-0.0506409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,15),-0.0482664 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0251638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),0.00543249 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,19),-0.282376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.0420416 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,19),-0.0461972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,16),(14,17),-0.0439008 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,19),-0.0404548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,19),0.0664419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,13),0.0748025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,7),0.0744579 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,14),(14,-1),0.0697375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,13),(14,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,13),(14,-1),-0.112783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,7),(14,-1),-0.113163 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,16),(16,17),0.0066316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,19),-0.0497083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,19),-0.0145821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,18),(16,19),-0.0423271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,15),0.0998378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,7),0.099826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,16),(16,1),-0.0653102 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,-1),0.121132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,15),(16,7),0.103032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,-1),-0.0653147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,7),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,7),(16,-1),-0.107104 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,1),(16,-1),-0.0628766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,17),(17,18),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,19),0.0745294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,18),(17,19),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,17),(17,16),0.078531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,15),0.0763491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,14),0.160348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,13),0.12819 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,12),0.0663588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,6),-0.0670036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,17),(17,17),(17,-1),0.0639832 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,17),(17,16),(17,15),0.105809 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,14),0.103055 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,13),0.104327 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,12),0.105811 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,16),(17,-1),-0.0951193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,15),(17,14),0.102929 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,13),0.102414 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,12),0.103062 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,15),(17,-1),-0.080767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,14),(17,13),0.10203 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,12),0.102974 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,14),(17,-1),-0.0707166 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,13),(17,12),0.112936 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,6),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,13),(17,-1),-0.0563186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,12),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,17),(17,12),(17,-1),-0.104107 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,17),(17,6),(17,-1),-0.061858 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,18),(18,19),-0.0273595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,18),(18,18),(18,17),0.100092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,-1),-0.0453861 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,18),(18,17),(18,-1),-0.0670807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,8),-0.0648958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,19),-0.0869173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,19),-0.0648958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,10),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,10),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,11),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,11),(7,19),-0.054391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,13),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,13),(7,19),-0.0642078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,14),(7,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,14),(7,19),-0.0511346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,16),(7,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,16),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,17),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,17),(7,19),-0.0642078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,18),(7,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,7),(7,6),-0.0420591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,5),-0.0426069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,4),-0.0498922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,3),-0.0426069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,1),-0.0450824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,-1),-0.0557232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,6),(7,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,6),(7,-1),-0.0420591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,5),(7,4),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,3),-0.0420475 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,2),-0.042083 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,1),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,5),(7,-1),-0.0319501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,4),(7,3),-0.0352232 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,2),-0.0421093 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,4),(7,-1),-0.068879 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,3),(7,2),-0.042083 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,1),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,3),(7,-1),-0.0319501 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,2),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,2),(7,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,7),(7,1),(7,-1),-0.0441563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,1),(1,2),0.044759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,3),0.0983627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,4),0.125566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,5),0.0985323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,6),0.0998436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,7),0.0816972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,8),0.044759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,9),-0.0666209 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,1),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,11),-0.0201579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,13),-0.0588727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,17),-0.0588727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,1),(1,1),(1,19),-0.0299056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,1),(1,2),(1,3),0.112135 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,4),0.0980579 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,5),0.112684 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,6),0.0908611 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,7),0.102755 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,8),0.0462761 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,9),-0.0823248 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,2),(1,10),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,11),-0.0684913 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,13),-0.0867327 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,17),-0.0867327 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,18),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,2),(1,19),-0.0807845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,3),(1,4),0.103067 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,5),0.102584 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,6),0.102816 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,7),0.126315 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,8),0.0858402 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,3),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,11),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,13),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,17),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,3),(1,19),-0.0595247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,6),0.10297 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,7),0.102436 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,8),0.100295 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,4),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,17),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,4),(1,19),-0.0241129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,5),(1,6),0.102816 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,7),0.126721 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,8),0.0860033 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,5),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,11),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,13),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,17),-0.0643194 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,18),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,5),(1,19),-0.059173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,6),(1,7),0.102337 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,6),(1,8),0.083789 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,6),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,1),(1,6),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,1),(1,6),(1,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
