# _root_ New management at Kentucky Fried Chicken , a unit of PepsiCo Inc. , has fought back with new medium and large chicken sandwiches for the lunch crowd .
#goldHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,23,23,19,20,23,17,23,27,27,24,14,
#predictedHeads=2,14,2,6,6,3,6,9,6,9,10,11,6,0,14,15,15,19,17,19,23,23,20,23,27,27,24,14,
(10,14),(14,2),(14,1),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(10,14),(14,2),(14,-1),-0.023386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,14),(14,1),(14,-1),-0.0852241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,16),-0.0264165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,17),-0.0757672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,18),-0.0468547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,19),-0.106692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,20),-0.0129442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,21),-0.0468547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,22),-0.106692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,23),-0.0716354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,24),-0.0664356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,27),-0.106692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,29),0.0149676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,16),(15,17),-0.0393674 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,18),-0.0420832 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,19),-0.0376009 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,20),-0.0356357 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,21),-0.0420832 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,22),-0.0376009 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,23),-0.0423612 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,24),-0.0356107 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,27),-0.0376009 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,16),(15,29),-0.0573576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,19),-0.0430414 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,20),-0.0552656 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,22),-0.0430414 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,23),-0.0420404 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,24),-0.0427307 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,27),-0.0430414 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,28),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,17),(15,29),-0.0653382 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,18),(15,19),-0.0427335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,20),-0.042629 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,22),-0.0427335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,24),-0.0431073 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,27),-0.0427335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,18),(15,29),-0.0401998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,19),(15,20),-0.0431416 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,21),-0.0420494 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,22),-0.0432672 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,24),-0.0437537 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,27),-0.0432672 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,19),(15,29),-0.0987934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,20),(15,21),-0.0426221 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,22),-0.0422387 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,23),-0.042024 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,24),-0.04703 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,27),-0.0422387 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,20),(15,29),-0.00305487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,21),(15,22),-0.0427335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,24),-0.0431073 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,27),-0.0427335 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,21),(15,29),-0.0401998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,22),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,24),-0.0437537 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,27),-0.0432672 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,22),(15,29),-0.0987934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,23),(15,24),-0.0394437 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,23),(15,29),-0.070865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,24),(15,27),-0.0430414 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,24),(15,28),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,24),(15,29),-0.0472464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,27),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,27),(15,29),-0.0987934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,28),(15,29),-0.0423028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,15),(15,14),0.0984979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,13),0.097977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,12),0.0954236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,11),0.0954257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,10),0.113606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,15),(15,9),-0.0666971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,6),-0.0645426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,5),-0.0645426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,3),-0.0684555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,2),-0.0666739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,15),(15,-1),-0.26724 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,12),0.103067 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,11),0.103067 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,10),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,14),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,14),(15,-1),-0.0660335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,12),0.102643 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,11),0.102646 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,10),0.102244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,3),-0.064147 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,13),(15,-1),-0.0664476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,11),0.102437 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,10),0.102592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,12),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,3),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,12),(15,-1),-0.0604866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,10),0.102592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,11),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,3),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,11),(15,-1),-0.0604856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,10),(15,9),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,7),-0.0641609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,2),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,15),(15,10),(15,-1),-0.0625425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,15),(15,9),(15,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,9),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,9),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,9),(15,3),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,9),(15,2),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,9),(15,-1),-0.00914943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,7),(15,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,3),-0.064147 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,7),(15,-1),-0.0664476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,6),(15,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,3),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,6),(15,-1),-0.0604856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,5),(15,3),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,5),(15,-1),-0.0604856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,3),(15,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(10,15),(15,3),(15,-1),-0.0609152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,15),(15,2),(15,-1),-0.00911153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,17),-0.00530495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,18),-0.0299373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,19),-0.0461838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,20),-0.0285651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,21),-0.0299373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,23),-0.053019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,24),-0.00565019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,29),0.0477976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,17),(16,18),-0.0357335 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,19),-0.0521403 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,20),-0.0467927 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,21),-0.0357335 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,23),-0.0543996 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,24),0.029956 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,17),(16,29),-0.0260497 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,18),(16,19),-0.0330251 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,20),-0.0420647 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,21),-0.0420261 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,23),-0.0421378 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,24),-0.04163 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,18),(16,29),-0.0170651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,19),(16,20),-0.0421551 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,23),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,24),-0.0481092 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,19),(16,29),-0.0467029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,20),(16,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,24),-0.044248 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,20),(16,29),-0.0435685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,21),(16,23),-0.0421378 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,24),-0.04163 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,21),(16,29),-0.0170651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,23),(16,24),-0.0424292 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,23),(16,29),-0.0756654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,24),(16,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,24),(16,29),-0.0298894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,28),(16,29),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,16),(16,15),0.0990515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,3),-0.0705463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,2),-0.0675751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,16),(16,16),(16,-1),-0.100065 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,15),(16,-1),-0.0688615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,3),(16,2),-0.0641624 # DEPENDENCYPART_GRANDSIBL
(10,16),(16,3),(16,-1),-0.0552164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,16),(16,2),(16,-1),-0.0422759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,20),-0.108497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,21),-0.0293583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,22),-0.0812938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,23),-0.0861068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,24),-0.0534966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,27),-0.0812938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,28),-0.047306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,29),0.280331 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,20),(19,21),-0.0239103 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,22),-0.039327 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,23),-0.0508957 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,24),-0.152337 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,27),-0.039327 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,28),-0.0424423 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,20),(19,29),-0.0972145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,21),(19,22),-0.0344714 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,23),-0.04439 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,24),-0.0311757 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,27),-0.0344714 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,21),(19,29),-0.0668582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,22),(19,23),-0.0420433 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,24),-0.0272642 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,27),-0.0551517 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,28),-0.0436326 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,22),(19,29),-0.0599768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,23),(19,24),-0.0413313 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,23),(19,27),-0.0455617 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,23),(19,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,23),(19,29),-0.0103591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,24),(19,27),-0.0613268 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,24),(19,28),-0.0400895 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,24),(19,29),-0.0302675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,27),(19,28),-0.0436326 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,27),(19,29),-0.0599768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,28),(19,29),-0.0301768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,19),(19,18),0.212734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,17),0.0740909 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,16),0.117582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,15),0.125128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,11),0.0636233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,19),(19,19),(19,-1),-0.169594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,19),(19,18),(19,17),0.097439 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,16),0.0953622 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,15),0.0906829 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,11),0.142241 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,18),(19,-1),-0.0554687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,17),(19,16),0.112207 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,15),0.103061 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,11),0.104121 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,17),(19,-1),-0.108127 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,16),(19,15),0.102883 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,11),0.0954599 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,16),(19,-1),-0.0265316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,15),(19,11),0.127814 # DEPENDENCYPART_GRANDSIBL
(10,19),(19,15),(19,-1),0.000308929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,19),(19,11),(19,-1),-0.067291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.117269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.084939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.0993282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,10),0.232936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,12),-0.0813935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,13),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,14),-0.0644056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,15),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,17),-0.0722591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,19),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,20),-0.0709684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,23),-0.0668152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,28),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,29),0.1555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.103068 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.10012 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,10),0.109438 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.0700439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,7),(6,12),-0.0701674 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,13),-0.0641818 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,14),-0.0641665 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,17),-0.0643426 # DEPENDENCYPART_GRANDSIBL
