# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,6,6,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(11,18),(18,21),(18,23),-0.0422442 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,24),-0.0422833 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,21),(18,26),-0.0157346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,22),(18,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,22),(18,26),-0.0364565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,23),(18,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,23),(18,26),-0.0364565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,24),(18,26),-0.0456886 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,18),(18,14),0.102698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,12),0.102413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,11),0.0920625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,18),(18,9),-0.0667108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,1),-0.0667108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,18),(18,-1),-0.117466 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,14),(18,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,11),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,14),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,14),(18,-1),-0.0565185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,11),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,12),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,12),(18,-1),-0.0647936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,11),(18,9),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,1),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,18),(18,11),(18,-1),-0.0826956 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,18),(18,9),(18,1),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(11,18),(18,9),(18,-1),-0.0823572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,18),(18,1),(18,-1),-0.0823572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,21),-0.0859745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,22),-0.0942809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,23),-0.0942809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,24),-0.0731723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,26),0.298942 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,21),(20,22),-0.0139936 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,23),-0.0139534 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,24),0.00672576 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,21),(20,26),-0.0677716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,22),(20,23),-0.0484189 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,24),-0.0457468 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,22),(20,26),0.0020735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,23),(20,24),-0.0457468 # DEPENDENCYPART_GRANDSIBL
(11,20),(20,23),(20,26),0.00213247 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,24),(20,26),-0.0383958 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,20),(20,20),(20,19),0.0597858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,20),(20,20),(20,-1),-0.175415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,20),(20,19),(20,-1),-0.113596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,24),-0.0598693 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,26),0.257139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,24),(23,26),-0.0124402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,23),(23,22),0.0841091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,21),0.00023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,20),0.10154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,19),0.104436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,18),0.103711 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,23),(23,23),(23,-1),-0.0908259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,23),(23,22),(23,21),0.0889419 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,20),0.12718 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,19),0.103411 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,18),0.102995 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,22),(23,-1),-0.117449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,21),(23,20),0.0859271 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,19),0.0964107 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,18),0.102852 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,21),(23,-1),-0.0839656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,20),(23,19),0.0867374 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,20),(23,-1),-0.0360239 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,19),(23,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,19),(23,-1),-0.0983305 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,18),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,23),(23,18),(23,-1),-0.0624011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,23),(23,5),(23,-1),-0.064146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,1),(1,2),0.10097 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,3),0.117882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,4),0.097868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,5),0.10273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,6),0.103043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,7),0.106356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,9),0.0979932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,11),0.0975001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,1),(1,1),(1,26),0.0271137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,2),(1,26),-0.0681778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,7),0.103068 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,9),0.102904 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,11),0.102906 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,3),(1,26),-0.0515547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,4),(1,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,4),(1,26),-0.0722391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,5),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,5),(1,26),-0.0644857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,6),(1,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,6),(1,26),-0.0641777 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,7),(1,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,7),(1,9),0.102885 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,7),(1,11),0.102885 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,7),(1,26),-0.0733223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,8),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,8),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,8),(1,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,9),(1,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,1),(1,9),(1,26),-0.0701156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,11),(1,26),-0.0702028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,1),(1,1),(1,-1),-0.0209762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,8),(8,9),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,26),-0.0517924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,9),(8,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,8),(8,8),(8,-1),-0.032143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,8),(8,7),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,7),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,6),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,6),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,5),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,5),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,4),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,4),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,3),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,8),(8,3),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,1),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,10),0.115377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,11),0.0975001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,12),-0.0687439 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,9),(9,14),-0.0666553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,18),-0.0641505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,26),0.0271137 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,10),(9,11),0.103067 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,10),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,10),(9,26),-0.0592019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,11),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,11),(9,26),-0.0702028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,12),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,12),(9,26),-0.0496571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,14),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,14),(9,26),-0.0687569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,16),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,16),(9,26),-0.0485005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,17),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,17),(9,26),-0.0644857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,18),(9,26),-0.064177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0357876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),0.0703891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.0209762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,7),-0.0371954 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.0438887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,7),(9,-1),0.0726915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0687881 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0660815 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,14),-0.0666589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.0641505 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,20),-0.072515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,23),-0.0676978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,26),0.0260796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,26),-0.0470833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,26),-0.0679543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,14),(11,26),-0.0685334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,26),-0.0485005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,17),(11,26),-0.0644857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,18),(11,26),-0.064177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,20),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,20),(11,26),-0.0556371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,23),(11,26),-0.0722241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,-1),-0.0102475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),0.120637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,26),0.298502 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,26),0.130847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),0.126552 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.042154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.18536 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,26),0.360559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,26),-0.042154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,26),-0.173967 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.109098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,2),-0.0641629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),0.145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,13),(14,-1),-0.0591063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,11),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,11),(14,-1),-0.0694899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,9),(14,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
