# _root_ `` Futures were pulling the stock market higher , '' said Donald Selkin , head of stock-index futures research at Prudential-Bache Securities Inc .
#goldHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,19,22,20,22,11,
#predictedHeads=11,3,11,3,7,7,4,4,11,11,0,13,11,13,13,15,19,19,16,15,22,20,22,11,
(11,4),(4,10),(4,14),-0.06468 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,15),-0.0641535 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,16),-0.0641744 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,19),-0.0641535 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,20),-0.0641753 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,22),-0.0641515 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,23),-0.0641515 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,25),-0.0687162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,11),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,14),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,16),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,20),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,25),-0.0856022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,13),(4,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,16),-0.0645067 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,20),-0.0645117 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,25),-0.0680623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,14),(4,15),-0.0646242 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,16),-0.0658659 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,19),-0.0646242 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,20),-0.0658659 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,22),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,23),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,25),-0.0560251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,15),(4,16),-0.0652331 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,19),-0.0641538 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,20),-0.0653593 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,22),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,23),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,25),-0.0778504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,16),(4,19),-0.0642044 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,20),-0.0660609 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,25),-0.0704294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,19),(4,20),-0.0653593 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,19),(4,22),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,19),(4,23),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,19),(4,25),-0.0778349 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,20),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,20),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,20),(4,25),-0.0621835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,22),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,22),(4,25),-0.0680626 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,23),(4,25),-0.0680623 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,3),-0.0728494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,2),-0.0241636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,1),-0.0727925 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,-1),-0.0107875 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,3),(4,2),-0.042204 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,3),(4,1),-0.0420927 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,3),(4,-1),-0.068242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,2),(4,1),-0.0474067 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,2),(4,-1),-0.0330321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,1),(4,-1),-0.0456986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,6),0.101811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,25),-0.165557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,6),(5,25),-0.0649352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,4),-0.0426414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,3),0.0494122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,5),(5,5),(5,-1),-0.19783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,4),(5,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,5),(5,4),(5,-1),-0.0431294 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,3),(5,-1),0.0414148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,7),0.0763235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.082788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,9),0.0751748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,10),0.112837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,11),-0.0687897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,13),-0.0682432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,15),-0.0504526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,25),-0.0654107 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.102406 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,9),0.0794083 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,10),0.109443 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,11),-0.0642609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,7),(6,13),-0.0649751 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,15),-0.0646113 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,25),-0.0551057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,9),0.102714 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,8),(6,25),-0.044869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,10),0.0907057 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,11),-0.0736989 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,9),(6,13),-0.0646776 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,15),-0.0742588 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,9),(6,25),-0.0452331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,10),(6,11),-0.0641471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,10),(6,13),-0.0648725 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,15),-0.0646588 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,10),(6,25),-0.0471276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,11),(6,13),-0.0642072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,11),(6,25),-0.072488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,13),(6,15),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,13),(6,25),-0.0795547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,15),(6,25),-0.0600421 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,5),-0.0486771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,4),-0.00202425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),-0.0173012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,4),-0.042888 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,-1),0.151212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,4),(6,-1),-0.0222335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,8),0.0827245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.0669576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,10),0.112837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.0687897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,13),-0.0681646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,14),-0.0641583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,15),-0.0504542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,16),0.0102211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,25),-0.0536337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.102714 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,16),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,25),-0.044869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,10),0.0906981 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,11),-0.0735999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,13),-0.0646676 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,14),-0.065503 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,15),-0.0742586 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,16),-0.0676798 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,25),-0.0523571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,11),-0.0641471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,13),-0.0648725 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,14),-0.0651161 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,15),-0.0646588 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,16),-0.0652916 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,25),-0.0471351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,11),(7,13),-0.0642072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,14),-0.0675479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,16),-0.0641506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,25),-0.0699876 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,13),(7,14),-0.0676741 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,15),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,16),-0.0651126 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,25),-0.0793937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,14),(7,15),-0.0742586 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,14),(7,16),-0.0676798 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,14),(7,25),-0.0523571 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,15),(7,16),-0.0650695 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,15),(7,25),-0.0611069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,16),(7,25),0.0168808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,6),-0.0147926 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,5),-0.0548089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,4),0.00240554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,3),-0.022031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,2),-0.0608895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,1),-0.0553437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,-1),0.019723 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,6),(7,5),-0.00479548 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,4),-0.0474737 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,3),-0.0448098 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,2),-0.0405994 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,1),-0.0428608 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,-1),-0.079748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,5),(7,4),-0.042888 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,3),-0.0440566 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,2),-0.044168 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,1),-0.057974 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,5),(7,-1),0.150591 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,4),(7,3),-0.0431878 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,2),-0.0438721 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,1),-0.0419827 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,4),(7,-1),-0.0176698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,3),(7,2),-0.0420224 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,3),(7,1),-0.0428603 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,3),(7,-1),-0.0956207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,2),(7,1),-0.0484624 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,2),(7,-1),-0.0596309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,1),(7,-1),-0.0523072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,9),0.100615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,10),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,11),-0.0641461 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,8),(8,13),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,15),-0.0649172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,16),-0.0641723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,20),-0.0641723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,25),-0.0565379 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,9),(8,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,9),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,16),-0.0643095 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,20),-0.0643095 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,9),(8,25),-0.0669194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,10),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,11),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,11),(8,25),-0.0648719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,13),(8,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,13),(8,25),-0.0671156 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,14),(8,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,16),-0.0643095 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,20),-0.0643095 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,14),(8,25),-0.0669194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,15),(8,16),-0.0643237 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,20),-0.0643237 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,15),(8,25),-0.0454696 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,16),(8,20),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,16),(8,25),-0.0665365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,20),(8,25),-0.0663371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0239008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.0239001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.0336336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,4),-0.043426 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,3),-0.0438799 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,2),-0.045346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),-0.0236939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0420377 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,3),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,1),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.0214103 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,3),-0.0420206 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,1),-0.042012 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.0214102 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,-1),-0.0335861 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,4),(8,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,-1),-0.0441419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,3),(8,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,3),(8,-1),-0.044706 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,2),(8,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,2),(8,-1),-0.0453091 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,1),(8,-1),-0.0420123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,25),0.0755431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,8),-0.0446216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),0.0758757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,-1),-0.0446273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,10),(10,25),-0.0198566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,10),(10,9),-0.0425168 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,7),-0.0506873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,10),(10,10),(10,-1),-0.00350045 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,10),(10,9),(10,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,9),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,8),(10,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,10),(10,8),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,10),(10,7),(10,-1),-0.0515216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,13),-0.0903333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,14),0.00279804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.0290064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.0606913 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,19),-0.028567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,25),0.0498572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,14),-0.107541 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,15),-0.0668032 # DEPENDENCYPART_GRANDSIBL
