# _root_ 9.83 % , standard conventional fixedrate mortgages ; 7.875 % , 2 % rate capped one-year adjustable rate mortgages .
#goldHeads=2,0,2,7,7,7,2,2,10,2,10,13,14,19,14,19,19,19,10,2,
#predictedHeads=2,0,2,7,7,7,2,2,10,2,10,13,19,19,14,19,19,19,10,2,
(16,15),(15,7),(15,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,7),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,7),(15,-1),-0.0474203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,6),(15,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,6),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,6),(15,3),-0.0420882 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,6),(15,2),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,6),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,6),(15,-1),-0.0511813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,5),(15,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,5),(15,3),-0.0420882 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,5),(15,2),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,5),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,5),(15,-1),-0.0511813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,4),(15,3),-0.0420882 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,4),(15,2),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,4),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,4),(15,-1),-0.0511813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,3),(15,2),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,3),(15,1),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,3),(15,-1),-0.0448313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,2),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,2),(15,-1),-0.0306345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,1),(15,-1),-0.0452821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,18),-0.0500175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),-0.0729605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,21),-0.0282302 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.102779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),0.0222869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.0648504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,-1),-0.0641772 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,19),-0.0192325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),-0.0420145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.115939 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,19),(18,21),-0.0393128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,20),(18,21),-0.0434916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0935139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.0935139 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,14),-0.0646018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.0646018 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.0652003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.0472845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.103121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,14),-0.0648205 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.0648205 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.0642079 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.0877799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,14),-0.0648205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.0648205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.0642079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.0875954 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,14),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.0878072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.0895275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,-1),-0.0567799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),-0.0430542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,21),-0.150385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,20),(19,21),-0.0430856 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,18),0.128412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,17),0.0532557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,16),0.0532557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,19),(19,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,14),-0.0667443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,13),-0.0667443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,12),-0.0664919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,11),-0.0642822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,10),-0.0667443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,9),-0.0664919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,7),-0.0646886 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,6),-0.0643236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,5),-0.0643236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,4),-0.0643236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,3),-0.0642822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,2),-0.0667443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,1),-0.0664919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),-0.0536246 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,17),0.107418 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,16),0.107428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,18),(19,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,11),-0.0641527 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,3),-0.0641527 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,18),(19,-1),-0.051445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,16),0.0993079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,17),(19,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,14),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,13),-0.0641735 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,12),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,10),-0.0641735 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,9),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,6),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,5),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,4),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,2),-0.0641735 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,1),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,17),(19,-1),-0.0945583 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,16),(19,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,14),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,13),-0.0641735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,12),-0.0641661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,10),-0.0641735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,9),-0.0641661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,6),-0.0642308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,5),-0.0642308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,4),-0.0642308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,2),-0.0641735 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,1),-0.0641661 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,16),(19,-1),-0.0945894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,15),(19,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,15),(19,-1),-0.0643309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,14),(19,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,11),-0.0641527 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,3),-0.0641527 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,14),(19,-1),-0.051445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,13),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,11),-0.0641562 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,3),-0.0641562 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,13),(19,-1),-0.0515126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,12),(19,11),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,10),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,3),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,12),(19,-1),-0.098784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,11),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,9),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,7),-0.0642253 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,6),-0.0641621 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,5),-0.0641621 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,4),-0.0641621 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,1),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,11),(19,-1),-0.0678812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,10),(19,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,3),-0.0641562 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,10),(19,-1),-0.0515126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,9),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,3),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,9),(19,-1),-0.098784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,7),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,7),(19,-1),-0.0189608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,6),(19,5),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,4),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,2),-0.0641735 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,1),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,6),(19,-1),-0.0945484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,5),(19,4),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,2),-0.0641762 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,1),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,5),(19,-1),-0.0946141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,4),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,4),(19,2),-0.0641735 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,4),(19,1),-0.0641661 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,4),(19,-1),-0.0945484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,3),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,3),(19,1),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,3),(19,-1),-0.0678812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,2),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,19),(19,2),(19,-1),-0.0515126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,1),(19,-1),-0.098784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,20),(20,20),(20,21),-0.0639826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,20),(20,19),0.102659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,20),(20,20),(20,-1),-0.0824443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,20),(20,19),(20,-1),-0.0641733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,16),0.0979328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,17),-0.0645422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,15),(15,18),-0.0657669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,19),-0.0646826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,21),-0.0791977 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,16),(15,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,16),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,16),(15,21),-0.0691628 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,17),(15,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,17),(15,21),-0.0691628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,18),(15,19),-0.064153 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,18),(15,21),-0.040461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,19),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,19),(15,21),-0.0581057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,20),(15,21),-0.0641537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,15),(15,14),-0.0355733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,13),-0.0362202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,12),-0.045602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,11),-0.0278747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,10),-0.0362202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,9),-0.0455596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,8),-0.0430368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,7),-0.0414146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,6),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,5),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,4),-0.0525012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,3),-0.0278747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,2),-0.0362202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,1),-0.0455596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,15),(15,15),(15,-1),-0.0456194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,15),(15,14),(15,13),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,11),-0.0403694 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,10),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,4),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,3),-0.0403694 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,2),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,14),(15,-1),-0.0299301 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,13),(15,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,11),-0.0405238 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,10),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,8),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
