# _root_ Guber-Peters 's net income in the latest quarter compared with a net loss of $ 6.9 million , or 62 cents a share , in the year-earlier period .
#goldHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
#predictedHeads=4,1,4,9,4,8,8,5,0,9,13,13,10,13,14,15,15,15,15,21,19,23,21,15,13,28,28,25,9,
(8,1),(1,8),(1,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,10),-0.0647192 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,13),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,14),-0.0652928 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,19),-0.0641541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,23),-0.0641531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,1),(1,8),(1,30),-0.0760016 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,1),(1,9),(1,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,18),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,24),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,9),(1,30),-0.0756213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,10),(1,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,14),-0.0642278 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,18),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,19),-0.0653073 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,23),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,24),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,10),(1,30),-0.038568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,13),(1,14),-0.0652928 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,19),-0.0641541 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,23),-0.0641531 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,13),(1,30),-0.0760016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,14),(1,18),-0.0641498 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,14),(1,19),-0.0664147 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,14),(1,23),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,14),(1,24),-0.0641498 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,14),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,14),(1,30),-0.0445956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,18),(1,19),-0.0649963 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,18),(1,23),-0.067523 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,18),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,18),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,18),(1,30),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,19),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,19),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,19),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,19),(1,30),-0.0920723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,23),(1,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,23),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,23),(1,30),-0.0763087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,24),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,1),(1,24),(1,30),-0.0562611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,29),(1,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,1),(1,1),(1,-1),0.0341821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,2),(2,4),0.100189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,5),0.107792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,30),0.157512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,4),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,2),(2,4),(2,30),-0.0686085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,5),(2,30),-0.0635545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,2),(2,2),(2,1),-0.0541845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,2),(2,2),(2,-1),0.0224393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,2),(2,1),(2,-1),-0.0537129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,4),0.0755795 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,5),0.0613591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,30),0.0920609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,4),(3,5),0.102217 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,4),(3,30),-0.0720048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,5),(3,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,5),(3,30),-0.132376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,9),(3,30),-0.0496262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,3),(3,2),-0.0576256 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,1),-0.0530894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,3),(3,3),(3,-1),0.0761012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,3),(3,2),(3,1),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(8,3),(3,2),(3,-1),-0.0558198 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,3),(3,1),(3,-1),-0.0512417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,5),0.150149 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,6),0.0602292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,7),0.123292 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,8),-0.0685451 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,4),(4,9),-0.0669771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,10),-0.0762413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,13),-0.0685451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,14),-0.0776502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,18),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,19),-0.0664972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,23),-0.0685451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,24),-0.0646903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,25),-0.0768288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,28),-0.0685451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,30),0.0407727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,5),(4,6),0.102981 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,7),0.103062 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,5),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,10),-0.0653576 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,14),-0.0653568 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,18),-0.0641899 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,19),-0.065204 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,24),-0.0641899 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,25),-0.0655401 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,5),(4,30),-0.0662077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,7),0.103013 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,6),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,10),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,14),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,25),-0.0641476 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,6),(4,30),-0.111704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,7),(4,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,7),(4,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,7),(4,30),-0.0722551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,8),(4,9),-0.0641538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,10),-0.0642285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,13),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,14),-0.0642983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,18),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,19),-0.0644931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,23),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,24),-0.0644558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,25),-0.0642288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,28),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,8),(4,30),-0.0605656 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,9),(4,10),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,14),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,18),-0.0641711 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,19),-0.0641586 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,24),-0.0641711 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,25),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,9),(4,30),-0.0654778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,10),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,14),-0.0649794 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,18),-0.0641899 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,19),-0.0651839 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,24),-0.0641899 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,25),-0.0651627 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,10),(4,30),-0.0693997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,13),(4,14),-0.0642983 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,18),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,19),-0.0644931 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,23),-0.064316 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,24),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,25),-0.0642288 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,28),-0.064316 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,13),(4,30),-0.060889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,14),(4,18),-0.0642079 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,19),-0.0660483 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,24),-0.0642079 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,25),-0.065361 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,14),(4,30),-0.0688391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,18),(4,19),-0.0651202 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,23),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,24),-0.0651949 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,25),-0.0658375 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,28),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,18),(4,30),-0.0726611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,19),(4,23),-0.0644559 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,19),(4,24),-0.0642197 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,19),(4,25),-0.0663512 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,19),(4,28),-0.0644559 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,19),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,19),(4,30),-0.0865237 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,23),(4,24),-0.0644558 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,23),(4,25),-0.0642288 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,23),(4,28),-0.064316 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,23),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,23),(4,30),-0.0603232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,24),(4,25),-0.0658375 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,24),(4,28),-0.0769853 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,24),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,24),(4,30),-0.0726611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,25),(4,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,25),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,25),(4,30),-0.0662077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,28),(4,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,28),(4,30),-0.0600431 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,29),(4,30),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,4),(4,3),-0.0520836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,2),-0.042215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,1),-0.0669541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,4),(4,4),(4,-1),0.0562145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,4),(4,3),(4,2),-0.0435801 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,1),-0.042185 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,3),(4,-1),-0.0314695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,2),(4,1),-0.0420212 # DEPENDENCYPART_GRANDSIBL
(8,4),(4,2),(4,-1),-0.0495484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,4),(4,1),(4,-1),0.0406402 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,6),0.0979612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,7),0.152194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,8),-0.0796988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,5),(5,9),-0.0661715 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,10),-0.0618096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,13),-0.0796988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,30),-0.0222813 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,6),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,6),(5,30),-0.0583445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,7),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,7),(5,30),-0.0190332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,8),(5,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,10),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,8),(5,30),-0.105108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,9),(5,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,9),(5,30),-0.0744897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,10),(5,13),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,10),(5,30),-0.108307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,13),(5,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,13),(5,30),-0.104101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,29),(5,30),-0.064147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,5),(5,4),-0.0240002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,2),-0.0466995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,1),-0.0117209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,5),(5,5),(5,-1),-0.202683 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,5),(5,4),(5,2),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,1),-0.050288 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,4),(5,-1),0.0426398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,2),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,5),(5,2),(5,-1),-0.0427292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,5),(5,1),(5,-1),-0.00921565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,7),0.100432 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,9),-0.0641838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,6),(6,6),(6,30),0.21144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,6),(6,7),(6,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,6),(6,7),(6,30),-0.0667808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,9),(6,30),-0.0685265 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,6),(6,6),(6,-1),0.140869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,8),-0.0641596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,7),(7,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,10),-0.0645487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,13),-0.0641596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,14),-0.0645495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,7),(7,30),-0.0376777 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,8),(7,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,7),(7,8),(7,30),-0.0689812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,7),(7,9),(7,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,7),(7,9),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
