# _root_ Ilford , for example , recently introduced a black-and-white film that can be processed quickly by color labs .
#goldHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
#predictedHeads=7,7,7,3,7,7,0,10,10,7,12,10,12,13,14,14,18,16,7,
(7,10),(10,4),(10,-1),-0.0496227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,3),(10,2),-0.0671036 # DEPENDENCYPART_GRANDSIBL
(7,10),(10,3),(10,-1),0.0768613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,10),(10,2),(10,-1),-0.0363016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,13),-0.0279654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,20),0.101108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,13),(11,20),-0.0317271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,11),(11,11),(11,10),0.0961017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,11),(11,11),(11,-1),0.172124 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,11),(11,10),(11,-1),-0.0708892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,13),-0.0204733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,14),-0.0394138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,15),-0.0664012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,16),-0.0541265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,18),-0.0180357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,19),-0.0431104 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,20),-0.0996442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,13),(12,14),-0.0438943 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,15),-0.0423768 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,16),-0.0238143 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,18),-0.0439567 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,19),-0.0737106 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,13),(12,20),-0.0220376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,14),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,18),-0.0422003 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,14),(12,20),-0.0352598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,15),(12,16),-0.0458601 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,18),-0.0400467 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,19),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,15),(12,20),-0.0475635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,16),(12,18),-0.0422958 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,19),-0.0460945 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,16),(12,20),-0.00863731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,18),(12,19),-0.0425344 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,18),(12,20),-0.0237153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,19),(12,20),-0.063898 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,12),(12,11),0.0915593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,10),0.0768281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,9),0.101111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,7),0.0998273 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,12),(12,6),-0.0596864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,5),-0.041881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,4),-0.0411806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,3),-0.0276131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,2),-0.041881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,1),-0.0590635 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,12),(12,-1),-0.171986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,11),(12,10),0.10291 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,7),0.102941 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,11),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,5),-0.0641917 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,4),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,3),-0.0641651 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,2),-0.0641917 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,11),(12,-1),-0.0643915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,9),0.102843 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,7),0.102454 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,10),(12,6),-0.0578919 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,5),-0.0691079 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,4),-0.0643249 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,3),-0.0596286 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,2),-0.0691079 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,1),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,10),(12,-1),-0.0555933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,9),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,5),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,4),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,3),-0.0644132 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,2),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,9),(12,-1),-0.0696975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,7),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,5),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,4),-0.0641643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,2),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,12),(12,7),(12,-1),-0.0685434 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,12),(12,6),(12,5),-0.065702 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,4),-0.0647204 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,3),-0.0645729 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,2),-0.065702 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,1),-0.0649702 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,6),(12,-1),-0.0637534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,5),(12,4),-0.0665647 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,5),(12,3),-0.0802865 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,5),(12,2),-0.0643499 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,5),(12,1),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,5),(12,-1),-0.119254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,4),(12,3),-0.0596286 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,4),(12,2),-0.0691079 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,4),(12,1),-0.0641587 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,4),(12,-1),-0.0555933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,3),(12,2),-0.0650358 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,3),(12,1),-0.0641583 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,3),(12,-1),-0.0661094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,2),(12,1),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(7,12),(12,2),(12,-1),-0.119254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,12),(12,1),(12,-1),-0.0338666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,14),-0.0480916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,15),-0.0644373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,16),-0.0688723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,18),-0.0645835 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,19),-0.0434436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,20),-0.111214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,14),(13,15),-0.0420149 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,16),-0.0420353 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,19),-0.0420875 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,14),(13,20),-0.05799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,15),(13,16),-0.0341969 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,18),-0.0451891 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,19),-0.0420286 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,15),(13,20),-0.0839132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,16),(13,18),-0.0420964 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,19),-0.0436822 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,16),(13,20),-0.0401333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,18),(13,19),-0.0471682 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,18),(13,20),-0.0475039 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,19),(13,20),-0.0596466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,13),(13,11),0.0976215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,10),0.0877362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,7),0.10043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,13),(13,6),-0.0531563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,5),-0.0514466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,3),-0.0554898 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,2),-0.0514466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,1),-0.0641671 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,13),(13,-1),-0.0517572 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,11),(13,10),0.103067 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,11),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,3),-0.0641609 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,11),(13,-1),-0.0537521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,7),0.103061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,10),(13,6),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,5),-0.0641685 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,3),-0.0644547 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,2),-0.0641685 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,10),(13,-1),-0.0879682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,7),(13,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,13),(13,7),(13,-1),-0.0674298 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,13),(13,6),(13,5),-0.0642012 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,3),-0.0641901 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,2),-0.0642012 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,6),(13,-1),-0.0511414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,5),(13,3),-0.0652709 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,1),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,5),(13,-1),-0.05543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,3),(13,2),-0.0647717 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,3),(13,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,3),(13,-1),-0.0843268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,2),(13,1),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(7,13),(13,2),(13,-1),-0.05543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,13),(13,1),(13,-1),-0.0660032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,15),-0.021593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,16),-0.0548972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,17),0.0109725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,18),-0.0271406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,19),-0.0470027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,20),0.0188275 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,15),(14,16),-0.0513712 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,17),-0.0507479 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,18),-0.0412038 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,19),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,15),(14,20),-0.0161622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,16),(14,17),-0.0379905 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,18),-0.0466323 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,19),-0.0446095 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,16),(14,20),-0.016568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,17),(14,18),-0.0424382 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,19),-0.0427585 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,17),(14,20),-0.0143634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,18),(14,19),-0.0432483 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,18),(14,20),-0.0498848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,19),(14,20),-0.0542862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,14),(14,12),0.108981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,11),0.0973142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,10),0.0956946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,7),0.0970134 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,14),(14,6),-0.0757903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,3),-0.0249098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,1),-0.0663197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,14),(14,-1),-0.110056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,12),(14,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,12),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,12),(14,-1),-0.0494498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,10),0.103066 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,11),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,5),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,3),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,2),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,11),(14,-1),-0.0373006 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,7),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,10),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,5),-0.0644813 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,3),-0.0650064 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,2),-0.0644813 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,10),(14,-1),-0.0521176 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,7),(14,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,5),-0.0641464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,2),-0.0641464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,14),(14,7),(14,-1),-0.0629132 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,14),(14,6),(14,5),-0.0642167 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,3),-0.0658072 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,2),-0.0642167 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,1),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,6),(14,-1),-0.100806 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,5),(14,3),-0.0667739 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,5),(14,2),-0.0642156 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,5),(14,1),-0.0642275 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,5),(14,-1),-0.0299213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,3),(14,2),-0.0658264 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,3),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,3),(14,-1),-0.0424921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,2),(14,1),-0.0642275 # DEPENDENCYPART_GRANDSIBL
(7,14),(14,2),(14,-1),-0.0299213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,14),(14,1),(14,-1),-0.0781634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,16),-0.0500569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,17),-0.016181 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,18),-0.0127147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,20),-0.00387393 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,16),(15,17),-0.0466766 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,18),-0.0484014 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,16),(15,20),-0.0385904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,17),(15,18),-0.042122 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,17),(15,20),-0.0235539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,18),(15,20),-0.0139388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,15),(15,14),0.0898763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,11),0.0973338 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,15),(15,15),(15,-1),-0.067997 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,15),(15,14),(15,11),0.103066 # DEPENDENCYPART_GRANDSIBL
(7,15),(15,14),(15,-1),-0.0785675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,15),(15,11),(15,-1),-0.0552842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,17),-0.0533902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,18),-0.113413 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,19),-0.0420755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,20),-0.168887 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,17),(16,18),-0.0444847 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,19),-0.0434256 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,17),(16,20),0.0526514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,18),(16,19),-0.0421407 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,18),(16,20),-0.0415813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,19),(16,20),-0.0504415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,16),(16,15),0.148001 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,11),0.150571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,16),(16,16),(16,-1),-0.0337328 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,16),(16,15),(16,11),0.10285 # DEPENDENCYPART_GRANDSIBL
(7,16),(16,15),(16,-1),-0.0390704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,16),(16,11),(16,-1),-0.00271514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,18),(18,19),-0.044045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,20),0.129806 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,18),(18,19),(18,20),-0.032681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,18),(18,18),(18,17),0.0922425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,16),0.148706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,15),0.131269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,14),0.0894843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,11),0.0719341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,10),0.0922425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,9),0.144036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,2),-0.0645901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,18),(18,18),(18,-1),-0.135088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,18),(18,17),(18,16),0.0989857 # DEPENDENCYPART_GRANDSIBL
