# _root_ Concerning your Sept. 19 article `` Wall Street Firms Link Analysts ' Pay to Performance , '' I 'm delighted that Wall Street is finally tuning in to the hard , cold facts of the real working world .
#goldHeads=19,5,5,5,1,5,9,9,10,5,13,11,10,10,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
#predictedHeads=19,5,5,5,1,5,9,9,5,5,13,11,10,13,14,19,19,19,0,19,20,23,24,21,24,24,26,26,33,33,33,33,28,33,38,38,38,34,19,
(21,24),(24,32),(24,38),-0.0397932 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,32),(24,39),-0.0502614 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,32),(24,40),0.0440264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,33),(24,34),-0.0112513 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,33),(24,38),-0.0380297 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,33),(24,39),-0.02182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,33),(24,40),-0.0512293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,34),(24,38),-0.0527228 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,34),(24,39),-0.0462882 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,34),(24,40),-0.0511372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,38),(24,39),-0.025979 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,38),(24,40),0.0498036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,39),(24,40),-0.0822929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,24),(24,23),0.126122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,22),0.124088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,21),0.0698805 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,24),(24,20),-0.0641495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,19),-0.0642028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,18),-0.065162 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,16),-0.0642272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,15),-0.0742823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,14),-0.0641851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,13),-0.0742823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,11),-0.065676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,10),-0.0642028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,9),-0.0656748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,8),-0.0656748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,7),-0.0656748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,5),-0.0742823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,4),-0.0643849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,3),-0.0656748 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,1),-0.0676576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,24),(24,-1),-0.18537 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,23),(24,22),0.0709606 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,21),0.104727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,23),(24,20),-0.0641722 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,19),-0.0643204 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,15),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,14),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,13),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,10),-0.0643204 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,23),(24,-1),-0.0179797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,22),(24,21),0.104728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,22),(24,20),-0.0641722 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,19),-0.0643204 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,15),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,14),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,13),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,10),-0.0643204 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,22),(24,-1),-0.0201077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,21),(24,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,19),-0.0642296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,16),-0.0641712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,15),-0.0650314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,14),-0.0641462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,13),-0.0650314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,10),-0.0642296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,6),-0.0642662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,5),-0.0650314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,24),(24,21),(24,-1),-0.00840454 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,24),(24,20),(24,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,16),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,20),(24,-1),-0.0494147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,19),(24,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,17),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,6),-0.0655435 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,19),(24,-1),-0.03131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,18),(24,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,16),-0.065225 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,14),-0.0641969 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,18),(24,-1),-0.0647514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,17),(24,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,17),(24,-1),-0.064572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,16),(24,15),-0.0644228 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,14),-0.0642048 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,13),-0.0644228 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,11),-0.0644748 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,10),-0.0661552 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,9),-0.0644748 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,8),-0.0644748 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,7),-0.0644748 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,6),-0.0642664 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,5),-0.0644228 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,3),-0.0644748 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,1),-0.064607 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,16),(24,-1),-0.131353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,15),(24,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,13),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,10),-0.0641473 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,6),-0.0674858 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,5),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,1),-0.0641745 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,15),(24,-1),0.0625634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,14),(24,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,6),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,14),(24,-1),-0.035201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,13),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,10),-0.0641473 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,6),-0.0674858 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,5),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,1),-0.0641745 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,13),(24,-1),0.0580097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,11),(24,10),-0.0643204 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,11),(24,-1),-0.0183535 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,10),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,6),-0.0655435 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,10),(24,-1),-0.0312897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,9),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,9),(24,-1),-0.0183471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,8),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,8),(24,-1),-0.0179797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,7),(24,6),-0.0641783 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,7),(24,5),-0.0644573 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,7),(24,4),-0.0644792 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,7),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,7),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,7),(24,-1),-0.0201077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,6),(24,5),-0.0655882 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,6),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,6),(24,3),-0.0641544 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,6),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,6),(24,-1),-0.0770766 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,5),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,5),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,5),(24,1),-0.0641745 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,5),(24,-1),0.0572236 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,4),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,4),(24,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,4),(24,-1),-0.0691472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,3),(24,1),-0.064182 # DEPENDENCYPART_GRANDSIBL
(21,24),(24,3),(24,-1),-0.0183529 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,24),(24,1),(24,-1),0.0595121 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,26),(26,27),-0.0366425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,28),-0.0912139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,29),-0.0376202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,30),-0.0326028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,31),-0.0643665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,32),-0.0325665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,33),-0.0255089 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,34),-0.141974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,36),-0.0326083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,38),-0.0243749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,39),-0.0420584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,26),(26,26),(26,40),-0.0826284 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,26),(26,27),(26,28),-0.0307604 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,29),-0.0399668 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,30),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,31),-0.0522753 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,32),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,33),-0.0518239 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,34),-0.019884 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,36),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,38),-0.0489648 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,39),-0.0441832 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,27),(26,40),-0.0411589 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,28),(26,29),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,30),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,31),-0.00678407 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,33),-0.0447018 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,34),-0.0553664 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,38),-0.0276904 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,39),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,28),(26,40),-0.036188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,26),(26,29),(26,30),-0.0426572 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,29),(26,31),-0.0424228 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,29),(26,32),-0.0426572 # DEPENDENCYPART_GRANDSIBL
(21,26),(26,29),(26,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
