# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,10,10,
(12,17),(17,8),(17,-1),-0.0708321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,7),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,7),(17,-1),-0.0597428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,6),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,6),(17,-1),-0.064161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,5),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,5),(17,-1),-0.0597428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,3),(17,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,3),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,3),(17,-1),-0.0696471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,2),(17,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,2),(17,-1),-0.0684807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,1),(17,-1),-0.0642564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,20),-0.0377281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,21),-0.00730974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,22),-0.0267495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,23),-0.00724807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,25),-0.0433981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,27),-0.0612311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,28),-0.0312357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,29),-0.0321513 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,30),-0.0262688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,20),(19,21),-0.039491 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,22),-0.042408 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,23),-0.039491 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,25),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,27),-0.0425914 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,28),-0.0422941 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,29),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,20),(19,30),0.00283014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,21),(19,22),-0.0424497 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,23),-0.0481315 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,25),-0.0391885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,27),-0.0530714 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,28),-0.0405405 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,29),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,21),(19,30),0.000288639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,22),(19,23),-0.0415346 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,25),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,27),-0.0427552 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,28),-0.0429847 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,29),-0.0420659 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,22),(19,30),-0.0279471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,23),(19,25),-0.0391885 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,27),-0.0530686 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,28),-0.040524 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,29),-0.0421982 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,23),(19,30),0.00156754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,25),(19,27),-0.0425914 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,28),-0.0422941 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,29),-0.0420912 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,25),(19,30),-0.00161134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,27),(19,28),-0.0333875 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,29),-0.0420588 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,27),(19,30),-0.0811627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,28),(19,29),-0.0420664 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,28),(19,30),-0.000659876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,29),(19,30),-0.0432042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,19),(19,18),0.0767818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,16),0.102936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,15),0.0999657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,19),(19,19),(19,-1),-0.00057212 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,19),(19,18),(19,16),0.101752 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,15),0.0983141 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,18),(19,-1),-0.0331206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,16),(19,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,19),(19,16),(19,-1),-0.064281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,19),(19,15),(19,-1),-0.0754007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.162849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,3),0.104768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,5),0.104792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,6),0.102198 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,7),0.104759 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,8),0.118153 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,9),0.108322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,10),0.130697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,13),-0.0677353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,1),(1,14),-0.0641654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,17),-0.0648138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,20),-0.0655073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,21),-0.0779358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,22),-0.064566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,30),0.119821 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,3),0.0989218 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,5),0.101553 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,6),0.102989 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,7),0.101553 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,8),0.114159 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,9),0.102872 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,10),0.102866 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,13),-0.064511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,2),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,2),(1,30),0.00388914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,5),0.102938 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,7),0.102938 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,8),0.109477 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,13),-0.0641851 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,3),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,21),-0.0653604 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,3),(1,30),-0.068794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,6),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,7),0.102496 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,8),0.102178 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,10),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,5),(1,14),-0.0641725 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,21),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,5),(1,30),-0.0676295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,7),0.102926 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,8),0.103061 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,6),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,6),(1,30),-0.0649799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,8),0.102178 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,10),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,7),(1,14),-0.0641725 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,21),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,7),(1,30),-0.0679292 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,10),0.102983 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,8),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,17),-0.0641643 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,21),-0.0641673 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,29),-0.064167 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,8),(1,30),-0.053931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,9),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,9),(1,30),-0.065616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,10),(1,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,10),(1,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,10),(1,30),-0.0509882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,13),(1,14),-0.0641725 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,21),-0.0642142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,13),(1,30),-0.0674748 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,14),(1,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,17),-0.0641643 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,21),-0.0641673 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,29),-0.064167 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,14),(1,30),-0.053931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,15),(1,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,15),(1,30),-0.0659907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,17),(1,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,17),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,17),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,17),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,17),(1,30),-0.0658332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,20),(1,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,20),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,20),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,20),(1,30),-0.00116732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,21),(1,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,21),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,21),(1,30),-0.068794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,22),(1,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,1),(1,22),(1,30),-0.0706409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,29),(1,30),-0.064167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),-0.0742338 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.144573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,5),0.0900707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),0.118857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.0901818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,8),0.12692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,10),0.092565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,30),-0.0899332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,5),0.102945 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.102945 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,8),0.0988948 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,10),0.103018 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,30),-0.152273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,5),(2,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,7),0.102169 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,8),0.109549 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,30),-0.0557968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,8),0.103066 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,30),-0.051049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,8),0.109549 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,30),-0.0556841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,8),(2,10),0.103013 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,8),(2,30),-0.0286073 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,30),-0.0715488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,29),(2,30),-0.0642033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,1),-0.0408763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),0.0905411 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),-0.0478608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.100202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.0732499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.0958016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.0747376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,8),0.191743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.0931868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,13),-0.0793291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,3),(3,14),-0.0644931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,17),-0.065962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,30),0.027831 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.102983 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.102983 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,8),0.116779 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,4),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,30),-0.0575317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,8),0.0995658 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,30),-0.114234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,8),0.103043 # DEPENDENCYPART_GRANDSIBL
