# _root_ BMA 's investment banker , Alex . Brown & Sons Inc. , has been authorized to contact possible buyers for the unit .
#goldHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
#predictedHeads=4,1,4,13,4,8,8,4,8,9,10,4,0,13,14,15,16,19,17,19,22,20,13,
(13,16),(16,19),(16,20),-0.0446418 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,24),-0.0575521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,24),-0.058324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.100775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,8),-0.0641707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0632733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.0656415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,8),(16,-1),-0.097614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.0316225 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.0244788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0636583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),-0.0172011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,23),-0.0447946 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,24),-0.0820865 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0420876 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0523933 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.0434279 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,23),-0.0358493 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,24),-0.0394054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0393938 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0442005 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,23),-0.0440645 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,24),-0.014581 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,22),-0.0415285 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,23),-0.0429964 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,24),-0.064564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,22),(17,23),-0.0428179 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,22),(17,24),-0.0576891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,23),(17,24),-0.0386866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,4),-0.0640119 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.117974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,4),(17,-1),-0.0893907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,20),-0.0661356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,22),-0.0855473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,23),-0.0446267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,24),0.0659041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,20),(19,22),-0.0515234 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,23),-0.0429207 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,20),(19,24),-0.0281251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,22),(19,23),-0.0437355 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,22),(19,24),-0.0575463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,23),(19,24),-0.0455939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,19),(19,18),0.174659 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,17),0.0993733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,15),0.0622649 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,14),0.0622637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,10),-0.0668071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,8),-0.0668071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,6),-0.0668071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,1),-0.0668071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,19),(19,-1),-0.167897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,18),(19,17),0.102884 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,15),0.0903999 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,14),0.0903991 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,10),-0.0677073 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,8),-0.0677073 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,6),-0.0677073 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,1),-0.0677073 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,18),(19,-1),-0.0136908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,17),(19,15),0.103062 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,14),0.103062 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,17),(19,-1),-0.067097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,15),(19,14),0.103045 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,10),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,8),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,6),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,1),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,15),(19,-1),-0.137727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,14),(19,10),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,8),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,6),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,1),-0.0644027 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,-1),-0.137738 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,10),(19,8),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,10),(19,6),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,10),(19,1),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,10),(19,-1),-0.112397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,8),(19,6),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,8),(19,1),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,8),(19,-1),-0.112397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,6),(19,1),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,6),(19,-1),-0.112397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,1),(19,-1),-0.112397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,21),-0.0345838 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,22),-0.0560207 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,23),-0.0422726 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,24),-0.0835322 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,21),(20,22),-0.0432268 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,23),-0.042169 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,21),(20,24),-0.0439892 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,22),(20,23),-0.043262 # DEPENDENCYPART_GRANDSIBL
(13,20),(20,22),(20,24),-0.0629713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,23),(20,24),-0.0515328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,20),(20,20),(20,19),0.106126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,20),(20,20),(20,-1),-0.121343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,20),(20,19),(20,-1),-0.0497243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,24),0.117371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,23),(23,-1),0.142291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,4),(4,5),0.106157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,6),0.15051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,7),0.102859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,8),0.150359 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,9),0.106811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,10),0.15051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,11),0.150503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,12),0.106157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,13),0.10366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,14),-0.0647057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,4),(4,15),-0.0647057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,16),-0.0645665 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,20),-0.0573288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,22),-0.0677342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,24),-0.118966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,5),(4,6),0.107331 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,8),0.107331 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,9),0.10059 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,10),0.107331 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,11),0.107331 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,13),0.103542 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,14),-0.0644505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,5),(4,15),-0.0644505 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,16),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,20),-0.0648922 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,22),-0.0646088 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,5),(4,24),-0.0507668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,6),(4,7),0.10299 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,8),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,9),0.106131 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,10),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,11),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,12),0.106105 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,6),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,16),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,6),(4,24),-0.0469375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,7),(4,8),0.101231 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,10),0.101231 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,11),0.101231 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,7),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,7),(4,24),-0.0645776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,8),(4,9),0.106131 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,10),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,11),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,12),0.106105 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,8),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,16),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,8),(4,24),-0.047009 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,9),(4,10),0.103028 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,11),0.103028 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,12),0.104213 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,13),0.103066 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,14),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,9),(4,15),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,20),-0.064378 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,9),(4,24),-0.0639307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,10),(4,11),0.117655 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,12),0.106105 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,10),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,16),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,10),(4,24),-0.0468976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,11),(4,12),0.106102 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,13),0.103064 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,11),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,16),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,11),(4,24),-0.0469012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,12),(4,13),0.103542 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,14),-0.0644505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,12),(4,15),-0.0644505 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,16),-0.0641517 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,20),-0.0648922 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,22),-0.0646088 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,12),(4,24),-0.0507668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,13),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,13),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,16),-0.0641604 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,20),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,22),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,13),(4,24),-0.0664595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,14),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,14),(4,24),-0.0976252 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,15),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,15),(4,24),-0.0975201 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,16),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,16),(4,22),-0.0642013 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,16),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,16),(4,24),-0.0592792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,20),(4,22),-0.0598036 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,20),(4,23),-0.0641515 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,20),(4,24),-0.0418186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,22),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,22),(4,24),-0.0474028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,23),(4,24),-0.0645776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,4),(4,3),-0.0646371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,2),-0.0530741 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,1),-0.00745719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,4),(4,4),(4,-1),0.00668055 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,4),(4,3),(4,2),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,3),(4,1),-0.0388208 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,3),(4,-1),-0.0512424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,2),(4,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(14,4),(4,2),(4,-1),-0.0580308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,4),(4,1),(4,-1),-0.0459859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,5),(5,5),(5,24),-0.104092 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,5),(5,5),(5,-1),-0.0906744 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,6),(6,7),0.10297 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,8),0.0954498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,9),0.116618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,10),0.0954498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,11),0.0949491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,12),0.133776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,24),-0.099671 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,7),(6,8),0.103061 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,10),0.103061 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,11),0.103061 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,7),(6,24),-0.0651584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,8),(6,9),0.102164 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,10),0.0844441 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,11),0.0844441 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,12),0.102709 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,8),(6,24),-0.0638918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,9),(6,10),0.102335 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,11),0.102335 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,12),0.0987896 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,9),(6,24),-0.0597894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,10),(6,11),0.0844441 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,12),0.102709 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,10),(6,24),-0.0638918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,11),(6,12),0.103058 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,11),(6,24),-0.0646532 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,12),(6,24),-0.0437639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,6),(6,5),-0.0659979 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,4),-0.0472696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,3),-0.0473345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,1),-0.0335257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,6),(6,6),(6,-1),0.031913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,6),(6,5),(6,4),-0.0434977 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,3),-0.0434977 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,1),-0.041225 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,5),(6,-1),-0.071514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,4),(6,3),-0.042012 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,4),(6,1),-0.0414812 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,4),(6,-1),-0.0480797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,3),(6,1),-0.041546 # DEPENDENCYPART_GRANDSIBL
(14,6),(6,3),(6,-1),-0.0480797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,6),(6,1),(6,-1),0.00106841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,7),(7,7),(7,9),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,10),0.102354 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,7),(7,7),(7,24),-0.0590256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,7),(7,9),(7,10),0.10307 # DEPENDENCYPART_GRANDSIBL
