# _root_ Similarly , Agfa is sponsoring scores of photography contests at high schools and colleges , offering free black-and-white film and paper as prizes .
#goldHeads=4,4,4,0,4,5,6,9,7,9,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
#predictedHeads=4,4,4,0,4,5,6,9,7,5,12,10,12,13,5,5,19,19,16,19,20,16,22,4,
(12,9),(9,24),(9,25),-0.0648767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,9),(9,8),-0.0934615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,7),-0.00382736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,6),-0.05801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,5),-0.0293721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,3),-0.0606469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,2),0.0985932 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,1),-0.0471491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,9),(9,9),(9,-1),-0.0107292 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,9),(9,8),(9,7),-0.0458985 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,6),-0.0423561 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,5),-0.0420356 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,3),-0.0420992 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,2),-0.0720147 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,1),-0.0428338 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,8),(9,-1),-0.0536074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,7),(9,6),-0.0534226 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,5),-0.0430336 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,3),-0.0427442 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,2),0.0309186 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,1),-0.0348848 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,7),(9,-1),-0.19314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,6),(9,5),-0.0422246 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,3),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,2),-0.0772519 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,1),-0.0424239 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,6),(9,-1),0.0767389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,5),(9,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,2),-0.0392565 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,1),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,5),(9,-1),-0.0523015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,3),(9,2),-0.0463039 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,1),-0.0420949 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,3),(9,-1),-0.0504312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,2),(9,1),-0.0328569 # DEPENDENCYPART_GRANDSIBL
(12,9),(9,2),(9,-1),-0.077669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,9),(9,1),(9,-1),-0.0238418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,11),0.147363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,12),-0.0837996 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,10),(10,13),-0.0668145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,14),-0.0837996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,15),-0.0649949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,16),-0.0729593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.0707262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,24),-0.0649233 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,25),-0.027357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,25),-0.0282821 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,25),-0.0764728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,25),-0.0724564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,14),(10,25),-0.0764713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,25),-0.0423657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,25),-0.0760921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,25),-0.101736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,24),(10,25),-0.0649233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0270436 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0581254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.070571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.286952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,7),-0.0342857 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.0481444 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0697171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,1),-0.0420815 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.0200315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.091656 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,13),-0.0874384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,25),0.10499 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,25),-0.128347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,-1),0.0567856 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,14),0.209914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,15),0.0543533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,16),-0.0730159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,17),-0.00430657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,18),-0.00381332 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,19),0.242454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,21),0.247342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,23),0.208952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,13),(13,13),(13,25),-0.292471 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,14),(13,15),-0.054473 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,16),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,17),-0.0451497 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,18),-0.0451497 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,19),-0.0515622 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,21),-0.0515031 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,23),-0.0525953 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,14),(13,25),0.345048 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,15),(13,16),-0.0534752 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,17),-0.0505916 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,18),-0.0505916 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,19),-0.0188018 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,21),-0.0188018 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,23),0.00803721 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,15),(13,25),-0.0569847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,16),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,19),-0.0425558 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,21),-0.0425558 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,23),-0.0423363 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,16),(13,25),-0.0832289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,17),(13,18),-0.0421273 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,19),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,21),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,23),-0.0445948 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,17),(13,25),0.00143584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,18),(13,19),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,21),-0.0429251 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,23),-0.0445948 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,18),(13,25),0.00192909 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,19),(13,21),-0.0472748 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,23),-0.0445941 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,19),(13,25),0.264004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,21),(13,23),-0.0445941 # DEPENDENCYPART_GRANDSIBL
(12,13),(13,21),(13,25),0.268953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,23),(13,25),0.343975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,-1),-0.00598215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),0.0975897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,16),-0.0293722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,17),-0.0972588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0970622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,19),-0.0934615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,20),0.0280007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,21),-0.0926314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,22),-0.00654375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,23),-0.05801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,25),-0.0108793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,16),-0.0431965 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,17),-0.0490711 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,18),-0.0490672 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,19),-0.0306988 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,20),0.056357 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,21),-0.0293399 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,22),-0.0657778 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,23),0.0414406 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,25),-0.077669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,16),(14,17),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,18),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,19),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,20),-0.0403119 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,21),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,22),-0.0420253 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,23),-0.042085 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,16),(14,25),-0.0523015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,17),(14,18),-0.0441349 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,19),-0.0455201 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,20),-0.0425168 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,21),-0.0455201 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,22),-0.0430164 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,23),-0.0428491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,17),(14,25),-0.100685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,19),-0.0455201 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,20),-0.0425168 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,21),-0.0455201 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,22),-0.0430164 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,23),-0.0428491 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,18),(14,25),-0.100484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,19),(14,20),-0.0470745 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,21),-0.0419987 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,22),-0.0453237 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,23),-0.0423561 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,19),(14,25),-0.0536074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,20),(14,21),-0.0456936 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,22),-0.0568849 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,23),-0.0548915 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,20),(14,25),0.253444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,21),(14,22),-0.0453237 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,23),-0.0423576 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,21),(14,25),-0.0525779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,22),(14,23),-0.0510335 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,22),(14,25),-0.189185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,23),(14,25),0.0767389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,12),0.0898078 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,11),-0.0647441 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),0.0222705 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,12),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,12),(14,-1),-0.0933804 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,11),(14,-1),-0.0541029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,25),-0.0681141 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,15),(15,-1),-0.115193 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,17),-0.0773611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),-0.0773611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0119323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.0618685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,21),-0.0111717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.0292101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0327185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.230736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0420537 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,21),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0498281 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0699379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,21),-0.0420295 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0498281 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0699379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.0424632 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,21),-0.047955 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0239441 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0449289 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0422819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),0.0108918 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,21),-0.0426835 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,22),-0.0385693 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),-0.0458552 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.125393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,21),(16,22),-0.0239441 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,23),-0.0449289 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,24),-0.0422819 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,21),(16,25),0.0117885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,23),-0.0470348 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,24),-0.0422988 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,25),-0.0857324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,25),-0.0451914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,25),-0.0429983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.123252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.0918177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.10166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.0918177 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,10),-0.0900147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.065075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),0.16391 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.103058 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.102787 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.103058 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,10),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.0515217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.101606 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,10),-0.0642184 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.0885172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.103057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.0795112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,10),-0.0642184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.0885172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,10),(16,-1),-0.096488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,1),(16,-1),-0.0460953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,17),(17,18),-0.0369877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,19),-0.0436751 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,20),-0.0812215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,21),-0.043839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,23),-0.0261316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,17),(17,17),(17,25),0.0498114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,17),(17,18),(17,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,23),-0.0420554 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,18),(17,25),0.0432314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,19),(17,20),-0.0427148 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,23),-0.0420139 # DEPENDENCYPART_GRANDSIBL
(12,17),(17,19),(17,25),-0.0523485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,17),(17,20),(17,21),-0.0421203 # DEPENDENCYPART_GRANDSIBL
