# _root_ UAL , the takeover stock at the center of Friday 's 190.58-point market plunge , fell 56 7\/8 to 222 7\/8 on nearly 2.3 million shares .
#goldHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
#predictedHeads=16,1,5,5,1,5,8,6,8,14,10,14,14,9,1,0,18,16,16,21,19,16,26,23,23,22,16,
(22,19),(19,25),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,25),(19,28),-0.0900202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,26),(19,28),0.0500916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,19),(19,18),-0.0320046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,17),-0.0356364 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,14),-0.0380344 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,1),-0.0451362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,19),(19,19),(19,-1),-0.0958396 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,19),(19,18),(19,17),-0.0421867 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,14),-0.0433073 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,1),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,18),(19,-1),-0.0285203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,17),(19,14),-0.0433073 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,17),(19,1),-0.0420121 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,17),(19,-1),-0.0321522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,14),(19,1),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(22,19),(19,14),(19,-1),-0.039181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,19),(19,1),(19,-1),-0.0362515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,21),0.109832 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,22),-0.0659787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,20),(20,23),-0.0642937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,25),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,28),-0.22614 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,21),(20,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,21),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,21),(20,28),-0.072952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,22),(20,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,22),(20,28),-0.059057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,23),(20,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,23),(20,28),-0.0141934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,25),(20,28),-0.0729935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,20),(20,19),-0.010194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,18),-0.118643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,17),-0.118041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,20),(20,20),(20,-1),-0.0170872 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,20),(20,19),(20,18),-0.0301827 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,17),-0.0301827 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,19),(20,-1),-0.0702317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,18),(20,17),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(22,20),(20,18),(20,-1),-0.0761636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,20),(20,17),(20,-1),-0.0758108 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,22),-0.0659787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,23),-0.0642937 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,24),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,25),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,26),-0.064177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,28),-0.226219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,22),(21,28),-0.059057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,23),(21,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,23),(21,28),-0.0141934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,24),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,24),(21,28),-0.0697223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,25),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,25),(21,28),-0.0694718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,26),(21,28),-0.0580707 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,21),(21,20),-0.118099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,19),-0.0102883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,18),-0.1187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,17),-0.118099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,6),-0.0589736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,1),-0.054038 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),-0.0137218 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,19),-0.0456035 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,18),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,17),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,6),-0.0439612 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,1),-0.0465401 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),-0.0758681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,19),(21,18),-0.0301827 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,17),-0.0301827 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,6),-0.0395531 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,1),-0.0363766 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,-1),-0.0702317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,18),(21,17),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,6),-0.0439612 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,1),-0.0465401 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,-1),-0.0762209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,17),(21,6),-0.0439612 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,1),-0.0465401 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,-1),-0.0758681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,6),(21,1),-0.042504 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,6),(21,-1),-0.0591273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,1),(21,-1),-0.0242818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,24),-0.052753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,25),-0.0527537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,26),-0.0530884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,28),0.00444717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,24),(23,25),-0.0279583 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,24),(23,28),-0.0535844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,25),(23,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,23),(23,25),(23,28),-0.0557017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,26),(23,28),-0.0747258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,23),(23,23),(23,22),0.105272 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,23),(23,21),-0.0667869 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,23),(23,-1),-0.123869 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,22),(23,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,23),(23,22),(23,-1),-0.0615032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,23),(23,21),(23,-1),-0.0969807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,25),-0.132315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,26),-0.0522371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,28),-0.0171932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,25),(24,26),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,25),(24,28),-0.084564 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,26),(24,28),-0.0490639 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,24),(24,23),0.128085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,21),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,20),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,24),(24,24),(24,-1),-0.226242 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,24),(24,23),(24,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,23),(24,-1),-0.0141934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,21),(24,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,24),(24,21),(24,-1),-0.072952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,24),(24,20),(24,-1),-0.072952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,26),-0.0522758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,28),-0.0191663 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,26),(25,28),-0.0491233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,25),(25,24),0.105679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,23),0.126658 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,22),0.106862 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,25),(25,21),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,20),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,18),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,17),-0.0710094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,6),-0.0659788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,25),(25,-1),-0.237365 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,24),(25,23),0.109164 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,22),0.0978389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,24),(25,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,24),(25,-1),-0.0792665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,22),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,23),(25,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,23),(25,-1),-0.0126404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,22),(25,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,25),(25,22),(25,-1),-0.0577085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,25),(25,21),(25,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,21),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,21),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,21),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,21),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,21),(25,-1),-0.0789745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,20),(25,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,20),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,20),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,20),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,20),(25,-1),-0.0789745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,19),(25,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,19),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,19),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,19),(25,-1),-0.0641468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,18),(25,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,18),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,18),(25,-1),-0.0789745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,17),(25,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,25),(25,17),(25,-1),-0.0789745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,25),(25,6),(25,-1),-0.0573459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,26),(26,28),0.175301 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,26),(26,25),0.161637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,24),0.15395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,23),0.0657737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,21),-0.0702651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,20),-0.0702651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,18),-0.0702651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,12),-0.0669507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,9),-0.0737191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,6),-0.0714626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,26),(26,26),(26,-1),-0.110423 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,26),(26,25),(26,24),0.123017 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,23),0.0679643 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,12),-0.0648183 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,9),-0.0643755 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,6),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,25),(26,-1),-0.100954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,24),(26,23),0.0757136 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,12),-0.0648183 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,9),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,6),-0.0642836 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,24),(26,-1),-0.093823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,23),(26,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,23),(26,-1),-0.142799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,21),(26,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,12),-0.0648183 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,9),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,6),-0.0642836 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,21),(26,-1),-0.0931169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,20),(26,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,12),-0.0648183 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,9),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,6),-0.0642836 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,20),(26,-1),-0.0985373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,18),(26,12),-0.0648183 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,9),-0.0643296 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,6),-0.0642836 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,18),(26,-1),-0.0931169 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,12),(26,9),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,12),(26,6),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,12),(26,-1),-0.0395052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,9),(26,6),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(22,26),(26,9),(26,-1),-0.109232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,26),(26,6),(26,-1),-0.108621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,22),0.0988919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,21),(21,24),-0.0661313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,25),-0.0661313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,28),0.0336488 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,22),(21,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,22),(21,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,22),(21,28),-0.0695543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,23),(21,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,23),(21,28),-0.0627509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,24),(21,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,24),(21,28),-0.0681643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,25),(21,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,25),(21,28),-0.0681645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,26),(21,28),-0.0660229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,21),(21,20),-0.0563836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,19),-0.0198641 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,18),-0.0563836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,17),-0.0563836 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,6),-0.0626863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,1),-0.0421688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,21),(21,21),(21,-1),0.119616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,21),(21,20),(21,19),-0.0424803 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,6),-0.0420418 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,20),(21,-1),-0.0617307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,19),(21,18),-0.0432083 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,17),-0.0432083 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,19),(21,-1),-0.0186516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,18),(21,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,6),-0.0420418 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,18),(21,-1),-0.0617307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,17),(21,6),-0.0420418 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,17),(21,-1),-0.0617307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,6),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,21),(21,6),(21,-1),-0.0525474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,21),(21,1),(21,-1),-0.0453683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,22),(22,22),(22,23),-0.0646631 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
