# _root_ Federal National Mortgage Association , a recently hot stock , climbed 4 to 124 on nearly 1.6 million shares .
#goldHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
#predictedHeads=4,4,4,11,4,9,8,9,4,4,0,11,11,13,11,19,16,16,15,11,
(11,2),(2,2),(2,1),-0.0902498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,2),(2,2),(2,-1),0.104017 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,2),(2,1),(2,-1),0.0397692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,4),0.110968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,5),0.0295133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,7),0.0955231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,8),0.156282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,9),0.0782357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,10),0.0295133 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,21),-0.0134197 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,4),(3,5),0.0714283 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,7),0.102947 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,8),0.0933315 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,9),0.108168 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,10),0.0714283 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,20),-0.0641583 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,4),(3,21),-0.0424932 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,5),(3,7),0.102291 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,8),0.115712 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,9),0.111052 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,10),0.0481833 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,20),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,5),(3,21),-0.0778805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,7),(3,8),0.102917 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,9),0.117116 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,10),0.0873217 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,7),(3,21),-0.0640495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,8),(3,9),0.100693 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,10),0.123795 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,8),(3,21),-0.0483246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,9),(3,10),0.194028 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,20),-0.0559858 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,9),(3,21),-0.10032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,10),(3,20),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,10),(3,21),-0.0778805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,20),(3,21),-0.0569787 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,3),(3,2),-0.0899179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,1),-0.0915269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,3),(3,3),(3,-1),0.105905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,3),(3,2),(3,1),-0.0197227 # DEPENDENCYPART_GRANDSIBL
(11,3),(3,2),(3,-1),0.0380094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,3),(3,1),(3,-1),0.034548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,5),0.0260144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,6),0.126595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,7),0.0955231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,8),0.156114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,9),0.0783762 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,10),0.0260144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,11),-0.066605 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,4),(4,12),-0.0686818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,13),-0.0641627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,14),-0.0686818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,15),-0.0201384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,18),-0.0686818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,19),-0.0641812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,21),-0.00934953 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,5),(4,6),0.0982746 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,7),0.102291 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,8),0.115712 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,9),0.109314 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,10),0.0481833 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,11),-0.0793807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,5),(4,12),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,13),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,14),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,15),-0.0684806 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,16),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,18),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,19),-0.0659222 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,20),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,21),-0.079368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,8),0.107052 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,9),0.102555 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,10),0.100296 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,21),-0.0237712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,8),0.102917 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,9),0.117116 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,10),0.0873217 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,13),-0.0641578 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,15),-0.0641633 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,21),-0.0640495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,9),0.100533 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,10),0.123795 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,21),-0.0483317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,10),0.19229 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,11),-0.0641493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,15),-0.0642714 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,19),-0.064166 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,20),-0.0559858 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,21),-0.100936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,10),(4,11),-0.0793807 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,10),(4,12),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,13),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,14),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,15),-0.0684806 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,16),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,18),-0.0642366 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,19),-0.0659222 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,20),-0.0642583 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,21),-0.079368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,11),(4,12),-0.0642809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,14),-0.0642809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,18),-0.0642809 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,20),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,11),(4,21),-0.0843355 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,12),(4,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,15),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,20),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,21),-0.0843149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,13),(4,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,15),-0.064151 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,20),-0.0641586 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,13),(4,21),-0.0578448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,14),(4,15),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,20),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,14),(4,21),-0.0838993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,15),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,20),-0.064175 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,15),(4,21),-0.0151844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,16),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,21),-0.0627372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,18),(4,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,18),(4,20),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,18),(4,21),-0.0839005 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,19),(4,20),-0.0641575 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,19),(4,21),-0.0863887 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,20),(4,21),-0.057029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,3),-0.0910197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,2),-0.0932547 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,1),-0.0948636 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,-1),0.110327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,3),(4,2),-0.0147862 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,3),(4,1),-0.0216121 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,3),(4,-1),0.0360439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,2),(4,1),-0.0220601 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,2),(4,-1),0.0361627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,1),(4,-1),0.0327013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,5),(5,5),(5,21),0.0373756 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,5),(5,5),(5,-1),0.0328557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,6),(6,7),0.0879684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,8),0.110763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,21),-0.144373 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,7),(6,8),0.10306 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,7),(6,21),-0.0760818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,8),(6,21),-0.0578419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,6),(6,5),-0.0449553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,4),-0.0445214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,6),(6,6),(6,-1),-0.176836 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,6),(6,5),(6,4),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(11,6),(6,5),(6,-1),-0.0500054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,6),(6,4),(6,-1),-0.0429986 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,8),0.101268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,9),0.129938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,10),0.0875519 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,11),-0.0642108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,7),(7,12),-0.0658236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,13),-0.0641493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,14),-0.0658236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,15),-0.0661409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,18),-0.0658236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,21),-0.0347443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,8),(7,9),0.102991 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,10),0.0983763 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,13),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,15),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,8),(7,21),-0.0676613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,10),0.102308 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,9),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,15),-0.0642003 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,9),(7,21),-0.0337928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,10),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,15),-0.0648597 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,10),(7,21),-0.0398145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,11),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,11),(7,21),-0.0844082 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,12),(7,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,12),(7,21),-0.0937614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,13),(7,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,15),-0.064149 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,13),(7,21),-0.0735157 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,14),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,14),(7,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,14),(7,21),-0.0937517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,15),(7,18),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,15),(7,21),-0.0379446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,18),(7,21),-0.0894096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,7),(7,6),-0.0509165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,5),-0.00793202 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,7),(7,7),(7,-1),0.0116568 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,7),(7,6),(7,5),-0.0425971 # DEPENDENCYPART_GRANDSIBL
(11,7),(7,6),(7,-1),-0.0485853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,7),(7,5),(7,-1),-0.0245205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,10),0.0684452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,12),-0.0645395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,13),-0.0641545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,21),-0.139214 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,10),(8,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,13),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,10),(8,21),-0.0249313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,12),(8,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,12),(8,21),-0.0793615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,13),(8,21),-0.0375979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,8),(8,7),-0.0571922 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,6),-0.0350105 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,5),-0.0514164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,4),-0.0495091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,3),-0.0495045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,8),(8,8),(8,-1),0.00150574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,8),(8,7),(8,6),-0.0396479 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,5),-0.0382146 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,4),-0.0421721 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,3),-0.0421721 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,7),(8,-1),-0.048538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,6),(8,5),-0.0452582 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,4),-0.043741 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,3),-0.043741 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,6),(8,-1),-0.0260818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,5),(8,4),-0.0477734 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,3),-0.0477734 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,5),(8,-1),-0.0527711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,8),(8,4),(8,3),-0.0462563 # DEPENDENCYPART_GRANDSIBL
(11,8),(8,4),(8,-1),-0.05326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
