# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,12,22,20,3,0,29,27,28,24,28,24,
(28,12),(12,14),(12,17),0.101338 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,20),0.100396 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,22),0.0980247 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,23),0.0959778 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,24),0.101967 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,28),-0.064151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,14),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,14),(12,31),-0.0863968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,15),(12,16),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,20),0.152654 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,22),0.100832 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,23),0.102489 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,24),0.0978247 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,15),(12,29),-0.0641561 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,30),-0.0641608 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,15),(12,31),-0.135739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,16),(12,17),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,20),0.142322 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,22),0.10161 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,23),0.100965 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,24),0.100442 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,16),(12,29),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,30),-0.0641578 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,16),(12,31),-0.124717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,17),(12,20),0.148139 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,22),0.101291 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,23),0.102655 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,24),0.100442 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,17),(12,29),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,30),-0.0641578 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,17),(12,31),-0.120554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,20),(12,22),0.100126 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,20),(12,23),0.118359 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,20),(12,24),0.101745 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,20),(12,28),-0.0645356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,20),(12,29),-0.0643937 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,20),(12,30),-0.0645988 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,20),(12,31),0.112946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,22),(12,23),0.0843439 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,22),(12,24),0.101818 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,22),(12,28),-0.0642598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,22),(12,29),-0.0641694 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,22),(12,30),-0.0641482 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,22),(12,31),-0.0187864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,23),(12,24),0.143041 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,23),(12,28),-0.0751616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,23),(12,29),-0.0654832 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,23),(12,30),-0.064151 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,23),(12,31),-0.0236057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,24),(12,28),-0.0659463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,24),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,24),(12,30),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,24),(12,31),-0.0106147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,28),(12,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,28),(12,30),-0.0641532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,28),(12,31),-0.00831908 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,12),(12,29),(12,30),-0.0641593 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,29),(12,31),-0.0783323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,30),(12,31),-0.0666574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,12),(12,11),-0.0539057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,10),-0.0364007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,8),-0.0298059 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,7),0.00206035 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,6),-0.065626 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,3),-0.0692529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,12),(12,12),(12,-1),-0.0023889 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,12),(12,11),(12,10),-0.0432593 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,11),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,11),(12,7),-0.0458313 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,11),(12,6),-0.0508773 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,11),(12,3),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,11),(12,-1),0.0861433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,10),(12,8),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,10),(12,7),-0.0427413 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,10),(12,6),-0.0427619 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,10),(12,3),-0.0323939 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,10),(12,-1),-0.024452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,8),(12,7),-0.0420195 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,8),(12,6),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,8),(12,3),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,8),(12,-1),-0.0282811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,7),(12,6),-0.00458306 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,7),(12,3),-0.0407188 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,7),(12,-1),-0.0623389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,6),(12,3),-0.0432278 # DEPENDENCYPART_GRANDSIBL
(28,12),(12,6),(12,-1),0.146731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,12),(12,3),(12,-1),-0.0514818 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,14),(14,15),0.139688 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,16),0.12541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,17),0.127269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,19),0.105749 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,20),0.127768 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,23),0.0730371 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,24),0.107411 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,31),-0.184571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,14),(14,15),(14,16),0.102616 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,17),0.102616 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,19),0.101487 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,20),0.126474 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,23),0.086664 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,24),0.0972234 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,15),(14,31),-0.0848513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,16),(14,17),0.102843 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,16),(14,19),0.102099 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,16),(14,20),0.11768 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,16),(14,23),0.0904744 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,16),(14,24),0.100138 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,16),(14,31),-0.0767216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,17),(14,19),0.102082 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,17),(14,20),0.117664 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,17),(14,23),0.0904174 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,17),(14,24),0.100138 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,17),(14,31),-0.0797321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,19),(14,20),0.0987959 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,19),(14,23),0.114809 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,19),(14,24),0.102052 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,19),(14,31),-0.0871616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,20),(14,23),0.0860774 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,20),(14,24),0.0958026 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,20),(14,31),0.0185925 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,23),(14,24),0.138843 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,23),(14,31),-0.0627339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,24),(14,31),-0.068391 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,14),(14,12),-0.059074 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,11),-0.0499267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,14),(14,14),(14,-1),0.0728784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,14),(14,12),(14,11),-0.0394733 # DEPENDENCYPART_GRANDSIBL
(28,14),(14,12),(14,-1),-0.0462635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,14),(14,11),(14,-1),-0.00498727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,15),(15,16),0.0992566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,17),0.0996016 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,18),0.0678941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,19),0.0652631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,20),0.0761342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,21),0.0905349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,22),0.0678936 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,24),0.0739879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,25),0.0995849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,27),0.0678941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,28),-0.0684384 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,15),(15,29),-0.0644839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,31),0.238894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,16),(15,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,16),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,31),-0.068484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,17),(15,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,17),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,31),-0.0681393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,18),(15,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,20),0.102284 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,22),0.103043 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,25),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,27),0.103043 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,18),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,31),-0.0992943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,19),(15,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,22),0.102997 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,27),0.102997 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,28),-0.0642231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,19),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,31),-0.10197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,20),(15,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,22),0.103064 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,27),0.103064 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,20),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,31),-0.0934998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,21),(15,22),0.103061 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,27),0.103061 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,21),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,31),-0.0784314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,22),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,25),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,27),0.103043 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,22),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,31),-0.0992944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,24),(15,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,24),(15,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,24),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,24),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,24),(15,31),-0.0983676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,25),(15,27),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,25),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,25),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,25),(15,31),-0.0676315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,27),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,27),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,27),(15,31),-0.0992943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,28),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,28),(15,31),-0.0958039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,29),(15,31),-0.0721665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,15),(15,14),-0.190578 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,-1),-0.272688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,14),(15,-1),-0.246476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,16),(16,17),0.100113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,18),0.0755421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,19),0.0726584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,20),0.0814966 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,21),0.0933242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,22),0.0755416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,24),0.076419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,28),-0.0672305 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,16),(16,16),(16,29),-0.0643724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,16),(16,31),0.177761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,16),(16,17),(16,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,19),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,17),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,17),(16,31),-0.0674953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,18),(16,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,20),0.102671 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,22),0.103052 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,18),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,18),(16,31),-0.0916587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,19),(16,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,19),(16,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,19),(16,22),0.103021 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,19),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,19),(16,28),-0.0641844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,19),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,19),(16,31),-0.0946347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,20),(16,21),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,20),(16,22),0.103065 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,20),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,20),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,20),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,20),(16,31),-0.0875154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,21),(16,22),0.103065 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,21),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,21),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,21),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,21),(16,31),-0.0751078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,22),(16,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,22),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,22),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,22),(16,31),-0.0916588 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,24),(16,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,24),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,16),(16,24),(16,31),-0.0944517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,28),(16,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,16),(16,28),(16,31),-0.091888 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,16),(16,29),(16,31),-0.070162 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,16),(16,16),(16,-1),-0.229641 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,17),(17,17),(17,18),0.0754554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,19),0.0726287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,20),0.0814567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,21),0.0933179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,22),0.0754548 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,24),0.0764073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,27),0.0754554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,17),(17,17),(17,31),0.147689 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,17),(17,18),(17,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,20),0.102666 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,22),0.103052 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,27),0.103052 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,18),(17,31),-0.0917117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,17),(17,19),(17,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,17),(17,19),(17,21),0.103069 # DEPENDENCYPART_GRANDSIBL
