# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,28,31,25,31,32,16,
(14,24),(24,20),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,4),-0.0641827 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,20),(24,-1),-0.0695458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,19),(24,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,14),0.102882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,19),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,19),(24,-1),-0.0700016 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,17),(24,14),0.103066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,17),(24,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,8),-0.0645104 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,17),(24,-1),-0.0597185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,14),(24,12),-0.0642467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,11),-0.0642081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,6),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,5),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,4),-0.0641571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,3),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,2),-0.0642081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,24),(24,14),(24,-1),-0.0984675 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,24),(24,12),(24,11),-0.0641547 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,6),-0.0642616 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,5),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,4),-0.064148 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,3),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,2),-0.0641547 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,12),(24,-1),-0.0602085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,11),(24,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,6),-0.0642007 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,5),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,3),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,2),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,11),(24,-1),-0.0811794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,9),(24,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,9),(24,-1),-0.0677226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,8),(24,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,5),-0.0641667 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,3),-0.0641667 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,8),(24,-1),-0.0777893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,7),(24,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,7),(24,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,7),(24,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,7),(24,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,7),(24,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,7),(24,-1),0.0172215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,6),(24,5),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,6),(24,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,6),(24,3),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,6),(24,2),-0.0642544 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,6),(24,-1),-0.0846047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,5),(24,4),-0.0641571 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,5),(24,3),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,5),(24,2),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,5),(24,-1),-0.0984675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,4),(24,3),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,4),(24,2),-0.0641744 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,4),(24,-1),-0.067218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,3),(24,2),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(14,24),(24,3),(24,-1),-0.0984917 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,24),(24,2),(24,-1),-0.0811794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,2),(2,3),0.0875263 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,4),0.162545 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,5),0.0873152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,6),0.0713462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,8),0.142395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,9),0.0806674 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,11),0.087365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,12),0.107755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,15),0.0713462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,16),-0.0687897 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,2),(2,18),-0.0643003 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,35),-0.0567034 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,3),(2,4),0.10249 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,5),0.104005 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,6),0.156798 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,8),0.103505 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,9),0.102495 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,11),0.0962181 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,12),0.0925756 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,15),0.156798 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,16),-0.0644175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,3),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,35),-0.0788746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,4),(2,5),0.110533 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,6),0.106657 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,8),0.102191 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,9),0.0994039 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,11),0.101738 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,12),0.117799 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,15),0.106657 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,4),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,35),-0.101125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,5),(2,6),0.156798 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,8),0.103505 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,9),0.102495 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,11),0.0962181 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,12),0.0925756 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,15),0.156798 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,16),-0.0644175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,5),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,35),-0.0788754 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,8),0.0722822 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,9),0.133674 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,11),0.0689508 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,12),0.141703 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,15),0.0925843 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,16),-0.0735999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,18),-0.0702871 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,35),-0.0490724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,8),(2,9),0.10204 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,11),0.112732 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,12),0.0967127 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,15),0.0976649 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,16),-0.0641481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,8),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,8),(2,35),-0.0655293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,9),(2,11),0.102736 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,12),0.103579 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,15),0.117356 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,16),-0.0659463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,9),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,9),(2,35),-0.0644426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,11),(2,12),0.0997418 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,15),0.0775902 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,16),-0.0642609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,11),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,11),(2,35),-0.0578209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,12),(2,15),0.108296 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,12),(2,16),-0.064493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,12),(2,18),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,12),(2,35),0.0494385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,15),(2,16),-0.0735999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,15),(2,18),-0.0702871 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,15),(2,35),-0.0490724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,16),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,16),(2,35),-0.068732 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,18),(2,35),-0.101635 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,2),(2,1),-0.058143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,-1),-0.00337976 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,1),(2,-1),0.1483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,4),0.226498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,5),0.114539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,6),0.0112807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,7),0.101346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,8),0.0966824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,9),0.0473279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,11),0.0734893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,12),0.0995376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,15),0.0112807 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,16),-0.0666054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,3),(3,18),-0.0641689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,20),-0.0641812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,21),-0.0641701 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,22),-0.0658191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,24),-0.0666026 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,28),-0.0212554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,32),-0.0212554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,35),-0.0426222 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,4),(3,5),0.0963144 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,6),0.0874273 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,7),0.10306 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,8),0.102765 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,9),0.125912 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,11),0.110805 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,12),0.109671 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,15),0.0874273 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,16),-0.0642202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,20),-0.0641906 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,24),-0.0642202 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,28),-0.0642344 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,32),-0.0642344 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,35),-0.00388565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,6),0.0891264 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,8),0.102947 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,9),0.101274 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,11),0.106555 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,12),0.112364 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,15),0.0891264 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,16),-0.0641741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,20),-0.0646859 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,21),-0.0673606 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,22),-0.0654627 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,24),-0.0641741 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,28),-0.0648429 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,32),-0.0648429 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,35),-0.0642227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,7),0.100323 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,8),0.10333 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,9),0.148607 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,11),0.127011 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,12),0.0550241 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,15),0.0393518 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,16),-0.0802841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,18),-0.0735997 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,20),-0.0666818 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,21),-0.0650475 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,22),-0.0647204 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,24),-0.0802559 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,28),-0.0688924 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,32),-0.0688924 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,35),-0.0596027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,9),0.103044 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,15),0.103005 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,35),-0.0686671 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,9),0.102529 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,11),0.117089 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,12),0.101588 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,15),0.0867046 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,22),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,28),-0.064169 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,32),-0.064169 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,35),-0.0617715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,11),0.102624 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,12),0.102538 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,15),0.117394 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,22),-0.064171 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,35),-0.0881797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,11),(3,12),0.0923359 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,15),0.212743 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,16),-0.0641493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,11),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,20),-0.064166 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,21),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,22),-0.064148 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,24),-0.0641493 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,28),-0.0643861 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,32),-0.0643861 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,35),-0.106394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,12),(3,15),0.0399164 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,16),-0.0641826 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,12),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,22),-0.0643703 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,24),-0.0641826 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,28),-0.0641833 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,32),-0.0641833 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,35),0.00760703 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,15),(3,16),-0.0802841 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
