# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(14,11),(11,15),(11,31),-0.0653731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,35),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,15),(11,37),-0.0593489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,16),(11,37),-0.0702995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,17),(11,18),-0.064167 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,19),-0.0641887 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,23),-0.0641673 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,27),-0.0641687 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,31),-0.0641674 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,36),-0.064167 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,17),(11,37),-0.053931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,18),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,18),(11,37),-0.0501838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,19),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,19),(11,37),-0.0649799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,20),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,20),(11,37),-0.0661715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,23),(11,24),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,26),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,27),-0.0653613 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,30),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,31),-0.0653741 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,35),-0.0642237 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,23),(11,37),-0.0595845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,24),(11,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,27),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,31),-0.0642632 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,24),(11,37),-0.0683273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,25),(11,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,25),(11,37),-0.0796258 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,26),(11,27),-0.0642142 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,26),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,26),(11,31),-0.0642632 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,26),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,26),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,26),(11,37),-0.0676312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,27),(11,30),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,27),(11,31),-0.0653731 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,27),(11,35),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,27),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,27),(11,37),-0.0598534 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,30),(11,31),-0.0642632 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,30),(11,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,30),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,30),(11,37),-0.0676309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,31),(11,35),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,31),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,31),(11,37),-0.068307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,35),(11,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,35),(11,37),-0.0676322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,36),(11,37),-0.064167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,9),-0.0478964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.0700134 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0348395 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,6),0.0494523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,4),-0.0647398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,3),-0.0700147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,1),0.0709676 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),-0.0724415 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,9),(11,8),-0.0429979 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.042012 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,6),-0.0425098 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,4),-0.0341489 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,3),-0.0429979 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,1),-0.0504078 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0316044 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0421487 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,6),-0.0424254 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,4),-0.0484399 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,3),-0.0428889 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,1),-0.0324667 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.0351444 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,4),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,3),-0.0420178 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,1),-0.0420188 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.0307905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,6),(11,4),-0.0471531 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,3),-0.0433936 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,1),-0.0450899 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,6),(11,-1),0.0570559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,4),(11,3),-0.0530735 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,1),-0.0723793 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,4),(11,-1),-0.0419618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,3),(11,1),-0.0324667 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,3),(11,-1),-0.0351458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,1),(11,-1),0.0357659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,15),-0.0678485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.0650177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,37),0.2717 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,37),-0.0896508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,37),-0.0592343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,-1),0.167317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,15),-0.0695975 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,18),-0.0734228 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,37),0.0788113 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,15),(13,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,15),(13,37),-0.133718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,16),(13,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,13),(13,16),(13,37),-0.0208295 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,18),(13,37),-0.0275785 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,13),(13,13),(13,12),-0.052141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,13),(13,13),(13,-1),0.0655533 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,12),(13,-1),-0.047134 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,16),0.0277968 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),-0.0945356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.0620212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.0364401 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,20),-0.068977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,26),-0.0301125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,27),-0.0379604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,37),-0.202128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0364258 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,18),-0.0454497 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,19),-0.043179 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,20),-0.0420123 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,26),-0.0445799 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,27),-0.0378638 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,37),0.0266186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,18),-0.0166589 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,19),-0.0279115 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,20),-0.0422247 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,26),-0.0707147 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,27),-0.0381643 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,37),0.0187797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,19),-0.0423082 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,20),-0.0420249 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,26),-0.0327388 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,27),-0.0392362 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,37),-0.0536641 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,20),-0.0424973 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,26),-0.04202 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,27),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,37),-0.0672381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,20),(15,26),-0.0512357 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,27),-0.0540313 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,37),-0.0231329 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,26),(15,27),-0.0575557 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,26),(15,37),0.0345906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,27),(15,37),-0.0540015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.0817585 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,-1),0.0364425 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,14),(15,-1),-0.106102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,17),-0.0442189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,18),-0.0589508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,19),-0.0421702 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,20),-0.0468742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,37),0.0767164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,17),(16,18),-0.0448952 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,19),-0.0435803 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,17),(16,37),-0.0324729 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,18),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,20),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,18),(16,37),-0.0704981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,19),(16,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,16),(16,19),(16,37),-0.0372854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,20),(16,37),-0.0338037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,16),(16,15),0.072407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,16),(16,16),(16,14),0.177376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,16),(16,-1),-0.0177255 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,16),(16,15),(16,14),0.102953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,15),(16,-1),-0.0962636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,16),(16,14),(16,-1),-0.0067009 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,37),-0.0321219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,17),(17,17),(17,-1),-0.0487372 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,18),(18,19),-0.185787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,20),-0.0121524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,23),-0.0211943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,26),0.218503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,27),-0.0176357 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,18),(18,37),-0.309679 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,23),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,26),-0.0422201 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,27),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,19),(18,37),-0.187847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,20),(18,23),-0.0447535 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,26),-0.0451502 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,27),-0.0456242 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,20),(18,37),-0.00574482 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,23),(18,26),-0.0474475 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,27),-0.0360245 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,23),(18,37),-0.0941164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,26),(18,27),-0.0777255 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,26),(18,37),0.372343 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,27),(18,37),-0.0984322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,18),(18,-1),0.106576 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,19),(19,20),-0.0522017 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.0397094 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0397121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.00162984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0347455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,25),-0.0470439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,26),-0.0334492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),-0.00686944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,30),-0.0362266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,31),-0.00405011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,35),-0.0357099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,36),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,37),0.0141925 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0420958 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0421089 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.0373214 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.0439571 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,26),-0.0439571 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,27),-0.0386235 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,30),-0.0439571 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,31),-0.0403762 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,35),-0.0439571 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,36),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,37),-0.0576297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0422357 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0430099 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,24),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,26),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,27),-0.042991 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,30),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,31),-0.0431916 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,35),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,36),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,37),-0.0242112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0430117 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,24),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,26),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,27),-0.0429927 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,30),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,31),-0.0431934 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,35),-0.0421695 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,36),-0.0420199 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,37),-0.02423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.039011 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,26),-0.0390113 # DEPENDENCYPART_GRANDSIBL
