# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(20,2),(2,12),(2,15),0.101825 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,16),0.115506 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,23),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,12),(2,24),-0.0595136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,13),(2,14),0.0979847 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,15),0.0834729 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,16),0.0979847 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,23),-0.0643172 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,13),(2,24),0.0597636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,14),(2,15),0.102736 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,14),(2,16),0.0881583 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,14),(2,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,14),(2,24),-0.0652698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,15),(2,16),0.10058 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,23),-0.0641646 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,15),(2,24),-0.17499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,16),(2,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,2),(2,16),(2,24),-0.0643817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,23),(2,24),-0.0670884 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,2),(2,2),(2,1),-0.0534204 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,2),(2,2),(2,-1),0.0356849 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,2),(2,1),(2,-1),0.0190212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,3),(3,3),(3,24),0.00764442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,3),(3,3),(3,2),-0.0509036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,3),(3,3),(3,-1),0.0181123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,3),(3,2),(3,-1),-0.0610388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,4),(4,5),0.117407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,6),0.0846179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,7),0.0262754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,8),0.122893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,9),0.102014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,12),0.119723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,24),-0.128772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,4),(4,5),(4,6),0.0662499 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,5),(4,7),0.0998355 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,5),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,5),(4,9),0.104028 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,5),(4,12),0.108848 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,5),(4,24),-0.0309089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,6),(4,7),0.150416 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,6),(4,8),0.106625 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,6),(4,9),0.161625 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,6),(4,12),0.15335 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,6),(4,24),-0.0882159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,7),(4,8),0.102968 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,7),(4,9),0.10304 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,7),(4,12),0.101301 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,7),(4,24),-0.114734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,8),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,8),(4,12),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,8),(4,24),-0.0533993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,9),(4,12),0.102176 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,9),(4,24),-0.0782977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,12),(4,24),-0.0359809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,4),(4,3),-0.0276958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,2),-0.0104037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,1),-0.0346727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,4),(4,4),(4,-1),-0.0151345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,4),(4,3),(4,2),0.041556 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,3),(4,1),-0.0490554 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,3),(4,-1),-0.116554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,2),(4,1),-0.0452836 # DEPENDENCYPART_GRANDSIBL
(20,4),(4,2),(4,-1),0.0383554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,4),(4,1),(4,-1),-0.035805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,5),(5,6),0.0846179 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,7),0.0262754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,8),0.122893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,9),0.102014 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,12),0.119723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,14),0.109315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,15),0.112981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,24),-0.128772 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,5),(5,6),(5,7),0.150416 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,8),0.106625 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,9),0.161625 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,12),0.15335 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,14),0.0951235 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,15),0.0862409 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,6),(5,24),-0.0882159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,7),(5,8),0.102968 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,9),0.10304 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,12),0.101301 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,14),0.102841 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,15),0.100993 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,7),(5,24),-0.114734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,8),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,12),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,8),(5,24),-0.0533993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,9),(5,12),0.102176 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,14),0.103059 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,15),0.102024 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,9),(5,24),-0.0782977 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,12),(5,14),0.101229 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,15),0.101989 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,12),(5,24),-0.0359809 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,14),(5,15),0.103067 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,14),(5,24),-0.0880327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,15),(5,24),-0.0985865 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,5),(5,4),-0.025682 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,3),-0.0276958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,2),-0.0104037 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,1),-0.0346727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,5),(5,5),(5,-1),-0.0151345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,5),(5,4),(5,3),-0.0359555 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,2),-0.0445094 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,1),-0.0424854 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,4),(5,-1),-0.0309753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,3),(5,2),0.041556 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,3),(5,1),-0.0490554 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,3),(5,-1),-0.116554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,2),(5,1),-0.0452836 # DEPENDENCYPART_GRANDSIBL
(20,5),(5,2),(5,-1),0.0383554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,5),(5,1),(5,-1),-0.035805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,6),(6,6),(6,24),0.00764442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,6),(6,5),-0.0469342 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,6),(6,6),(6,-1),0.0181123 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,6),(6,5),(6,-1),-0.0471613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,7),(7,8),0.126497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,9),0.11419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,11),0.0799273 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,12),0.0799291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,13),0.104938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,14),0.11471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,15),0.100272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,16),0.11471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,17),0.106633 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,18),0.0983396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,20),-0.0669826 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,7),(7,7),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,22),-0.0656942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,23),-0.064861 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,24),-0.097623 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,7),(7,8),(7,9),0.102991 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,11),0.103352 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,12),0.103352 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,13),0.0962537 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,14),0.100308 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,15),0.106428 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,16),0.100308 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,17),0.0965436 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,18),0.117134 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,20),-0.0641504 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,8),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,22),-0.064795 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,23),-0.0644102 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,8),(7,24),-0.0806222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,9),(7,11),0.10293 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,12),0.10293 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,13),0.102776 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,15),0.103031 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,17),0.102776 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,18),0.102441 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,9),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,23),-0.0641904 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,9),(7,24),-0.0602332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,11),(7,12),0.0928727 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,13),0.111958 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,14),0.104496 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,15),0.10159 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,16),0.104496 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,17),0.104282 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,18),0.1061 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,20),-0.0641727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,11),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,22),-0.0641731 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,23),-0.0761156 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,11),(7,24),-0.0898334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,12),(7,13),0.111958 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,14),0.104496 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,15),0.10159 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,16),0.104496 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,17),0.104282 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,18),0.1061 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,20),-0.0641727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,12),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,22),-0.0641731 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,23),-0.0761156 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,12),(7,24),-0.0898383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,13),(7,14),0.100946 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,15),0.0955554 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,16),0.100946 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,17),0.106803 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,18),0.111614 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,20),-0.0641691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,13),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,22),-0.0592242 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,23),-0.070153 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,13),(7,24),-0.0539361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,14),(7,15),0.0982192 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,16),0.102884 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,17),0.0961505 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,18),0.101301 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,20),-0.0641459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,14),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,23),-0.0443547 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,14),(7,24),-0.0858695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,15),(7,16),0.103063 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,17),0.0984697 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,18),0.102388 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,20),-0.0642338 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,15),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,23),-0.0480527 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,15),(7,24),-0.106992 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,16),(7,17),0.0961505 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,16),(7,18),0.101301 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,16),(7,20),-0.0641459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,16),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,16),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,16),(7,23),-0.0443547 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,16),(7,24),-0.0859774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,17),(7,18),0.111593 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,17),(7,20),-0.0641691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,17),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,17),(7,22),-0.0592242 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,17),(7,23),-0.065488 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,17),(7,24),-0.0686424 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,18),(7,20),-0.062267 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,18),(7,21),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,18),(7,22),-0.0646632 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,18),(7,23),-0.0649259 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,18),(7,24),-0.029551 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,20),(7,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,20),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,20),(7,23),-0.0671307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,20),(7,24),-0.0759602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,7),(7,21),(7,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,21),(7,23),-0.0641524 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,21),(7,24),-0.0770538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,22),(7,23),-0.0443547 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,22),(7,24),-0.0858413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,23),(7,24),-0.0301115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,7),(7,6),-0.120734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,5),-0.0540958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,4),-0.0540958 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,3),-0.120734 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,2),0.059006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,1),-0.0535965 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,7),(7,7),(7,-1),-0.0536938 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,7),(7,6),(7,5),-0.0471503 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,6),(7,4),-0.0471503 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,6),(7,3),-0.0438149 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,6),(7,2),-0.0539285 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,6),(7,1),-0.0425955 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,6),(7,-1),-0.0454068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,5),(7,4),-0.0271467 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,5),(7,3),-0.0381385 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,5),(7,2),-0.0449043 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,5),(7,1),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,5),(7,-1),-0.0446412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,4),(7,3),-0.0381385 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,4),(7,2),-0.0449043 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,4),(7,1),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,4),(7,-1),-0.0446412 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,3),(7,2),-0.0539285 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,3),(7,1),-0.0425955 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,3),(7,-1),-0.0454068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,2),(7,1),-0.0421235 # DEPENDENCYPART_GRANDSIBL
(20,7),(7,2),(7,-1),-0.0665511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,7),(7,1),(7,-1),-0.0515099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,8),(8,8),(8,9),0.0880998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,8),(8,8),(8,24),-0.0624785 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,8),(8,9),(8,24),-0.0691181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,8),(8,8),(8,7),-0.0436412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,8),(8,8),(8,5),-0.0437853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,8),(8,8),(8,-1),0.11729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,8),(8,7),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,8),(8,7),(8,-1),-0.0432723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,8),(8,5),(8,-1),-0.0446828 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,9),(9,9),(9,10),0.093046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,11),0.0843805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,12),0.0843805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,13),0.0731656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,14),0.125565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,15),0.0938296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,16),0.125564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,17),0.0733504 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,18),0.159242 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,19),0.0736063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,20),-0.0671008 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,9),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,22),-0.0642406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,23),-0.0644254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,9),(9,9),(9,24),-0.0682885 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,9),(9,10),(9,11),0.103025 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,12),0.103025 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,13),0.102961 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,14),0.103047 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,15),0.103069 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,16),0.103047 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,17),0.102961 # DEPENDENCYPART_GRANDSIBL
(20,9),(9,10),(9,18),0.102607 # DEPENDENCYPART_GRANDSIBL
