# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(18,17),(17,20),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,23),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,25),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,25),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,26),(17,36),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),-0.0877725 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,15),(17,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,2),(2,3),0.0895267 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,4),0.0925996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,5),0.0930885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,6),0.125127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,8),0.0890457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,9),0.0860517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,36),-0.14029 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,2),(2,3),(2,4),0.102541 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,5),0.102648 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,6),0.103014 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,8),0.10302 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,9),0.103065 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,3),(2,36),-0.0756744 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,4),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,6),0.102702 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,8),0.103002 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,9),0.103032 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,4),(2,36),-0.077574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,5),(2,6),0.102702 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,5),(2,8),0.103002 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,5),(2,9),0.103032 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,5),(2,36),-0.0770419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,6),(2,8),0.107132 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,9),0.098201 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,6),(2,36),-0.0598603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,8),(2,9),0.102664 # DEPENDENCYPART_GRANDSIBL
(19,2),(2,8),(2,36),-0.069926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,9),(2,36),-0.0951224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,2),(2,2),(2,1),-0.12421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,2),(2,2),(2,-1),0.032125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,2),(2,1),(2,-1),-0.0371839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,3),(3,4),0.10374 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,5),0.107896 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,6),0.115769 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,7),0.0954232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,8),0.0956126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,9),0.0982407 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,13),0.133175 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,14),0.0974234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,16),0.102095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,19),-0.0658064 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,3),(3,20),-0.06473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,22),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,36),-0.198989 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,4),(3,5),0.102612 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,6),0.103005 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,7),0.102779 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,9),0.103067 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,13),0.0932694 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,14),0.102482 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,16),0.100925 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,4),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,22),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,35),-0.051179 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,4),(3,36),-0.0461954 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,5),(3,6),0.103005 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,7),0.102779 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,9),0.103067 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,13),0.0932855 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,14),0.102577 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,16),0.100957 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,5),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,22),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,35),-0.051179 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,5),(3,36),-0.0466573 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,6),(3,7),0.103037 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,8),0.103012 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,9),0.102976 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,13),0.105983 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,14),0.0956756 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,16),0.101112 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,19),-0.0641555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,6),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,22),-0.0654044 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,35),-0.0548265 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,6),(3,36),-0.0849753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,13),0.103031 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,14),0.10237 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,16),0.1026 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,7),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,22),-0.0641856 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,7),(3,36),-0.0607653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,8),(3,9),0.103065 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,13),0.101777 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,14),0.102387 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,16),0.104281 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,8),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,22),-0.0641847 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,35),-0.0565898 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,8),(3,36),-0.080676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,9),(3,13),0.119551 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,14),0.102111 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,16),0.103044 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,9),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,22),-0.0645107 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,35),-0.0652663 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,9),(3,36),-0.0794579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,13),(3,14),0.103397 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,13),(3,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,13),(3,19),-0.065154 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,13),(3,20),-0.0641742 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,13),(3,22),-0.0641518 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,13),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,13),(3,36),-0.0876468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,14),(3,16),0.099151 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,14),(3,19),-0.0641465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,14),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,14),(3,22),-0.064146 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,14),(3,35),-0.0536025 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,14),(3,36),-0.0690631 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,16),(3,19),-0.0642123 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,16),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,16),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,16),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,16),(3,36),-0.0542129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,19),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,19),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,19),(3,35),-0.0641475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,19),(3,36),-0.0890243 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,20),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,20),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,20),(3,36),-0.0669366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,22),(3,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,22),(3,36),-0.0876468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,35),(3,36),-0.0259915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,3),(3,2),-0.0180569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,1),-0.0180531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,3),(3,3),(3,-1),-0.0761039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,3),(3,2),(3,1),-0.0412305 # DEPENDENCYPART_GRANDSIBL
(19,3),(3,2),(3,-1),-0.0717171 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,3),(3,1),(3,-1),-0.0707407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,4),(4,5),0.100906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,6),0.129723 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,7),0.0899224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,8),0.0949971 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,9),0.100061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,12),0.0900187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,13),0.0983944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,14),0.108721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,36),-0.0337989 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,4),(4,5),(4,6),0.103002 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,13),0.103062 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,14),0.103038 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,5),(4,36),-0.066376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,6),(4,7),0.10306 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,8),0.10268 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,9),0.10146 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,12),0.10306 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,13),0.107889 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,14),0.104832 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,6),(4,36),-0.0651839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,7),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,7),(4,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,7),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,7),(4,13),0.102738 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,7),(4,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,7),(4,36),-0.0917003 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,8),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,8),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,8),(4,13),0.103051 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,8),(4,14),0.10305 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,8),(4,36),-0.0484855 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,9),(4,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,9),(4,13),0.102998 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,9),(4,14),0.102809 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,9),(4,36),-0.0730847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,12),(4,13),0.102738 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,12),(4,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,12),(4,36),-0.0904019 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,13),(4,14),0.100715 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,13),(4,36),-0.0679177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,14),(4,36),-0.0836587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,4),(4,3),-0.0393488 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,2),-0.0365475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,1),-0.0346361 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,4),(4,4),(4,-1),-0.0908278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,4),(4,3),(4,2),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,3),(4,1),-0.0420365 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,3),(4,-1),-0.0282051 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,2),(4,1),-0.0400296 # DEPENDENCYPART_GRANDSIBL
(19,4),(4,2),(4,-1),-0.0497491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,4),(4,1),(4,-1),-0.0489026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,5),(5,6),0.129731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,7),0.0899227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,8),0.0950005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,9),0.100063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,10),0.102409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,12),0.090019 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,13),0.0983947 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,14),0.10873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,16),0.10301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,23),-0.0647466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,5),(5,5),(5,36),-0.0586516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,5),(5,6),(5,7),0.10306 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,8),0.10268 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,9),0.10146 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,12),0.10306 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,13),0.107894 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,14),0.104832 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,16),0.103034 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,22),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,23),-0.0641504 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,35),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,6),(5,36),-0.0577505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,7),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,13),0.102738 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,22),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,23),-0.0642659 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,7),(5,36),-0.0879929 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,8),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,13),0.103051 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,14),0.10305 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,16),0.103056 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,23),-0.0645636 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,8),(5,36),-0.0484782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,9),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,13),0.102998 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,14),0.102809 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,16),0.103068 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,23),-0.0641522 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,35),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,9),(5,36),-0.0730844 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,10),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,13),0.103069 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,14),0.103068 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,10),(5,36),-0.0648179 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,12),(5,13),0.102738 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,14),0.103039 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,22),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,23),-0.0642659 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,12),(5,36),-0.0866944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,13),(5,14),0.100717 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,13),(5,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,13),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,13),(5,23),-0.0676994 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,13),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,13),(5,36),-0.0679129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,14),(5,16),0.103061 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,14),(5,22),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,14),(5,23),-0.0641637 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,14),(5,35),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,14),(5,36),-0.083655 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,16),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,16),(5,23),-0.0641501 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,16),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,16),(5,36),-0.064599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,22),(5,23),-0.0676994 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,22),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,5),(5,22),(5,36),-0.0679129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,5),(5,23),(5,35),-0.0641496 # DEPENDENCYPART_GRANDSIBL
