# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(17,15),(15,13),(15,12),-0.0425891 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,11),-0.0331459 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,10),-0.042388 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,9),-0.0373928 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,8),-0.0446535 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,7),-0.0420483 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,6),-0.042445 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,13),(15,-1),-0.0010716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,12),(15,11),-0.0412724 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,10),-0.0425291 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,9),-0.0405108 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,8),-0.0428705 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,7),-0.042051 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,6),-0.044464 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,12),(15,-1),-0.0410147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,11),(15,10),-0.0474806 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,9),-0.0562991 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,8),-0.0473769 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,7),-0.0505035 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,6),-0.0428895 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,11),(15,-1),-0.000839417 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,10),(15,9),-0.0469328 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,10),(15,8),-0.0455447 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,10),(15,7),-0.0443314 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,10),(15,6),-0.0420444 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,10),(15,-1),-0.00825378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,9),(15,8),-0.028358 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,9),(15,7),-0.064544 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,9),(15,6),-0.0367692 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,9),(15,-1),-0.0454043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,8),(15,7),-0.0441676 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,8),(15,6),-0.0444834 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,8),(15,-1),-0.0650319 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,7),(15,6),-0.0466024 # DEPENDENCYPART_GRANDSIBL
(17,15),(15,7),(15,-1),-0.0547837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,15),(15,6),(15,-1),-0.00932669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,26),-0.0596076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,16),(16,-1),-0.0847564 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,19),-0.0652327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,20),-0.0607595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,21),-0.154787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,24),-0.125091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,18),(18,18),(18,26),0.453142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,19),(18,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,21),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,24),-0.0420853 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,19),(18,26),-0.0625514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,20),(18,21),-0.0420889 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,24),-0.0420317 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,20),(18,26),-0.0716015 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,21),(18,24),-0.0412832 # DEPENDENCYPART_GRANDSIBL
(17,18),(18,21),(18,26),-0.225961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,24),(18,26),-0.203057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,18),(18,18),(18,17),0.0837448 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,18),(18,-1),0.0229142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,18),(18,17),(18,-1),-0.0706392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,19),(19,20),-0.0356316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,26),-0.0191304 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,20),(19,26),-0.0337476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,19),(19,19),(19,18),0.0942615 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,19),(19,19),(19,-1),-0.17407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,19),(19,18),(19,-1),-0.0744594 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,21),-0.03839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,22),-0.136549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,23),-0.0317326 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,24),-0.0174351 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,26),-0.0834364 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,21),(20,22),-0.0342787 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,23),-0.0323251 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,24),-0.0469343 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,21),(20,26),-0.0941254 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,22),(20,23),-0.0447476 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,24),-0.0464718 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,22),(20,26),-0.105615 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,23),(20,24),-0.044936 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,23),(20,26),-0.0677595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,24),(20,26),-0.0428351 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,20),(20,19),0.0820421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,18),0.102875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,15),-0.0683376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,10),-0.0674892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,20),(20,20),(20,-1),-0.346457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,20),(20,19),(20,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,19),(20,-1),-0.096199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,18),(20,15),-0.064148 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,18),(20,-1),-0.074517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,15),(20,10),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(17,20),(20,15),(20,-1),0.0269681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,20),(20,10),(20,-1),0.00391888 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,22),-0.0889323 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,23),-0.0343043 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,24),-0.0846439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,25),-0.0465462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,26),0.116149 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,22),(21,23),-0.0533299 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,24),-0.0542357 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,25),-0.0402784 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,22),(21,26),0.00882677 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,23),(21,24),-0.0439789 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,23),(21,26),-0.0549036 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,24),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,24),(21,26),-0.00982057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,25),(21,26),-0.0335356 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,21),(21,20),0.0947678 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,19),0.121755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,18),0.0874499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,17),0.0730286 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,21),(21,16),-0.0641967 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,12),-0.071304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,11),-0.0624717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,21),(21,-1),-0.247753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,20),(21,19),0.110943 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,18),0.100911 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,17),0.101027 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,20),(21,16),-0.0641766 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,12),-0.0654755 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,20),(21,-1),-0.00841213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,19),(21,18),0.121925 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,17),0.123903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,19),(21,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,11),-0.0677731 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,19),(21,-1),-0.122214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,17),0.101405 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,18),(21,16),-0.0644238 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,12),-0.064146 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,11),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,18),(21,-1),-0.0945116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,17),(21,16),-0.0643798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,12),-0.064146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,11),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,21),(21,17),(21,-1),-0.10784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,21),(21,16),(21,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,11),-0.0644255 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,16),(21,-1),-0.0785944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,12),(21,11),-0.0677731 # DEPENDENCYPART_GRANDSIBL
(17,21),(21,12),(21,-1),-0.122214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,21),(21,11),(21,-1),-0.107083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,23),-0.0819983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,24),-0.125091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,25),-0.0420237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,22),(22,22),(22,26),0.453142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,22),(22,23),(22,24),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,23),(22,26),-0.0818084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,24),(22,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,22),(22,24),(22,26),-0.203057 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,25),(22,26),-0.042575 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,22),(22,22),(22,-1),0.0229142 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,23),(23,26),0.0621505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,23),(23,23),(23,-1),-0.152377 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,24),(24,25),-0.0457022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,26),0.106883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,25),(24,26),-0.0453672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,24),(24,23),0.179555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,21),0.0957821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,20),0.116379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,19),0.0823422 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,24),(24,24),(24,-1),-0.136796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,24),(24,23),(24,21),0.137798 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,20),0.0998114 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,19),0.130966 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,23),(24,-1),-0.039645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,21),(24,20),0.119607 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,19),0.0801713 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,21),(24,-1),-0.0277185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,20),(24,19),0.110768 # DEPENDENCYPART_GRANDSIBL
(17,24),(24,20),(24,-1),-0.0498896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,24),(24,19),(24,-1),-0.0170192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,25),(25,25),(25,26),-0.0926194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,25),(25,25),(25,-1),-0.0917729 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,18),-0.0589021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,17),(17,19),-0.0642753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,20),-0.0661368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,21),-0.0811073 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,22),-0.0589021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,23),-0.0642121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,24),-0.0684414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,26),0.0307452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,18),(17,19),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,21),-0.0644303 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,23),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,24),-0.0642264 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,18),(17,26),-0.0674629 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,19),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,19),(17,26),-0.0972105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,20),(17,26),-0.0576079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,21),(17,22),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,21),(17,26),-0.0657023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,22),(17,23),-0.0641526 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,24),-0.0642264 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,22),(17,26),-0.0674629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,23),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,23),(17,26),-0.0729512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,24),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,24),(17,26),-0.0543752 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,25),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,17),(17,16),-0.0602313 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,15),-0.0372489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,11),-0.0526556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,17),(17,17),(17,-1),0.211784 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,17),(17,16),(17,15),-0.0440209 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,11),-0.0175199 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,16),(17,-1),-0.0404781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,15),(17,11),-0.0493949 # DEPENDENCYPART_GRANDSIBL
(18,17),(17,15),(17,-1),-0.11002 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,17),(17,11),(17,-1),-0.0140648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,20),-0.0363193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,19),(19,19),(19,26),-0.0111435 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,20),(19,26),-0.0334191 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,19),(19,19),(19,18),0.0945154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,19),(19,-1),-0.18661 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,19),(19,18),(19,-1),-0.0742306 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,21),-0.00463383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,22),-0.130352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,23),-0.0135535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,24),0.0173662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,26),-0.0750153 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,21),(20,22),-0.0422458 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,23),-0.0330107 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,24),-0.0488275 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,21),(20,26),-0.0830944 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,22),(20,23),-0.0450245 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,24),-0.0456469 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,22),(20,26),-0.101311 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,23),(20,24),-0.0460877 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,23),(20,26),-0.0554665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,24),(20,26),-0.0565921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,20),(20,19),0.0789363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,18),0.103257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,20),(20,15),-0.0685289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,10),-0.0677131 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,20),(20,-1),-0.299369 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,19),(20,18),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,19),(20,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,19),(20,-1),-0.100699 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,18),(20,15),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,20),(20,18),(20,-1),-0.0741164 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,20),(20,15),(20,10),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(18,20),(20,15),(20,-1),0.0371122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,20),(20,10),(20,-1),0.0181181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,22),-0.074879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,23),-0.0290075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,24),-0.0861068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,25),-0.047306 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,26),0.284904 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,22),(21,23),-0.0561682 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,24),-0.0552672 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,25),-0.0402859 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,22),(21,26),-0.0179857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,23),(21,24),-0.04439 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,23),(21,26),-0.0713427 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,24),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,21),(21,24),(21,26),-0.0128666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,25),(21,26),-0.0301768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,21),(21,21),(21,20),0.0792919 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,19),0.116425 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,18),0.0887578 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,21),(21,21),(21,17),-0.0615714 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,21),(21,21),(21,16),-0.0641921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
