# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(20,11),(11,13),(11,19),0.103044 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,13),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,13),(11,30),-0.0580415 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,15),(11,16),0.101318 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,19),0.109998 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,15),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,15),(11,30),-0.0691185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,16),(11,19),0.0958497 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,16),(11,20),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,16),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,16),(11,30),-0.0529572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,19),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,19),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,19),(11,30),-0.068975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,20),(11,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,20),(11,30),-0.0787189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,29),(11,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,11),(11,10),0.00322176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,9),-0.0436465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,8),-0.0611072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,7),-0.140655 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,6),-0.0781194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,5),-0.0587447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,4),-0.0781194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,3),-0.0264434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,2),-0.0781194 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,1),-0.0781196 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,11),(11,11),(11,-1),0.23515 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,11),(11,10),(11,9),-0.0326105 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,8),-0.0316497 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,7),-0.0153315 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,6),-0.0437028 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,5),-0.0431901 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,4),-0.0437028 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,3),-0.0420445 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,2),-0.0437028 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,1),-0.0437028 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,10),(11,-1),-0.0440196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,9),(11,8),-0.0437718 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,7),-0.0368817 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,6),-0.0328057 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,4),-0.0328057 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,2),-0.0328057 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,1),-0.0328057 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,9),(11,-1),-0.0730592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,8),(11,7),-0.0427246 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,6),-0.0420447 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,4),-0.0420447 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,3),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,2),-0.0420447 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,1),-0.0420447 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,8),(11,-1),-0.0171975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,7),(11,6),-0.0337748 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,4),-0.0341923 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,2),-0.0341923 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,1),-0.0341934 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,7),(11,-1),-0.0465546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,6),(11,5),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,6),(11,4),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,6),(11,3),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,6),(11,2),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,6),(11,1),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,6),(11,-1),-0.0406511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,5),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,5),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,5),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,5),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,5),(11,-1),-0.0360907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,4),(11,3),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,4),(11,2),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,4),(11,1),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,4),(11,-1),-0.0410686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,3),(11,2),-0.0420878 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,3),(11,1),-0.0420878 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,3),(11,-1),-0.0450364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,2),(11,1),-0.0454655 # DEPENDENCYPART_GRANDSIBL
(20,11),(11,2),(11,-1),-0.0410686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,11),(11,1),(11,-1),-0.0410698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,16),0.0888324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,17),0.0839062 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,18),0.110021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,19),0.112042 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,20),-0.0707845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,15),(15,21),-0.0689446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,22),-0.0656941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,25),-0.0664339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,26),-0.0646849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,28),-0.0682423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,30),-0.139691 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,16),(15,17),0.102103 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,18),0.100375 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,19),0.0958497 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,20),-0.0641472 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,16),(15,21),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,25),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,26),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,28),-0.0641513 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,16),(15,30),-0.0529572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,18),0.105752 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,19),0.0993692 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,17),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,22),-0.0664633 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,26),-0.0641591 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,17),(15,30),-0.069495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,19),0.125512 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,20),-0.0641461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,18),(15,21),-0.0641509 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,26),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,28),-0.0652509 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,18),(15,30),-0.038082 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,19),(15,21),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,28),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,19),(15,30),-0.068975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,20),(15,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,28),-0.0646427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,20),(15,30),-0.0787189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,21),(15,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,26),-0.0663205 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,21),(15,30),-0.0776643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,22),(15,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,28),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,22),(15,30),-0.119275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,25),(15,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,25),(15,28),-0.0641998 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,25),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,25),(15,30),-0.0815174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,26),(15,28),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,26),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,26),(15,30),-0.0591642 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,28),(15,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,28),(15,30),-0.0691185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,29),(15,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,15),(15,14),-0.0496998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,12),-0.141154 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,11),0.00322255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,9),-0.0436459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,8),-0.0611072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,15),(15,15),(15,-1),0.235386 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,15),(15,14),(15,12),-0.0427692 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,11),-0.0432874 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,9),-0.0420496 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,8),-0.0261422 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,14),(15,-1),-0.0205815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,12),(15,11),-0.0439136 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,9),-0.0546885 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,8),-0.0455216 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,12),(15,-1),-0.0470914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,11),(15,9),-0.0326105 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,8),-0.0316497 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,11),(15,-1),-0.0440188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,9),(15,8),-0.0437712 # DEPENDENCYPART_GRANDSIBL
(20,15),(15,9),(15,-1),-0.0730592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,15),(15,8),(15,-1),-0.0171878 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,17),0.0984638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,18),0.0754115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,19),0.124101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,20),-0.0641592 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,16),(16,21),-0.0642553 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,24),-0.0648314 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,25),-0.0660712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,26),-0.0712296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,30),-0.114841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,17),(16,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,17),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,17),(16,30),-0.0689026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,18),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,25),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,18),(16,30),-0.0918101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,19),(16,21),-0.0641489 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,24),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,25),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,19),(16,30),-0.0380931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,20),(16,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,20),(16,30),-0.0641696 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,21),(16,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,21),(16,30),-0.0654168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,22),(16,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,22),(16,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,22),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,22),(16,30),-0.0649993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,24),(16,25),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,24),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,24),(16,30),-0.0380915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,25),(16,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,16),(16,25),(16,30),-0.0469723 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,26),(16,30),-0.0750339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,16),(16,16),(16,15),-0.0804903 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,16),(16,16),(16,-1),-0.0251073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,16),(16,15),(16,-1),-0.0692377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,18),(18,18),(18,20),-0.0644602 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,30),-0.118606 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,20),(18,30),-0.0677 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,18),(18,17),-0.0348012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,18),(18,18),(18,-1),-0.0679607 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,18),(18,17),(18,-1),-0.0350758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,20),-0.0707846 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,19),(19,21),-0.0689446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,22),-0.0656941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,24),-0.0682423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,25),-0.0664339 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,26),-0.0646851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,28),-0.0682423 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,19),(19,30),-0.14472 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,24),-0.0646427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,28),-0.0646427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(20,19),(19,20),(19,30),-0.0787192 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(20,19),(19,21),(19,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,26),-0.0663205 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,21),(19,30),-0.0776643 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,22),(19,24),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,28),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,22),(19,30),-0.119275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,24),(19,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,28),-0.0641564 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,24),(19,30),-0.0698769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,25),(19,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,25),(19,28),-0.0641998 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,25),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,25),(19,30),-0.0815174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,26),(19,28),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,26),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,26),(19,30),-0.06228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,28),(19,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(20,19),(19,28),(19,30),-0.0698711 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,29),(19,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(20,19),(19,19),(19,18),-0.0432793 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
