# _root_ Here are price trends on the world 's major stock markets , as calculated by Morgan Stanley Capital International Perspective , Geneva .
#goldHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
#predictedHeads=2,0,4,2,4,7,11,7,11,11,5,4,4,13,14,20,20,20,20,15,20,20,2,
(13,5),(5,6),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,24),-0.100251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,9),0.103006 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,10),0.101196 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,11),0.103053 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,12),0.100086 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,13),-0.0641799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,15),-0.0641799 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,24),-0.0771131 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,11),0.103068 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,24),-0.0623241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,10),0.103036 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,12),0.102511 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,24),-0.0702868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,11),0.103053 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,12),0.100086 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,13),-0.0641799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,15),-0.0641799 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,24),-0.077574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,12),0.102613 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,13),-0.0641525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,15),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,24),-0.0687326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,12),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,12),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,20),-0.06415 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,12),(5,24),-0.0713739 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,13),(5,14),-0.0641475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,24),-0.0708455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,14),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,24),-0.0692515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,15),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,24),-0.0692935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,20),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,20),(5,24),-0.056862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,23),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.0443178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,1),-0.0373447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),0.246195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,1),-0.0409913 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,-1),-0.114335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,1),(5,-1),-0.0409842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.0934856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0724258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.068098 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.0724258 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,17),-0.0733143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,19),-0.0733143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,20),-0.0733142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,21),-0.0641461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,22),-0.0733142 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,24),-0.175401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.0641489 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.0641489 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,17),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,19),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,20),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,22),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,24),-0.0786964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.0641622 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,24),-0.102814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,21),-0.0641473 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,24),0.0418066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,24),-0.100728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,17),(11,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,24),-0.0449554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,19),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,19),(11,24),-0.0459384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,20),(11,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,20),(11,24),-0.0479526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,21),(11,22),-0.0641542 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,21),(11,24),-0.0786964 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,22),(11,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,22),(11,24),-0.0479527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,23),(11,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.0582191 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),0.000251879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.0774331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,7),-0.058215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,6),-0.0878385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,5),-0.0954982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,4),-0.108324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,3),-0.058239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,1),-0.0118912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.127173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.050079 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,7),-0.038541 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,6),-0.0367718 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,5),-0.0507202 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,4),-0.0428817 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,3),-0.038541 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,1),-0.0423845 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.0635658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,7),-0.0488284 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,6),-0.042297 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,5),-0.0515693 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,4),-0.0352956 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,3),-0.0488284 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,1),-0.0435 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),-0.013691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,7),-0.0432322 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,5),-0.0421388 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,4),-0.043307 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,3),-0.0432322 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,1),-0.0420172 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),-0.074934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,7),(11,6),-0.0367718 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,5),-0.0507183 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,4),-0.0428817 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,3),-0.038541 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,1),-0.0423845 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,7),(11,-1),-0.066758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,6),(11,5),-0.0458769 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,3),-0.0427493 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,1),-0.0442726 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,6),(11,-1),-0.0301193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,5),(11,4),-0.0534605 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,3),-0.0445115 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,1),-0.0593214 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,5),(11,-1),-0.0695128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,4),(11,3),-0.040295 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,1),-0.0448346 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,4),(11,-1),-0.0459366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,3),(11,1),-0.0423848 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,3),(11,-1),-0.0661515 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,1),(11,-1),-0.0607968 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,24),-0.0272728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,14),(12,24),-0.064147 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,11),-0.0448096 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,12),(12,12),(12,-1),-0.0578173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,11),(12,-1),-0.0448096 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,15),-0.0421849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,19),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),-0.0556771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,22),-0.049518 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,24),0.0730634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,19),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),-0.0487699 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,22),-0.032063 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,23),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,24),-0.0261215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,21),-0.0429023 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0429023 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.0429023 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,19),(14,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,21),-0.0429023 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,19),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,20),(14,21),-0.0429023 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,22),-0.0450795 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,21),(14,24),-0.0587274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,22),(14,23),-0.0420963 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,22),(14,24),-0.0458071 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,23),(14,24),-0.0422299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.114418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.0647284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.069022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,4),-0.0647284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,1),-0.0647177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.223087 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.0641609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.060726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.0665168 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,5),-0.0641548 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.00680835 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,-1),-0.0603805 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,4),(14,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,4),(14,-1),-0.00677721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,1),(14,-1),-0.0472479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),-0.116517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.115989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.116378 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),-0.116822 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.116379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,22),-0.116373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,24),0.235459 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0423686 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0423686 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0423686 # DEPENDENCYPART_GRANDSIBL
