# _root_ On the screens , only two forlorn blue figures remained , but the index had recovered a few points and was off about 140 .
#goldHeads=10,3,1,10,9,9,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
#predictedHeads=10,3,1,10,9,5,9,9,10,0,10,10,14,15,12,15,19,19,16,15,20,21,22,23,10,
(15,3),(3,9),(3,26),-0.0810076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,10),(3,11),0.101464 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,12),0.100304 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,14),0.102806 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,10),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,25),-0.064169 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,10),(3,26),-0.0634817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,11),(3,12),0.0597697 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,14),0.123997 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,15),-0.0683235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,11),(3,16),-0.0661847 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,19),-0.0689983 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,23),-0.0644419 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,25),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,11),(3,26),-0.0685621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,12),(3,14),0.102745 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,15),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,12),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,25),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,12),(3,26),-0.0708768 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,14),(3,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,14),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,23),-0.0646407 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,14),(3,26),-0.0406012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,15),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,25),-0.064169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,15),(3,26),-0.0467145 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,16),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,23),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,25),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,16),(3,26),-0.0872658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,19),(3,23),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,19),(3,25),-0.0641475 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,19),(3,26),-0.0815291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,23),(3,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,23),(3,26),-0.0198266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,25),(3,26),-0.0661125 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,3),(3,2),-0.0440867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,1),-0.0268872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,3),(3,3),(3,-1),0.157069 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,3),(3,2),(3,1),-0.0505028 # DEPENDENCYPART_GRANDSIBL
(15,3),(3,2),(3,-1),0.066597 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,3),(3,1),(3,-1),-0.00462117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,4),(4,4),(4,26),0.051059 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,4),(4,4),(4,-1),0.0471597 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,5),(5,6),0.0759034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,7),0.100621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,8),0.100621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,9),0.149161 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,10),0.0991301 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,11),0.0909891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,12),0.136304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,14),0.134503 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,15),-0.0642108 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,5),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,20),-0.0642616 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,24),-0.0654938 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,25),-0.0641464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,26),-0.105937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,6),(5,7),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,8),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,9),0.102946 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,11),0.10322 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,12),0.103063 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,14),0.102771 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,6),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,25),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,6),(5,26),-0.0990393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,7),(5,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,9),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,11),0.0982987 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,12),0.103008 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,14),0.102991 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,7),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,20),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,25),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,7),(5,26),-0.0683913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,8),(5,9),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,11),0.0982987 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,12),0.103008 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,14),0.102991 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,8),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,20),-0.0641508 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,25),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,8),(5,26),-0.0683913 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,9),(5,10),0.10287 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,11),0.0953029 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,12),0.10305 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,15),-0.0641576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,9),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,9),(5,26),-0.0154032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,10),(5,11),0.102514 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,12),0.11331 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,14),0.103065 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,10),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,25),-0.0641851 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,10),(5,26),-0.0844387 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,11),(5,12),0.113839 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,14),0.113846 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,15),-0.0641469 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,11),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,20),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,25),-0.0641529 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,11),(5,26),-0.0323831 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,12),(5,14),0.102973 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,12),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,12),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,12),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,12),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,12),(5,25),-0.0642521 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,12),(5,26),-0.0721374 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,14),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,14),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,14),(5,20),-0.064146 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,14),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,14),(5,25),-0.064146 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,14),(5,26),-0.0295832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,15),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,15),(5,20),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,15),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,15),(5,25),-0.0641851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,15),(5,26),-0.0876088 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,16),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,16),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,16),(5,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,16),(5,26),-0.0765663 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,20),(5,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,20),(5,25),-0.0643049 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,20),(5,26),-0.0878747 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,24),(5,25),-0.0641532 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,24),(5,26),-0.0990681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,25),(5,26),-0.0655448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,5),(5,4),-0.00309775 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,3),-0.018077 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,1),-0.0500983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,5),(5,5),(5,-1),-0.036383 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,5),(5,4),(5,3),-0.0423806 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,4),(5,1),-0.0512562 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,4),(5,-1),-0.0195559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,3),(5,1),-0.0370476 # DEPENDENCYPART_GRANDSIBL
(15,5),(5,3),(5,-1),-0.0173553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,5),(5,1),(5,-1),-0.0404317 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,6),(6,7),0.0997529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,8),0.0997529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,9),0.0986165 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,10),0.0965884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,11),0.0918343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,12),0.0883088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,14),0.10571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,15),-0.0641476 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,6),(6,26),-0.200165 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,7),(6,8),0.103063 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,11),0.102694 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,12),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,14),0.102651 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,7),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,7),(6,26),-0.0579574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,10),0.103068 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,11),0.102694 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,12),0.103066 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,14),0.102651 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,8),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,8),(6,26),-0.0579574 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,11),0.113336 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,14),0.103068 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,9),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,9),(6,26),-0.0683436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,11),0.108868 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,12),0.101347 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,10),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,10),(6,26),-0.06903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,11),(6,12),0.0923217 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,14),0.105139 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,11),(6,15),-0.0643284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,11),(6,26),-0.0305445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,12),(6,14),0.103042 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,12),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,12),(6,26),-0.0953203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,14),(6,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,14),(6,26),-0.0631782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,15),(6,26),-0.0690334 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,6),(6,5),-0.00761137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,4),-0.0151317 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,3),-0.0328517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,2),0.0222211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,1),-0.0668308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,6),(6,6),(6,-1),-0.153716 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,6),(6,5),(6,4),-0.0485684 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,3),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,2),-0.0421964 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,1),-0.0334016 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,5),(6,-1),-0.00306385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,4),(6,3),-0.0433529 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,2),-0.042014 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,1),-0.060415 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,4),(6,-1),-0.0434769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,3),(6,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,1),-0.0422413 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,3),(6,-1),-0.00552313 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,2),(6,1),-0.0424101 # DEPENDENCYPART_GRANDSIBL
(15,6),(6,2),(6,-1),0.0222122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,6),(6,1),(6,-1),-0.0364014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,7),(7,8),0.0690644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,11),0.0683614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,12),0.11478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,7),(7,26),-0.150195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,8),(7,11),0.10126 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,12),0.103056 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,8),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,8),(7,26),-0.082822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,11),(7,12),0.0943372 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,11),(7,15),-0.0641873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,11),(7,26),-0.0207545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,12),(7,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,12),(7,26),-0.0739718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,15),(7,26),-0.0579767 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,7),(7,6),-0.0523669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,5),-0.0569824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,4),-0.052647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,3),-0.0650525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,1),-0.0117163 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,7),(7,7),(7,-1),-0.0223701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,7),(7,6),(7,5),-0.0420788 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,4),-0.042115 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,1),-0.041995 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,6),(7,-1),-0.067891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,5),(7,4),-0.0382153 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,5),(7,3),-0.0427675 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,5),(7,1),-0.0471084 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,5),(7,-1),-0.048544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,4),(7,3),-0.047451 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,4),(7,1),-0.0720142 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,4),(7,-1),-0.0538266 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,3),(7,1),-0.0364586 # DEPENDENCYPART_GRANDSIBL
(15,7),(7,3),(7,-1),-0.0850478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,7),(7,1),(7,-1),0.0179208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,11),0.0683614 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,12),0.11478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,26),-0.150206 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,11),(8,12),0.0943372 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,11),(8,26),-0.0207596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,12),(8,26),-0.0739718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,8),(8,7),-0.0282009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,6),-0.0523669 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,5),-0.0569824 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,4),-0.0526476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,8),(8,8),(8,-1),-0.0229032 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,8),(8,7),(8,6),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,5),-0.0420156 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,4),-0.0425065 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,7),(8,-1),-0.0527512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,6),(8,5),-0.0420788 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,4),-0.042115 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,6),(8,-1),-0.067891 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,5),(8,4),-0.0382153 # DEPENDENCYPART_GRANDSIBL
(15,8),(8,5),(8,-1),-0.048544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,8),(8,4),(8,-1),-0.0538272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,9),(9,9),(9,10),0.113036 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,11),0.0724875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,12),0.127072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,9),(9,9),(9,14),0.090692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
