# _root_ `` It 's falling like a stone , '' said Danny Linger , a pit trader who was standing outside the London International Financial Futures Exchange .
#goldHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
#predictedHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
(12,10),(10,10),(10,18),-0.0642956 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,19),-0.0642843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,20),-0.0656757 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,25),-0.0673285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,26),-0.0673285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,28),-0.128321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,11),(10,12),-0.0642113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,11),(10,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,15),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,16),-0.0642081 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,20),-0.0642387 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,25),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,26),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,11),(10,28),-0.0953587 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,12),(10,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,15),-0.0642081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,16),-0.0642081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,20),-0.0642387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,25),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,26),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,12),(10,28),-0.0953587 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,13),(10,15),-0.0643087 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,16),-0.0643087 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,18),-0.0649194 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,19),-0.0641696 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,20),-0.0663738 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,25),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,26),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,13),(10,28),-0.0864084 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,15),(10,16),-0.0641491 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,20),-0.0641804 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,25),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,26),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,15),(10,28),-0.0848303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,16),(10,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,20),-0.0641804 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,25),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,26),-0.0641669 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,16),(10,28),-0.0849287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,17),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,28),-0.0297669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,18),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,28),-0.068477 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,28),-0.0645033 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,20),(10,25),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,26),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,20),(10,28),-0.0608487 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,25),(10,26),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,25),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,25),(10,28),-0.0954404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,26),(10,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,26),(10,28),-0.0953613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,27),(10,28),-0.0642217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0440498 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),-0.0490745 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0369107 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0420632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.0673792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.0468584 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,3),0.0239235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,2),-0.0737442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.0428864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.104664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0420289 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0345401 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.0421378 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,3),-0.0420236 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.0420208 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0375175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0364566 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.04688 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0467318 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,3),-0.0456656 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,1),-0.032624 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),-0.0687408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0139949 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.040032 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,3),-0.0425341 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,2),-0.038549 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,1),-0.0431341 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.079026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),-0.042087 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,3),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,1),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),-0.040467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),-0.0429437 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,3),-0.0426379 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,1),-0.0375519 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),-0.0451503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,3),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),-0.0269526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,3),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,1),-0.0420141 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,-1),0.0283952 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,2),(10,1),-0.0426649 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,2),(10,-1),-0.0585383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.0422853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,12),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,13),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,15),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,16),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,18),-0.0643458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,28),0.154946 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,12),(11,13),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,15),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,16),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,12),(11,28),-0.00307025 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,13),(11,15),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,16),-0.0673916 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,18),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,13),(11,28),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,15),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,15),(11,28),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,11),(11,16),(11,28),-0.0750407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,18),(11,28),-0.0651704 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,9),-0.0219367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),0.142075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,9),(11,-1),-0.0563613 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,13),(13,13),(13,28),0.0860913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,13),(13,13),(13,-1),0.0198722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,14),(14,15),-0.0420352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,18),-0.0429463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,28),0.078348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,15),(14,18),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(12,14),(14,15),(14,28),-0.0424582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,18),(14,28),-0.0429762 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,14),(14,14),(14,13),0.101328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,14),(14,14),(14,-1),0.0722259 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,14),(14,13),(14,-1),-0.0655609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,16),-0.0612502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,17),-0.0469675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,18),0.0412972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,19),-0.0267492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,20),-0.00821183 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,28),-0.0286761 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,16),(15,17),-0.0437087 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,18),-0.0423566 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,19),-0.0403127 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,20),-0.040472 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,16),(15,28),-0.0809488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,20),-0.042545 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,17),(15,28),-0.050128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,18),(15,19),-0.0420693 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,20),-0.042045 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,18),(15,28),0.0514488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,19),(15,20),-0.041289 # DEPENDENCYPART_GRANDSIBL
(12,15),(15,19),(15,28),-0.0279467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,20),(15,28),0.00234185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,15),(15,15),(15,14),0.105529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,15),(15,15),(15,-1),0.00162973 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,15),(15,14),(15,-1),-0.00130293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,17),-0.0469675 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,18),0.0409862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,19),-0.0267492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,20),-0.00541061 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,22),-0.0507647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,23),-0.0507647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,24),-0.0556051 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,25),-0.0507805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,26),-0.0509078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,28),-0.0288569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,17),(16,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,20),-0.042545 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,17),(16,28),-0.050128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,18),(16,19),-0.0420693 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,20),-0.042045 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,22),-0.0427642 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,23),-0.0427642 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,24),-0.0427642 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,25),-0.0427642 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,26),-0.0427642 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,18),(16,28),0.0510113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,19),(16,20),-0.041289 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,22),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,23),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,24),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,25),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,26),-0.0420996 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,19),(16,28),-0.0279467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,20),(16,22),-0.0638135 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,23),-0.0638138 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,24),-0.0638135 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,25),-0.0638135 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,26),-0.0638135 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,20),(16,28),0.00526957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,22),(16,23),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,24),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,25),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,26),-0.0472179 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,22),(16,28),-0.112076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,23),(16,24),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,25),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,26),-0.0472179 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,23),(16,28),-0.112065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,24),(16,25),-0.0467663 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,26),-0.0472179 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,24),(16,28),-0.115511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,25),(16,26),-0.0472179 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,25),(16,28),-0.112079 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,26),(16,28),-0.112067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,16),(16,15),0.135877 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,14),0.108247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,13),0.0909514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,12),0.133248 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,16),(16,11),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,16),(16,-1),0.00192556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,15),(16,14),0.0896095 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,13),0.0895063 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,12),0.121085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,15),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,6),-0.0645336 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,1),-0.0641718 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,15),(16,-1),-0.0159813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,13),0.127165 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,12),0.0995577 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,14),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,14),(16,-1),-0.0013599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,12),0.0703459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,13),(16,11),-0.0651247 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,9),-0.0642849 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,6),-0.0641586 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,4),-0.064146 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,16),(16,13),(16,-1),-0.0496974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,16),(16,12),(16,11),-0.0641593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,9),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,6),-0.0673125 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,1),-0.0642262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,16),(16,12),(16,-1),-0.045505 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,16),(16,11),(16,9),-0.0641484 # DEPENDENCYPART_GRANDSIBL
