# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(17,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,2),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,2),(1,27),-0.0641999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,3),(1,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,1),(1,3),(1,27),-0.0656476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,4),(1,27),-0.0643264 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,1),(1,1),(1,-1),-0.0183581 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,2),(2,3),0.101315 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,4),0.103045 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,5),0.10172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,8),0.103006 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,9),0.102562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,10),0.103063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,11),0.103044 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,13),0.10304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,14),0.102562 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,2),(2,27),-0.0576361 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,3),(2,4),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,8),0.103067 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,9),0.103058 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,14),0.103058 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,3),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,3),(2,27),-0.0658979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,4),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,4),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,4),(2,27),-0.0641937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,5),(2,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,9),0.103068 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,14),0.103068 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,5),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,5),(2,27),-0.0655056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,8),(2,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,8),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,8),(2,27),-0.0642196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,9),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,13),0.103062 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,9),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,9),(2,27),-0.0646209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,10),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,14),0.103063 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,10),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,10),(2,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,11),(2,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,11),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,11),(2,27),-0.064194 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,13),(2,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,2),(2,13),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,13),(2,27),-0.0641675 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,14),(2,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,14),(2,27),-0.0646209 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,2),(2,17),(2,27),-0.0642196 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,2),(2,1),-0.0420139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,2),(2,2),(2,-1),-0.0865779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,2),(2,1),(2,-1),-0.0420221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,4),0.101848 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,5),0.0947782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,9),0.0868277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,11),0.101847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,27),0.11044 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,4),(3,5),0.103065 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,9),0.103024 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,4),(3,27),-0.075544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,5),(3,9),0.102008 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,5),(3,27),-0.0884728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,9),(3,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,9),(3,27),-0.0761226 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,11),(3,27),-0.075545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,3),(3,2),-0.0476555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,1),-0.0420118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,3),(3,3),(3,-1),0.0197394 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,3),(3,2),(3,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,3),(3,2),(3,-1),-0.0476544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,3),(3,1),(3,-1),-0.0420242 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,4),(4,5),0.0845917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,6),0.0989885 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,7),0.0887602 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,8),0.107304 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,9),0.125653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,10),0.101483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,11),0.100216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,13),0.124798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,14),0.125653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,17),-0.069594 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,4),(4,18),-0.0722787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,20),-0.0690448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,21),-0.0716291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,25),-0.069594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,27),-0.106131 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,5),(4,6),0.103068 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,7),0.102763 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,8),0.0951898 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,9),0.137591 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,10),0.102948 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,11),0.102776 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,13),0.0957447 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,14),0.137591 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,17),-0.064461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,5),(4,18),-0.0645948 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,20),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,21),-0.065007 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,25),-0.064461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,5),(4,27),0.00959538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,6),(4,7),0.102917 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,9),0.102312 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,11),0.10305 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,13),0.102888 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,14),0.102312 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,6),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,6),(4,27),-0.0708404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,7),(4,8),0.102878 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,9),0.0987357 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,10),0.102348 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,11),0.103064 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,13),0.102607 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,14),0.0987357 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,7),(4,18),-0.065209 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,21),-0.0646785 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,7),(4,27),-0.0923718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,8),(4,9),0.0870378 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,10),0.107991 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,11),0.102832 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,13),0.100813 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,14),0.0870378 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,17),-0.0641514 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,8),(4,18),-0.0643031 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,20),-0.0643402 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,21),-0.0643569 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,25),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,8),(4,27),-0.104611 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,9),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,11),0.105867 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,13),0.105594 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,17),-0.0641525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,9),(4,18),-0.0698049 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,20),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,21),-0.0699985 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,25),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,9),(4,27),-0.109274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,10),(4,11),0.102987 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,13),0.102386 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,14),0.110565 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,17),-0.0641485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,10),(4,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,20),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,25),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,10),(4,27),-0.074111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,11),(4,13),0.103026 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,14),0.103037 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,11),(4,18),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,21),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,11),(4,27),-0.0692346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,13),(4,14),0.0832076 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,17),-0.0641556 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,13),(4,18),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,20),-0.0642663 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,21),-0.0649399 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,25),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,13),(4,27),-0.0275595 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,14),(4,17),-0.0641525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,14),(4,18),-0.0698049 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,20),-0.0643432 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,21),-0.0699985 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,25),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,14),(4,27),-0.109274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,17),(4,18),-0.0643031 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,20),-0.0643402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,21),-0.0643569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,25),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,17),(4,27),-0.104695 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,18),(4,20),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,18),(4,21),-0.0653845 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,18),(4,25),-0.0644482 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,18),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,18),(4,27),-0.00202126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,20),(4,21),-0.0649399 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,20),(4,25),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,20),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,20),(4,27),-0.0204681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,21),(4,25),-0.064461 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,21),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,21),(4,27),0.00959538 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,25),(4,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,25),(4,27),-0.104609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,26),(4,27),-0.0665949 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,4),(4,3),-0.03295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,2),-0.0705145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,1),-0.0228373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,4),(4,4),(4,-1),0.0132622 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,4),(4,3),(4,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,3),(4,1),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,3),(4,-1),-0.0222746 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,2),(4,1),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(17,4),(4,2),(4,-1),-0.0568905 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,4),(4,1),(4,-1),-0.0430725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,6),(6,6),(6,27),0.195574 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,6),(6,6),(6,-1),0.123676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,7),(7,9),0.10138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,10),0.102157 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,14),0.10138 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,27),0.0990532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,9),(7,10),0.102698 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,14),0.102803 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,9),(7,27),-0.0590142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,10),(7,14),0.100358 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,10),(7,27),-0.0513726 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,14),(7,27),-0.0590142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,7),(7,6),-0.05904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,3),-0.0485889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,2),-0.0436424 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,1),-0.0256957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,7),(7,7),(7,-1),0.077994 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,7),(7,6),(7,3),-0.0423028 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,1),-0.0424927 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,6),(7,-1),-0.0505971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,3),(7,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,3),(7,1),-0.0424619 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,3),(7,-1),-0.0438654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,2),(7,1),-0.0420133 # DEPENDENCYPART_GRANDSIBL
(17,7),(7,2),(7,-1),-0.0438369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,7),(7,1),(7,-1),-0.0434214 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,13),0.0993226 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,27),-0.0254814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,13),(10,27),-0.0676614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,10),(10,9),-0.0420113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,8),-0.0490099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,4),-0.0422773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,10),(10,10),(10,-1),0.0110757 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,10),(10,9),(10,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,4),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,9),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,8),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,8),(10,-1),-0.0490698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,4),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,10),(10,4),(10,-1),-0.0433164 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,10),(10,3),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,12),(12,13),0.0959882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,14),0.157712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,16),0.0873004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,12),(12,12),(12,17),-0.0666327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,12),(12,27),-0.0420985 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,12),(12,13),(12,14),0.0560589 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,16),0.0944865 # DEPENDENCYPART_GRANDSIBL
(17,12),(12,13),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,13),(12,27),-0.0493076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,12),(12,14),(12,16),0.0867587 # DEPENDENCYPART_GRANDSIBL
