# _root_ `` We have no plans to adjust our asset allocation in foreign equities , '' said Masato Murakami , chief portfolio manager in the pension fund management department at Yasuda Trust & Banking Co .
#goldHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,28,31,29,31,32,33,16,
#predictedHeads=16,3,16,5,3,5,6,10,10,7,10,13,11,16,16,0,18,16,18,22,22,18,22,28,28,28,28,23,22,31,29,31,32,33,16,
(13,5),(5,5),(5,23),-0.0689739 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,36),0.0190512 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,9),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,10),0.103064 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,11),0.103059 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,6),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,23),-0.06458 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,36),-0.090705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,9),0.103063 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,10),0.103063 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,36),-0.0678593 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,9),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,8),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,8),(5,36),-0.0528448 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,10),0.0958965 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,11),0.101946 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,9),(5,14),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,19),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,9),(5,36),-0.0699066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,11),0.101946 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,14),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,19),-0.0641568 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,36),-0.0699066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,13),-0.0641476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,14),-0.0644407 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,19),-0.0644407 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,23),-0.0656721 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,36),-0.127833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,13),(5,14),-0.0644387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,19),-0.0644387 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,13),(5,36),-0.0933793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,14),(5,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,16),-0.0642469 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,18),-0.064325 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,19),-0.0649402 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,23),-0.0642069 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,14),(5,36),-0.0478025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,15),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,15),(5,36),-0.0664466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,16),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,16),(5,19),-0.0641652 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,16),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,16),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,16),(5,36),-0.0684933 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,18),(5,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,18),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,18),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,18),(5,36),-0.0792939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,19),(5,23),-0.0642069 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,19),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,19),(5,36),-0.0478025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,23),(5,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,23),(5,36),-0.127833 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,35),(5,36),-0.0648767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.0838479 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,3),0.00497012 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,2),-0.043499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,1),-0.0513248 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),-0.0135047 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,3),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,1),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,-1),-0.0660399 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,3),(5,2),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,-1),-0.0187212 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,2),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,2),(5,-1),-0.0434681 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,1),(5,-1),-0.048864 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,9),0.10296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,11),0.103058 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,36),0.117509 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,9),(8,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,9),(8,36),-0.064256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,11),(8,36),-0.0641524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,8),(8,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,5),-0.0420269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,8),(8,8),(8,-1),0.148348 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,8),(8,6),(8,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,8),(8,6),(8,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,8),(8,5),(8,-1),-0.0420269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,10),0.111201 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,11),0.126931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,14),-0.0684643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,15),-0.06467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,36),-0.035847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,11),0.10073 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,14),-0.0641729 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,36),-0.0774602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,11),(9,14),-0.0655921 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,36),-0.0734029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,14),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,36),-0.115437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,15),(9,36),-0.0682794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,8),-0.0512914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,-1),0.139291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,8),(9,-1),-0.0620433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,11),0.126931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,12),0.0816767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,13),-0.0677722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,10),(10,14),-0.0684643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,15),-0.06467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,16),-0.0671706 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,18),-0.0650414 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,19),-0.0684643 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,22),-0.0688222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,23),-0.0928004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,28),-0.0688222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,29),-0.0894905 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,36),-0.0371073 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,11),(10,12),0.0988014 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,13),-0.0641698 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,11),(10,14),-0.0655921 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,18),-0.0641636 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,19),-0.0655921 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,22),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,23),-0.0658738 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,28),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,29),-0.0658454 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,11),(10,36),-0.0734029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,12),(10,14),-0.0642737 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,19),-0.0642737 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,23),-0.0642309 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,29),-0.0643161 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,12),(10,36),0.00104228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,13),(10,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,23),-0.0645193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,29),-0.0645383 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,13),(10,36),-0.0466125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,14),(10,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,16),-0.0641558 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,18),-0.0647363 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,19),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,22),-0.0717971 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,23),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,28),-0.0717971 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,29),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,14),(10,36),-0.115437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,15),(10,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,23),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,29),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,15),(10,36),-0.0682794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,16),(10,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,19),-0.06416 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,16),(10,36),-0.0751908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,18),(10,19),-0.0641984 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,18),(10,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,18),(10,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,18),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,18),(10,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,18),(10,36),-0.0702523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,19),(10,22),-0.0717971 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,19),(10,23),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,19),(10,28),-0.0717971 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,19),(10,29),-0.0642037 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,19),(10,36),-0.115437 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,22),(10,23),-0.064492 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,22),(10,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,22),(10,29),-0.064492 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,22),(10,36),-0.0774602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,23),(10,28),-0.0642073 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,23),(10,29),-0.0658454 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,23),(10,36),-0.0734029 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,28),(10,29),-0.064492 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,28),(10,36),-0.0774603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,29),(10,36),-0.0625355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,10),(10,9),-0.102237 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,8),-0.0512914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,6),-0.0644177 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,5),-0.0529397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,4),-0.0294821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,3),-0.0436738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,1),-0.036978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,10),(10,10),(10,-1),0.138314 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,10),(10,9),(10,8),-0.0402796 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,6),-0.0465355 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,5),-0.0445934 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,4),-0.0230743 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,3),-0.042021 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,1),-0.044056 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,9),(10,-1),-0.0119908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,8),(10,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,8),(10,-1),-0.0620433 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,6),(10,5),-0.0421642 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,4),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,3),-0.0421412 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,6),(10,-1),-0.0600543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,5),(10,4),-0.0453424 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,3),-0.0421546 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,1),-0.0421066 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,5),(10,-1),-0.0103843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,4),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,4),(10,1),-0.0426861 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,4),(10,-1),-0.0503771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,3),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,10),(10,3),(10,-1),-0.0497837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,10),(10,1),(10,-1),-0.0343854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.146993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0825228 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.0651689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.0670995 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,18),-0.0658451 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,36),-0.0100144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,36),-0.0292773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
