# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,12,16,16,12,10,10,18,21,23,21,18,10,
(10,23),(23,16),(23,-1),-0.0337621 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,23),(23,15),(23,14),0.103476 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,15),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,15),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,15),(23,5),-0.0642436 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,15),(23,-1),-0.0112353 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,23),(23,14),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,14),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,14),(23,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,14),(23,-1),-0.0860697 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,23),(23,7),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,7),(23,5),-0.0642436 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,7),(23,-1),-0.0112355 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,23),(23,6),(23,5),-0.0642436 # DEPENDENCYPART_GRANDSIBL
(10,23),(23,6),(23,-1),-0.0130543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,23),(23,5),(23,-1),-0.00748505 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(10,24),(24,24),(24,25),0.146321 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,24),(24,24),(24,23),0.0919862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(10,24),(24,24),(24,-1),0.179548 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(10,24),(24,23),(24,-1),-0.0751297 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,5),0.0931282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,6),0.100754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,7),0.100754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,8),0.100754 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,9),0.173993 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,10),0.101239 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,12),-0.0897561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,16),-0.0861917 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,23),-0.106719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,25),0.0985536 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,5),(4,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,12),-0.0641544 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,16),-0.0641544 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,5),(4,25),-0.076443 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,6),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,6),(4,25),-0.0667054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,7),(4,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,7),(4,25),-0.0667054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,8),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,8),(4,25),-0.0667054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,9),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,9),(4,25),-0.0356067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,10),(4,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,10),(4,25),-0.0705774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,12),(4,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,24),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,12),(4,25),-0.10483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,16),(4,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,24),-0.0641631 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,16),(4,25),-0.10126 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,23),(4,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,4),(4,23),(4,25),-0.0356067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,24),(4,25),-0.06436 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,4),(4,4),(4,3),-0.102567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,4),(4,4),(4,-1),-0.0300667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,4),(4,3),(4,-1),-0.100276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,10),0.103047 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,11),-0.064894 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,9),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,25),-0.0643857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,10),(9,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,10),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,10),(9,25),-0.0641774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,11),(9,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,11),(9,25),-0.09704 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,12),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,12),(9,25),-0.0732234 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,13),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,13),(9,25),-0.0641585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,16),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,16),(9,25),-0.0719203 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,17),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,17),(9,25),-0.0641585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,18),(9,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,18),(9,25),-0.0641767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,24),(9,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,9),(9,8),-0.0446325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,7),-0.0446345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,6),-0.0446325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,5),-0.0321224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,4),-0.0426399 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,3),-0.0396595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,2),-0.0396595 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,1),-0.0422463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,9),(9,9),(9,-1),-0.0738323 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,9),(9,8),(9,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,5),-0.0420398 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,4),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,3),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,2),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,8),(9,-1),-0.0435426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,7),(9,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,5),-0.0420398 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,4),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,3),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,2),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,7),(9,-1),-0.0435446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,6),(9,5),-0.0420398 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,4),-0.0420117 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,3),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,2),-0.0424379 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,1),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,6),(9,-1),-0.0435426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,5),(9,4),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,1),-0.0420897 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,5),(9,-1),-0.0316736 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,4),(9,3),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,4),(9,2),-0.0420129 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,4),(9,1),-0.0421553 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,4),(9,-1),-0.0387398 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,3),(9,2),-0.0387443 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,3),(9,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,3),(9,-1),-0.0417981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,2),(9,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,9),(9,2),(9,-1),-0.0417981 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,9),(9,1),(9,-1),-0.0423518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,13),-0.0253057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,15),-0.0500581 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,16),-0.0476982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,17),-0.0253057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,18),-0.0429144 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,19),-0.0420172 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,21),-0.0476982 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,22),-0.0429686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,23),-0.0351962 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,24),-0.0420137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,25),-0.0132071 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,13),(12,15),-0.0420315 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,16),-0.0371828 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,17),-0.0422112 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,18),-0.0421598 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,21),-0.0371828 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,23),-0.0429279 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,13),(12,25),-0.0453502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,15),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,17),-0.0427582 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,15),(12,25),-0.0474386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,16),(12,17),-0.0432514 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,21),-0.0420881 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,16),(12,25),-0.0393146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,17),(12,18),-0.0421598 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,21),-0.0371828 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,23),-0.0429279 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,17),(12,25),-0.0453502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,18),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,23),-0.0420193 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,18),(12,25),-0.043083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,19),(12,21),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,19),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,19),(12,23),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,19),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,19),(12,25),-0.0420217 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,21),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,21),(12,25),-0.0393146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,22),(12,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,22),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,22),(12,25),-0.0426117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,23),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,23),(12,25),-0.0506388 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,24),(12,25),-0.0442298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,12),(12,11),0.0721642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,12),(12,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,9),-0.0641459 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,5),-0.0650333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,4),-0.064223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,3),-0.0648086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,2),-0.0648086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,12),(12,-1),-0.0367776 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,11),(12,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(11,12),(12,11),(12,-1),-0.0985447 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(11,12),(12,10),(12,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,10),(12,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,9),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,9),(12,-1),-0.065339 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,8),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,8),(12,-1),-0.0714315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(11,12),(12,7),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,7),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(11,12),(12,7),(12,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
