# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(13,19),(19,14),(19,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,14),(19,-1),-0.0849478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,13),(19,12),-0.0643348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,11),-0.0642569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,10),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,6),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,19),(19,13),(19,-1),-0.0840847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,19),(19,12),(19,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,10),-0.0645093 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,6),-0.0645093 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,12),(19,-1),-0.141204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,11),(19,10),-0.0642468 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,6),-0.0642468 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,2),-0.0651103 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,11),(19,-1),-0.0815953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,10),(19,6),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,10),(19,-1),-0.0840847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,6),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,19),(19,6),(19,-1),-0.0840847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,19),(19,2),(19,-1),-0.0618393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,22),0.0600307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,23),-0.0789612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,24),0.0562761 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,25),0.0600307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,27),-0.0789576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,28),0.0600307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,29),-0.0521493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,30),-0.0501696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,33),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,34),0.0843371 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,22),(21,23),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,24),-0.0280857 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,25),-0.0268814 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,27),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,28),-0.0268814 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,30),0.0169036 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,33),-0.038068 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,22),(21,34),-0.138702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,23),(21,24),-0.0411127 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,25),-0.0385974 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,27),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,28),-0.0385974 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,29),-0.0350018 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,30),-0.0578281 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,33),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,23),(21,34),0.0108446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,24),(21,25),-0.0278554 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,27),-0.0478144 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,28),-0.0278554 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,29),-0.0389382 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,30),-0.00103054 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,33),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,24),(21,34),-0.120991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,25),(21,27),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,28),-0.0268814 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,30),0.0169036 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,33),-0.038068 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,25),(21,34),-0.138702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,27),(21,28),-0.0385974 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,27),(21,29),-0.0350018 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,27),(21,30),-0.057828 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,27),(21,33),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,27),(21,34),0.0109238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,28),(21,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,28),(21,30),0.0169036 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,28),(21,33),-0.038068 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,28),(21,34),-0.138702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,29),(21,30),-0.0348993 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,29),(21,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,29),(21,34),-0.0317813 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,30),(21,33),-0.0420508 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,30),(21,34),0.239523 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,33),(21,34),-0.0447734 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,21),(21,20),0.0647522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,18),0.100753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,21),(21,21),(21,-1),0.0499764 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,21),(21,20),(21,18),0.102456 # DEPENDENCYPART_GRANDSIBL
(13,21),(21,20),(21,-1),-0.112549 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,21),(21,18),(21,-1),-0.0659678 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,23),0.0242255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,24),-0.0450549 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,25),-0.0635155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,27),0.0164497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,32),-0.0228093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,34),-0.271792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,23),(22,24),-0.0592066 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,25),-0.0604754 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,27),-0.0565372 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,32),-0.0528311 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,23),(22,34),0.0851798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,24),(22,25),-0.0430253 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,27),-0.0372118 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,32),-0.0381174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,24),(22,34),-0.0607478 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,25),(22,27),-0.0415881 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,32),-0.0308479 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,25),(22,34),-0.0633715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,27),(22,32),-0.0528311 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,27),(22,34),0.0773811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,32),(22,34),0.000474462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,22),(22,21),0.0788747 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,18),0.168796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,22),(22,-1),0.111995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,21),(22,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,21),(22,-1),-0.108718 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,18),(22,-1),-0.0166554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,24),0.0569452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,25),0.0606998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,27),-0.0748063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,28),0.0606998 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,29),-0.0507733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,30),-0.0476591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,34),0.0721157 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,24),(23,25),-0.0278552 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,27),-0.0478144 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,28),-0.0278552 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,29),-0.0389382 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,30),-0.0010254 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,24),(23,34),-0.120645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,25),(23,27),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,28),-0.0268813 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,30),0.0169087 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,25),(23,34),-0.138357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,27),(23,28),-0.0385974 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,29),-0.0350018 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,30),-0.057828 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,27),(23,34),0.0141259 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,28),(23,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,30),0.0169087 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,28),(23,34),-0.138357 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,29),(23,30),-0.0348993 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,29),(23,34),-0.0309824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,30),(23,34),0.240978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,23),(23,22),0.162573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,21),0.12755 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,20),0.065642 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,18),0.100753 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,23),(23,23),(23,-1),0.0481798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,23),(23,22),(23,21),0.102032 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,20),0.102975 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,18),0.102819 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,22),(23,-1),-0.0684823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,21),(23,20),0.112985 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,18),0.103048 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,21),(23,-1),-0.0606136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,20),(23,18),0.102456 # DEPENDENCYPART_GRANDSIBL
(13,23),(23,20),(23,-1),-0.108493 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,23),(23,18),(23,-1),-0.0658569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,25),-0.0734699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,27),-0.0236111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,28),-0.0734699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,29),-0.0330032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,30),-0.0620227 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,32),-0.0286953 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,34),-0.198223 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,25),(24,27),-0.0406808 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,28),-0.0439446 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,29),-0.0431222 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,30),-0.0492882 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,32),-0.0305329 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,25),(24,34),-0.0795563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,27),(24,28),-0.0515224 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,29),-0.0445245 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,30),-0.04725 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,32),-0.0491421 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,27),(24,34),0.0295815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,28),(24,29),-0.0431222 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,28),(24,30),-0.0492882 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,28),(24,32),-0.0305329 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,28),(24,34),-0.0795563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,29),(24,30),-0.0429745 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,29),(24,32),-0.0337305 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,29),(24,34),-0.038676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,30),(24,32),-0.0488808 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,30),(24,34),-0.0539038 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,32),(24,34),-0.0275544 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,24),(24,23),0.0828512 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,22),0.0673352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,21),0.0857767 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,18),0.150048 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,24),(24,24),(24,-1),0.0212652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,24),(24,23),(24,22),0.102867 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,23),(24,-1),-0.105013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,22),(24,21),0.102298 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,18),0.103062 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,22),(24,-1),-0.11064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,21),(24,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,24),(24,21),(24,-1),-0.102099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,24),(24,18),(24,-1),-0.0326416 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,25),(25,26),0.0125721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,27),0.0164497 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,28),-0.0635155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,29),-0.00433247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,32),-0.0228093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,34),-0.271792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,26),(25,27),-0.0426201 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,28),-0.0422168 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,29),-0.0435806 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,32),-0.0422931 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,26),(25,34),0.00344341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,27),(25,28),-0.060461 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,29),-0.0445661 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,32),-0.0528311 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,27),(25,34),0.0773811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,28),(25,29),-0.0431224 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,28),(25,32),-0.0308479 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,28),(25,34),-0.0633715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,29),(25,32),-0.0244851 # DEPENDENCYPART_GRANDSIBL
(13,25),(25,29),(25,34),-0.00831537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,32),(25,34),0.000474462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,25),(25,25),(25,24),0.0642627 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,25),(25,25),(25,-1),0.111995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,25),(25,24),(25,-1),-0.110316 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,28),0.0607571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,29),-0.0507733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,30),-0.0478694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,31),-0.0507733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,32),-0.0669618 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,34),0.0641917 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,28),(27,29),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,30),0.0169087 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,31),-0.0390259 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,32),-0.0441218 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,28),(27,34),-0.1383 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,29),(27,30),-0.0348993 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,31),-0.0508601 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,32),-0.042185 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,29),(27,34),-0.0309824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,30),(27,31),-0.0466413 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,32),-0.0437601 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,30),(27,34),0.241837 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,31),(27,32),-0.042185 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,31),(27,34),-0.0309824 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,32),(27,34),0.0383519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,26),0.0656402 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,25),0.160419 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,24),0.14695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,-1),0.0511701 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,26),(27,25),0.110463 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,24),0.110565 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,26),(27,-1),-0.108494 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,25),(27,24),0.101469 # DEPENDENCYPART_GRANDSIBL
(13,27),(27,25),(27,-1),-0.0676206 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,24),(27,-1),-0.0659636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,28),(28,29),-0.00433247 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,30),-0.0665343 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,31),-0.00433994 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,32),-0.0228093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,28),(28,28),(28,34),-0.271792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,28),(28,29),(28,30),-0.0433523 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,31),-0.0420599 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,32),-0.0244851 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,29),(28,34),-0.00831537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,30),(28,31),-0.0421166 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,30),(28,32),-0.0504207 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,30),(28,34),-0.0633104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,31),(28,32),-0.0244851 # DEPENDENCYPART_GRANDSIBL
(13,28),(28,31),(28,34),-0.00832284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,32),(28,34),0.000474462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,28),(28,28),(28,-1),0.111995 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,33),(33,33),(33,34),-0.0270652 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,33),(33,33),(33,32),0.0955939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,33),(33,33),(33,-1),-0.0450944 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,33),(33,32),(33,-1),-0.0716167 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.103777 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.0641484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,34),-0.144638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,13),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,34),-0.0594314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,34),-0.0642841 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,16),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,34),-0.0621393 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,34),-0.0641498 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.00132845 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
