# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(8,9),(9,9),(9,12),-0.050229 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,14),-0.0449235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,15),-0.0253057 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,16),-0.0524139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,18),-0.0396929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,19),-0.0584695 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,22),-0.0476989 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,24),-0.047841 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,25),-0.0499063 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,26),-0.0420137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,27),-0.00736154 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,10),(9,11),-0.0327235 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,12),-0.0428665 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,14),-0.0438587 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,15),-0.0422112 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,16),-0.0473389 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,18),-0.0364932 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,22),-0.0371828 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,24),-0.0371859 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,25),-0.0478722 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,10),(9,27),-0.0453502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,11),(9,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,15),-0.0447313 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,16),-0.0427623 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,22),-0.0420841 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,24),-0.0420841 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,25),-0.0420159 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,11),(9,27),-0.0548303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,12),(9,14),-0.0420303 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,15),-0.042941 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,22),-0.0420512 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,24),-0.0420526 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,12),(9,27),-0.0492674 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,14),(9,15),-0.0490701 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,16),-0.0420189 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,19),-0.0420342 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,22),-0.0420921 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,24),-0.0421306 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,25),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,26),-0.0420415 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,14),(9,27),-0.0422715 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,15),(9,16),-0.0473389 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,18),-0.0364932 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,22),-0.0371828 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,24),-0.0371859 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,25),-0.0478722 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,15),(9,27),-0.0453502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,16),(9,18),-0.042167 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,19),-0.0422063 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,22),-0.0424289 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,24),-0.0428017 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,25),-0.042012 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,26),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,16),(9,27),-0.0518662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,18),(9,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,18),(9,27),-0.034291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,19),(9,22),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,24),-0.0420161 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,19),(9,27),-0.0584845 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,22),(9,24),-0.042092 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,22),(9,25),-0.0420547 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,22),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,22),(9,27),-0.0393146 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,24),(9,25),-0.0420547 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,24),(9,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,24),(9,27),-0.039853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,25),(9,26),-0.0431683 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,25),(9,27),-0.0508218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,26),(9,27),-0.0442298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,9),(9,8),0.071793 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,9),(9,7),-0.0646738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,5),-0.0641985 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,2),-0.0648086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,9),(9,-1),-0.0307775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,8),(9,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,9),(9,8),(9,-1),-0.098914 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,9),(9,7),(9,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,7),(9,-1),-0.0716335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,6),(9,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,6),(9,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,5),(9,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,5),(9,-1),-0.0641286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,4),(9,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,9),(9,4),(9,-1),-0.0714315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,9),(9,2),(9,-1),-0.0647974 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,11),-0.0420141 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,10),(10,10),(10,27),-0.0155647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,10),(10,11),(10,27),-0.0422286 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,10),(10,10),(10,-1),-0.0527863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,11),(11,12),0.0366171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,13),0.13569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,14),0.134367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,15),-0.0438796 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,16),-0.0614279 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,17),-0.0427507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,18),-0.0839291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,27),-0.0821803 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,12),(11,13),-0.0422749 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,14),-0.0423001 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,15),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,16),-0.0420454 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,12),(11,27),0.0363449 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,13),(11,14),-0.0442382 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,15),-0.0479309 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,16),-0.0437733 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,18),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,19),-0.0425526 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,13),(11,27),0.140815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,14),(11,15),-0.0479309 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,16),-0.0437753 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,18),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,19),-0.0425526 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,14),(11,27),0.139363 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,15),(11,16),-0.0430753 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,19),-0.042072 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,15),(11,27),-0.0422511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,16),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,18),-0.0420833 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,19),-0.0420265 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,16),(11,27),-0.064189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,17),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,17),(11,27),-0.0427473 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,18),(11,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,18),(11,27),-0.0841288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,19),(11,27),-0.0427323 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,11),(11,10),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,9),0.102455 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,11),(11,11),(11,-1),0.0977802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,11),(11,10),(11,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,11),(11,9),(11,-1),-0.0662508 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,13),-0.0400915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,14),-0.0401055 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,16),-0.0420521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,18),-0.0420114 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,19),-0.0420147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,21),-0.0420176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,22),-0.0420914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,24),-0.0420914 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,25),-0.046081 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,27),-0.0710317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,13),(12,14),-0.0286253 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,15),-0.0432122 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,16),-0.0419559 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,19),-0.0442711 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,21),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,22),-0.0443053 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,24),-0.0443053 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,25),-0.0420128 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,13),(12,27),-0.0560419 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,14),(12,15),-0.0437153 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,16),-0.041973 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,19),-0.0442711 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,21),-0.0420154 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,22),-0.0444927 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,24),-0.0444927 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,25),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,14),(12,27),-0.057408 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,15),(12,16),-0.0422606 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,21),-0.0420134 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,22),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,24),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,25),-0.0428748 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,15),(12,27),-0.0423428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,16),(12,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,21),-0.0426592 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,22),-0.0424336 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,24),-0.0424336 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,16),(12,27),-0.0450365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,17),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,17),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,18),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,18),(12,27),-0.0420114 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,19),(12,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,19),(12,27),-0.0420112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,21),(12,22),-0.0420235 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,24),-0.0420235 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,21),(12,27),-0.044087 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,22),(12,24),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,22),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,22),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,22),(12,27),-0.0388765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,24),(12,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,24),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,24),(12,27),-0.0388765 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,25),(12,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,25),(12,27),-0.0466539 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,26),(12,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,12),(12,11),0.103065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,10),0.103068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,9),0.10206 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,8),0.10102 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,12),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,5),-0.0651814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,12),(12,-1),-0.116237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,11),(12,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,11),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,11),(12,-1),-0.0654956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,10),(12,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,10),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,10),(12,-1),-0.0652287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,9),(12,8),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,9),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,9),(12,-1),-0.0652282 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,8),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(8,12),(12,8),(12,-1),-0.0653258 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(8,12),(12,7),(12,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(8,12),(12,7),(12,-1),-0.0648251 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(8,12),(12,5),(12,-1),-0.0652273 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,2),(2,2),(2,3),0.17345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,4),0.101686 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,5),0.0874335 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,6),0.100704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,7),0.0985891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,8),0.0771816 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,2),(2,2),(2,9),-0.067281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
