# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,22,22,28,28,28,29,24,31,29,5,
(26,29),(29,5),(29,-1),-0.0677074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,3),(29,2),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(26,29),(29,3),(29,1),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(26,29),(29,3),(29,-1),-0.0672215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,2),(29,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(26,29),(29,2),(29,-1),-0.0987337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,29),(29,1),(29,-1),-0.0987333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,31),-0.0542529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,33),0.298468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,31),(30,33),-0.063962 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,30),(30,30),(30,28),0.100721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,30),(30,30),(30,-1),0.066905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,30),(30,28),(30,-1),-0.066128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,31),(31,33),-0.0109829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,31),(31,30),0.142949 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,28),0.129699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,27),0.131908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,26),0.134313 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,31),(31,25),-0.0660912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,31),(31,-1),-0.00699344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,30),(31,28),0.103288 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,27),0.0986032 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,26),0.0987152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,30),(31,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,30),(31,-1),-0.044406 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,28),(31,27),0.118751 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,28),(31,26),0.120779 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,28),(31,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,28),(31,-1),-0.0176337 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,27),(31,26),0.119135 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,27),(31,25),-0.0641594 # DEPENDENCYPART_GRANDSIBL
(26,31),(31,27),(31,-1),-0.0547617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,31),(31,26),(31,25),-0.0641594 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(26,31),(31,26),(31,-1),-0.0461147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,31),(31,25),(31,-1),-0.0449352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(26,32),(32,32),(32,33),0.0494852 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(26,32),(32,32),(32,-1),0.0198526 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,26),0.196291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,25),(25,25),(25,27),-0.0805628 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,33),0.0115455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,26),(25,27),-0.0642456 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,26),(25,33),-0.0102735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,25),(25,27),(25,33),-0.0215217 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,25),(25,25),(25,-1),0.0212317 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,26),(26,27),-0.0805779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,26),(26,28),-0.0654717 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,29),-0.0643897 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,30),-0.0641774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,31),-0.0655794 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,32),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,33),0.00485522 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,27),(26,28),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,31),-0.0643654 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,32),-0.0641672 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,27),(26,33),-0.0183418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,28),(26,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,28),(26,33),-0.075049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,29),(26,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,29),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,29),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,29),(26,33),-0.0652527 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,30),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,30),(26,33),-0.0553838 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,31),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,31),(26,33),-0.0750503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,32),(26,33),-0.0821404 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,26),(26,25),-0.13573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,-1),0.0168431 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,25),(26,-1),0.0251378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,15),(15,16),0.0849698 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,17),0.101197 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,18),0.101445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,19),0.0877234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,20),0.0997952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,21),0.166776 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,22),0.101211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,23),0.158737 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,24),0.0497901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,33),-0.0428116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,16),(15,17),0.103003 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,18),0.0949672 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,19),0.0942848 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,20),0.103068 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,21),0.0984974 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,22),0.103003 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,23),0.0537421 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,24),0.0990816 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,16),(15,33),-0.0549876 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,17),(15,18),0.103069 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,19),0.103045 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,23),0.103017 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,17),(15,33),-0.0676518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,18),(15,19),0.102422 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,20),0.103034 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,21),0.102972 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,22),0.103066 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,23),0.0958576 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,24),0.10216 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,18),(15,33),-0.0710713 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,19),(15,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,21),0.102389 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,22),0.102946 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,23),0.0935598 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,24),0.102672 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,19),(15,33),-0.106942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,20),(15,21),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,20),(15,33),-0.0668618 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,21),(15,22),0.10301 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,23),0.0999625 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,24),0.102928 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,21),(15,33),-0.0285599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,22),(15,23),0.103019 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,22),(15,33),-0.0676499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,23),(15,24),0.0877998 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,23),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,23),(15,33),0.0993522 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,24),(15,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,15),(15,24),(15,33),-0.108997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,32),(15,33),-0.0592955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,15),(15,15),(15,14),0.00487366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,15),(15,15),(15,-1),0.094741 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,15),(15,14),(15,-1),-0.00276897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,18),(18,19),0.0755699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,18),(18,18),(18,20),0.10446 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,18),(18,18),(18,21),0.0612284 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,18),(18,18),(18,33),0.091202 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,18),(18,19),(18,20),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,18),(18,19),(18,21),0.102475 # DEPENDENCYPART_GRANDSIBL
(28,18),(18,19),(18,33),-0.0723221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,20),(18,21),0.103048 # DEPENDENCYPART_GRANDSIBL
(28,18),(18,20),(18,33),-0.0688466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,21),(18,33),-0.137867 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,18),(18,18),(18,16),-0.0327346 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,18),(18,18),(18,-1),0.0725528 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,18),(18,16),(18,-1),0.00552366 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,20),(20,21),0.0806945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,22),0.103002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,24),0.134554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,25),0.101541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,20),(20,20),(20,33),-0.0619754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,20),(20,21),(20,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,21),(20,24),0.103048 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,21),(20,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,21),(20,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,21),(20,33),-0.102702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,22),(20,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,22),(20,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,22),(20,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,22),(20,33),-0.0642138 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,24),(20,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,24),(20,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,24),(20,33),-0.0337842 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,25),(20,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,25),(20,33),-0.0656731 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,28),(20,33),-0.0465799 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,20),(20,20),(20,19),-0.0393556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,18),-0.0418296 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,15),-0.0489576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,5),-0.043024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,2),-0.0489576 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,20),(20,20),(20,-1),-0.00646392 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,20),(20,19),(20,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,19),(20,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,19),(20,5),-0.0421326 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,19),(20,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,19),(20,-1),-0.0391041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,18),(20,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,18),(20,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,18),(20,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,18),(20,-1),-0.0385526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,15),(20,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,15),(20,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,15),(20,-1),-0.0490155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,5),(20,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(28,20),(20,5),(20,-1),-0.0444411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,20),(20,2),(20,-1),-0.0490155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,21),(21,22),0.0964091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,23),0.186268 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,24),0.108452 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,26),0.0982852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,28),-0.0797812 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,21),(21,29),-0.0710171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,33),0.0124787 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,22),(21,23),0.103043 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,26),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,22),(21,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,22),(21,33),-0.077446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,23),(21,24),0.102884 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,26),0.102633 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,28),-0.0642065 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,23),(21,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,23),(21,33),0.00448021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,24),(21,26),0.10307 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,24),(21,28),-0.0641658 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,24),(21,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,24),(21,33),-0.0607995 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,26),(21,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,26),(21,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,26),(21,33),-0.0722204 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,28),(21,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,28),(21,33),-0.107949 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,29),(21,33),-0.0774462 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,21),(21,20),-0.0311868 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,19),-0.0351481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,18),-0.0310272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,21),(21,21),(21,-1),-0.218083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,21),(21,20),(21,19),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,20),(21,18),-0.0421654 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,20),(21,-1),-0.0310445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,19),(21,18),-0.0445245 # DEPENDENCYPART_GRANDSIBL
(28,21),(21,19),(21,-1),0.0189007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,21),(21,18),(21,-1),-0.0354104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,26),0.0946666 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,27),0.0842588 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,25),(25,25),(25,33),-0.0396986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,25),(25,26),(25,27),0.125215 # DEPENDENCYPART_GRANDSIBL
(28,25),(25,26),(25,33),-0.0509637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,27),(25,33),-0.0550231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,25),(25,25),(25,-1),0.0988972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,26),(26,27),0.0818646 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,28),-0.067281 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,26),(26,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,30),-0.0651116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,31),-0.067281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,33),-0.0413257 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,27),(26,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,27),(26,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,30),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,27),(26,33),-0.0586651 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,28),(26,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,28),(26,30),-0.0642406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,28),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,28),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,28),(26,33),-0.106868 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,29),(26,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,29),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,29),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,29),(26,33),-0.0676599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,30),(26,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,30),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,30),(26,33),-0.108733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,31),(26,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(28,26),(26,31),(26,33),-0.106906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,32),(26,33),-0.0592955 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,26),(26,26),(26,25),-0.20211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,26),(26,26),(26,-1),0.0945143 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,26),(26,25),(26,-1),0.0125773 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,27),(27,33),-0.0319994 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,27),(27,26),-0.167732 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,25),-0.168517 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,27),(27,27),(27,-1),0.0689693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,27),(27,26),(27,25),0.019618 # DEPENDENCYPART_GRANDSIBL
(28,27),(27,26),(27,-1),0.0478414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,27),(27,25),(27,-1),0.0479783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(28,29),(29,29),(29,30),-0.0402904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,31),-0.0483818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,32),-0.0420187 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(28,29),(29,29),(29,33),0.0133796 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(28,29),(29,30),(29,31),-0.0422249 # DEPENDENCYPART_GRANDSIBL
(28,29),(29,30),(29,32),-0.0420199 # DEPENDENCYPART_GRANDSIBL
