# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(12,2),(2,3),(2,10),0.0929207 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,3),(2,12),-0.0728185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,3),(2,27),-0.0342567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,5),0.10251 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,6),0.0985651 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,7),0.0985651 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,8),0.110029 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,10),0.154461 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,4),(2,12),-0.0642364 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,4),(2,27),-0.0826653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,5),(2,6),0.102932 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,7),0.102932 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,8),0.101837 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,10),0.113833 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,5),(2,12),-0.0659463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,5),(2,27),-0.0572253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,6),(2,7),0.0990002 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,8),0.0883153 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,10),0.122594 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,6),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,6),(2,27),-0.0806395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,7),(2,8),0.0873927 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,7),(2,10),0.122594 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,7),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,7),(2,27),-0.0831667 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,8),(2,10),0.0781612 # DEPENDENCYPART_GRANDSIBL
(12,2),(2,8),(2,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,8),(2,27),0.000664862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,10),(2,12),-0.0728185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,10),(2,27),-0.0342567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,2),(2,12),(2,27),-0.0592601 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,2),(2,1),-0.0700821 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,2),(2,2),(2,-1),0.0752409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,2),(2,1),(2,-1),0.00169279 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,3),(3,3),(3,27),0.0491408 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,3),(3,3),(3,-1),0.044664 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,4),(4,5),0.0479454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,6),0.0950561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,7),0.095223 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,10),0.0292113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,11),0.110302 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,27),-0.0164367 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,5),(4,6),0.103067 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,7),0.103067 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,10),0.117016 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,11),0.102895 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,5),(4,27),-0.0854361 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,6),(4,7),0.102356 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,10),0.121401 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,11),0.108461 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,6),(4,27),-0.0812378 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,7),(4,10),0.121408 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,11),0.108461 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,7),(4,27),-0.0813207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,10),(4,11),0.0942116 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,10),(4,27),-0.0747358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,11),(4,27),-0.0426702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,4),(4,3),0.00254491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,2),-0.0415685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,1),-0.0613251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,4),(4,4),(4,-1),0.105442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,4),(4,3),(4,2),-0.0194723 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,1),-0.0316175 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,3),(4,-1),-0.0937862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,2),(4,1),-0.0360506 # DEPENDENCYPART_GRANDSIBL
(12,4),(4,2),(4,-1),-0.0495061 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,4),(4,1),(4,-1),-0.0426195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,6),0.0686631 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,7),0.0665978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,8),0.141416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,9),0.0686738 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,10),0.104719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,11),0.175997 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,12),-0.0651833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,5),(5,14),-0.0652712 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,15),-0.0746311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,18),-0.064571 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,20),-0.0749275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,21),-0.0651833 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,23),-0.0652609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,24),-0.0746311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,26),-0.0645171 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,27),-0.110808 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,6),(5,7),0.102752 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,8),0.0825026 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,9),0.102753 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,10),0.102267 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,11),0.101367 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,12),-0.0641572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,6),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,15),-0.0643167 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,20),-0.0642675 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,21),-0.0641572 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,24),-0.0643167 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,26),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,6),(5,27),-0.0842142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,8),0.0810287 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,9),0.102753 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,10),0.102267 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,11),0.101367 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,12),-0.0641686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,7),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,15),-0.0643401 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,20),-0.0642675 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,21),-0.0641686 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,24),-0.0643401 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,26),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,7),(5,27),-0.0841885 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,9),0.101983 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,10),0.126253 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,11),0.101208 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,12),-0.0648812 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,8),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,15),-0.0642051 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,18),-0.0658697 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,21),-0.0648812 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,24),-0.0642051 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,26),-0.0594545 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,8),(5,27),-0.0521062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,10),0.102267 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,11),0.101367 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,12),-0.0641572 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,9),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,15),-0.0643167 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,20),-0.0642675 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,21),-0.0641572 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,24),-0.0643167 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,26),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,9),(5,27),-0.0835691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,11),0.0999631 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,12),-0.0677537 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,10),(5,14),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,15),-0.0644699 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,18),-0.0656129 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,20),-0.0658866 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,21),-0.0677537 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,23),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,24),-0.0644699 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,26),-0.0642154 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,10),(5,27),-0.140646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,12),-0.0641684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,11),(5,14),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,15),-0.0629555 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,18),-0.0659158 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,20),-0.064941 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,21),-0.0641684 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,23),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,24),-0.0629555 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,26),-0.0642181 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,11),(5,27),-0.0209013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,12),(5,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,15),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,18),-0.0645591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,20),-0.0641523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,24),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,26),-0.0569708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,12),(5,27),-0.10175 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,14),(5,15),-0.0643268 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,20),-0.0642675 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,21),-0.0641572 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,24),-0.0643268 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,26),-0.0641474 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,14),(5,27),-0.0836371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,15),(5,18),-0.0658697 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,21),-0.0648812 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,24),-0.0642051 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,26),-0.0594545 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,15),(5,27),-0.0521062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,18),(5,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,18),(5,21),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,18),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,18),(5,24),-0.0641846 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,18),(5,26),-0.0541686 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,18),(5,27),-0.113947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,20),(5,21),-0.0641684 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,20),(5,23),-0.0641492 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,20),(5,24),-0.0629555 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,20),(5,26),-0.0642181 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,20),(5,27),-0.0209013 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,21),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,21),(5,24),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,21),(5,26),-0.0569708 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,21),(5,27),-0.10175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,23),(5,24),-0.0643167 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,23),(5,26),-0.064147 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,23),(5,27),-0.0837188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,24),(5,26),-0.0594545 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,24),(5,27),-0.0521062 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,26),(5,27),0.0112503 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,5),(5,4),-0.0391567 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,3),-0.0793002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,2),-0.00103978 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,1),-0.049592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,5),(5,5),(5,-1),-0.139655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,5),(5,4),(5,3),-0.0581312 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,2),-0.0394235 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,1),-0.0415195 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,4),(5,-1),-0.109666 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,3),(5,2),-0.0439832 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,1),0.0141315 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,3),(5,-1),-0.0660446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,2),(5,1),-0.0876698 # DEPENDENCYPART_GRANDSIBL
(12,5),(5,2),(5,-1),-0.0243817 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,5),(5,1),(5,-1),-0.0669701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,6),(6,7),0.135189 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,8),0.0775972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,9),0.135977 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,10),0.089219 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,11),0.0899554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,12),-0.064147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,6),(6,27),-0.190672 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,7),(6,8),0.0913626 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,9),0.101087 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,10),0.102594 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,7),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,7),(6,27),-0.0735921 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,9),0.0622612 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,10),0.111168 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,8),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,8),(6,27),-0.0492332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,10),0.102594 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,9),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,9),(6,27),-0.0725211 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,11),0.121887 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,10),(6,12),-0.0643104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,10),(6,27),-0.0399664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,11),(6,27),-0.07617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,12),(6,27),-0.0689913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,6),(6,5),-0.0504164 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,4),-0.0574574 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,6),(6,6),(6,-1),-0.140754 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,6),(6,5),(6,4),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(12,6),(6,5),(6,-1),-0.0601017 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,6),(6,4),(6,-1),-0.0533372 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,7),(7,8),0.0775972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,9),0.137126 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,10),0.0891963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,11),0.0899554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,12),-0.064147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,27),-0.186575 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,8),(7,9),0.0615538 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,10),0.111155 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,8),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,8),(7,27),-0.0493041 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,10),0.102594 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,9),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,9),(7,27),-0.0712625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,11),0.121887 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,10),(7,12),-0.0643104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,10),(7,27),-0.0399645 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,11),(7,27),-0.0761702 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,12),(7,27),-0.0689898 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,7),(7,6),-0.0712095 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,5),-0.0504496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,4),-0.0574551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,3),-0.0139454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,1),-0.0529298 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,7),(7,7),(7,-1),-0.139191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,7),(7,6),(7,5),-0.042041 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,4),-0.0424809 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,3),-0.0479151 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,1),-0.0428176 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,6),(7,-1),-0.0650116 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,5),(7,4),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,3),-0.0420731 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,5),(7,-1),-0.0602769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,4),(7,3),-0.0444149 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,1),-0.0439105 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,4),(7,-1),-0.0533342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,3),(7,1),-0.0599615 # DEPENDENCYPART_GRANDSIBL
(12,7),(7,3),(7,-1),-0.0406993 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,7),(7,1),(7,-1),-0.0320004 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,8),(8,8),(8,9),0.116082 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
