# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(14,18),(18,14),(18,11),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,10),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,9),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,8),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,7),-0.0641502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,4),-0.0641483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,3),-0.0641604 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,18),(18,14),(18,-1),-0.0858719 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,18),(18,13),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,7),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,13),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,12),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,6),-0.0641479 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,12),(18,-1),-0.0759193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,11),(18,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,7),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,11),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,10),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,7),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,10),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,9),(18,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,7),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,9),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,8),(18,7),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,4),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,8),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,7),(18,6),-0.0641993 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,7),(18,-1),-0.0381646 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,6),(18,4),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,3),-0.0641604 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,6),(18,-1),-0.0858751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,4),(18,3),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,1),-0.0643682 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,4),(18,-1),-0.0625142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,3),(18,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,18),(18,3),(18,-1),-0.0581195 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,18),(18,1),(18,-1),-0.0647304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,20),-0.0449465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,21),-0.0428918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,22),-0.0392078 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,23),-0.0424075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,24),-0.0420288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,19),(19,19),(19,27),-0.0966385 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,19),(19,20),(19,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,22),-0.0421387 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,23),-0.042013 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,24),-0.042016 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,20),(19,27),-0.0434414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,21),(19,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,21),(19,27),-0.0424152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,22),(19,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,22),(19,27),-0.0433326 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,23),(19,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,23),(19,27),-0.0423653 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,24),(19,27),-0.0420659 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,19),(19,-1),-0.0681442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,20),(20,27),-0.0309427 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,20),(20,20),(20,-1),-0.0475687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,22),(22,23),0.00821088 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,24),-0.0548882 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,27),0.0723624 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,23),(22,24),-0.042107 # DEPENDENCYPART_GRANDSIBL
(14,22),(22,23),(22,27),-0.0221605 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,24),(22,27),-0.0328975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,22),(22,21),0.100805 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,20),0.0821797 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,19),0.100764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,22),(22,22),(22,-1),0.0500465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,22),(22,21),(22,20),0.121191 # DEPENDENCYPART_GRANDSIBL
(14,22),(22,21),(22,19),0.10305 # DEPENDENCYPART_GRANDSIBL
(14,22),(22,21),(22,-1),-0.105189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,20),(22,19),0.102995 # DEPENDENCYPART_GRANDSIBL
(14,22),(22,20),(22,-1),-0.072321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,22),(22,19),(22,-1),-0.0664068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,24),-0.0554011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,25),-0.046127 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,26),-0.0381522 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,27),0.073676 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,24),(23,25),-0.042951 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,24),(23,26),-0.0411555 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,24),(23,27),-0.00312322 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,25),(23,26),-0.0460526 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,25),(23,27),-0.0577928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,26),(23,27),-0.0303471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,23),(23,22),0.121908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,21),0.0850439 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,20),0.125053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,19),0.115493 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,18),0.099115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,17),0.115555 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,16),0.0734916 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,15),0.0898929 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,14),0.115456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,23),(23,13),-0.0702477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,12),-0.0648231 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,11),-0.0702484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,10),-0.0702477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,8),-0.0702477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,7),-0.0688891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,6),-0.0730053 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,3),-0.0702477 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,1),-0.064328 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,23),(23,-1),-0.178189 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,22),(23,21),0.106153 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,20),0.0924596 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,19),0.103059 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,18),0.103063 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,17),0.103061 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,16),0.109861 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,15),0.102327 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,14),0.101066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,22),(23,13),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,12),-0.0642005 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,11),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,10),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,8),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,7),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,6),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,4),-0.0642569 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,3),-0.0641708 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,22),(23,-1),-0.0767563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,21),(23,20),0.110296 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,19),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,18),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,16),0.102986 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,15),0.104214 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,14),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,21),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,21),(23,-1),-0.089308 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,19),0.103068 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,18),0.102345 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,17),0.103068 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,16),0.102451 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,14),0.0970602 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,20),(23,13),-0.0645611 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,12),-0.064346 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,11),-0.0645611 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,10),-0.0645611 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,8),-0.0645611 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,7),-0.0699445 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,6),-0.0642468 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,3),-0.0645611 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,1),-0.0645339 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,20),(23,-1),-0.0815953 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,19),(23,18),0.102851 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,17),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,16),0.0995064 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,15),0.105402 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,14),0.101384 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,19),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,12),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,7),-0.0643513 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,19),(23,-1),-0.00305996 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,18),(23,17),0.102823 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,16),0.102345 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,15),0.103069 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,14),0.102907 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,18),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,18),(23,-1),-0.0734506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,16),0.099513 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,15),0.105402 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,14),0.101352 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,17),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,12),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,7),-0.0643513 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,17),(23,-1),-0.00284957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,16),(23,15),0.102812 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,14),0.102502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,16),(23,13),-0.06416 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,12),-0.0641575 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,11),-0.06416 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,10),-0.06416 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,8),-0.06416 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,7),-0.0641471 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,6),-0.064192 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,3),-0.06416 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,16),(23,-1),-0.058927 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,15),(23,14),0.103068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,15),(23,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,12),-0.0641613 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,7),-0.0642122 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,6),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,15),(23,-1),-0.0753277 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,14),(23,13),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,12),-0.0642005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,11),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,10),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,8),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,7),-0.0641464 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,6),-0.0641485 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,4),-0.0642569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,3),-0.0641708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,23),(23,14),(23,-1),-0.0820551 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,23),(23,13),(23,12),-0.0641551 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,11),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,10),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,8),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,7),-0.064217 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,4),-0.0641748 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,3),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,13),(23,-1),0.0153607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,12),(23,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,12),(23,-1),-0.0677244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,23),(23,11),(23,10),-0.0641483 # DEPENDENCYPART_GRANDSIBL
(14,23),(23,11),(23,8),-0.0641483 # DEPENDENCYPART_GRANDSIBL
