# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,16,16,13,18,16,13,
(9,7),(7,7),(7,-1),-0.166571 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,7),(7,5),(7,4),-0.0475208 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,3),-0.0301585 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,2),-0.0475208 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,1),-0.0434571 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,5),(7,-1),-0.0062926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,4),(7,3),-0.0420234 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,4),(7,-1),-0.0353011 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,3),(7,2),-0.0420126 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,1),-0.0423203 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,3),(7,-1),-0.0465895 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,2),(7,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,7),(7,2),(7,-1),-0.0353008 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,7),(7,1),(7,-1),-0.0438083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,9),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,8),(8,10),-0.0654802 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,14),-0.0651782 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,20),0.158465 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,9),(8,10),-0.0642375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,14),-0.0645176 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,9),(8,20),-0.00709886 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,10),(8,14),-0.0641868 # DEPENDENCYPART_GRANDSIBL
(9,8),(8,10),(8,20),0.00285028 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,14),(8,20),-0.0132543 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,8),(8,8),(8,6),-0.0302121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,8),(8,8),(8,-1),0.143074 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,8),(8,6),(8,-1),-0.0314555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,11),-0.0431109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,20),0.205027 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,11),(10,20),-0.0430822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,10),(10,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,10),(10,10),(10,-1),0.152556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,10),(10,7),(10,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,7),(10,-1),-0.0646244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,6),(10,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,6),(10,-1),-0.0648335 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,3),(10,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,10),(10,3),(10,-1),-0.0646244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,10),(10,1),(10,-1),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,12),-0.0420209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,14),-0.0423773 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,16),-0.0420182 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,18),-0.0423561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,20),-0.0724707 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,12),(11,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,12),(11,20),-0.0420213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,13),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,13),(11,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,14),(11,16),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,14),(11,20),-0.0420148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,16),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,16),(11,20),-0.0420184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,18),(11,20),-0.0420218 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,11),(11,10),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,9),0.103035 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,11),(11,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,11),(11,-1),-0.0913501 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,10),(11,9),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,10),(11,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,10),(11,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,9),(11,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,11),(11,9),(11,-1),-0.0641984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,11),(11,7),(11,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,7),(11,-1),-0.0673565 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,6),(11,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,6),(11,-1),-0.0632617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,5),(11,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,5),(11,-1),-0.0648636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,4),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,4),(11,-1),-0.0641513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,3),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,3),(11,-1),-0.0663959 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,2),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,11),(11,2),(11,-1),-0.0641513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,11),(11,1),(11,-1),-0.0641465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,13),-0.0424184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,14),0.027349 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,16),-0.0455599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,18),-0.0628733 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,19),-0.042056 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,20),-0.065409 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,13),(12,14),-0.0447746 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,18),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,13),(12,20),-0.0416324 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,14),(12,16),-0.0422935 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,18),-0.029913 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,14),(12,20),-0.051464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,16),(12,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,16),(12,20),-0.0464948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,18),(12,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,18),(12,20),-0.0363233 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,19),(12,20),-0.0420452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,12),(12,11),0.104046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,10),0.137884 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,9),0.104595 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,12),(12,8),-0.0642891 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,7),-0.0642606 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,3),-0.0642389 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,2),-0.0641463 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,12),(12,-1),-0.0787566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,11),(12,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,9),0.103056 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,11),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,11),(12,-1),-0.0642461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,9),0.103055 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,10),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,10),(12,-1),-0.0304486 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,9),(12,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,7),-0.0641468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,6),-0.0641478 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,3),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,12),(12,9),(12,-1),-0.0907753 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,12),(12,8),(12,7),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,6),-0.0641478 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,3),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,8),(12,-1),-0.0915272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,7),(12,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,3),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,7),(12,-1),-0.0585607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,6),(12,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,6),(12,-1),-0.0305229 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,3),(12,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,12),(12,3),(12,-1),-0.0632188 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,12),(12,2),(12,-1),-0.0718683 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,14),(14,14),(14,20),0.0775792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,14),(14,14),(14,-1),0.0113616 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,17),-0.0419363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,18),-0.0296764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,19),-0.0420996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,20),-0.106038 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,17),(16,18),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,17),(16,20),-0.0403956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,18),(16,19),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,18),(16,20),-0.0725053 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,19),(16,20),-0.0715525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,16),(16,15),0.120704 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,14),0.0889525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,13),0.103068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,12),0.0847277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,11),0.10199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,10),0.103005 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,9),0.0732791 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,16),(16,7),-0.0660139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,5),-0.0643356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,4),-0.0641651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,3),-0.0655093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,2),-0.0641651 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,1),-0.0642551 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,16),(16,-1),-0.140005 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(9,16),(16,15),(16,14),0.10308 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,12),0.103068 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,9),0.103068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,15),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,4),-0.0645104 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,2),-0.0645104 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,15),(16,-1),-0.0536808 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,13),0.102896 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,12),0.102904 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,9),0.0982328 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,14),(16,7),-0.0663779 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,5),-0.0641757 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,3),-0.0663738 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,1),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,14),(16,-1),-0.0846375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,12),0.102986 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,9),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,13),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,13),(16,-1),-0.0641914 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,12),(16,11),0.103069 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,9),0.102367 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,12),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,1),-0.0641642 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,12),(16,-1),-0.0698193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,11),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,9),0.103069 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,11),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,11),(16,-1),-0.0647303 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,10),(16,9),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,10),(16,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(9,16),(16,10),(16,-1),-0.0642334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(9,16),(16,9),(16,7),-0.0642532 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,5),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,3),-0.0642368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,1),-0.0641514 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(9,16),(16,9),(16,-1),-0.0985828 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
