# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(19,17),(17,17),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,32),-0.0720099 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,18),(17,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,18),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,18),(17,32),-0.064252 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,19),(17,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,19),(17,32),-0.0641688 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,20),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,20),(17,32),-0.0641612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,21),(17,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,21),(17,32),-0.0641491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,22),(17,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,22),(17,32),-0.0683985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,23),(17,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,23),(17,32),-0.0648894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,24),(17,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,24),(17,32),-0.0683985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,25),(17,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,25),(17,32),-0.0642459 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,26),(17,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,26),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,26),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,26),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,26),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,26),(17,32),-0.0642441 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,27),(17,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,27),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,27),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,27),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,27),(17,32),-0.0641491 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,28),(17,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,28),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,28),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,28),(17,32),-0.0683985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,29),(17,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,29),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,29),(17,32),-0.0648894 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,30),(17,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,30),(17,32),-0.0683985 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,31),(17,32),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,17),(17,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,15),-0.0457427 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,14),-0.0457397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,13),-0.042079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,12),-0.0420112 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,11),-0.0446774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,8),-0.0457397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,5),-0.0420251 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,4),-0.0446774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,2),-0.0421484 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,1),-0.042079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,17),(17,17),(17,-1),-0.0441012 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,17),(17,16),(17,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,5),-0.0431394 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,2),-0.0420766 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,16),(17,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,15),(17,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,5),-0.0423895 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,2),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,15),(17,-1),-0.0439484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,14),(17,13),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,5),-0.0423895 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,2),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,14),(17,-1),-0.0439484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,13),(17,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,13),(17,-1),-0.0420783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,12),(17,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,12),(17,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,11),(17,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,9),-0.0431391 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,11),(17,-1),-0.0443877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,10),(17,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,10),(17,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,9),(17,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,9),(17,5),-0.0431394 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,9),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,9),(17,2),-0.0420766 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,9),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,9),(17,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,8),(17,5),-0.0423895 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,8),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,8),(17,2),-0.0420138 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,8),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,8),(17,-1),-0.0439484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,5),(17,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,5),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,5),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,5),(17,-1),-0.0439099 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,4),(17,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,4),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,4),(17,-1),-0.0443877 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,2),(17,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,17),(17,2),(17,-1),-0.0422358 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,17),(17,1),(17,-1),-0.0420783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,18),(18,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,22),-0.0643837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,23),-0.0644469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,32),0.0135783 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,19),(18,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,19),(18,32),-0.0648449 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,20),(18,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,20),(18,32),-0.0645802 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,21),(18,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,21),(18,32),-0.071307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,22),(18,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,22),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,22),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,22),(18,32),-0.0680823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,23),(18,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,23),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,23),(18,32),-0.0669285 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,25),(18,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,18),(18,25),(18,32),-0.0657293 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,27),(18,32),-0.071307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,18),(18,18),(18,15),-0.0437927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,18),(18,18),(18,-1),0.0490418 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,18),(18,15),(18,-1),-0.0437926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,32),-0.00285634 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,21),(20,22),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,20),(20,21),(20,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,22),(20,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,20),(20,20),(20,19),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,20),(20,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,20),(20,-1),-0.027658 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,19),(20,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,20),(20,19),(20,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,20),(20,18),(20,-1),-0.0641903 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,23),-0.0407159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,25),-0.0446358 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,32),-0.0280924 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,23),(21,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,23),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,23),(21,32),-0.0241467 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,24),(21,25),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,24),(21,32),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,25),(21,32),-0.0433271 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,21),(21,20),0.102763 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,19),0.103051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,21),(21,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,21),(21,-1),-0.0815913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,20),(21,19),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,20),(21,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(19,21),(21,20),(21,-1),-0.0641499 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,21),(21,19),(21,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,21),(21,19),(21,-1),-0.0649184 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,21),(21,18),(21,-1),-0.0641657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(19,22),(22,22),(22,23),-0.0514075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,24),-0.0422277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,25),-0.0485499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,26),-0.0499521 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,27),-0.0187863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,28),-0.0422277 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,29),-0.0514075 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(19,22),(22,22),(22,32),-0.147932 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(19,22),(22,23),(22,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,25),-0.0420163 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(19,22),(22,23),(22,29),-0.0420124 # DEPENDENCYPART_GRANDSIBL
