# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,3,19,12,13,16,14,16,16,11,19,20,3,
(15,14),(14,14),(14,21),-0.0648874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,23),-0.170345 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,15),(14,23),-0.0642325 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,16),(14,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,16),(14,23),-0.0653414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,17),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,17),(14,23),-0.0855192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,18),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,18),(14,23),-0.068463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,19),(14,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,19),(14,23),-0.0649318 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,20),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,20),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,20),(14,23),-0.067046 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,21),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,21),(14,23),-0.0668086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,22),(14,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,14),(14,13),-0.069609 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,12),-0.0488193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,7),-0.0429906 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(15,14),(14,14),(14,-1),-0.184072 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(15,14),(14,13),(14,12),-0.0420361 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,7),-0.0425229 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,13),(14,-1),-0.0613395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,12),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(15,14),(14,12),(14,-1),-0.0488584 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(15,14),(14,7),(14,-1),-0.0428221 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,1),(1,2),0.100988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,1),(1,1),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,1),(1,1),(1,23),0.0290918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,1),(1,2),(1,3),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,1),(1,2),(1,23),-0.0662272 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,3),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,1),(1,1),(1,-1),0.0183278 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,2),(2,3),0.0937448 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,4),0.10853 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,5),0.0990963 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,6),0.114066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,11),0.169243 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,23),-0.0706774 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,3),(2,4),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,6),0.100616 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,11),0.103006 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,3),(2,23),-0.0566104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,4),(2,5),0.103069 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,6),0.110967 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,11),0.102992 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,4),(2,23),-0.0552625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,5),(2,6),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,5),(2,23),-0.0681192 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,6),(2,11),0.105562 # DEPENDENCYPART_GRANDSIBL
(16,2),(2,6),(2,23),-0.0643111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,11),(2,23),-0.00127325 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,2),(2,2),(2,1),-0.0479879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,2),(2,2),(2,-1),0.137172 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,2),(2,1),(2,-1),-0.0468213 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,4),0.0934851 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,5),0.119015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,6),0.116021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,7),0.0981915 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,8),0.0808849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,9),0.1068 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,10),0.116021 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,11),0.100377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,12),0.0897952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,13),0.102266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,16),-0.0532966 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,3),(3,18),-0.064152 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,19),-0.0642083 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,20),-0.0641826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,23),-0.00445398 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,4),(3,5),0.103356 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,6),0.0989593 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,8),0.102836 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,10),0.0989593 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,11),0.101282 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,12),0.102846 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,13),0.101013 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,4),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,22),-0.0649742 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,4),(3,23),-0.0304139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,6),0.108734 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,7),0.103068 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,10),0.108734 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,11),0.101504 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,13),0.10005 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,5),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,22),-0.0596291 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,5),(3,23),-0.0515068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,7),0.102846 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,9),0.100643 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,11),0.110015 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,12),0.0993213 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,13),0.112621 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,16),-0.0641507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,6),(3,18),-0.0641581 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,19),-0.0646303 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,20),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,22),-0.0641921 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,6),(3,23),-0.0669724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,10),0.10217 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,11),0.103045 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,12),0.102683 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,13),0.103069 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,7),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,7),(3,23),-0.064948 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,9),0.103014 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,10),0.0979088 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,11),0.103064 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,12),0.103067 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,13),0.104525 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,8),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,19),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,8),(3,23),-0.0942578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,10),0.10304 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,11),0.102842 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,12),0.102961 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,13),0.10298 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,9),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,22),-0.0641889 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,9),(3,23),-0.0636476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,10),(3,11),0.110015 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,12),0.0993213 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,13),0.112621 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,16),-0.0641507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,10),(3,18),-0.0641581 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,19),-0.0646303 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,20),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,22),-0.0641921 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,10),(3,23),-0.0669724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,11),(3,12),0.103069 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,13),0.102858 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,16),-0.0641657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,11),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,22),-0.0601277 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,11),(3,23),-0.0548957 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,12),(3,13),0.103014 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,12),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,22),-0.064176 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,12),(3,23),-0.0823386 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,13),(3,16),-0.0641562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,13),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,13),(3,19),-0.0642307 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,13),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,13),(3,22),-0.0643721 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,13),(3,23),-0.0708312 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,16),(3,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,19),-0.0641866 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,16),(3,23),-0.0615234 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,18),(3,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,22),-0.0596291 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,18),(3,23),-0.0515068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,19),(3,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,19),(3,22),-0.0641889 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,19),(3,23),-0.0633687 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,20),(3,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,20),(3,23),-0.0658788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,22),(3,23),-0.0371526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,3),(3,2),-0.0376362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,1),-0.0452216 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,3),(3,3),(3,-1),-0.023814 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,3),(3,2),(3,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,3),(3,2),(3,-1),-0.0386397 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,3),(3,1),(3,-1),-0.0423189 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,4),(4,5),0.0923289 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,6),0.107376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,7),0.0970028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,9),0.0876908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,10),0.107376 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,11),0.0944721 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,23),-0.0371642 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,4),(4,5),(4,6),0.101393 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,5),(4,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,5),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,5),(4,10),0.101393 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,5),(4,11),0.103044 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,5),(4,23),-0.0763603 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,6),(4,7),0.103062 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,6),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,6),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,6),(4,11),0.085184 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,6),(4,23),-0.0736771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,7),(4,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,7),(4,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,7),(4,11),0.103065 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,7),(4,23),-0.0644742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,9),(4,10),0.102142 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,9),(4,11),0.10305 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,9),(4,23),-0.070152 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,10),(4,11),0.085184 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,10),(4,23),-0.0736771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,11),(4,23),-0.0900143 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,4),(4,2),-0.0330984 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,4),(4,4),(4,-1),0.0776481 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,4),(4,2),(4,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,4),(4,2),(4,-1),-0.0322453 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,4),(4,1),(4,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,5),(5,6),0.098205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,7),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,8),0.0914367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,9),0.101952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,10),0.098205 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,11),0.112023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,12),0.0910461 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,13),0.145071 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,14),0.0884392 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,16),-0.064156 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,5),(5,17),-0.0711881 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,5),(5,5),(5,23),-0.0265294 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,5),(5,6),(5,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,9),0.10302 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,11),0.100411 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,12),0.1094 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,13),0.102272 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,14),0.103038 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,6),(5,17),-0.0641502 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,6),(5,23),-0.068284 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,7),(5,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,10),0.103069 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,13),0.102968 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,7),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,7),(5,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,8),(5,9),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,10),0.103033 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,13),0.103062 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,5),(5,8),(5,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,5),(5,8),(5,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
