# _root_ By 10:25 , the Dow had turned up for the day , prompting cheers on trading desks and exchange floors .
#goldHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,13,17,15,17,20,18,6,
#predictedHeads=6,1,6,5,6,0,6,7,7,11,9,7,7,13,14,17,15,17,20,18,6,
(13,9),(9,9),(9,16),-0.0669927 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,17),-0.0713255 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,18),-0.0641579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,22),-0.0506762 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,10),(9,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,12),0.103066 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,10),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,10),(9,22),-0.0793627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,11),(9,12),0.102458 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,11),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,15),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,18),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,11),(9,22),-0.0492481 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,12),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,15),-0.0643587 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,12),(9,22),-0.067262 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,13),(9,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,13),(9,22),-0.0699884 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,14),(9,15),-0.0642029 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,14),(9,22),-0.0942863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,15),(9,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,15),(9,22),-0.0402668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,16),(9,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,16),(9,22),-0.0704669 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,17),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,17),(9,22),-0.0942863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,18),(9,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,9),(9,18),(9,22),-0.0695717 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,21),(9,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,9),(9,9),(9,8),-0.0372506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,9),(9,9),(9,-1),-0.102818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,9),(9,8),(9,-1),-0.0915803 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,12),0.0863232 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,13),-0.0641847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,11),(11,14),-0.0658955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,15),-0.0709973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,16),-0.0641847 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,17),-0.0658955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,18),-0.0730943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,20),-0.0658955 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,22),-0.0919473 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,12),(11,13),-0.0644466 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,12),(11,14),-0.0646612 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,15),-0.064154 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,16),-0.0644466 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,17),-0.0646612 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,20),-0.0646612 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,12),(11,22),-0.0705848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,13),(11,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,13),(11,22),-0.0446798 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,14),(11,15),-0.064154 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,14),(11,22),-0.0572983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,15),(11,16),-0.064156 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,17),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,18),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,20),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,15),(11,22),-0.0581246 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,16),(11,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,16),(11,22),-0.0396735 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,17),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,17),(11,22),-0.0572983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,18),(11,20),-0.0641529 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,18),(11,22),-0.0345512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,20),(11,22),-0.0572983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,11),(11,10),-0.049786 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,9),-0.0775385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,8),-0.0619046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,1),-0.051388 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,11),(11,11),(11,-1),0.145344 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,11),(11,10),(11,9),-0.0430126 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,8),-0.0430126 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,1),-0.0430126 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,10),(11,-1),-0.024148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,9),(11,8),-0.0264342 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,1),-0.0353861 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,9),(11,-1),-0.0899541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,8),(11,1),-0.0323739 # DEPENDENCYPART_GRANDSIBL
(13,11),(11,8),(11,-1),-0.0741085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,11),(11,1),(11,-1),-0.0731592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,12),(12,12),(12,22),-0.0879627 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,12),(12,12),(12,-1),-0.109492 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,15),-0.0679856 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,16),-0.0528013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,17),-0.0482109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,18),-0.0610184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,20),-0.0482109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,21),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,22),0.113878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,15),(14,16),-0.0400922 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,17),-0.0439915 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,18),-0.0564325 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,20),-0.0439915 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,21),-0.0425653 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,15),(14,22),-0.0136519 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,16),(14,17),-0.0423869 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,18),-0.0361122 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,20),-0.0423869 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,16),(14,22),-0.0841756 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,17),(14,18),-0.043243 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,20),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,17),(14,22),-0.0588359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,18),(14,20),-0.0438502 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,21),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,18),(14,22),-0.129972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,20),(14,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,20),(14,22),-0.0588359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,21),(14,22),-0.0432142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,14),(14,13),0.0871468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,14),(14,12),-0.0642969 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,11),-0.0694266 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,10),-0.065483 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,9),-0.0516879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,5),-0.06731 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,2),-0.0658382 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,14),(14,-1),-0.131201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,13),(14,12),-0.0641509 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,11),-0.0641482 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,10),-0.0641465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,5),-0.0641563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,14),(14,13),(14,-1),-0.0829442 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,14),(14,12),(14,11),-0.0641789 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,9),-0.0641671 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,12),(14,-1),-0.0596668 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,11),(14,10),-0.065565 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,9),-0.064165 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,11),(14,-1),-0.0587637 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,10),(14,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,10),(14,-1),-0.0399625 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,9),(14,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,2),-0.0641534 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,9),(14,-1),-0.0171516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,5),(14,2),-0.0643188 # DEPENDENCYPART_GRANDSIBL
(13,14),(14,5),(14,-1),-0.0546759 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,14),(14,2),(14,-1),-0.0145327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,16),-0.0267638 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,17),-0.0514363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,18),-0.0400696 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,19),0.0772692 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,20),-0.0482756 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,21),-0.0472106 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,22),-0.115778 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,16),(15,17),-0.0431963 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,18),-0.0356562 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,19),-0.0426819 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,20),-0.0431963 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,16),(15,22),-0.057937 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,17),(15,18),-0.0456503 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,19),-0.0445415 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,20),-0.0420942 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,17),(15,22),0.0221782 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,18),(15,19),-0.0463415 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,20),-0.0361746 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,21),-0.042085 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,18),(15,22),-0.0805241 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,19),(15,20),-0.0444825 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,19),(15,22),0.0382199 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,20),(15,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,20),(15,22),0.0253389 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,21),(15,22),-0.0475243 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,15),(15,14),0.0817396 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,13),0.101022 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,15),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,11),-0.0679697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,9),-0.0646752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,15),(15,-1),-0.0233401 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,14),(15,13),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,14),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,11),-0.0641477 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,9),-0.0642601 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,14),(15,-1),-0.0905196 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,13),(15,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,15),(15,13),(15,-1),-0.0694133 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,15),(15,12),(15,11),-0.064235 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,9),-0.0643586 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,12),(15,-1),-0.0709445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,11),(15,9),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(13,15),(15,11),(15,-1),-0.0504928 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,15),(15,9),(15,-1),-0.0413076 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,17),-0.0581214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,18),-0.028321 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,19),-0.0374709 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,20),-0.0581214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,22),-0.0343975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,17),(16,18),-0.00681356 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,19),-0.0420818 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,20),-0.0403981 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,17),(16,22),-0.0689484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,18),(16,19),-0.0435628 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,20),-0.0360835 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,18),(16,22),0.099052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,19),(16,20),-0.0423773 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,19),(16,22),-0.00843512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,20),(16,22),-0.0689484 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,16),(16,15),0.103103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,14),0.110524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,11),-0.0655406 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,16),(16,16),(16,-1),-0.0324351 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,16),(16,15),(16,14),0.10306 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,15),(16,-1),-0.0658512 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,14),(16,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,16),(16,14),(16,-1),-0.059336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,16),(16,11),(16,-1),-0.0567541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,18),-0.0610184 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,19),-0.00959431 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,20),-0.0482109 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,21),-0.0420282 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,22),0.113878 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,18),(17,19),-0.0435887 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,20),-0.0438502 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,21),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,18),(17,22),-0.129972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,19),(17,20),-0.0420265 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,21),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,19),(17,22),-0.0305783 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,20),(17,21),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,20),(17,22),-0.0588359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,21),(17,22),-0.0432142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,17),(17,16),0.0879889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,15),0.109826 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,14),0.121612 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,13),0.0871468 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,17),(17,9),-0.0516879 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,17),(17,17),(17,-1),-0.131201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,17),(17,16),(17,15),0.100844 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,14),0.102652 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,13),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,16),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,16),(17,-1),-0.0834304 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,17),(17,15),(17,14),0.101741 # DEPENDENCYPART_GRANDSIBL
(13,17),(17,15),(17,13),0.101622 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
