# _root_ Mr. Fromstein disclosed the planned steps , expected within a few months , as Blue Arrow posted a 2.5 % drop in its third-quarter pretax earnings .
#goldHeads=2,3,0,6,6,3,6,6,8,12,12,9,6,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
#predictedHeads=2,3,0,6,6,3,6,6,8,12,12,9,3,3,16,17,14,21,20,21,17,21,26,26,26,22,3,
(16,12),(12,13),(12,16),-0.0643346 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,13),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,21),-0.0642969 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,22),-0.0641858 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,26),-0.0641496 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,13),(12,28),-0.0696893 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,15),0.102806 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,14),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,22),-0.0641506 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,14),(12,28),-0.0637648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,15),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,21),-0.0641656 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,22),-0.0641467 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,15),(12,28),-0.0907728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,16),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,21),-0.0641656 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,22),-0.0641467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,16),(12,28),-0.0907728 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,17),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,17),(12,28),-0.044216 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,21),(12,22),-0.0641461 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,21),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,21),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,21),(12,28),-0.0797117 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,22),(12,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,22),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,22),(12,28),-0.063916 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,26),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,26),(12,28),-0.072223 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,27),(12,28),-0.0641476 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,12),(12,11),-0.0230844 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,10),-0.0148099 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,8),-0.0384489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,7),0.0273494 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,6),-0.0502235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,5),-0.0384489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,4),-0.00919556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,3),-0.0455598 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,2),-0.0640887 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,12),(12,12),(12,-1),-0.0646987 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,12),(12,11),(12,10),-0.0427327 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,8),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,7),-0.0381084 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,6),-0.0421567 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,5),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,4),-0.0433796 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,3),-0.0420596 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,2),-0.0420354 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,11),(12,-1),-0.0470083 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,10),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,7),-0.0420294 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,6),-0.042031 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,2),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,10),(12,-1),-0.0176067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,8),(12,7),-0.0416102 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,4),-0.0420385 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,-1),-0.0519716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,7),(12,6),-0.0398042 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,5),-0.045995 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,4),-0.0423512 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,3),-0.0422936 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,2),-0.0427542 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,-1),-0.0514636 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,6),(12,5),-0.0420152 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,4),-0.0420277 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,2),-0.0420218 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,-1),-0.0505075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,5),(12,4),-0.0420385 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,5),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,5),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,5),(12,-1),-0.0519716 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,4),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,4),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,4),(12,-1),-0.0131455 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,3),(12,2),-0.0420143 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,3),(12,-1),-0.0464947 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,2),(12,-1),-0.0589396 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,28),0.0198722 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,12),-0.0453632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),0.0860913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,-1),-0.0454012 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.10625 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.0766376 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,17),-0.067121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.0641564 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.0691013 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,22),-0.0643798 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,28),-0.0564968 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,17),-0.0642085 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,28),-0.0732021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,17),-0.0642085 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,28),-0.0732021 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,17),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,17),(14,28),-0.0673862 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,19),(14,28),-0.0710919 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,21),(14,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,21),(14,28),-0.0611479 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,22),(14,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,22),(14,28),-0.066407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,27),(14,28),-0.064149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.040221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0882828 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),-0.160443 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0428366 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.00942067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,-1),-0.0800908 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,16),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,17),-0.0643458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,19),-0.0641774 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,28),0.154254 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,16),(15,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,16),(15,28),-0.00307039 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,17),(15,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,15),(15,17),(15,28),-0.06517 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,19),(15,28),-0.0586547 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,-1),0.141375 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,18),-0.0419363 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,19),-0.0324862 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,20),-0.0244 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,21),-0.0344778 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,22),-0.0613697 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,23),-0.0488199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,24),-0.0532108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,26),-0.0350801 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,27),-0.0420996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,28),-0.106283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,18),(17,19),-0.0420349 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,20),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,21),-0.0420768 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,22),-0.0420194 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,24),-0.0424398 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,18),(17,28),-0.0403956 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,19),(17,20),-0.042578 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,21),-0.0423489 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,22),-0.0444812 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,24),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,19),(17,28),-0.051067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,20),(17,21),-0.0422427 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,22),0.0148833 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,24),-0.0427351 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,26),-0.0432681 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,27),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,20),(17,28),-0.0658578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,21),(17,22),0.00651771 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,24),-0.0427351 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,26),-0.0432681 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,27),-0.0504568 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,21),(17,28),-0.077299 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,22),(17,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,24),-0.0301603 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,26),-0.0434923 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,27),-0.0459305 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,22),(17,28),-0.0344915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,23),(17,24),-0.0421444 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,26),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,23),(17,28),-0.0471097 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,24),(17,26),-0.0423947 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,27),-0.0433169 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,24),(17,28),-0.0628617 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,26),(17,27),-0.0420468 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,26),(17,28),-0.0220676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,27),(17,28),-0.0715525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,17),(17,16),0.071456 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,15),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,14),-0.0656972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,13),-0.0643356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,12),-0.065052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,11),-0.0641499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,9),-0.0656972 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,7),-0.0643356 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,6),-0.065052 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,3),-0.0642559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,2),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,1),-0.0672943 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,17),(17,-1),-0.141283 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,16),(17,15),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,14),-0.0642368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,9),-0.0642368 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,7),-0.0643281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,2),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,17),(17,16),(17,-1),-0.0985052 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,15),(17,14),-0.0642368 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,13),-0.0643281 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,9),-0.0642368 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,7),-0.0643281 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,2),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,1),-0.0642113 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,15),(17,-1),-0.0985052 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,14),(17,13),-0.0642517 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,12),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,9),-0.064875 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,8),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,7),-0.0642517 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,6),-0.0641598 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,5),-0.0641602 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,2),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,1),-0.0641516 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,14),(17,-1),-0.0597513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,13),(17,12),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,11),-0.0641464 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,10),-0.0641549 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,9),-0.0663738 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,8),-0.064385 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,7),-0.0641757 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,6),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,5),-0.064385 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,3),-0.0649354 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,2),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,1),-0.0642382 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,13),(17,-1),-0.0846047 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,17),(17,12),(17,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,17),(17,12),(17,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
