# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(12,21),(21,21),(21,27),-0.0445818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,28),-0.0462601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,29),0.129424 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,22),(21,23),-0.0373021 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,24),-0.0430048 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,25),-0.063928 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,26),-0.0430048 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,28),-0.0421552 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,22),(21,29),-0.0596701 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,23),(21,24),-0.0528347 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,25),-0.0471665 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,26),-0.0528347 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,28),-0.0427878 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,23),(21,29),-0.050578 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,24),(21,25),-0.0463533 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,26),-0.044847 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,24),(21,29),-0.0871042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,25),(21,26),-0.0434642 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,27),-0.0458478 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,28),-0.0268791 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,25),(21,29),-0.0639614 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,26),(21,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,26),(21,29),-0.0871042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,27),(21,28),-0.0461552 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,27),(21,29),-0.047924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,28),(21,29),-0.0394446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,21),(21,20),0.116586 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,19),0.133215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,18),0.0887872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,17),0.0996597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,15),0.117091 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,14),0.116471 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,13),0.109377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,10),-0.0675465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,8),-0.0717334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,7),-0.0756195 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,21),(21,21),(21,-1),-0.0862171 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,21),(21,20),(21,19),0.0993338 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,18),0.102861 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,17),0.100937 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,15),0.103152 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,14),0.103132 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,13),0.0746371 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,10),-0.0647083 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,20),(21,-1),-0.0180562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,19),(21,18),0.103065 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,17),0.113924 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,15),0.101734 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,14),0.101734 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,13),0.102373 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,10),-0.0660308 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,8),-0.0644787 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,7),-0.071642 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,19),(21,-1),-0.101612 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,18),(21,17),0.100911 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,15),0.104399 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,14),0.104399 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,18),(21,-1),-0.0665758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,17),(21,15),0.110407 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,14),0.110407 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,13),0.110617 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,8),-0.0646633 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,7),-0.0647346 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,17),(21,-1),-0.0512281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,15),(21,14),0.102564 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,13),0.0744085 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,10),-0.0647083 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,15),(21,-1),-0.0179428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,14),(21,13),0.0744085 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,10),-0.0647083 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,14),(21,-1),-0.0179428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,13),(21,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,13),(21,-1),0.00249144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,10),(21,8),-0.0650622 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,7),-0.0653908 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,10),(21,-1),-0.0179428 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,8),(21,7),-0.0647346 # DEPENDENCYPART_GRANDSIBL
(12,21),(21,8),(21,-1),-0.0509901 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,21),(21,7),(21,-1),0.00249144 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,22),(22,22),(22,29),-0.109714 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,22),(22,22),(22,-1),-0.0881857 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,23),(23,23),(23,29),-0.0129422 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,23),(23,23),(23,-1),-0.00517237 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,24),(24,25),-0.0445028 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,26),-0.0762066 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,27),-0.0445818 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,28),-0.0462601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,29),0.135158 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,25),(24,26),-0.0434642 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,27),-0.0458478 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,28),-0.0268791 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,25),(24,29),-0.0634778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,26),(24,27),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,26),(24,28),-0.0459622 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,26),(24,29),-0.0868086 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,27),(24,28),-0.0461552 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,27),(24,29),-0.047924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,28),(24,29),-0.0394446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,24),(24,23),0.0889539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,22),0.0863235 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,21),0.117823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,20),0.118004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,19),0.135008 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,17),0.0996597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,24),(24,24),(24,-1),-0.0921905 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,24),(24,23),(24,22),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,21),0.105369 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,20),0.105369 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,19),0.102114 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,17),0.0989798 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,23),(24,-1),-0.0343727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,22),(24,21),0.107585 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,20),0.107585 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,19),0.100932 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,17),0.100409 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,22),(24,-1),-0.0705848 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,21),(24,20),0.103131 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,21),(24,19),0.0988904 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,21),(24,17),0.100937 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,21),(24,-1),-0.0139115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,20),(24,19),0.0988908 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,17),0.100937 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,20),(24,-1),-0.0140249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,19),(24,17),0.113924 # DEPENDENCYPART_GRANDSIBL
(12,24),(24,19),(24,-1),-0.101616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,24),(24,17),(24,-1),-0.051228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,25),(25,26),0.0135254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,27),-0.0470945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,28),-0.0279476 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,29),-0.116986 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,25),(25,26),(25,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,25),(25,26),(25,28),-0.0408685 # DEPENDENCYPART_GRANDSIBL
(12,25),(25,26),(25,29),-0.0189381 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,27),(25,28),-0.0424337 # DEPENDENCYPART_GRANDSIBL
(12,25),(25,27),(25,29),-0.04733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,28),(25,29),-0.00940988 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,25),(25,24),0.119789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,23),0.118025 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,25),(25,25),(25,-1),-0.0413532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,25),(25,24),(25,23),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,25),(25,24),(25,-1),-0.0505306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,25),(25,23),(25,-1),-0.0479629 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,26),(26,28),-0.0462601 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,26),(26,26),(26,29),0.13114 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,26),(26,28),(26,29),-0.0394446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,26),(26,25),0.135722 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,26),(26,26),(26,24),0.11589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,26),(26,26),(26,23),0.0889539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,26),(26,26),(26,17),0.0996597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,26),(26,26),(26,-1),-0.0926989 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,26),(26,25),(26,24),0.102633 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,25),(26,23),0.100275 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,25),(26,17),0.102738 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,25),(26,-1),-0.05207 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,24),(26,23),0.112889 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,24),(26,17),0.100937 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,24),(26,-1),-0.0178863 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,23),(26,17),0.0989798 # DEPENDENCYPART_GRANDSIBL
(12,26),(26,23),(26,-1),-0.0343727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,26),(26,17),(26,-1),-0.051228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,27),(27,27),(27,28),-0.0420174 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,27),(27,27),(27,29),-0.125726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,27),(27,28),(27,29),-0.0420174 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,27),(27,27),(27,26),0.103064 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,27),(27,27),(27,25),0.103069 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,27),(27,27),(27,-1),-0.145144 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,27),(27,26),(27,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(12,27),(27,26),(27,-1),-0.0642063 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,27),(27,25),(27,-1),-0.0641463 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,28),(28,28),(28,29),-0.0600667 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,28),(28,28),(28,-1),-0.0736983 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,29),0.196249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,13),(13,13),(13,-1),0.124352 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,16),0.0610935 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,17),-0.0716269 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,18),-0.042215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,19),-0.052873 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,20),-0.0745311 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,21),-0.0756391 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,22),0.0366092 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,23),-0.0557101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,24),-0.0747727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,25),0.0571729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,26),-0.0747729 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,27),-0.0509293 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,28),-0.0591377 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,29),0.0676075 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,16),(15,17),-0.0446429 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,18),-0.0439783 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,19),-0.0390262 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,20),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,21),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,22),0.0137006 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,23),-0.042168 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,24),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,25),-0.0304124 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,26),-0.0519176 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,27),-0.038068 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,28),-0.0410717 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,16),(15,29),-0.13796 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,17),(15,18),-0.042078 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,19),-0.0397557 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,20),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,21),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,22),-0.0505945 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,23),-0.0425496 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,24),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,25),-0.0437076 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,26),-0.0430899 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,28),-0.0438317 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,17),(15,29),-0.106485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,18),(15,19),-0.0237498 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,20),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,21),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,22),-0.0423175 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,23),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,24),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,25),-0.042317 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,26),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,28),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,18),(15,29),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,19),(15,20),-0.0454096 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,21),-0.0454096 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,22),-0.036267 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,23),-0.0449064 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,24),-0.0454096 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,25),-0.0446672 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,26),-0.0454096 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,27),-0.0420137 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,28),-0.0425906 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,19),(15,29),-0.0310553 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,20),(15,21),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,22),-0.0493528 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,23),-0.0427617 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,24),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,25),-0.041187 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,26),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,27),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,28),-0.0425339 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,20),(15,29),0.0143882 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,21),(15,22),-0.0493528 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,23),-0.0427617 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,24),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,25),-0.041187 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,26),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,27),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,28),-0.0425339 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,21),(15,29),0.0143936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,22),(15,23),-0.0443512 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,24),0.0547026 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,25),-0.0782562 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,26),0.0547079 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,28),-0.0272914 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,22),(15,29),-0.0711315 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,23),(15,24),-0.0372061 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,23),(15,25),-0.0420125 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,23),(15,26),-0.0372061 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,23),(15,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,23),(15,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,23),(15,29),-0.0149598 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,24),(15,25),-0.041187 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,24),(15,26),-0.0489286 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,24),(15,27),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,24),(15,28),-0.0425339 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,24),(15,29),0.0143854 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,25),(15,26),-0.0482045 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,25),(15,27),-0.0401001 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,25),(15,28),-0.0406648 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,25),(15,29),-0.134839 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,26),(15,27),-0.0441489 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,26),(15,28),-0.0425339 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,26),(15,29),0.0143923 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,27),(15,28),-0.0455922 # DEPENDENCYPART_GRANDSIBL
(14,15),(15,27),(15,29),-0.044776 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,28),(15,29),-0.0458225 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,15),(15,15),(15,14),0.12768 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,15),(15,15),(15,13),-0.0643257 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,15),(15,15),(15,12),-0.0641752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
