# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(12,10),(10,17),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,17),(10,23),-0.0646375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,18),(10,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,18),(10,23),-0.0646375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,19),(10,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,19),(10,23),-0.0642528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,21),(10,23),-0.0641513 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,10),(10,9),-0.0468912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,8),-0.0446465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,7),-0.0430084 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,6),-0.0420846 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,5),-0.0468918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,4),-0.0446465 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,3),-0.0432889 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,2),-0.0420148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,1),-0.0466295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,10),(10,10),(10,-1),-0.101051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,10),(10,9),(10,8),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,7),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,6),-0.0420114 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,5),-0.0420867 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,4),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,3),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,1),-0.0421781 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,9),(10,-1),-0.0471334 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,8),(10,7),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,3),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,1),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,8),(10,-1),-0.0487139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,7),(10,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,5),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,1),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,7),(10,-1),-0.0429465 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,6),(10,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,6),(10,-1),-0.042085 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,5),(10,4),-0.0420549 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,3),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,1),-0.0421781 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,5),(10,-1),-0.0471341 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,4),(10,3),-0.0420118 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,1),-0.0420246 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,4),(10,-1),-0.0487139 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,3),(10,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,1),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,3),(10,-1),-0.0432197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,2),(10,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(12,10),(10,2),(10,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,10),(10,1),(10,-1),-0.0445753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(12,11),(11,11),(11,23),-0.0418899 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,11),(11,10),-0.0426308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(12,11),(11,11),(11,-1),-0.012256 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(12,11),(11,10),(11,-1),-0.0422023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,2),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,1),(1,1),(1,23),0.00941918 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,1),(1,2),(1,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,1),(1,1),(1,-1),0.0307085 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,3),0.155964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,4),0.126467 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,5),0.0987375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,6),0.10987 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,7),0.139694 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,10),0.0987375 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,11),0.122644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,2),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,18),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,19),-0.0641867 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,23),-0.148538 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,3),(2,4),0.10276 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,5),0.103061 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,6),0.113165 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,7),0.0998249 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,10),0.103061 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,11),0.096669 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,3),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,18),-0.064152 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,19),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,3),(2,23),-0.0106309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,5),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,7),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,11),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,4),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,4),(2,23),-0.0667244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,5),(2,6),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,7),0.102634 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,10),0.103066 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,11),0.103021 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,5),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,16),-0.0641588 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,5),(2,23),-0.0676794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,7),0.102579 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,11),0.102681 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,6),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,6),(2,23),-0.0469582 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,10),0.103063 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,11),0.0997026 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,7),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,18),-0.0641488 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,19),-0.0641463 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,7),(2,23),-0.0265452 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,11),0.103021 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,10),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,16),-0.0641588 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,10),(2,23),-0.0676794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,12),0.102961 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,11),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,11),(2,23),-0.0699904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,12),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,12),(2,23),-0.0642542 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,13),(2,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,13),(2,23),-0.0469532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,15),(2,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,15),(2,23),-0.0641511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,16),(2,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,16),(2,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,16),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,16),(2,23),-0.0699904 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,18),(2,19),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,18),(2,23),-0.0676794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,19),(2,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,2),(2,19),(2,23),-0.0281115 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,21),(2,23),-0.0641511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,2),(2,2),(2,1),-0.0420116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,2),(2,2),(2,-1),-0.0661343 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,2),(2,1),(2,-1),-0.0420163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,4),0.0950146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,5),0.180611 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,6),0.259468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,7),0.152976 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,10),0.181506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,11),0.0844817 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,12),0.0962771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,23),-0.140847 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,4),(3,5),0.102921 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,6),0.103031 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,7),0.102409 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,10),0.102921 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,11),0.0993196 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,4),(3,23),-0.0616054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,5),(3,6),0.100266 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,7),0.117702 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,10),0.0951196 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,11),0.104766 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,12),0.102618 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,5),(3,23),-0.0336872 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,6),(3,7),0.102085 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,10),0.102715 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,11),0.0924866 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,12),0.102993 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,6),(3,23),0.0439815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,7),(3,10),0.102814 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,11),0.100533 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,12),0.102413 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,7),(3,23),-0.015321 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,10),(3,11),0.104765 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,12),0.102618 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,10),(3,23),-0.03276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,11),(3,12),0.0937868 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,11),(3,23),-0.12709 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,12),(3,23),-0.0794524 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,3),(3,2),-0.0168719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,1),0.00962412 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,3),(3,3),(3,-1),-0.264843 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,3),(3,2),(3,1),-0.0421069 # DEPENDENCYPART_GRANDSIBL
(13,3),(3,2),(3,-1),-0.0179112 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,3),(3,1),(3,-1),-0.0458371 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,6),0.0837899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,7),0.106542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,10),0.0869657 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,11),0.071385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,12),0.112837 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,23),-0.0529611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,6),(5,7),0.103039 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,10),0.102731 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,11),0.11619 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,12),0.103057 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,6),(5,23),-0.0557972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,7),(5,10),0.107326 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,11),0.106923 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,12),0.106211 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,7),(5,23),0.0445094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,10),(5,11),0.0775902 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,12),0.109443 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,10),(5,23),-0.0582227 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,11),(5,12),0.0907057 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,11),(5,23),-0.0493732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,12),(5,23),-0.0471276 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,5),(5,4),-0.0577217 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,3),-0.116369 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,2),-0.0608561 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,1),-0.055348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,5),(5,5),(5,-1),-0.00414407 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,5),(5,4),(5,3),-0.0790644 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,2),-0.0444223 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,1),-0.0551139 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,4),(5,-1),0.149122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,3),(5,2),-0.0425915 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,1),-0.0488582 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,3),(5,-1),-0.0234159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,2),(5,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(13,5),(5,2),(5,-1),-0.0446771 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,5),(5,1),(5,-1),-0.0494545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,6),(6,7),0.100525 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,8),0.106146 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,9),0.204849 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,10),0.204957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,11),0.10569 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,12),0.0925981 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,13),-0.0652226 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,6),(6,15),-0.0772117 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,16),-0.0645961 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,18),-0.0623334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,19),-0.0276209 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,22),-0.0646416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,6),(6,6),(6,23),-0.176013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,6),(6,7),(6,8),0.103028 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,9),0.126545 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,10),0.126185 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,11),0.113715 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,12),0.100581 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,13),-0.0471181 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,7),(6,15),-0.0660847 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,16),-0.0749803 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,18),-0.0663165 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,19),-0.0610841 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,22),-0.0710098 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,7),(6,23),-0.104769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,6),(6,8),(6,9),0.102133 # DEPENDENCYPART_GRANDSIBL
(13,6),(6,8),(6,10),0.102251 # DEPENDENCYPART_GRANDSIBL
