# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(13,22),(22,18),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,6),-0.0642434 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,5),-0.0642589 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,2),-0.0641559 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,1),-0.0641648 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,18),(22,-1),-0.030896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,16),0.102473 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,15),0.106192 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,14),0.103069 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,13),0.102924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,17),(22,12),-0.0641526 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,5),-0.0641487 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,17),(22,-1),-0.0722268 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,16),(22,15),0.107861 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,14),0.0984584 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,13),0.143966 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,16),(22,12),-0.0645139 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,10),-0.0641886 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,9),-0.0679586 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,8),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,7),-0.0641924 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,6),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,5),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,2),-0.0725858 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,16),(22,-1),-0.0888868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,14),0.102263 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,13),0.0967184 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,15),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,10),-0.0641488 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,9),-0.0644174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,8),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,6),-0.0643502 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,5),-0.0643853 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,2),-0.0644779 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,1),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,15),(22,-1),0.0330031 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,13),0.101439 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,14),(22,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,8),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,5),-0.0645543 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,14),(22,-1),-0.0677832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,13),(22,12),-0.0641473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,9),-0.0641472 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,6),-0.0642589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,5),-0.0643409 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,2),-0.0641607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,1),-0.06417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,22),(22,13),(22,-1),-0.0331215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,22),(22,12),(22,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,10),-0.0641488 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,9),-0.0644174 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,8),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,6),-0.0643502 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,5),-0.0643853 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,2),-0.0644779 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,1),-0.0641495 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,12),(22,-1),0.0340488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,11),(22,10),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,8),-0.0641484 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,5),-0.0645543 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,11),(22,-1),-0.0689249 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,10),(22,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,8),-0.0641481 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,1),-0.0641465 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,10),(22,-1),-0.0615235 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,9),(22,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,6),-0.0641469 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,9),(22,-1),-0.0514684 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,8),(22,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,6),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,5),-0.0641964 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,2),-0.0646278 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,1),-0.0642143 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,8),(22,-1),0.00780691 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,7),(22,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,2),-0.0641617 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,7),(22,-1),-0.0960664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,6),(22,5),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,2),-0.0725858 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,6),(22,-1),-0.0888868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,5),(22,2),-0.0649722 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,5),(22,1),-0.0642171 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,5),(22,-1),-0.0496141 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,2),(22,1),-0.06417 # DEPENDENCYPART_GRANDSIBL
(13,22),(22,2),(22,-1),-0.0331215 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,22),(22,1),(22,-1),-0.0720289 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(13,27),(27,27),(27,28),-0.100815 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,27),(27,26),0.102736 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(13,27),(27,27),(27,-1),-0.0993122 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(13,27),(27,26),(27,-1),-0.0642931 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,12),0.111744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,13),0.0956145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,28),0.121076 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,12),(11,28),-0.0567516 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,13),(11,28),-0.0720101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,11),(11,10),-0.0420222 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,9),-0.0420265 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,8),-0.0451597 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,7),-0.0505076 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,2),-0.0633858 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,1),0.037379 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,11),(11,11),(11,-1),0.0282262 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,11),(11,10),(11,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,10),(11,-1),-0.0420222 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,9),(11,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,1),-0.0420135 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,9),(11,-1),-0.0436857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,8),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,2),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,1),-0.0421194 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,8),(11,-1),-0.0445202 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,7),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,7),(11,-1),-0.051874 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,2),(11,1),-0.0426513 # DEPENDENCYPART_GRANDSIBL
(14,11),(11,2),(11,-1),-0.0669014 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,11),(11,1),(11,-1),0.0332935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,13),0.102719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,14),-0.0648952 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,12),(12,15),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,18),-0.0641537 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,19),-0.0648952 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,25),-0.0641554 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,28),-0.0656168 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,13),(12,14),-0.0641601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,13),(12,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,18),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,19),-0.0641601 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,21),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,24),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,25),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,13),(12,28),-0.0644423 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,14),(12,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,14),(12,28),-0.0986195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,15),(12,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,15),(12,28),-0.0642784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,16),(12,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,16),(12,28),-0.0641585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,17),(12,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,17),(12,28),-0.064186 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,18),(12,19),-0.0641601 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,21),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,24),-0.0641468 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,25),-0.0641494 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,18),(12,28),-0.0645066 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,19),(12,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,19),(12,28),-0.098609 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,21),(12,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,21),(12,28),-0.0719567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,22),(12,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,22),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,22),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,22),(12,28),-0.0641774 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,24),(12,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,24),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,24),(12,28),-0.0719567 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,25),(12,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,25),(12,28),-0.0644531 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,27),(12,28),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,12),(12,11),-0.0321506 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,10),-0.0420529 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,9),-0.0427533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,8),-0.0400385 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,7),-0.0422499 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,6),-0.0487592 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,4),-0.0446362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,3),-0.0422456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,2),-0.044325 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(14,12),(12,12),(12,-1),-0.0765693 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(14,12),(12,11),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,7),-0.0420897 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,6),-0.0421145 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,3),-0.0420504 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,2),-0.0420169 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,11),(12,-1),-0.0317023 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,10),(12,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,6),-0.0420153 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,10),(12,-1),-0.0423648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,9),(12,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,6),-0.042014 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,9),(12,-1),-0.0426722 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,8),(12,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,6),-0.042116 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,8),(12,-1),-0.0389088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,12),(12,7),(12,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,2),-0.0421807 # DEPENDENCYPART_GRANDSIBL
(14,12),(12,7),(12,-1),-0.0423554 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
