# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(14,19),(19,11),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,11),(19,-1),-0.0653528 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,10),(19,9),-0.0641671 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,8),-0.0641503 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,5),-0.0643083 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,3),-0.0643083 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,1),-0.0645929 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,10),(19,-1),-0.120975 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,9),(19,8),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,7),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,1),-0.0641459 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,9),(19,-1),-0.0677998 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,8),(19,7),-0.064371 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,6),-0.0641859 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,5),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,4),-0.0641499 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,3),-0.0641556 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,1),-0.0649245 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,8),(19,-1),-0.0244275 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,7),(19,6),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,5),-0.0642651 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,4),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,3),-0.0642651 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,1),-0.0641599 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,7),(19,-1),-0.0669232 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,6),(19,5),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,4),-0.0641687 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,3),-0.0641525 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,1),-0.069739 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,6),(19,-1),-0.11024 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,5),(19,4),-0.0643227 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,3),-0.0641514 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,1),-0.0643661 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,5),(19,-1),-0.0987394 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,4),(19,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,4),(19,-1),-0.00237104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,3),(19,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,3),(19,1),-0.0643661 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,3),(19,-1),-0.0953049 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,2),(19,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(14,19),(19,2),(19,-1),-0.0652972 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(14,19),(19,1),(19,-1),-0.00147685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,15),0.103023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,18),-0.0641492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,21),-0.147405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,15),(14,16),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,15),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,15),(14,21),-0.0641792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,16),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,18),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,18),(14,21),-0.0646375 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,19),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,13),-0.0505166 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,12),-0.0440758 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,11),-0.0420123 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,10),-0.0428874 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,8),-0.0424086 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,7),-0.0466295 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,5),-0.0468912 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,4),-0.0440719 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,2),-0.042041 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,14),(14,14),(14,-1),-0.101051 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,13),(14,12),-0.0435117 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,10),-0.0422157 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,8),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,7),-0.0422752 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,5),-0.0420164 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,4),-0.0430913 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,2),-0.0420603 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,13),(14,-1),-0.0486105 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,12),(14,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,10),-0.0420495 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,7),-0.0420255 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,12),(14,-1),-0.0482545 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,11),(14,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,5),-0.0420132 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,4),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,11),(14,-1),-0.0420119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,10),(14,8),-0.042038 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,7),-0.0421368 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,5),-0.0420247 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,4),-0.0422703 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,10),(14,-1),-0.0426445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,8),(14,7),-0.0423356 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,4),-0.0420256 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,2),-0.0420124 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,8),(14,-1),-0.0422173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,7),(14,5),-0.0425957 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,4),-0.0430294 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,2),-0.0423375 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,7),(14,-1),-0.0445753 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,5),(14,4),-0.0420533 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,5),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,5),(14,-1),-0.047136 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,4),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,14),(14,4),(14,-1),-0.0475409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,2),(14,-1),-0.0424348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,19),-0.0421027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,21),-0.101054 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,21),-0.0421032 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.10046 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.0641492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.147405 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,17),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.0674924 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,16),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,16),(18,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,15),(18,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.0641792 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.0646376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,12),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.0642579 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,12),(18,-1),-0.0681906 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,15),0.102629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,16),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,18),-0.0695728 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,19),-0.0642167 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,21),-0.0124673 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,15),(14,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,18),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,15),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,16),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,16),(14,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,18),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,18),(14,21),-0.0723418 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,19),(14,21),-0.0642193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,14),(14,13),-0.0442524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,12),-0.0468559 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,11),-0.0420542 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,10),-0.0438575 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,8),-0.0232491 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,5),-0.0521591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,4),-0.0469252 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,2),-0.0420647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,14),(14,14),(14,-1),-0.104735 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,14),(14,13),(14,12),-0.0422607 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,10),-0.0421589 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,8),-0.0420144 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,5),-0.0420147 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,4),-0.0422295 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,2),-0.042019 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,13),(14,-1),-0.0446175 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,12),(14,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,12),(14,-1),-0.052132 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,11),(14,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,11),(14,-1),-0.042153 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,10),(14,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,5),-0.0420167 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,10),(14,-1),-0.0438521 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,8),(14,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,5),-0.0420244 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,8),(14,-1),-0.0240822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,7),(14,5),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,7),(14,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,5),(14,4),-0.0458273 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,2),-0.0420136 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,5),(14,-1),-0.0411999 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,4),(14,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(17,14),(14,4),(14,-1),-0.0512129 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,14),(14,2),(14,-1),-0.0420799 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,21),-0.0693726 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,18),(16,21),-0.064163 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(17,16),(16,16),(16,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(17,16),(16,16),(16,-1),-0.0473013 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(17,16),(16,14),(16,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,13),0.112116 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,19),-0.0743538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,21),0.27116 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,13),(12,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,13),(12,21),-0.0480379 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,19),(12,21),-0.0755407 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,12),(12,11),-0.045596 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,10),-0.00285893 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,12),(12,12),(12,-1),0.168191 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,12),(12,11),(12,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,12),(12,11),(12,-1),-0.0456342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,12),(12,10),(12,-1),-0.000308245 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,13),(13,18),-0.0671988 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,13),(13,21),0.0809647 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,18),(13,21),-0.0719169 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,13),(13,12),-0.0520027 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,11),-0.0441533 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,10),-0.0471583 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,8),-0.0329565 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,13),(13,13),(13,-1),0.054569 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,13),(13,12),(13,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,12),(13,10),-0.0456261 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,12),(13,8),-0.0420119 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,12),(13,-1),-0.046997 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,11),(13,10),-0.0420162 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,11),(13,8),-0.0420113 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,11),(13,-1),-0.0511376 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,10),(13,8),-0.0360135 # DEPENDENCYPART_GRANDSIBL
(18,13),(13,10),(13,-1),-0.068342 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,13),(13,8),(13,-1),0.00530161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,15),0.0775724 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,16),0.098703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,18),-0.0685353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,14),(14,19),-0.065904 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,21),0.00237061 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,15),(14,16),0.0998533 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,18),-0.0769853 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,15),(14,19),-0.0641466 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,15),(14,21),-0.0725072 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,16),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,16),(14,21),-0.0495934 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,18),(14,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,18),(14,21),-0.0588802 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,19),(14,21),-0.0592685 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,14),(14,14),(14,13),-0.0502632 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,12),-0.0788918 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,11),-0.0561823 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,10),-0.0498203 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,8),-0.0708764 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,7),-0.0557101 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,5),-0.0679437 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,4),-0.10093 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,2),-0.0527444 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,14),(14,14),(14,-1),0.104455 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,14),(14,13),(14,12),-0.0459327 # DEPENDENCYPART_GRANDSIBL
(18,14),(14,13),(14,11),-0.0421094 # DEPENDENCYPART_GRANDSIBL
