# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(6,11),(11,11),(11,19),-0.000255609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,12),(11,13),-0.0421008 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,15),-0.0380913 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,16),-0.0420326 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,12),(11,19),-0.0506101 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,13),(11,14),-0.0420341 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,15),-0.0328208 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,16),-0.0347082 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,18),-0.0289911 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,13),(11,19),-0.0339307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,14),(11,15),-0.0450112 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,16),-0.0525365 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,17),-0.0422193 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,18),-0.0426211 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,14),(11,19),-0.0524445 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,15),(11,16),-0.0543639 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,17),-0.0422313 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,18),-0.0439491 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,15),(11,19),-0.0409185 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,16),(11,17),-0.0321389 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,18),-0.0539714 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,16),(11,19),-0.0310733 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,17),(11,18),-0.0557301 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,17),(11,19),-0.0647965 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,18),(11,19),-0.0560525 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,11),(11,10),0.121336 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,9),0.173647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,8),0.177689 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,7),0.173707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,6),0.0562264 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,11),(11,5),-0.0697496 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,4),-0.0641589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,3),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,2),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,1),-0.0654341 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,11),(11,-1),-0.167913 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,10),(11,9),0.120109 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,8),0.120109 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,7),0.120109 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,6),0.14978 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,10),(11,5),-0.0641582 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,4),-0.0641472 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,10),(11,-1),-0.0886336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,8),0.0876356 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,7),0.0876379 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,6),0.122385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,9),(11,5),-0.0642212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,9),(11,-1),0.00972075 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,7),0.0876692 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,6),0.122288 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,8),(11,5),-0.0642212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,8),(11,-1),0.0151172 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,6),0.122385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,7),(11,5),-0.0642212 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,4),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,3),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,7),(11,-1),0.00973823 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,6),(11,5),-0.0642589 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,4),-0.0642434 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,11),(11,6),(11,-1),-0.0334891 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,11),(11,5),(11,4),-0.0645173 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,3),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,2),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,1),-0.0641545 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,5),(11,-1),-0.0546797 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,4),(11,3),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,2),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,1),-0.0641511 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,4),(11,-1),-0.0886336 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,3),(11,2),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,3),(11,-1),0.00974359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,2),(11,1),-0.0641884 # DEPENDENCYPART_GRANDSIBL
(6,11),(11,2),(11,-1),0.0097426 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,11),(11,1),(11,-1),0.00974359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,14),-0.0348384 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,15),0.00528673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,16),-0.0256593 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,17),-0.0457022 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,18),-0.0544128 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,19),0.138632 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,14),(13,15),-0.0370835 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,16),-0.0360465 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,14),(13,19),-0.0515705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,15),(13,16),-0.0451488 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,17),-0.0420281 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,18),-0.0454824 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,15),(13,19),-0.0226942 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,16),(13,17),-0.0420115 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,18),-0.0423687 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,16),(13,19),-0.0351869 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,17),(13,18),-0.0439408 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,17),(13,19),-0.0453672 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,18),(13,19),-0.0501897 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,13),(13,12),0.0890193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,8),0.0726647 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,6),0.102638 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,13),(13,3),-0.0732843 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,13),(13,-1),-0.143475 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,12),(13,8),0.099655 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,6),0.0952794 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,12),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,12),(13,-1),-0.0124712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,6),0.101576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,8),(13,3),-0.0641557 # DEPENDENCYPART_GRANDSIBL
(6,13),(13,8),(13,-1),-0.0422068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,13),(13,6),(13,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,13),(13,6),(13,-1),-0.108833 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,13),(13,3),(13,-1),-0.0424345 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,15),-0.0228507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,19),-0.007545 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,15),(14,19),-0.042385 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,14),(14,13),0.12029 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,12),0.09619 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,14),(14,14),(14,-1),-0.00427368 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,14),(14,13),(14,12),0.102417 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,13),(14,-1),-0.0462347 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,12),(14,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,14),(14,12),(14,-1),-0.0802757 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,14),(14,3),(14,-1),-0.067078 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,16),-0.0349445 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,18),-0.0421079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,19),0.0299557 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,16),(15,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,18),-0.0420213 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,16),(15,19),-0.0197859 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,17),(15,18),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,17),(15,19),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,18),(15,19),-0.0420541 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,15),(15,14),0.0941442 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,13),0.101473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,15),(15,15),(15,6),0.103853 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,15),(15,-1),-0.117588 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,15),(15,14),(15,13),0.102971 # DEPENDENCYPART_GRANDSIBL
(6,15),(15,14),(15,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,14),(15,-1),-0.068791 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,6),0.101253 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,13),(15,-1),-0.0661043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,15),(15,6),(15,-1),-0.0637266 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,16),(16,17),-0.0420111 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,18),-0.0806108 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,19),0.117555 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,17),(16,18),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,17),(16,19),-0.0424676 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,18),(16,19),-0.0166682 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,16),(16,15),0.080587 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,14),0.0689839 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,13),0.14327 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,12),0.141348 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,10),0.090362 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,8),0.0736334 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,6),0.083291 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,16),(16,5),-0.0656582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,3),-0.065221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,2),-0.065221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,16),(16,-1),-0.121327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,15),(16,14),0.0982709 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,13),0.105853 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,12),0.107658 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,10),0.0998213 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,8),0.100883 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,6),0.103068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,15),(16,5),-0.0641462 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,15),(16,-1),-0.0979094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,14),(16,13),0.100497 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,12),0.0966371 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,10),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,8),0.102969 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,6),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,14),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,14),(16,-1),-0.057767 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,13),(16,12),0.101513 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,10),0.101424 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,8),0.102941 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,6),0.103067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,13),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,13),(16,-1),-0.029725 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,12),(16,10),0.102988 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,12),(16,8),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,12),(16,6),0.103037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,12),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,12),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,12),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,12),(16,-1),-0.0135938 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,10),(16,8),0.0998656 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,10),(16,6),0.102331 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,10),(16,5),-0.0641628 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,10),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,10),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,10),(16,-1),-0.0656751 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,8),(16,6),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,8),(16,5),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,8),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,8),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,8),(16,-1),-0.118569 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,6),(16,5),-0.0642333 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,6),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,6),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,16),(16,6),(16,-1),-0.0859048 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,16),(16,5),(16,3),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,5),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,5),(16,-1),-0.0354899 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,3),(16,2),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(6,16),(16,3),(16,-1),-0.118568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,16),(16,2),(16,-1),-0.118568 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,18),-0.0425508 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,19),-0.111972 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,18),(17,19),-0.0425309 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,17),(17,16),0.102931 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,15),0.102939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,17),(17,17),(17,-1),-0.111084 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,17),(17,16),(17,15),0.103062 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,16),(17,-1),-0.0641649 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,15),(17,14),0.10306 # DEPENDENCYPART_GRANDSIBL
(6,17),(17,15),(17,-1),-0.0642502 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,17),(17,14),(17,-1),-0.0641483 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,18),(18,19),-0.0367235 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,18),(18,17),0.10307 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,16),0.0981147 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,15),0.10262 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(6,18),(18,18),(18,-1),-0.0551818 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(6,18),(18,17),(18,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,15),0.10307 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,17),(18,-1),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,16),(18,15),0.102899 # DEPENDENCYPART_GRANDSIBL
(6,18),(18,16),(18,-1),-0.0704332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(6,18),(18,15),(18,-1),-0.0648368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,8),(8,9),-0.133009 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,10),0.0788857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,11),-0.0350443 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,12),-0.0287924 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,13),-0.0474373 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,14),-0.0341211 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,15),-0.0457475 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,16),-0.0701473 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,17),0.0348079 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,18),-0.0219367 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(7,8),(8,8),(8,19),0.130745 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(7,8),(8,9),(8,10),-0.00757715 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,11),-0.042126 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,12),-0.0164168 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,13),-0.0433907 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,14),-0.0488249 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,15),-0.0466322 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,16),-0.0474648 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,17),-0.0373563 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,18),-0.0493706 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,9),(8,19),0.0131059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,10),(8,11),-0.0421802 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,12),-0.0474315 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,13),-0.0326515 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,14),-0.04365 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,15),-0.0510309 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,16),-0.036202 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,17),-0.0424034 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,18),-0.0419973 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,10),(8,19),-0.0852548 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(7,8),(8,11),(8,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,13),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,14),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(7,8),(8,11),(8,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
