# _root_ Institutional investors and bankers , many of whom spent the night before in their offices watching Far Eastern markets , were cautiously optimistic after the mild 1.8 % decline in Tokyo stock prices .
#goldHeads=2,21,2,3,2,9,6,7,2,11,9,11,9,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
#predictedHeads=2,21,2,3,2,9,6,7,2,11,9,9,12,15,13,9,19,19,16,2,0,23,21,21,29,29,28,29,24,29,33,33,30,21,
(23,24),(24,33),(24,35),-0.0142377 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,24),(24,24),(24,23),0.119532 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,24),(24,22),-0.0644996 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,24),(24,-1),-0.0264863 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,23),(24,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,24),(24,23),(24,-1),-0.0493126 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,24),(24,22),(24,-1),-0.0518348 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,26),-0.0442319 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,27),-0.0425355 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,25),(25,25),(25,35),0.0258912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,25),(25,26),(25,27),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,25),(25,26),(25,35),-0.0458983 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,27),(25,35),-0.0425113 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,25),(25,25),(25,-1),0.0179057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,27),-0.0494752 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,28),-0.0501684 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,30),-0.0302495 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,33),-0.0525941 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,35),-0.0713653 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,27),(26,28),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,30),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,27),(26,35),-0.0498536 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,28),(26,30),-0.0421997 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,33),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,28),(26,35),-0.028332 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,30),(26,33),-0.0422756 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,30),(26,35),-0.0550961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,33),(26,35),-0.0534231 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,26),(26,25),0.105872 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,23),0.102779 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,26),(26,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,26),(26,-1),0.0238727 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,25),(26,23),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,25),(26,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,26),(26,25),(26,-1),-0.0648495 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,26),(26,23),(26,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,26),(26,23),(26,-1),-0.0648504 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,26),(26,22),(26,-1),-0.0441979 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,28),-0.0540863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,35),0.0391198 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,28),(27,35),-0.0551409 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,27),(27,26),0.0962566 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,25),0.097608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,24),0.0903673 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,27),(27,27),(27,23),0.0962566 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,27),(27,-1),-0.0172958 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,27),(27,26),(27,25),0.0985575 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,26),(27,24),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,26),(27,23),0.103064 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,26),(27,-1),-0.0659507 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,25),(27,24),0.102703 # DEPENDENCYPART_GRANDSIBL
(23,27),(27,25),(27,23),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,25),(27,-1),-0.0763327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,24),(27,23),0.10307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,24),(27,-1),-0.0782088 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,27),(27,23),(27,-1),-0.0659507 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,28),(28,30),-0.0633188 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,33),-0.0192591 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,35),-0.108755 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,30),(28,33),-0.0424948 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,30),(28,35),-0.0955926 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,33),(28,35),-0.0396599 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,28),(28,27),0.096814 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,26),0.0934894 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,25),0.0984253 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,28),(28,28),(28,-1),-0.0370337 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,28),(28,27),(28,26),0.102686 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,27),(28,25),0.1023 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,27),(28,-1),-0.054205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,26),(28,25),0.105035 # DEPENDENCYPART_GRANDSIBL
(23,28),(28,26),(28,-1),-0.0877857 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,28),(28,25),(28,-1),-0.0696283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,30),-0.065169 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,31),-0.0487662 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,32),-0.0151813 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,33),-0.019234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,34),-0.0420145 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,35),-0.114128 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,30),(29,31),-0.0420183 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,32),-0.0428624 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,33),-0.0424948 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,34),-0.0428692 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,30),(29,35),-0.0913971 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,31),(29,32),-0.0422624 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,31),(29,33),-0.0420366 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,31),(29,34),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,31),(29,35),-0.0329193 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,32),(29,33),-0.0420155 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,32),(29,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,32),(29,35),-0.0193333 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,33),(29,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,33),(29,35),-0.0393142 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,34),(29,35),-0.0434915 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,29),(29,28),0.080272 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,27),0.0957785 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,26),0.093516 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,25),0.0988974 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,24),0.152156 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,23),0.093516 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,29),(29,22),-0.0643115 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,19),-0.0658457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,29),(29,-1),-0.0532118 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,28),(29,27),0.117938 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,26),0.103228 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,25),0.0959499 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,24),0.102908 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,23),0.103228 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,28),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,28),(29,-1),-0.0895269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,27),(29,26),0.102873 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,25),0.102301 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,24),0.102706 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,23),0.102873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,27),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,27),(29,-1),-0.056778 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,26),(29,25),0.105035 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,24),0.102554 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,23),0.103122 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,26),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,19),-0.0641524 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,26),(29,-1),-0.0875945 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,25),(29,24),0.101258 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,23),0.102712 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,25),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,25),(29,-1),-0.069149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,24),(29,23),0.10287 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,24),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,24),(29,19),-0.064152 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,24),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,24),(29,-1),-0.0251368 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,23),(29,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,23),(29,19),-0.0641524 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,23),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,29),(29,23),(29,-1),-0.0875951 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,29),(29,22),(29,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,22),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,22),(29,-1),-0.077769 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,19),(29,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,29),(29,19),(29,-1),-0.0708592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,29),(29,14),(29,-1),-0.0527991 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,30),(30,31),-0.0700032 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,32),-0.00334004 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,33),-0.0251713 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,35),-0.113056 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,31),(30,32),-0.0420949 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,31),(30,33),-0.0420151 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,31),(30,35),-0.0811208 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,32),(30,33),-0.042381 # DEPENDENCYPART_GRANDSIBL
(23,30),(30,32),(30,35),0.0164585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,33),(30,35),-0.00224816 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,30),(30,30),(30,29),0.0900563 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,30),(30,30),(30,-1),-0.0253561 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,30),(30,29),(30,-1),-0.0840811 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,33),(33,35),-0.149043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,33),(33,33),(33,32),0.128118 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,31),0.0838772 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,30),0.113397 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,29),0.128405 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,28),0.128331 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,27),0.0928507 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,26),0.0532617 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,25),0.108744 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,23),0.0532617 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,33),(33,33),(33,22),-0.0641523 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,17),-0.0643236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,33),(33,-1),-0.05845 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,33),(33,32),(33,31),0.102061 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,30),0.103034 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,29),0.100877 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,28),0.100877 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,27),0.102255 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,26),0.107369 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,25),0.10104 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,23),0.107369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,32),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,32),(33,-1),-0.0516814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,31),(33,30),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,29),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,28),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,27),0.102494 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,26),0.10291 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,25),0.103053 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,23),0.10291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,31),(33,22),-0.0641485 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,31),(33,-1),-0.0850007 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,30),(33,29),0.103057 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,28),0.103057 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,27),0.103051 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,26),0.106205 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,25),0.10307 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,23),0.106205 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,30),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,30),(33,-1),-0.0709695 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,29),(33,28),0.100877 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,27),0.102255 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,26),0.107422 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,25),0.10104 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,23),0.107422 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,29),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,29),(33,-1),-0.0514471 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,28),(33,27),0.102227 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,26),0.107414 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,25),0.10104 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,23),0.107414 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,28),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,28),(33,-1),-0.0515148 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,27),(33,26),0.103054 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,27),(33,25),0.107216 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,27),(33,23),0.103054 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,27),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,27),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,27),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,27),(33,-1),-0.098784 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,26),(33,25),0.0964379 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,26),(33,23),0.0993758 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,26),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,26),(33,17),-0.0642308 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,26),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,26),(33,-1),-0.094562 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,25),(33,23),0.103021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,25),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,25),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,25),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,25),(33,-1),-0.0606511 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,23),(33,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,23),(33,17),-0.0642308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,23),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(23,33),(33,23),(33,-1),-0.094562 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(23,33),(33,22),(33,17),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,22),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,22),(33,-1),-0.0517555 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,17),(33,14),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(23,33),(33,17),(33,-1),-0.0946648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(23,33),(33,14),(33,-1),-0.0662648 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,23),0.114007 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,24),-0.0705463 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,22),(22,26),-0.0665492 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,27),-0.0667178 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,29),-0.0675653 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,22),(22,35),-0.101611 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,23),(22,24),-0.0642973 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,23),(22,26),-0.064146 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,29),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,23),(22,35),-0.0589786 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,24),(22,26),-0.0641458 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,29),-0.0641624 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,22),(22,24),(22,35),-0.0612792 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,22),(22,26),(22,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,29),-0.0641916 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,26),(22,35),-0.0589692 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,27),(22,29),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(24,22),(22,27),(22,35),-0.0982935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,29),(22,35),-0.0416728 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(24,22),(22,22),(22,-1),0.0416053 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,24),-0.0674542 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,23),(23,25),-0.0643308 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,26),-0.0644468 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,27),-0.065365 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,28),-0.0656746 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,29),-0.0656743 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,30),-0.0681637 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,33),-0.065015 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,23),(23,35),-0.147287 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(24,23),(23,24),(23,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(24,23),(23,24),(23,27),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
